"Index","FKWL.Close"
2012-04-20,1.55
2012-04-24,1.65
2012-04-25,1.7
2012-04-26,1.6
2012-04-27,1.6
2012-05-01,1.51
2012-05-02,1.51
2012-05-03,1.58
2012-05-07,1.51
2012-05-08,1.5
2012-05-10,1.5
2012-05-15,1.57
2012-05-16,1.54
2012-05-18,1.51
2012-05-21,1.47
2012-05-23,1.42
2012-05-30,1.4
2012-05-31,1.4
2012-06-04,1.49
2012-06-11,1.32
2012-06-12,1.32
2012-06-13,1.34
2012-06-14,1.38
2012-06-15,1.34
2012-06-18,1.34
2012-06-19,1.35
2012-06-20,1.34
2012-06-21,1.32
2012-06-22,1.3
2012-06-25,1.3
2012-06-26,1.3
2012-06-27,1.34
2012-06-28,1.3
2012-06-29,1.38
2012-07-02,1.35
2012-07-09,1.33
2012-07-10,1.36
2012-07-11,1.33
2012-07-12,1.32
2012-07-18,1.32
2012-07-19,1.32
2012-07-24,1.3
2012-07-26,1.26
2012-07-27,1.3
2012-07-30,1.25
2012-07-31,1.25
2012-08-01,1.36
2012-08-02,1.37
2012-08-06,1.4
2012-08-07,1.54
2012-08-08,1.44
2012-08-09,1.55
2012-08-10,1.65
2012-08-14,1.59
2012-08-15,1.58
2012-08-16,1.7
2012-08-17,1.7
2012-08-20,1.65
2012-08-21,1.6
2012-08-22,1.65
2012-08-23,1.65
2012-08-24,1.65
2012-08-27,1.65
2012-08-28,1.6
2012-08-29,1.65
2012-08-30,1.64
2012-08-31,1.69
2012-09-05,1.55
2012-09-07,1.56
2012-09-10,1.6
2012-09-11,1.55
2012-09-12,1.6
2012-09-13,1.6
2012-09-14,1.6
2012-09-17,1.6
2012-09-18,1.55
2012-09-19,1.55
2012-09-21,1.65
2012-09-24,1.7
2012-09-26,1.55
2012-09-27,1.79
2012-09-28,1.88
2012-10-01,2.05
2012-10-02,2.28
2012-10-03,2.25
2012-10-04,2.25
2012-10-05,2.2
2012-10-08,2.23
2012-10-09,2.31
2012-10-10,2.3
2012-10-11,2.21
2012-10-12,2.25
2012-10-15,2.28
2012-10-16,2.48
2012-10-18,2.45
2012-10-19,2.4
2012-10-22,2.4
2012-10-23,2.33
2012-10-24,2.35
2012-10-25,2.4
2012-10-26,2.36
2012-10-31,2.35
2012-11-01,2.37
2012-11-02,2.37
2012-11-05,2.37
2012-11-07,2.16
2012-11-08,2.35
2012-11-12,2.27
2012-11-14,2.25
2012-11-15,2.25
2012-11-16,2.28
2012-11-20,2.25
2012-11-26,2.25
2012-11-28,2.2
2012-11-29,2.2
2012-11-30,2.24
2012-12-05,2.2
2012-12-07,2.15
2012-12-10,2.15
2012-12-12,2.2
2012-12-13,2
2012-12-17,2
2012-12-18,2
2012-12-20,1.85
2012-12-21,2
2012-12-24,2.03
2012-12-26,2
2012-12-27,1.85
2012-12-28,2
2012-12-31,2
2013-01-02,1.98
2013-01-04,1.98
2013-01-07,1.98
2013-01-14,1.81
2013-01-22,1.82
2013-01-24,1.83
2013-01-25,1.82
2013-01-28,1.79
2013-01-30,1.73
2013-01-31,1.77
2013-02-01,1.77
2013-02-05,1.76
2013-02-08,1.7
2013-02-12,1.77
2013-02-13,1.78
2013-02-15,1.6
2013-02-19,1.55
2013-02-20,1.52
2013-02-22,1.52
2013-02-27,1.46
2013-02-28,1.46
2013-03-01,1.5
2013-03-05,1.35
2013-03-06,1.4
2013-03-07,1.38
2013-03-08,1.48
2013-03-12,1.5
2013-03-14,1.55
2013-03-27,1.5
2013-03-28,1.5
2013-04-03,1.5
2013-04-04,1.6
2013-04-05,1.6
2013-04-08,1.79
2013-04-09,1.49
2013-04-10,1.45
2013-04-11,1.48
2013-04-15,1.51
2013-04-22,1.5
2013-04-23,1.79
2013-04-26,1.59
2013-04-29,1.6
2013-04-30,1.6
2013-05-03,1.6
2013-05-08,1.35
2013-05-09,1.32
2013-05-16,1.61
2013-05-17,1.55
2013-05-21,1.64
2013-05-24,1.64
2013-05-28,1.69
2013-05-30,1.63
2013-05-31,1.69
2013-06-03,1.7
2013-06-05,1.55
2013-06-06,1.55
2013-06-11,1.55
2013-06-19,1.65
2013-06-21,1.65
2013-06-25,1.65
2013-06-28,1.7
2013-07-03,1.71
2013-07-09,1.32
2013-07-10,1.71
2013-07-11,1.71
2013-07-12,1.75
2013-07-15,1.79
2013-07-22,1.95
2013-07-23,1.86
2013-07-24,1.86
2013-07-26,1.7
2013-07-29,1.7
2013-07-31,1.7
2013-08-02,1.73
2013-08-05,1.89
2013-08-06,1.77
2013-08-07,1.84
2013-08-08,1.82
2013-08-12,1.8
2013-08-13,1.68
2013-08-19,1.68
2013-08-20,1.71
2013-08-21,1.71
2013-08-26,1.7
2013-08-30,1.85
2013-09-03,1.81
2013-09-04,1.83
2013-09-05,1.94
