"Index","OMER.Close"
2010-12-22,7.86
2010-12-23,7.89
2010-12-27,7.99
2010-12-28,8.02
2010-12-29,8.21
2010-12-30,8.36
2010-12-31,8.24
2011-01-03,8.5
2011-01-04,8.25
2011-01-05,8.26
2011-01-06,7.81
2011-01-07,8.01
2011-01-10,8.07
2011-01-11,8
2011-01-12,8.01
2011-01-13,7.96
2011-01-14,7.9
2011-01-18,7.6
2011-01-19,7.38
2011-01-20,7.16
2011-01-21,7
2011-01-24,7.08
2011-01-25,7.03
2011-01-26,7.02
2011-01-27,6.47
2011-01-28,6.24
2011-01-31,6.26
2011-02-01,6.46
2011-02-02,6.4
2011-02-03,6.56
2011-02-04,6.78
2011-02-07,7.04
2011-02-08,6.95
2011-02-09,6.82
2011-02-10,6.88
2011-02-11,6.75
2011-02-14,6.67
2011-02-15,6.74
2011-02-16,6.52
2011-02-17,6.53
2011-02-18,6.61
2011-02-22,6.51
2011-02-23,6.37
2011-02-24,6.46
2011-02-25,6.56
2011-02-28,6.49
2011-03-01,6.3
2011-03-02,6.74
2011-03-03,6.69
2011-03-04,6.55
2011-03-07,6.42
2011-03-08,6.5
2011-03-09,6.42
2011-03-10,6.41
2011-03-11,6.21
2011-03-14,6.27
2011-03-15,6.12
2011-03-16,6.03
2011-03-17,5.98
2011-03-18,6.11
2011-03-21,6.06
2011-03-22,6.05
2011-03-23,6.69
2011-03-24,6.71
2011-03-25,7.35
2011-03-28,7.36
2011-03-29,7.44
2011-03-30,7.8
2011-03-31,8
2011-04-01,5.06
2011-04-04,5.04
2011-04-05,4.91
2011-04-06,4.89
2011-04-07,4.69
2011-04-08,4.71
2011-04-11,4.6
2011-04-12,4.87
2011-04-13,5
2011-04-14,5.01
2011-04-15,5.07
2011-04-18,5.15
2011-04-19,5.14
2011-04-20,5.42
2011-04-21,5.21
2011-04-25,5.06
2011-04-26,5.16
2011-04-27,5.25
2011-04-28,5.34
2011-04-29,5.34
2011-05-02,4.99
2011-05-03,4.77
2011-05-04,4.56
2011-05-05,4.83
2011-05-06,4.97
2011-05-09,5.02
2011-05-10,5.13
2011-05-11,4.98
2011-05-12,5
2011-05-13,5.01
2011-05-16,4.93
2011-05-17,4.86
2011-05-18,4.75
2011-05-19,4.65
2011-05-20,4.33
2011-05-23,4.31
2011-05-24,4.51
2011-05-25,4.61
2011-05-26,4.69
2011-05-27,4.53
2011-05-31,4.66
2011-06-01,4.49
2011-06-02,4.61
2011-06-03,4.45
2011-06-06,4.5
2011-06-07,4.45
2011-06-08,4.25
2011-06-09,4.2
2011-06-10,4.11
2011-06-13,3.95
2011-06-14,4.11
2011-06-15,4
2011-06-16,4.08
2011-06-17,4.01
2011-06-20,4.02
2011-06-21,4.08
2011-06-22,4.28
2011-06-23,4.69
2011-06-24,4.5
2011-06-27,4.31
2011-06-28,4.27
2011-06-29,4.32
2011-06-30,4.12
2011-07-01,4.09
2011-07-05,4.04
2011-07-06,4.08
2011-07-07,4.17
2011-07-08,4.21
2011-07-11,4.01
2011-07-12,4.17
2011-07-13,4.14
2011-07-14,4.15
2011-07-15,4.14
2011-07-18,4.03
2011-07-19,4.17
2011-07-20,4.17
2011-07-21,4.15
2011-07-22,4.16
2011-07-25,4.07
2011-07-26,4.02
2011-07-27,3.98
2011-07-28,3.98
2011-07-29,4.06
2011-08-01,4.03
2011-08-02,3.88
2011-08-03,3.77
2011-08-04,3.62
2011-08-05,3.44
2011-08-08,3.28
2011-08-09,3.46
2011-08-10,3.38
2011-08-11,3.26
2011-08-12,3.17
2011-08-15,3.36
2011-08-16,3.46
2011-08-17,3.62
2011-08-18,3.73
2011-08-19,3.48
2011-08-22,3.4
2011-08-23,3.46
2011-08-24,3.58
2011-08-25,3.48
2011-08-26,3.62
2011-08-29,3.97
2011-08-30,4
2011-08-31,3.91
2011-09-01,3.91
2011-09-02,3.89
2011-09-06,3.71
2011-09-07,3.92
2011-09-08,3.82
2011-09-09,3.74
2011-09-12,3.68
2011-09-13,3.7
2011-09-14,3.78
2011-09-15,3.72
2011-09-16,3.7
2011-09-19,3.85
2011-09-20,4.27
2011-09-21,4.14
2011-09-22,3.9
2011-09-23,3.77
2011-09-26,3.84
2011-09-27,4.02
2011-09-28,4
2011-09-29,4.01
2011-09-30,4.05
2011-10-03,3.97
2011-10-04,3.95
2011-10-05,3.95
2011-10-06,4.01
2011-10-07,4.05
2011-10-10,4.15
2011-10-11,4.11
2011-10-12,4.06
2011-10-13,4.02
2011-10-14,3.91
2011-10-17,3.9
2011-10-18,3.9
2011-10-19,3.87
2011-10-20,3.82
2011-10-21,3.93
2011-10-24,3.94
2011-10-25,3.99
2011-10-26,3.95
2011-10-27,3.96
2011-10-28,3.95
2011-10-31,3.95
2011-11-01,3.95
2011-11-02,3.92
2011-11-03,3.91
2011-11-04,3.95
2011-11-07,3.99
2011-11-08,3.97
2011-11-09,3.9
2011-11-10,3.9
2011-11-11,3.93
2011-11-14,3.88
2011-11-15,3.86
2011-11-16,3.59
2011-11-17,3.57
2011-11-18,3.57
2011-11-21,3.4
2011-11-22,3.27
2011-11-23,3.34
2011-11-25,3.26
2011-11-28,3.4
2011-11-29,3.29
2011-11-30,3.83
2011-12-01,3.93
2011-12-02,3.93
2011-12-05,3.99
2011-12-06,4.02
2011-12-07,4.02
2011-12-08,4
2011-12-09,4.04
2011-12-12,4.05
2011-12-13,4.01
2011-12-14,4.1
2011-12-15,3.98
2011-12-16,4
2011-12-19,3.99
2011-12-20,4.02
2011-12-21,3.75
2011-12-22,4
2011-12-23,4.04
2011-12-27,4.04
2011-12-28,4.05
2011-12-29,4.02
2011-12-30,3.95
2012-01-03,4
2012-01-04,3.99
2012-01-05,4.02
2012-01-06,4.05
2012-01-09,4.47
2012-01-10,5.49
2012-01-11,5.45
2012-01-12,5.61
2012-01-13,5.53
2012-01-17,5.69
2012-01-18,5.79
2012-01-19,5.72
2012-01-20,5.59
2012-01-23,5.21
2012-01-24,5.56
2012-01-25,5.67
2012-01-26,5.7
2012-01-27,5.82
2012-01-30,5.79
2012-01-31,5.46
2012-02-01,5.72
2012-02-02,5.89
2012-02-03,5.9
2012-02-06,5.94
2012-02-07,6.33
2012-02-08,6.41
2012-02-09,6.39
2012-02-10,6.32
2012-02-13,6.25
2012-02-14,6.27
2012-02-15,6.38
2012-02-16,6.51
2012-02-17,6.75
2012-02-21,6.7
2012-02-22,6.42
2012-02-23,6.44
2012-02-24,6.25
2012-02-27,6.43
2012-02-28,6.91
2012-02-29,6.8
2012-03-01,7.24
2012-03-02,7.89
2012-03-05,7.81
2012-03-06,8.02
2012-03-07,8.49
2012-03-08,8.45
2012-03-09,8.27
2012-03-12,7.64
2012-03-13,10.22
2012-03-14,10.12
2012-03-15,10.01
2012-03-16,9.77
2012-03-19,9.77
2012-03-20,10.16
2012-03-21,9.98
2012-03-22,9.66
2012-03-23,9.78
2012-03-26,9.94
2012-03-27,9.88
2012-03-28,9.9
2012-03-29,10
2012-03-30,9.93
2012-04-02,9.9
2012-04-03,9.97
2012-04-04,9.59
2012-04-05,9.8
2012-04-09,9.74
2012-04-10,9.56
2012-04-11,9.63
2012-04-12,9.37
2012-04-13,9.27
2012-04-16,9.36
2012-04-17,9.55
2012-04-18,9.15
2012-04-19,9.03
2012-04-20,8.94
2012-04-23,9.08
2012-04-24,8.87
2012-04-25,8.6
2012-04-26,8.71
2012-04-27,8.78
2012-04-30,8.85
2012-05-01,9.08
2012-05-02,9.12
2012-05-03,9.27
2012-05-04,9.1
2012-05-07,9.02
2012-05-08,9.37
2012-05-09,9.3
2012-05-10,9.39
2012-05-11,9.24
2012-05-14,9.5
2012-05-15,9.77
2012-05-16,9.7
2012-05-17,9.16
2012-05-18,9.52
2012-05-21,9.7
2012-05-22,10.13
2012-05-23,9.92
2012-05-24,10.03
2012-05-25,10
2012-05-29,9.99
2012-05-30,10
2012-05-31,10.24
2012-06-01,10.19
2012-06-04,10.09
2012-06-05,10.07
2012-06-06,10.45
2012-06-07,10.51
2012-06-08,11.82
2012-06-11,12.19
2012-06-12,13.05
2012-06-13,12.89
2012-06-14,12.72
2012-06-15,12.9
2012-06-18,13
2012-06-19,13.1
2012-06-20,12.97
2012-06-21,12.99
2012-06-22,13.25
2012-06-25,13.24
2012-06-26,13.25
2012-06-27,10.6
2012-06-28,10.34
2012-06-29,10
2012-07-02,10.22
2012-07-03,10.21
2012-07-05,10.2
2012-07-06,10.14
2012-07-09,10.09
2012-07-10,10.14
2012-07-11,9.79
2012-07-12,9.46
2012-07-13,9.65
2012-07-16,9.22
2012-07-17,8.66
2012-07-18,8.71
2012-07-19,8.74
2012-07-20,9.04
2012-07-23,8.89
2012-07-24,8.82
2012-07-25,9.19
2012-07-26,9.48
2012-07-27,9.64
2012-07-30,9.07
2012-07-31,9.45
2012-08-01,8.96
2012-08-02,8.87
2012-08-03,8.81
2012-08-06,8.59
2012-08-07,8.48
2012-08-08,8.4
2012-08-09,8.53
2012-08-10,8.46
2012-08-13,8.81
2012-08-14,8.77
2012-08-15,8.96
2012-08-16,9.04
2012-08-17,8.99
2012-08-20,9.05
2012-08-21,8.82
2012-08-22,8.82
2012-08-23,9.03
2012-08-24,9.11
2012-08-27,8.96
2012-08-28,9.2
2012-08-29,9.45
2012-08-30,9.32
2012-08-31,9.43
2012-09-04,9.5
2012-09-05,9.25
2012-09-06,9.41
2012-09-07,9.24
2012-09-10,9.13
2012-09-11,8.99
2012-09-12,9.1
2012-09-13,9.57
2012-09-14,9.55
2012-09-17,9.44
2012-09-18,9.49
2012-09-19,9.61
2012-09-20,9.44
2012-09-21,9.6
2012-09-24,9.7
2012-09-25,9.69
2012-09-26,9.44
2012-09-27,9.44
2012-09-28,9.4
2012-10-01,9.49
2012-10-02,9.68
2012-10-03,9.8
2012-10-04,10.42
2012-10-05,10.4
2012-10-08,10.69
2012-10-09,10.8
2012-10-10,10.94
2012-10-11,10.63
2012-10-12,10.76
2012-10-15,10.84
2012-10-16,11.07
2012-10-17,11.43
2012-10-18,11.54
2012-10-19,10.71
2012-10-22,10.15
2012-10-23,10.07
2012-10-24,10.13
2012-10-25,9.9
2012-10-26,9.73
2012-10-31,9.39
2012-11-01,9.84
2012-11-02,9.36
2012-11-05,9
2012-11-06,9.06
2012-11-07,8.95
2012-11-08,8.43
2012-11-09,8.22
2012-11-12,6.99
2012-11-13,6.62
2012-11-14,6.26
2012-11-15,6.21
2012-11-16,6.36
2012-11-19,6.61
2012-11-20,6.96
2012-11-21,7.18
2012-11-23,7.36
2012-11-26,7.06
2012-11-27,7.12
2012-11-28,7.35
2012-11-29,7.36
2012-11-30,7.48
2012-12-03,7.29
2012-12-04,7.28
2012-12-05,7.29
2012-12-06,7.33
2012-12-07,6.9
2012-12-10,7.2
2012-12-11,7.24
2012-12-12,7.02
2012-12-13,6.83
2012-12-14,6.51
2012-12-17,6.66
2012-12-18,6.6
2012-12-19,6.57
2012-12-20,6.35
2012-12-21,6.2
2012-12-24,6.08
2012-12-26,6
2012-12-27,5.84
2012-12-28,5.32
2012-12-31,5.19
2013-01-02,5.39
2013-01-03,5.54
2013-01-04,5.85
2013-01-07,6.07
2013-01-08,6.25
2013-01-09,6.27
2013-01-10,6.29
2013-01-11,6.13
2013-01-14,6.15
2013-01-15,6.04
2013-01-16,5.89
2013-01-17,5.89
2013-01-18,5.65
2013-01-22,5.69
2013-01-23,5.7
2013-01-24,5.57
2013-01-25,5.71
2013-01-28,5.72
2013-01-29,5.7
2013-01-30,5.49
2013-01-31,5.46
2013-02-01,5.55
2013-02-04,5.49
2013-02-05,5.57
2013-02-06,5.6
2013-02-07,5.62
2013-02-08,5.52
2013-02-11,5.72
2013-02-12,5.79
2013-02-13,5.8
2013-02-14,5.77
2013-02-15,5.57
2013-02-19,5.64
2013-02-20,5.59
2013-02-21,5.63
2013-02-22,5.6
2013-02-25,5.61
2013-02-26,5.54
2013-02-27,5.32
2013-02-28,5.43
2013-03-01,5.38
2013-03-04,5.39
2013-03-05,5.49
2013-03-06,5.8
2013-03-07,5.73
2013-03-08,5.75
2013-03-11,5.75
2013-03-12,5.53
2013-03-13,5.59
2013-03-14,5.52
2013-03-15,5.36
2013-03-18,5.28
2013-03-19,5.16
2013-03-20,4.87
2013-03-21,4.75
2013-03-22,4.73
2013-03-25,4.5
2013-03-26,4.09
2013-03-27,4.28
2013-03-28,4.12
2013-04-01,4.11
2013-04-02,4.17
2013-04-03,4.13
2013-04-04,4.09
2013-04-05,3.99
2013-04-08,4.14
2013-04-09,3.9
2013-04-10,3.99
2013-04-11,4.11
2013-04-12,4.03
2013-04-15,3.82
2013-04-16,3.76
2013-04-17,3.84
2013-04-18,3.94
2013-04-19,3.9
2013-04-22,3.91
2013-04-23,4.05
2013-04-24,4.08
2013-04-25,4.05
2013-04-26,4.05
2013-04-29,4.12
2013-04-30,4.03
2013-05-01,3.8
2013-05-02,4.03
2013-05-03,4.05
2013-05-06,4.06
2013-05-07,4.03
2013-05-08,4.06
2013-05-09,4.17
2013-05-10,4.77
2013-05-13,4.91
2013-05-14,5.02
2013-05-15,4.96
2013-05-16,5.09
2013-05-17,5.14
2013-05-20,5.34
2013-05-21,5.38
2013-05-22,4.94
2013-05-23,5.08
2013-05-24,5.3
2013-05-28,5.62
2013-05-29,5.52
2013-05-30,5.51
2013-05-31,5.3
2013-06-03,5.51
2013-06-04,4.99
2013-06-05,4.69
2013-06-06,4.94
2013-06-07,5.05
2013-06-10,5.31
2013-06-11,5.17
2013-06-12,4.97
2013-06-13,5.03
2013-06-14,4.96
2013-06-17,4.97
2013-06-18,5.18
2013-06-19,5.07
2013-06-20,4.91
2013-06-21,4.97
2013-06-24,5
2013-06-25,5.06
2013-06-26,5.07
2013-06-27,5
2013-06-28,5.04
2013-07-01,4.97
2013-07-02,5.31
2013-07-03,5.28
2013-07-05,5.52
2013-07-08,5.96
2013-07-09,5.41
2013-07-10,5.58
2013-07-11,5.8
2013-07-12,5.85
2013-07-15,5.78
2013-07-16,5.87
2013-07-17,5.96
2013-07-18,5.89
2013-07-19,5.72
2013-07-22,5.68
2013-07-23,5.56
2013-07-24,5.56
2013-07-25,5.58
2013-07-26,5.51
2013-07-29,5.42
2013-07-30,5.41
2013-07-31,5.37
2013-08-01,5.6
2013-08-02,5.7
2013-08-05,6.04
2013-08-06,5.99
2013-08-07,5.76
2013-08-08,5.66
2013-08-09,5.63
2013-08-12,5.25
2013-08-13,5.09
2013-08-14,4.97
2013-08-15,4.75
2013-08-16,5.07
2013-08-19,4.95
2013-08-20,4.91
2013-08-21,5.05
2013-08-22,5.31
2013-08-23,4.91
2013-08-26,5.13
2013-08-27,5.12
2013-08-28,5.09
2013-08-29,5.14
2013-08-30,5.03
2013-09-03,5.16
2013-09-04,5.32
2013-09-05,5.27
2013-09-06,5.15
2013-09-09,5.25
2013-09-10,5.34
2013-09-11,5.21
2013-09-12,5.13
2013-09-13,5.09
2013-09-16,8.56
2013-09-17,7.62
2013-09-18,7.25
2013-09-19,7.74
2013-09-20,7.16
2013-09-23,9.18
2013-09-24,9.06
2013-09-25,9.37
2013-09-26,10.01
2013-09-27,9.86
2013-09-30,9.75
2013-10-01,9.68
2013-10-02,11.19
2013-10-03,13.23
2013-10-04,13.14
2013-10-07,13.16
2013-10-08,12.05
2013-10-09,11.33
2013-10-10,12.1
2013-10-11,11.78
2013-10-14,11.53
2013-10-15,11.72
2013-10-16,11.79
2013-10-17,12.13
2013-10-18,11.41
2013-10-21,10.87
2013-10-22,11.05
2013-10-23,10.76
2013-10-24,11.36
2013-10-25,10.89
2013-10-28,10.74
2013-10-29,10.47
2013-10-30,10.1
2013-10-31,10
2013-11-01,9.65
2013-11-04,9.15
2013-11-05,10.23
2013-11-06,9.14
2013-11-07,8.51
2013-11-08,8.63
2013-11-11,8.41
2013-11-12,8.19
2013-11-13,8.67
2013-11-14,8.2
2013-11-15,7.85
2013-11-18,7.48
2013-11-19,7.49
2013-11-20,7.14
2013-11-21,7.14
2013-11-22,7.17
2013-11-25,7.56
2013-11-26,7.89
2013-11-27,8
2013-11-29,7.89
2013-12-02,7.45
2013-12-03,7.51
2013-12-04,7.36
2013-12-05,7.37
2013-12-06,7.31
2013-12-09,7.36
2013-12-10,7.25
2013-12-11,7.22
2013-12-12,7.77
2013-12-13,8.25
2013-12-16,9.25
2013-12-17,8.92
2013-12-18,10.53
2013-12-19,10.13
2013-12-20,10.5
2013-12-23,10.96
2013-12-24,10.98
2013-12-26,11.07
2013-12-27,11.02
2013-12-30,11.16
2013-12-31,11.29
2014-01-02,12.06
2014-01-03,11.64
2014-01-06,10.87
2014-01-07,10.81
2014-01-08,11.41
2014-01-09,11.62
2014-01-10,11.89
2014-01-13,12.07
2014-01-14,12.1
2014-01-15,12.17
2014-01-16,12.26
2014-01-17,12.19
2014-01-21,12.49
2014-01-22,12.24
2014-01-23,12.09
2014-01-24,11.27
2014-01-27,10.51
2014-01-28,11.23
2014-01-29,11.52
2014-01-30,11.98
2014-01-31,11.68
2014-02-03,11.35
2014-02-04,11.25
2014-02-05,11.8
2014-02-06,11.65
2014-02-07,11.82
2014-02-10,11.88
2014-02-11,12.16
2014-02-12,11.92
2014-02-13,12.04
2014-02-14,11.91
2014-02-18,13.26
2014-02-19,13.48
2014-02-20,14.1
2014-02-21,13.78
2014-02-24,13.94
2014-02-25,14.15
2014-02-26,14.23
2014-02-27,14.5
2014-02-28,13.36
2014-03-03,12.92
2014-03-04,13.13
2014-03-05,13.15
2014-03-06,13.14
2014-03-07,13.03
2014-03-10,12.88
2014-03-11,12.52
2014-03-12,12.85
2014-03-13,12.3
2014-03-14,11.35
2014-03-17,11.52
2014-03-18,12.74
2014-03-19,13.07
2014-03-20,13.11
2014-03-21,12.46
2014-03-24,12.24
2014-03-25,11.99
2014-03-26,11.58
2014-03-27,11.26
2014-03-28,11.34
2014-03-31,12.07
2014-04-01,12.48
2014-04-02,12.37
2014-04-03,12.02
2014-04-04,11.44
2014-04-07,10.88
2014-04-08,11.15
2014-04-09,12.07
2014-04-10,11.32
2014-04-11,11.44
2014-04-14,11.39
2014-04-15,11.32
2014-04-16,11.33
2014-04-17,11.27
2014-04-21,11.31
2014-04-22,12.29
2014-04-23,11.85
2014-04-24,12.09
2014-04-25,11.49
2014-04-28,11.28
2014-04-29,12.35
2014-04-30,12.38
2014-05-01,12.58
2014-05-02,12.36
2014-05-05,13.25
2014-05-06,12.76
2014-05-07,13.02
2014-05-08,12.04
2014-05-09,11.88
2014-05-12,12.11
2014-05-13,11.06
2014-05-14,10.91
2014-05-15,10.63
2014-05-16,10.15
2014-05-19,10.58
2014-05-20,10.08
2014-05-21,9.94
2014-05-22,10.42
2014-05-23,11.67
2014-05-27,11.75
2014-05-28,11.55
2014-05-29,11.78
2014-05-30,11.69
2014-06-02,11.83
2014-06-03,11.41
2014-06-04,11.97
2014-06-05,12.3
2014-06-06,13.33
2014-06-09,14.01
2014-06-10,15.5
2014-06-11,15.87
2014-06-12,14.26
2014-06-13,14.11
2014-06-16,14.18
2014-06-17,14.15
2014-06-18,14.2
2014-06-19,14.14
2014-06-20,14.35
2014-06-23,15.36
2014-06-24,16.04
2014-06-25,17.47
2014-06-26,17.35
2014-06-27,17.53
2014-06-30,17.4
2014-07-01,18.09
2014-07-02,18.34
2014-07-03,18.19
2014-07-07,16.6
2014-07-08,14.88
2014-07-09,14.75
2014-07-10,14.61
2014-07-11,14.63
2014-07-14,14.63
2014-07-15,14.05
2014-07-16,14.1
2014-07-17,13.64
2014-07-18,14.06
2014-07-21,13.92
2014-07-22,13.73
2014-07-23,14.35
2014-07-24,14.05
2014-07-25,13.98
2014-07-28,13.76
2014-07-29,14.01
2014-07-30,13.99
2014-07-31,13.61
2014-08-01,13.57
2014-08-04,13.69
2014-08-05,13.89
2014-08-06,13.77
2014-08-07,13.33
2014-08-08,13.68
2014-08-11,13.94
2014-08-12,12.9
2014-08-13,13.66
2014-08-14,13.62
2014-08-15,13.01
2014-08-18,13.11
2014-08-19,12.88
2014-08-20,12.58
2014-08-21,12.33
2014-08-22,12.85
2014-08-25,13.34
2014-08-26,14.09
2014-08-27,14.15
2014-08-28,14.19
2014-08-29,14.91
2014-09-02,15.45
2014-09-03,14.78
2014-09-04,13.79
2014-09-05,13.83
2014-09-08,14.06
2014-09-09,13.76
2014-09-10,14.26
2014-09-11,14.61
2014-09-12,14.45
2014-09-15,13.52
2014-09-16,13.28
2014-09-17,13.63
2014-09-18,13.6
2014-09-19,13.2
2014-09-22,12.9
2014-09-23,12.68
2014-09-24,13.19
2014-09-25,12.86
2014-09-26,12.97
2014-09-29,12.95
2014-09-30,12.72
2014-10-01,12.26
2014-10-02,12.49
2014-10-03,13.03
2014-10-06,12.8
2014-10-07,12.58
2014-10-08,13.46
2014-10-09,12.87
2014-10-10,12.89
2014-10-13,12.3
2014-10-14,12.28
2014-10-15,12.7
2014-10-16,13.78
2014-10-17,13.25
2014-10-20,13.82
2014-10-21,12.12
2014-10-22,11.76
2014-10-23,12.18
2014-10-24,12.21
2014-10-27,11.91
2014-10-28,11.95
2014-10-29,11.58
2014-10-30,16.57
2014-10-31,16.57
2014-11-03,17.33
2014-11-04,17.12
