"Index","AVTR.Close"
2012-02-01,10.2
2012-02-02,10.51
2012-02-03,11
2012-02-06,10.55
2012-02-07,10.62
2012-02-08,10.9
2012-02-09,10.76
2012-02-10,10.63
2012-02-13,11.28
2012-02-14,11.61
2012-02-15,12.04
2012-02-16,12.5
2012-02-17,12.44
2012-02-21,11.94
2012-02-22,11.48
2012-02-23,11.4
2012-02-24,11.26
2012-02-27,10.93
2012-02-28,10.76
2012-02-29,10.47
2012-03-01,10.51
2012-03-02,10.06
2012-03-05,10.04
2012-03-06,9.6
2012-03-07,9.71
2012-03-08,10.03
2012-03-09,10.4
2012-03-12,10.55
2012-03-13,10.85
2012-03-14,10.72
2012-03-15,11.05
2012-03-16,10.98
2012-03-19,11.45
2012-03-20,11.04
2012-03-21,11.39
2012-03-22,11.2
2012-03-23,11.43
2012-03-26,12.17
2012-03-27,12.53
2012-03-28,12.59
2012-03-29,12.53
2012-03-30,12.18
2012-04-02,12.44
2012-04-03,11.93
2012-04-04,11.48
2012-04-05,11.33
2012-04-09,11.13
2012-04-10,11.11
2012-04-11,11.14
2012-04-12,11.11
2012-04-13,11.08
2012-04-16,11.3
2012-04-17,11.37
2012-04-18,11.2
2012-04-19,11.25
2012-04-20,11.35
2012-04-23,11.01
2012-04-24,11.4
2012-04-25,11.68
2012-04-26,11.61
2012-04-27,12.72
2012-04-30,12.47
2012-05-01,12.55
2012-05-02,13.1
2012-05-03,12.8
2012-05-04,12.97
2012-05-07,13.14
2012-05-08,12.78
2012-05-09,12.89
2012-05-10,13.86
2012-05-11,13.89
2012-05-14,13.28
2012-05-15,12.82
2012-05-16,11.69
2012-05-17,11.25
2012-05-18,11.31
2012-05-21,11.51
2012-05-22,11.61
2012-05-23,11.45
2012-05-24,11.37
2012-05-25,11.37
2012-05-29,11.41
2012-05-30,11.26
2012-05-31,11.25
2012-06-01,10.69
2012-06-04,10.5
2012-06-05,11.04
2012-06-06,11.87
2012-06-07,11.72
2012-06-08,11.87
2012-06-11,11.51
2012-06-12,12.44
2012-06-13,11.96
2012-06-14,12.05
2012-06-15,12.26
2012-06-18,12.37
2012-06-19,12.96
2012-06-20,12.99
2012-06-21,13.01
2012-06-22,13.42
2012-06-25,13.31
2012-06-26,13.34
2012-06-27,14
2012-06-28,13.66
2012-06-29,14.58
2012-07-02,15.12
2012-07-03,15.37
2012-07-05,15.61
2012-07-06,15.47
2012-07-09,15.16
2012-07-10,15.06
2012-07-11,15.35
2012-07-12,15.47
2012-07-13,15.65
2012-07-16,15.12
2012-07-17,14.97
2012-07-18,14.97
2012-07-19,14.56
2012-07-20,12.83
2012-07-23,12.87
2012-07-24,12.73
2012-07-25,12.6
2012-07-26,12.2
2012-07-27,12.38
2012-07-30,12.33
2012-07-31,12.38
2012-08-01,12.2
2012-08-02,12.17
2012-08-03,12.21
2012-08-06,12.33
2012-08-07,12.31
2012-08-08,12.38
2012-08-09,12.48
2012-08-10,12.47
2012-08-13,12.94
2012-08-14,13.42
2012-08-15,13.37
2012-08-16,13.27
2012-08-17,13.52
2012-08-20,13.5
2012-08-21,13.65
2012-08-22,13.75
2012-08-23,13.62
2012-08-24,14
2012-08-27,13.65
2012-08-28,14.3
2012-08-29,14.24
2012-08-30,13.89
2012-08-31,14.74
2012-09-04,14.55
2012-09-05,14.42
2012-09-06,14.58
2012-09-07,14.5
2012-09-10,14.43
2012-09-11,14.68
2012-09-12,14.92
2012-09-13,14.87
2012-09-14,15.02
2012-09-17,14.49
2012-09-18,14.49
2012-09-19,14.22
2012-09-20,14.21
2012-09-21,14.5
2012-09-24,14.66
2012-09-25,14.56
2012-09-26,14.76
2012-09-27,15.51
2012-09-28,14.84
2012-10-01,15.07
2012-10-02,15.53
2012-10-03,15.34
2012-10-04,15.41
2012-10-05,15.25
2012-10-08,15.04
2012-10-09,14.42
2012-10-10,14.71
2012-10-11,14.84
2012-10-12,14.71
2012-10-15,14.9
2012-10-16,14.95
2012-10-17,15.26
2012-10-18,14.5
2012-10-19,14.75
2012-10-22,14.64
2012-10-23,14.52
2012-10-24,14.58
2012-10-25,14.69
2012-10-26,14.52
2012-10-31,14.7
2012-11-01,14.57
2012-11-02,14.5
2012-11-05,14.53
2012-11-06,14.72
2012-11-07,14.49
2012-11-08,14.48
2012-11-09,14.4
2012-11-12,14.13
2012-11-13,13.49
2012-11-14,12.48
2012-11-15,11.87
2012-11-16,12.17
2012-11-19,12.68
2012-11-20,12.73
2012-11-21,13.14
2012-11-23,13.35
2012-11-26,13.46
2012-11-27,13.44
2012-11-28,13.44
2012-11-29,13.35
2012-11-30,13.23
2012-12-03,12.76
2012-12-04,12.61
2012-12-05,12.81
2012-12-06,12.62
2012-12-07,12.82
2012-12-10,13
2012-12-11,14.06
2012-12-12,14.3
2012-12-13,13.71
2012-12-14,14.03
2012-12-17,14.49
2012-12-18,15.1
2012-12-19,15.24
2012-12-20,15.44
2012-12-21,15
2012-12-24,14.03
2012-12-26,13.48
2012-12-27,13.69
2012-12-28,14.04
2012-12-31,14.22
2013-01-02,15.02
2013-01-03,14.72
2013-01-04,14.99
2013-01-07,14.74
2013-01-08,14.8
2013-01-09,14.7
2013-01-10,14.79
2013-01-11,14.76
2013-01-14,14.21
2013-01-15,14.59
2013-01-16,14.44
2013-01-17,14.65
2013-01-18,14.63
2013-01-22,14.72
2013-01-23,14.75
2013-01-24,14.77
2013-01-25,14.7
2013-01-28,14.8
2013-01-29,14.86
2013-01-30,14.37
2013-01-31,14.89
2013-02-01,15.18
2013-02-04,14.37
2013-02-05,14.29
2013-02-06,14.81
2013-02-07,14.02
2013-02-08,14.17
2013-02-11,14.2
2013-02-12,14.64
2013-02-13,14.79
2013-02-14,14.77
2013-02-15,14.73
2013-02-19,14.88
2013-02-20,14.2
2013-02-21,14.05
2013-02-22,14.26
2013-02-25,13.86
2013-02-26,14.93
2013-02-27,14.9
2013-02-28,15.02
2013-03-01,14.71
2013-03-04,15.28
2013-03-05,15.06
2013-03-06,14.96
2013-03-07,15.01
2013-03-08,15.25
2013-03-11,14.92
2013-03-12,14.6
2013-03-13,14.82
2013-03-14,15.06
2013-03-15,14.59
2013-03-18,14.28
2013-03-19,13.56
2013-03-20,13.27
2013-03-21,13.36
2013-03-22,13.6
2013-03-25,13.19
2013-03-26,12.97
2013-03-27,13.15
2013-03-28,13.33
2013-04-01,13.46
2013-04-02,13.2
2013-04-03,13.22
2013-04-04,13.34
2013-04-05,13.34
2013-04-08,13.29
2013-04-09,12.97
2013-04-10,13.41
2013-04-11,13.2
2013-04-12,13.19
2013-04-15,12.52
2013-04-16,13.17
2013-04-17,12.61
2013-04-18,12.64
2013-04-19,13
2013-04-22,12.99
2013-04-23,13.05
2013-04-24,12.98
2013-04-25,12.69
2013-04-26,12.92
2013-04-29,12.99
2013-04-30,12.91
2013-05-01,12.09
2013-05-02,12.13
2013-05-03,13.1
2013-05-06,13.11
2013-05-07,13.1
2013-05-08,13.12
2013-05-09,12.88
2013-05-10,12.95
2013-05-13,12.96
2013-05-14,13.04
2013-05-15,12.88
2013-05-16,12.81
2013-05-17,12.78
2013-05-20,12.91
2013-05-21,12.94
2013-05-22,12.93
2013-05-23,12.85
2013-05-24,12.79
2013-05-28,13.16
2013-05-29,12.85
2013-05-30,13.18
2013-05-31,13.24
2013-06-03,13.58
2013-06-04,13.58
2013-06-05,13.6
2013-06-06,13.74
2013-06-07,14.08
2013-06-10,14.22
2013-06-11,14.09
2013-06-12,14.05
2013-06-13,14.2
2013-06-14,14.07
2013-06-17,14.16
2013-06-18,14.54
2013-06-19,17.53
2013-06-20,16.7
2013-06-21,16.77
2013-06-24,16.48
2013-06-25,17.01
2013-06-26,17.05
2013-06-27,17.25
2013-06-28,17.73
2013-07-01,17.64
2013-07-02,17.33
2013-07-03,16.95
2013-07-05,17.46
2013-07-08,17.3
2013-07-09,17.19
2013-07-10,17.3
2013-07-11,17.36
2013-07-12,16.68
2013-07-15,16.95
2013-07-16,16.93
2013-07-17,16.78
2013-07-18,16.43
2013-07-19,16.47
2013-07-22,16.31
2013-07-23,16.51
2013-07-24,16.87
2013-07-25,16.91
2013-07-26,16.98
2013-07-29,16.11
2013-07-30,16.28
2013-07-31,16.15
2013-08-01,16.77
2013-08-02,16.55
2013-08-05,16.6
2013-08-06,16.64
2013-08-07,15.93
2013-08-08,15.72
2013-08-09,15.42
2013-08-12,15.77
2013-08-13,15.76
2013-08-14,15.63
2013-08-15,15.62
2013-08-16,15.7
2013-08-19,15.78
2013-08-20,16.01
2013-08-21,16.19
2013-08-22,16.21
2013-08-23,16.26
2013-08-26,16.36
2013-08-27,16.05
2013-08-28,16.1
2013-08-29,16.28
2013-08-30,16.08
2013-09-03,16.17
2013-09-04,16.45
2013-09-05,16.68
2013-09-06,16.34
2013-09-09,16.7
2013-09-10,16.37
2013-09-11,16.11
2013-09-12,15.89
2013-09-13,16.08
2013-09-16,16.13
2013-09-17,16.25
2013-09-18,16.39
2013-09-19,16.42
2013-09-20,16.46
2013-09-23,16.43
2013-09-24,16.91
2013-09-25,16.9
2013-09-26,16.8
2013-09-27,17.24
2013-09-30,17.46
2013-10-01,18.01
2013-10-02,17.86
2013-10-03,17.8
2013-10-04,17.7
2013-10-07,18.32
2013-10-08,18.31
2013-10-09,18.27
2013-10-10,18.39
2013-10-11,19.13
2013-10-14,18.53
2013-10-15,18.28
2013-10-16,18.43
2013-10-17,18.49
2013-10-18,18.57
2013-10-21,18.45
2013-10-22,18.79
2013-10-23,19.11
2013-10-24,19.02
2013-10-25,18.7
2013-10-28,18.96
2013-10-29,18.99
2013-10-30,18.79
2013-10-31,19.1
2013-11-01,19.18
2013-11-04,19.12
2013-11-05,19.11
2013-11-06,19.12
2013-11-07,19.09
2013-11-08,19.41
2013-11-11,19.25
2013-11-12,19.26
2013-11-13,19.34
2013-11-14,19.27
2013-11-15,19.45
2013-11-18,19.37
2013-11-19,18.71
2013-11-20,18.83
2013-11-21,19.46
2013-11-22,18.98
2013-11-25,19.36
2013-11-26,19.65
2013-11-27,19.9
2013-11-29,20.17
2013-12-02,19.4
2013-12-03,19.08
2013-12-04,19.18
2013-12-05,18.94
2013-12-06,19.19
2013-12-09,19.13
2013-12-10,19.15
2013-12-11,18.13
2013-12-12,18.36
2013-12-13,18.07
2013-12-16,17.86
2013-12-17,17.46
2013-12-18,17.98
2013-12-19,18
2013-12-20,17.36
2013-12-23,18.09
2013-12-24,17.6
2013-12-26,17.99
2013-12-27,17.88
2013-12-30,17.96
2013-12-31,18.17
2014-01-02,18.37
2014-01-03,18.27
2014-01-06,18.42
2014-01-07,18.05
2014-01-08,17.86
2014-01-09,17.8
2014-01-10,18.65
2014-01-13,18.47
2014-01-14,18.73
2014-01-15,18.73
2014-01-16,18.99
2014-01-17,18.63
2014-01-21,18.55
2014-01-22,19.06
2014-01-23,19.11
2014-01-24,18.3
2014-01-27,18.29
2014-01-28,18.55
2014-01-29,18.09
2014-01-30,18.87
2014-01-31,18.72
2014-02-03,18.67
2014-02-04,19.31
2014-02-05,18.62
2014-02-06,19.02
2014-02-07,18.9
2014-02-10,19.46
2014-02-11,19.17
2014-02-12,19.18
2014-02-13,19.74
2014-02-14,20.29
2014-02-18,20.69
2014-02-19,19.82
2014-02-20,19.79
2014-02-21,19.49
2014-02-24,19.3
2014-02-25,19.25
2014-02-26,19.1
2014-02-27,19.39
2014-02-28,19.75
2014-03-03,19.23
2014-03-04,19.39
2014-03-05,19.43
2014-03-06,19.37
2014-03-07,19.08
2014-03-10,18.9
2014-03-11,18.72
2014-03-12,19.19
2014-03-13,18.53
2014-03-14,18.87
2014-03-17,18.81
2014-03-18,18.65
2014-03-19,18.49
2014-03-20,18.29
2014-03-21,18.34
2014-03-24,18.19
2014-03-25,17.99
2014-03-26,17.44
2014-03-27,17.6
2014-03-28,17.92
2014-03-31,18.09
2014-04-01,18.26
2014-04-02,18.46
2014-04-03,18.44
2014-04-04,17.91
2014-04-07,17.97
2014-04-08,18.02
2014-04-09,18.47
2014-04-10,18.05
2014-04-11,17.88
2014-04-14,17.95
2014-04-15,17.35
2014-04-16,17.34
2014-04-17,17.32
2014-04-21,17.31
2014-04-22,17.31
2014-04-23,17.15
2014-04-24,17.14
2014-04-25,16.98
2014-04-28,17.25
2014-04-29,17.1
2014-04-30,17.13
2014-05-01,17.27
2014-05-02,17.45
2014-05-05,17.42
2014-05-06,17.12
2014-05-07,17.15
2014-05-08,17.05
2014-05-09,17.1
2014-05-12,17.29
2014-05-13,17.27
2014-05-14,16.92
2014-05-15,16.82
2014-05-16,16.82
2014-05-19,16.81
2014-05-20,16.63
2014-05-21,16.62
2014-05-22,16.76
2014-05-23,16.71
2014-05-27,16.79
2014-05-28,16.7
2014-05-29,16.62
2014-05-30,16.59
2014-06-02,16.46
2014-06-03,16.41
2014-06-04,16.87
2014-06-05,17.79
2014-06-06,17.79
2014-06-09,17.73
2014-06-10,17.7
2014-06-11,17.41
2014-06-12,17.21
2014-06-13,17.15
2014-06-16,17.27
2014-06-17,17.17
2014-06-18,17.2
2014-06-19,16.7
2014-06-20,16.69
2014-06-23,16.74
2014-06-24,16.6
2014-06-25,16.67
2014-06-26,16.49
2014-06-27,16.37
2014-06-30,16.35
2014-07-01,16.32
2014-07-02,16.24
2014-07-03,16.03
2014-07-07,16.1
2014-07-08,16.24
2014-07-09,16.1
2014-07-10,16.14
2014-07-11,15.91
2014-07-14,15.99
2014-07-15,15.75
2014-07-16,15.92
2014-07-17,15.76
2014-07-18,15.87
2014-07-21,15.8
2014-07-22,15.97
2014-07-23,15.98
2014-07-24,15.72
2014-07-25,15.54
2014-07-28,15.44
2014-07-29,15.35
2014-07-30,15.33
2014-07-31,15.59
2014-08-01,15.87
2014-08-04,15.98
2014-08-05,16.21
2014-08-06,16.23
2014-08-07,15.93
2014-08-08,16.08
2014-08-11,16.23
2014-08-12,16.08
2014-08-13,15.92
2014-08-14,15.88
2014-08-15,15.8
2014-08-18,16.16
2014-08-19,16.13
2014-08-20,16.08
2014-08-21,16.23
2014-08-22,16.15
2014-08-25,15.97
2014-08-26,15.97
2014-08-27,15.95
2014-08-28,15.85
2014-08-29,15.93
2014-09-02,15.81
2014-09-03,15.56
2014-09-04,15.53
2014-09-05,15.51
2014-09-08,15.64
2014-09-09,15.44
2014-09-10,15.78
2014-09-11,15.75
2014-09-12,15.51
2014-09-15,15.32
2014-09-16,15.35
2014-09-17,15.54
2014-09-18,15.49
2014-09-19,15
2014-09-22,14.81
2014-09-23,14.6
2014-09-24,14.66
2014-09-25,14.73
2014-09-26,14.69
2014-09-29,15.07
2014-09-30,14.65
2014-10-01,14.51
2014-10-02,14.46
2014-10-03,14.72
2014-10-06,14.42
2014-10-07,14.36
2014-10-08,14.45
2014-10-09,14.11
2014-10-10,13.85
2014-10-13,14.17
2014-10-14,14.3
2014-10-15,14.85
2014-10-16,15.23
2014-10-17,15.22
2014-10-20,15.23
2014-10-21,14.85
2014-10-22,14.48
2014-10-23,14.6
2014-10-24,15.03
2014-10-27,15.04
2014-10-28,15.54
2014-10-29,15.24
2014-10-30,15.24
2014-10-31,14.99
2014-11-03,14.73
2014-11-04,14.82
2014-11-05,14.71
2014-11-06,14.76
2014-11-07,15.09
2014-11-10,15.06
2014-11-11,15.2
2014-11-12,14.98
2014-11-13,14.8
2014-11-14,14.92
2014-11-17,14.81
2014-11-18,14.96
2014-11-19,14.79
2014-11-20,15.01
2014-11-21,14.83
2014-11-24,15
2014-11-25,14.98
2014-11-26,15
2014-11-28,14.97
2014-12-01,14.74
2014-12-02,14.53
2014-12-03,14.72
2014-12-04,14.16
2014-12-05,14.09
2014-12-08,13.74
2014-12-09,13.79
2014-12-10,13.75
2014-12-11,13.73
2014-12-12,13.64
2014-12-15,13.49
2014-12-16,13.28
2014-12-17,13.83
2014-12-18,14.16
2014-12-19,13.82
2014-12-22,13.81
2014-12-23,13.65
2014-12-24,13.84
2014-12-26,14.29
2014-12-29,14.34
2014-12-30,14.5
2014-12-31,14.57
2015-01-02,14.23
2015-01-05,15.04
2015-01-06,15.23
2015-01-07,15.2
2015-01-08,14.97
2015-01-09,14.94
2015-01-12,14.94
2015-01-13,14.69
