"Index","AVTR.Close"
2008-08-27,31.73
2008-08-28,32.24
2008-08-29,31.79
2008-09-02,32.6
2008-09-03,33.6
2008-09-04,32.92
2008-09-05,33.64
2008-09-08,33.65
2008-09-09,32.49
2008-09-10,34.29
2008-09-11,34.63
2008-09-12,35.5
2008-09-15,33.44
2008-09-16,34
2008-09-17,33.14
2008-09-18,37.72
2008-09-19,39.14
2008-09-22,36.07
2008-09-23,35.12
2008-09-24,35.01
2008-09-25,35.76
2008-09-26,36.12
2008-09-29,34.16
2008-09-30,33
2008-10-01,33.83
2008-10-02,33.8
2008-10-03,32.9
2008-10-06,32.44
2008-10-07,31.83
2008-10-08,30.77
2008-10-09,27.42
2008-10-10,31.37
2008-10-13,32.86
2008-10-14,30.03
2008-10-15,28.66
2008-10-16,28.37
2008-10-17,27.62
2008-10-20,29.73
2008-10-21,28.77
2008-10-22,27.94
2008-10-23,27.61
2008-10-24,27.15
2008-10-27,26.58
2008-10-28,29.28
2008-10-29,30.1
2008-10-30,31.19
2008-10-31,33.95
2008-11-03,32.82
2008-11-04,30.23
2008-11-05,27.8
2008-11-06,28.2
2008-11-07,27
2008-11-10,26.36
2008-11-11,25.91
2008-11-12,25.2
2008-11-13,29.12
2008-11-14,27.08
2008-11-17,26.5
2008-11-18,25.85
2008-11-19,25
2008-11-20,24.43
2008-11-21,25.66
2008-11-24,27.4
2008-11-25,26.46
2008-11-26,28
2008-11-28,29.03
2008-12-01,24.36
2008-12-02,25.64
2008-12-03,25.05
2008-12-04,24.37
2008-12-05,25.4
2008-12-08,26.32
2008-12-09,24.39
2008-12-10,25.03
2008-12-11,23.41
2008-12-12,23.39
2008-12-15,23.54
2008-12-16,24.9
2008-12-17,25.8
2008-12-18,24.83
2008-12-19,30.28
2008-12-22,27.49
2008-12-23,25.92
2008-12-24,25.52
2008-12-26,25.24
2008-12-29,24.45
2008-12-30,25.26
2008-12-31,26.52
2009-01-02,26.1
2009-01-05,26.54
2009-01-06,26.97
2009-01-07,27.02
2009-01-08,27.19
2009-01-09,27.16
2009-01-12,26.88
2009-01-13,27
2009-01-14,26.3
2009-01-15,26.47
2009-01-16,26.16
2009-01-20,25.3
2009-01-21,26.68
2009-01-22,26.1
2009-01-23,26.2
2009-01-26,27.77
2009-01-27,28.08
2009-01-28,28.55
2009-01-29,26.46
2009-01-30,25.95
2009-02-02,26.18
2009-02-03,26.72
2009-02-04,26.47
2009-02-05,26.77
2009-02-06,26.93
2009-02-09,27.25
2009-02-10,25.02
2009-02-11,25.66
2009-02-12,24.59
2009-02-13,25.23
2009-02-17,24.06
2009-02-18,23.29
2009-02-19,20.56
2009-02-20,19.13
2009-02-23,17.01
2009-02-24,16.67
2009-02-25,17.12
2009-02-26,16.85
2009-02-27,16.61
2009-03-02,16.39
2009-03-03,16.28
2009-03-04,15.84
2009-03-05,14.94
2009-03-06,15
2009-03-09,14.53
2009-03-10,15
2009-03-11,14.54
2009-03-12,15
2009-03-13,15
2009-03-16,14.66
2009-03-17,14.69
2009-03-18,14.87
2009-03-19,15.07
2009-03-20,14.49
2009-03-23,15
2009-03-24,14.57
2009-03-25,15.12
2009-03-26,15.2
2009-03-27,14.95
2009-03-30,14.92
2009-03-31,14.98
2009-04-01,15.03
2009-04-02,15.89
2009-04-03,16.78
2009-04-06,16.27
2009-04-07,15.56
2009-04-08,16.18
2009-04-09,18.8
2009-04-13,17.94
2009-04-14,17.9
2009-04-15,18.23
2009-04-16,19.87
2009-04-17,19.36
2009-04-20,18.04
2009-04-21,18.72
2009-04-22,18.1
2009-04-23,18.21
2009-04-24,18.52
2009-04-27,17.62
2009-04-28,18.02
2009-04-29,19.31
2009-04-30,18.58
2009-05-01,18.85
2009-05-04,18.83
2009-05-05,17.17
2009-05-06,18.56
2009-05-07,17.83
2009-05-08,18.87
2009-05-11,19.08
2009-05-12,18.06
2009-05-13,17.78
2009-05-14,17.67
2009-05-15,17.33
2009-05-18,17.81
2009-05-19,17.73
2009-05-20,18.36
2009-05-21,17.24
2009-05-22,18.04
2009-05-26,18.42
2009-05-27,17.85
2009-05-28,17.44
2009-05-29,17.67
2009-06-01,18.29
2009-06-02,18.47
2009-06-03,18.09
2009-06-04,18.51
2009-06-05,18.33
2009-06-08,18.04
2009-06-09,18.51
2009-06-10,19.07
2009-06-11,19.11
2009-06-12,19.77
2009-06-15,19.5
2009-06-16,19.67
2009-06-17,20.17
2009-06-18,19.1
2009-06-19,18.74
2009-06-22,17.65
2009-06-23,17.7
2009-06-24,17.01
2009-06-25,17.89
2009-06-26,18.95
2009-06-29,17.62
2009-06-30,18.17
2009-07-01,18.43
2009-07-02,17.97
2009-07-06,18.43
2009-07-07,18.08
2009-07-08,17.53
2009-07-09,17.28
2009-07-10,17.36
2009-07-13,17.58
2009-07-14,18.05
2009-07-15,18.65
2009-07-16,18.72
2009-07-17,18.88
2009-07-20,18.76
2009-07-21,18.13
2009-07-22,18.75
2009-07-23,18.97
2009-07-24,18.76
2009-07-27,19.32
2009-07-28,19.97
2009-07-29,20.75
2009-07-30,21.33
2009-07-31,21.45
2009-08-03,21.3
2009-08-04,20.69
2009-08-05,20.33
2009-08-06,20.05
2009-08-07,20.07
2009-08-10,19.91
2009-08-11,20.1
2009-08-12,20.02
2009-08-13,19.96
2009-08-14,19.3
2009-08-17,19.07
2009-08-18,19.49
2009-08-19,19.46
2009-08-20,19.5
2009-08-21,20.06
2009-08-24,20.04
2009-08-25,19.34
2009-08-26,19.29
2009-08-27,19
2009-08-28,19.08
2009-08-31,19.09
2009-09-01,18.68
2009-09-02,18.94
2009-09-03,18.75
2009-09-04,18.96
2009-09-08,18.89
2009-09-09,19.29
2009-09-10,19.35
2009-09-11,19.43
2009-09-14,19.54
2009-09-15,20.2
2009-09-16,20.36
2009-09-17,19
2009-09-18,18.56
2009-09-21,18.6
2009-09-22,19.1
2009-09-23,18.03
2009-09-24,18.03
2009-09-25,18.11
2009-09-28,18.83
2009-09-29,18.45
2009-09-30,19
2009-10-01,18.34
2009-10-02,18.9
2009-10-05,18.22
2009-10-06,18.31
2009-10-07,18.37
2009-10-08,18.69
2009-10-09,18.67
2009-10-12,18.48
2009-10-13,18.4
2009-10-14,18.56
2009-10-15,18.6
2009-10-16,18.4
2009-10-19,18.68
2009-10-20,18.39
2009-10-21,18.05
2009-10-22,18.2
2009-10-23,17.51
2009-10-26,16.58
2009-10-27,16.91
2009-10-28,16.23
2009-10-29,17.68
2009-10-30,16.3
2009-11-02,16.25
2009-11-03,16.24
2009-11-04,16.84
2009-11-05,17.14
2009-11-06,16.86
2009-11-09,17.07
2009-11-10,16.85
2009-11-11,16.71
2009-11-12,16.62
2009-11-13,16.65
2009-11-16,16.9
2009-11-17,16.79
2009-11-18,16.83
2009-11-19,16.5
2009-11-20,16.27
2009-11-23,16.28
2009-11-24,15.97
2009-11-25,15.9
2009-11-27,15.61
2009-11-30,15.3
2009-12-01,15.77
2009-12-02,15.73
2009-12-03,15.37
2009-12-04,16.08
2009-12-07,16.38
2009-12-08,15.89
2009-12-09,15.92
2009-12-10,15.74
2009-12-11,15.9
2009-12-14,15.74
2009-12-15,15.15
2009-12-16,15.25
2009-12-17,15.09
2009-12-18,15.17
2009-12-21,15.47
2009-12-22,15.85
2009-12-23,16.04
2009-12-24,16.08
2009-12-28,16.27
2009-12-29,16.42
2009-12-30,16.52
2009-12-31,17.01
2010-01-04,17.33
2010-01-05,16.89
2010-01-06,16.79
2010-01-07,17.79
2010-01-08,18.75
2010-01-11,18.79
2010-01-12,18.49
2010-01-13,18.43
2010-01-14,18.63
2010-01-15,18.6
2010-01-19,18.9
2010-01-20,18.76
2010-01-21,18.37
2010-01-22,18.3
2010-01-25,17.47
2010-01-26,17.35
2010-01-27,17.6
2010-01-28,17.15
2010-01-29,16.94
2010-02-01,17.03
2010-02-02,17.67
2010-02-03,18.28
2010-02-04,17.89
2010-02-05,17.75
2010-02-08,17.21
2010-02-09,17.4
2010-02-10,17.06
2010-02-11,17.2
2010-02-12,17.08
2010-02-16,17.26
2010-02-17,17.43
2010-02-18,17.34
2010-02-19,17.43
2010-02-22,17.26
2010-02-23,16.91
2010-02-24,16.82
2010-02-25,16.82
2010-02-26,16.12
2010-03-01,16.71
2010-03-02,17.16
2010-03-03,17.2
2010-03-04,17.07
2010-03-05,17.42
2010-03-08,17.2
2010-03-09,17.41
2010-03-10,17.15
2010-03-11,17.56
2010-03-12,17.04
2010-03-15,17.62
2010-03-16,18.07
2010-03-17,19.8
2010-03-18,19.19
2010-03-19,19.14
2010-03-22,19.68
2010-03-23,20.01
2010-03-24,20.29
2010-03-25,20.17
2010-03-26,21.32
2010-03-29,21.79
2010-03-30,22.05
2010-03-31,21.74
2010-04-05,22.04
2010-04-06,21.56
2010-04-07,21.37
2010-04-08,21.41
2010-04-09,21.78
2010-04-12,21.34
2010-04-13,21.98
2010-04-14,22.85
2010-04-15,22.35
2010-04-16,21.47
2010-04-19,21.36
2010-04-20,22.24
2010-04-21,22.39
2010-04-22,22.98
2010-04-23,22.96
2010-04-26,23.04
2010-04-27,22.73
2010-04-28,23.05
2010-04-29,24.09
2010-04-30,23.84
2010-05-03,24.75
2010-05-04,23.44
2010-05-05,23.65
2010-05-06,21.43
2010-05-07,19.5
2010-05-10,21.12
2010-05-11,20.91
2010-05-12,20.95
2010-05-13,20.66
2010-05-14,20.57
2010-05-17,21.46
2010-05-18,21.92
2010-05-19,21.79
2010-05-20,19.61
2010-05-21,20
2010-05-24,19.63
2010-05-25,20.26
2010-05-26,19.76
2010-05-27,21.32
2010-05-28,20.79
2010-06-01,20.31
2010-06-02,21.28
2010-06-03,20.68
2010-06-04,19.54
2010-06-07,18.91
2010-06-08,18.96
2010-06-09,18.91
2010-06-10,19.92
2010-06-11,20.17
2010-06-14,20.41
2010-06-15,21.66
2010-06-16,21.46
2010-06-17,21.02
2010-06-18,21.24
2010-06-21,21.13
2010-06-22,20.11
2010-06-23,20.4
2010-06-24,20.19
2010-06-25,20.16
2010-06-28,20.6
2010-06-29,19.57
2010-06-30,19.18
2010-07-01,19.39
2010-07-02,19.04
2010-07-06,18.93
2010-07-07,19
2010-07-08,18.99
2010-07-09,19.23
2010-07-12,19.03
2010-07-13,20.41
2010-07-14,19.38
2010-07-15,18.53
2010-07-16,17.54
2010-07-19,17.46
2010-07-20,17.41
2010-07-21,17.67
2010-07-22,18.35
2010-07-23,19.26
2010-07-26,19.65
2010-07-27,19.4
2010-07-28,19.1
2010-07-29,19.71
2010-07-30,20.01
2010-08-02,20.37
2010-08-03,20.75
2010-08-04,21
2010-08-05,19.7
2010-08-06,19.69
2010-08-09,20.19
2010-08-10,19.06
2010-08-11,17.65
2010-08-12,18.03
2010-08-13,17.52
2010-08-16,17.71
2010-08-17,18.75
2010-08-18,19.08
2010-08-19,17.4
2010-08-20,17.52
2010-08-23,17.07
2010-08-24,17.14
2010-08-25,17.58
2010-08-26,17.6
2010-08-27,17.97
2010-08-30,17.13
2010-08-31,17.42
2010-09-01,18
2010-09-02,17.98
2010-09-03,18.29
2010-09-07,18.06
2010-09-08,18.07
2010-09-09,18.75
2010-09-10,18.73
2010-09-13,18.8
2010-09-14,18.5
2010-09-15,18.73
2010-09-16,18.64
2010-09-17,18.4
2010-09-20,19.04
2010-09-21,19
2010-09-22,19.02
2010-09-23,18.36
2010-09-24,19.14
2010-09-27,18.83
2010-09-28,18.96
2010-09-29,18.93
2010-09-30,19.08
2010-10-01,19.29
2010-10-04,18.73
2010-10-05,19.09
2010-10-06,19.27
2010-10-07,19.03
2010-10-08,19.17
2010-10-11,19.12
2010-10-12,19.1
2010-10-13,19.2
2010-10-14,19.1
2010-10-15,19.2
2010-10-18,19.25
2010-10-19,18.82
2010-10-20,19
2010-10-21,18.82
2010-10-22,18.75
2010-10-25,18.75
2010-10-26,18.45
2010-10-27,18.37
2010-10-28,17.97
2010-10-29,18.24
2010-11-01,17.8
2010-11-02,18.05
2010-11-03,18.31
2010-11-04,19.62
2010-11-05,19.44
2010-11-08,19.69
2010-11-09,18.85
2010-11-10,19.79
2010-11-11,19.71
2010-11-12,18.96
2010-11-15,18.81
2010-11-16,18.14
2010-11-17,17.42
2010-11-18,18
2010-11-19,18.39
2010-11-22,18.57
2010-11-23,18.36
2010-11-24,18.88
2010-11-26,19.1
2010-11-29,19.35
2010-11-30,19.61
2010-12-01,19.31
2010-12-02,19.54
2010-12-03,19.83
2010-12-06,20.18
2010-12-07,19.92
2010-12-08,19.79
2010-12-09,19.98
2010-12-10,20.4
2010-12-13,19.07
2010-12-14,18.63
2010-12-15,18.67
2010-12-16,19.43
2010-12-17,17.55
2010-12-20,18.1
2010-12-21,18.81
2010-12-22,18.76
2010-12-23,19.04
2010-12-27,19.27
2010-12-28,19.14
2010-12-29,19.3
2010-12-30,19.35
2010-12-31,19.82
2011-01-03,19.54
2011-01-04,18.8
2011-01-05,18.97
2011-01-06,18.75
2011-01-07,19.29
2011-01-10,20.21
2011-01-11,20.38
2011-01-12,20.66
2011-01-13,20.9
2011-01-14,21.6
2011-01-18,21.65
2011-01-19,20.4
2011-01-20,20.31
2011-01-21,19.67
2011-01-24,20
2011-01-25,19.81
2011-01-26,20.7
2011-01-27,20.77
2011-01-28,20.2
2011-01-31,19.97
2011-02-01,19.88
2011-02-02,19.91
2011-02-03,20.15
2011-02-04,19.91
2011-02-07,20.52
2011-02-08,20.91
2011-02-09,20.74
2011-02-10,21.18
2011-02-11,21.47
2011-02-14,21.62
2011-02-15,21.51
2011-02-16,21.62
2011-02-17,22.04
2011-02-18,22.1
2011-02-22,21.6
2011-02-23,21.3
2011-02-24,21.65
2011-02-25,21.59
2011-02-28,21.3
2011-03-01,21.44
2011-03-02,21.47
2011-03-03,21.45
2011-03-04,21.34
2011-03-07,20.76
2011-03-08,21.73
2011-03-09,21.72
2011-03-10,20.62
2011-03-11,19.88
2011-03-14,19.63
2011-03-15,19.32
2011-03-16,19.36
2011-03-17,19.57
2011-03-18,19.76
2011-03-21,20.24
2011-03-22,20.19
2011-03-23,20.1
2011-03-24,20.33
2011-03-25,20.63
2011-03-28,20.61
2011-03-29,20.4
2011-03-30,20.13
2011-03-31,19.79
2011-04-01,19.89
2011-04-04,20.47
2011-04-05,20.62
2011-04-06,20.45
2011-04-07,19.74
2011-04-08,19.39
2011-04-11,19.36
2011-04-12,19
2011-04-13,18.7
2011-04-14,19.12
2011-04-15,19.18
2011-04-18,18.53
2011-04-19,18.65
2011-04-20,18.75
2011-04-21,18.66
2011-04-25,18.61
2011-04-26,18.5
2011-04-27,18.43
2011-04-28,18.5
2011-04-29,18
2011-05-02,17.98
2011-05-03,17.98
2011-05-04,17.31
2011-05-05,17.03
2011-05-06,17.01
2011-05-09,17.25
2011-05-10,16.74
2011-05-11,16.21
2011-05-12,16.97
2011-05-13,17.23
2011-05-16,16.66
2011-05-17,16.21
2011-05-18,16.52
2011-05-19,16.33
2011-05-20,16.19
2011-05-23,16.01
2011-05-24,16.17
2011-05-25,16.62
2011-05-26,16.74
2011-05-27,16.72
2011-05-31,17.79
2011-06-01,16.76
2011-06-02,16.2
2011-06-03,15.87
2011-06-06,15.89
2011-06-07,15.75
2011-06-08,15.41
2011-06-09,15.6
2011-06-10,15.42
2011-06-13,15.4
2011-06-14,15.63
2011-06-15,15.11
2011-06-16,15.11
2011-06-17,15.34
2011-06-20,15.86
2011-06-21,16.04
2011-06-22,15.36
2011-06-23,15.88
2011-06-24,15.18
2011-06-27,16.06
2011-06-28,15.67
2011-06-29,15.65
2011-06-30,15.21
2011-07-01,15.56
2011-07-05,15.16
2011-07-06,15.46
2011-07-07,15.89
2011-07-08,15.79
2011-07-11,15.43
2011-07-12,15.23
2011-07-13,15.48
2011-07-14,15.44
2011-07-15,15.5
2011-07-18,15.27
2011-07-19,16.23
2011-07-20,15.94
2011-07-21,16.17
2011-07-22,15.64
2011-07-25,15.55
2011-07-26,15.37
2011-07-27,15.15
2011-07-28,15.62
2011-07-29,15.3
2011-08-01,14.9
2011-08-02,14.26
2011-08-03,14.3
2011-08-04,13.9
2011-08-05,13.07
2011-08-08,12.34
2011-08-09,12.99
2011-08-10,11.85
2011-08-11,12.04
2011-08-12,11.82
2011-08-15,11.96
2011-08-16,11.74
2011-08-17,11.75
2011-08-18,11.17
2011-08-19,10.42
2011-08-22,10
2011-08-23,10.35
2011-08-24,10.08
2011-08-25,9.69
2011-08-26,9.43
2011-08-29,10.03
2011-08-30,10.23
2011-08-31,10.22
2011-09-01,10.05
2011-09-02,9.91
2011-09-06,9.77
2011-09-07,10.12
2011-09-08,9.8
2011-09-09,9.16
2011-09-12,9.5
2011-09-13,10.13
2011-09-14,10.24
2011-09-15,10.29
2011-09-16,9.69
2011-09-19,9.7
2011-09-20,9.24
2011-09-21,9.24
2011-09-22,8.98
2011-09-23,8.88
2011-09-26,8.98
2011-09-27,9.07
2011-09-28,8.44
2011-09-29,8.73
2011-09-30,8.18
2011-10-03,7.74
2011-10-04,9.15
2011-10-05,8.68
2011-10-06,8.52
2011-10-07,8.09
2011-10-10,8.24
2011-10-11,8.25
2011-10-12,8.84
2011-10-13,8.77
2011-10-14,9
2011-10-17,8.78
2011-10-18,9.49
2011-10-19,9.01
2011-10-20,9.13
2011-10-21,9.26
2011-10-24,9.41
2011-10-25,9.14
2011-10-26,9.12
2011-10-27,9.74
2011-10-28,10
2011-10-31,9.5
2011-11-01,9.05
2011-11-02,9.15
2011-11-03,9.18
2011-11-04,9.04
2011-11-07,8.86
2011-11-08,9.1
2011-11-09,8.82
2011-11-10,8.75
2011-11-11,8.82
2011-11-14,8.2
2011-11-15,8.04
2011-11-16,7.73
2011-11-17,7.46
2011-11-18,7.46
2011-11-21,7.22
2011-11-22,6.71
2011-11-23,6.38
2011-11-25,6.26
2011-11-28,6.23
2011-11-29,6
2011-11-30,5.94
2011-12-01,5.85
2011-12-02,6.31
2011-12-05,6.74
2011-12-06,6.62
2011-12-07,6.61
2011-12-08,6.28
2011-12-09,7.18
2011-12-12,7.07
2011-12-13,6.83
2011-12-14,6.99
2011-12-15,6.93
2011-12-16,6.81
2011-12-19,6.48
2011-12-20,6.75
2011-12-21,6.72
2011-12-22,7
2011-12-23,7.11
2011-12-27,6.97
2011-12-28,6.78
2011-12-29,6.9
2011-12-30,7.18
2012-01-03,7.45
2012-01-04,7.32
2012-01-05,7.3
2012-01-06,7.2
2012-01-09,7.17
2012-01-10,7.62
2012-01-11,8.02
2012-01-12,8.58
2012-01-13,8.59
2012-01-17,8.51
2012-01-18,8.8
2012-01-19,8.8
2012-01-20,9.1
2012-01-23,9.41
2012-01-24,9.62
2012-01-25,9.81
2012-01-26,9.89
2012-01-27,10.11
2012-01-30,10.15
2012-01-31,9.78
