"Index","AVID.Close"
2007-07-06,36.01
2007-07-09,36.07
2007-07-10,36.28
2007-07-11,36.99
2007-07-12,37.07
2007-07-13,37.39
2007-07-16,38.01
2007-07-17,37.53
2007-07-18,36.21
2007-07-19,36.51
2007-07-20,35.86
2007-07-23,35.29
2007-07-24,34.15
2007-07-25,34.46
2007-07-26,34.1
2007-07-27,32.86
2007-07-30,32.68
2007-07-31,32.1
2007-08-01,31.63
2007-08-02,32.07
2007-08-03,30.44
2007-08-06,30.89
2007-08-07,31.62
2007-08-08,33.61
2007-08-09,33.49
2007-08-10,33.41
2007-08-13,31.89
2007-08-14,31.27
2007-08-15,31.5
2007-08-16,31.68
2007-08-17,30.93
2007-08-20,30.57
2007-08-21,30.51
2007-08-22,31.31
2007-08-23,30.8
2007-08-24,31.01
2007-08-27,30.5
2007-08-28,30.38
2007-08-29,30.91
2007-08-30,30.63
2007-08-31,30.83
2007-09-04,30.76
2007-09-05,30.78
2007-09-06,30.81
2007-09-07,30.17
2007-09-10,29.97
2007-09-11,28.55
2007-09-12,27.79
2007-09-13,26.08
2007-09-14,27.04
2007-09-17,26.86
2007-09-18,27.75
2007-09-19,28.36
2007-09-20,27.73
2007-09-21,27.81
2007-09-24,27.23
2007-09-25,27.05
2007-09-26,27.16
2007-09-27,27.18
2007-09-28,27.08
2007-10-01,27.34
2007-10-02,27.97
2007-10-03,27.54
2007-10-04,27.86
2007-10-05,28.59
2007-10-08,28.53
2007-10-09,28.68
2007-10-10,28.71
2007-10-11,28.5
2007-10-12,28.54
2007-10-15,28.71
2007-10-16,28.25
2007-10-17,28.28
2007-10-18,27.99
2007-10-19,28.02
2007-10-22,28.61
2007-10-23,28.31
2007-10-24,27.64
2007-10-25,27.17
2007-10-26,28
2007-10-29,28.04
2007-10-30,28.7
2007-10-31,29.39
2007-11-01,27.67
2007-11-02,28.63
2007-11-05,28.16
2007-11-06,27.68
2007-11-07,26.64
2007-11-08,26
2007-11-09,25.64
2007-11-12,26.89
2007-11-13,28.73
2007-11-14,28.08
2007-11-15,27.76
2007-11-16,27.27
2007-11-19,26.3
2007-11-20,25.59
2007-11-21,25.4
2007-11-23,25.68
2007-11-26,25.33
2007-11-27,25.3
2007-11-28,27.03
2007-11-29,27.06
2007-11-30,26.53
2007-12-03,26.15
2007-12-04,26.23
2007-12-05,26.56
2007-12-06,27.33
2007-12-07,27.02
2007-12-10,27.44
2007-12-11,27
2007-12-12,27.13
2007-12-13,26.53
2007-12-14,25.8
2007-12-17,25.46
2007-12-18,25.43
2007-12-19,25.42
2007-12-20,27.39
2007-12-21,28.98
2007-12-24,28.44
2007-12-26,29.28
2007-12-27,28.88
2007-12-28,28.47
2007-12-31,28.34
2008-01-02,27.51
2008-01-03,27.4
2008-01-04,25.93
2008-01-07,26.13
2008-01-08,25.39
2008-01-09,25.05
2008-01-10,25
2008-01-11,24.36
2008-01-14,24.62
2008-01-15,23.99
2008-01-16,24.13
2008-01-17,24.51
2008-01-18,24.8
2008-01-22,25.01
2008-01-23,28.05
2008-01-24,25.52
2008-01-25,25.02
2008-01-28,26.15
2008-01-29,26.9
2008-01-30,26.18
2008-01-31,25.92
2008-02-01,20.88
2008-02-04,20.04
2008-02-05,20
2008-02-06,19.7
2008-02-07,20.59
2008-02-08,20.68
2008-02-11,20.98
2008-02-12,21.68
2008-02-13,21.58
2008-02-14,21.58
2008-02-15,22.06
2008-02-19,21.74
2008-02-20,22.19
2008-02-21,22.32
2008-02-22,22.84
2008-02-25,23.35
2008-02-26,23.65
2008-02-27,24.59
2008-02-28,24.27
2008-02-29,24.37
2008-03-03,24.04
2008-03-04,23.19
2008-03-05,24.5
2008-03-06,24.79
2008-03-07,24.75
2008-03-10,25.8
2008-03-11,25.88
2008-03-12,24.98
2008-03-13,24.75
2008-03-14,23.73
2008-03-17,23.68
2008-03-18,25.26
2008-03-19,24.91
2008-03-20,24.95
2008-03-24,25.64
2008-03-25,25.42
2008-03-26,25.05
2008-03-27,24.73
2008-03-28,24.27
2008-03-31,24.34
2008-04-01,24.63
2008-04-02,25.04
2008-04-03,25.46
2008-04-04,24.69
2008-04-07,24.78
2008-04-08,24.89
2008-04-09,24.68
2008-04-10,24.99
2008-04-11,24.32
2008-04-14,24
2008-04-15,24.3
2008-04-16,24.44
2008-04-17,23.5
2008-04-18,23.7
2008-04-21,24.18
2008-04-22,24.01
2008-04-23,24.04
2008-04-24,24.65
2008-04-25,20.97
2008-04-28,20.47
2008-04-29,21.07
2008-04-30,20.87
2008-05-01,20.96
2008-05-02,20.86
2008-05-05,20.85
2008-05-06,20.86
2008-05-07,21.07
2008-05-08,21.22
2008-05-09,21.16
2008-05-12,22.41
2008-05-13,22.8
2008-05-14,23.1
2008-05-15,23.11
2008-05-16,22.67
2008-05-19,22.54
2008-05-20,22.35
2008-05-21,21.77
2008-05-22,22.14
2008-05-23,21.65
2008-05-27,22.31
2008-05-28,21.49
2008-05-29,21.48
2008-05-30,21.46
2008-06-02,21.09
2008-06-03,21.2
2008-06-04,21.02
2008-06-05,21.3
2008-06-06,20.11
2008-06-09,20.31
2008-06-10,20.24
2008-06-11,19.63
2008-06-12,19.06
2008-06-13,19.06
2008-06-16,19.17
2008-06-17,18.62
2008-06-18,18.51
2008-06-19,18.57
2008-06-20,18.54
2008-06-23,18.52
2008-06-24,18.51
2008-06-25,18.7
2008-06-26,18.34
2008-06-27,17.75
2008-06-30,16.99
2008-07-01,17.29
2008-07-02,16.92
2008-07-03,18.95
2008-07-07,17.23
2008-07-08,17.81
2008-07-09,16.97
2008-07-10,16.96
2008-07-11,17.56
2008-07-14,17.02
2008-07-15,18.22
2008-07-16,18.93
2008-07-17,19.14
2008-07-18,18.97
2008-07-21,19.01
2008-07-22,20.29
2008-07-23,19.82
2008-07-24,19.69
2008-07-25,21.38
2008-07-28,22.65
2008-07-29,22.52
2008-07-30,23.11
2008-07-31,22.11
2008-08-01,22.71
2008-08-04,22.48
2008-08-05,22.98
2008-08-06,23.6
2008-08-07,23.18
2008-08-08,23.64
2008-08-11,24.86
2008-08-12,24.3
2008-08-13,24.72
2008-08-14,24.91
2008-08-15,24.54
2008-08-18,23.45
2008-08-19,23.53
2008-08-20,23.67
2008-08-21,23.45
2008-08-22,24.81
2008-08-25,23.1
2008-08-26,22.18
2008-08-27,22.93
2008-08-28,23.93
2008-08-29,23.24
2008-09-02,23.44
2008-09-03,23.9
2008-09-04,23.25
2008-09-05,23.04
2008-09-08,25.72
2008-09-09,26.18
2008-09-10,26.18
2008-09-11,25.71
2008-09-12,25.31
2008-09-15,24.73
2008-09-16,24.76
2008-09-17,22.34
2008-09-18,26.25
2008-09-19,25.29
2008-09-22,24.39
2008-09-23,24.68
2008-09-24,23.71
2008-09-25,23.48
2008-09-26,24.59
2008-09-29,23.94
2008-09-30,24.06
2008-10-01,24.26
2008-10-02,23.8
2008-10-03,21.53
2008-10-06,20.78
2008-10-07,20.01
2008-10-08,19.77
2008-10-09,18.76
2008-10-10,21
2008-10-13,22
2008-10-14,20.56
2008-10-15,18.59
2008-10-16,18.83
2008-10-17,19.25
2008-10-20,19.9
2008-10-21,19.1
2008-10-22,17
2008-10-23,16.11
2008-10-24,13.56
2008-10-27,13.4
2008-10-28,14.2
2008-10-29,14.13
2008-10-30,14.77
2008-10-31,14.83
2008-11-03,14.77
2008-11-04,14.7
2008-11-05,14.49
2008-11-06,14.46
2008-11-07,14.58
2008-11-10,14.44
2008-11-11,14.16
2008-11-12,13.74
2008-11-13,14.47
2008-11-14,13.38
2008-11-17,13.46
2008-11-18,13.13
2008-11-19,12.16
2008-11-20,11.38
2008-11-21,11.69
2008-11-24,12.14
2008-11-25,12.25
2008-11-26,12.57
2008-11-28,12.52
2008-12-01,11.02
2008-12-02,11.43
2008-12-03,11.13
2008-12-04,10.51
2008-12-05,10.82
2008-12-08,11.02
2008-12-09,11.26
2008-12-10,11.25
2008-12-11,10.81
2008-12-12,10.89
2008-12-15,10.62
2008-12-16,11.27
2008-12-17,10.92
2008-12-18,10.82
2008-12-19,10.77
2008-12-22,10.13
2008-12-23,9.93
2008-12-24,10.05
2008-12-26,10.25
2008-12-29,10.19
2008-12-30,10.46
2008-12-31,10.91
2009-01-02,11.63
2009-01-05,11.89
2009-01-06,11.84
2009-01-07,11.76
2009-01-08,11.75
2009-01-09,11.54
2009-01-12,11.37
2009-01-13,11.42
2009-01-14,10.81
2009-01-15,10.82
2009-01-16,10.73
2009-01-20,10.4
2009-01-21,10.98
2009-01-22,10.92
2009-01-23,10.84
2009-01-26,10.92
2009-01-27,10.97
2009-01-28,11.13
2009-01-29,10.75
