"Index","NTN.Close"
2008-09-16,85.5
2008-09-17,85.5
2008-09-18,85.5
2008-09-19,85.5
2008-09-22,84
2008-09-23,85.5
2008-09-24,85.5
2008-09-25,85.5
2008-09-26,85.5
2008-09-29,84
2008-09-30,85.5
2008-10-01,85.5
2008-10-02,85.5
2008-10-03,85.5
2008-10-06,85.5
2008-10-07,85.5
2008-10-08,85.5
2008-10-09,85.5
2008-10-10,85.5
2008-10-13,85
2008-10-14,85
2008-10-15,85
2008-10-16,85
2008-10-17,85
2008-10-20,55
2008-10-21,55
2008-10-22,55
2008-10-23,55
2008-10-24,55
2008-10-27,55
2008-10-28,55
2008-10-29,55
2008-10-30,55
2008-10-31,55
2008-11-03,55
2008-11-04,55
2008-11-05,55
2008-11-06,55
2008-11-07,55
2008-11-10,55
2008-11-11,55
2008-11-12,55
2008-11-13,55
2008-11-14,55
2008-11-17,55
2008-11-18,84
2008-11-19,84
2008-11-20,84
2008-11-21,84
2008-11-24,84
2008-11-25,84
2008-11-26,84
2008-11-27,84
2008-11-28,84
2008-12-01,84
2008-12-02,84
2008-12-03,84
2008-12-04,84
2008-12-05,84
2008-12-08,84
2008-12-09,84
2008-12-10,84
2008-12-11,84
2008-12-12,84
2008-12-15,84
2008-12-16,84
2008-12-17,84
2008-12-18,84
2008-12-19,53
2008-12-22,53
2008-12-23,53
2008-12-24,53
2008-12-29,53
2008-12-30,53
2008-12-31,53
2009-01-02,53
2009-01-05,53
2009-01-06,53
2009-01-07,53
2009-01-08,53
2009-01-09,57
2009-01-12,57
2009-01-13,55
2009-01-14,55
2009-01-15,55
2009-01-16,52
2009-01-19,52
2009-01-20,52
2009-01-21,52
2009-01-22,52
2009-01-23,52
2009-01-26,52
2009-01-27,52
2009-01-28,52
2009-01-29,52
2009-01-30,52
2009-02-02,52
2009-02-03,52
2009-02-04,52
2009-02-05,52
2009-02-06,52
2009-02-09,52
2009-02-11,52
2009-02-12,52
2009-02-13,52
2009-02-16,52
2009-02-17,52
2009-02-18,52
2009-02-19,52
2009-02-20,52
2009-02-23,52
2009-02-24,52
2009-02-25,52
2009-02-26,52
2009-02-27,52
2009-03-02,52
2009-03-03,52
2009-03-04,52
2009-03-05,52
2009-03-09,52
2009-03-10,52
2009-03-11,52
2009-03-12,52
2009-03-13,52
2009-03-16,52
2009-03-17,52
2009-03-18,52
2009-03-19,52
2009-03-20,45
2009-03-23,40
2009-03-24,40
2009-03-25,40
2009-03-26,40
2009-03-27,40
2009-03-30,40
2009-03-31,40
2009-04-01,40
2009-04-02,40
2009-04-03,40
2009-04-06,40
2009-04-07,40
2009-04-08,40
2009-04-09,40
2009-04-14,40
2009-04-15,40
2009-04-16,40
2009-04-17,40
2009-04-20,40
2009-04-21,40
2009-04-22,40
2009-04-23,40
2009-04-24,40
2009-04-27,40
2009-04-28,40
2009-04-29,41
2009-04-30,43
2009-05-01,43
2009-05-05,43
2009-05-06,43
2009-05-07,43
2009-05-08,43
2009-05-11,43
2009-05-12,43
2009-05-13,43
2009-05-14,43
2009-05-15,43
2009-05-18,43
2009-05-19,43
2009-05-20,46.5
2009-05-21,46.5
2009-05-22,46.5
2009-05-26,46.5
2009-05-27,46.5
2009-05-28,46.5
2009-05-29,46.5
2009-06-01,46.5
2009-06-02,46.5
2009-06-03,45
2009-06-04,45
2009-06-05,48.5
2009-06-08,48.5
2009-06-09,49.5
2009-06-10,49.5
2009-06-11,49.5
2009-06-12,49.5
2009-06-15,49.5
2009-06-16,49.5
2009-06-17,49.5
2009-06-18,49.5
2009-06-19,49.5
2009-06-22,49.5
2009-06-23,49.5
2009-06-24,49.5
2009-06-26,46
2009-06-29,46
2009-06-30,46
2009-07-01,46
2009-07-02,46
2009-07-03,46
2009-07-06,46
2009-07-07,46
2009-07-08,46
2009-07-09,48.25
2009-07-10,48.25
2009-07-13,49.68
2009-07-14,49.68
2009-07-15,50
2009-07-16,50
2009-07-20,50
2009-07-21,50
2009-07-22,50
2009-07-23,51
2009-07-24,51
2009-07-27,51
2009-07-28,53
2009-07-29,53
2009-07-30,51
2009-07-31,53
2009-08-03,54.5
2009-08-04,53
2009-08-05,56
2009-08-06,56
2009-08-07,56
2009-08-10,56
2009-08-12,56
2009-08-13,56
2009-08-14,56
2009-08-17,56
2009-08-18,56
2009-08-19,56
2009-08-20,56
2009-08-21,56
2009-08-24,56
2009-08-25,56
2009-08-26,56
2009-08-27,53
2009-08-28,54.68
2009-09-01,54.68
2009-09-03,54.68
2009-09-04,54.68
2009-09-07,54.68
2009-09-08,54.68
2009-09-09,54.68
2009-09-10,54.68
2009-09-11,54.68
2009-09-14,54.68
2009-09-15,54.68
2009-09-16,54.68
2009-09-17,54.68
2009-09-18,54.68
2009-09-21,54.68
2009-09-22,54.68
2009-09-23,55.26
2009-09-24,55.26
2009-09-25,55.26
2009-09-28,55.26
2009-09-29,55.26
2009-09-30,55.26
2009-10-01,55
2009-10-02,55
2009-10-05,55
2009-10-06,55
2009-10-07,55
2009-10-08,55
2009-10-09,55
2009-10-12,56
2009-10-13,56
2009-10-14,56
2009-10-15,56
2009-10-16,56
2009-10-19,59
2009-10-20,59
2009-10-21,59
2009-10-22,59
2009-10-23,58.5
2009-10-26,58.5
2009-10-27,58.5
2009-10-28,58.5
2009-10-29,58.5
2009-10-30,59
2009-11-02,63
2009-11-03,63
2009-11-04,63
2009-11-05,63
2009-11-06,64.5
2009-11-09,64.5
2009-11-10,64.5
2009-11-11,64.5
2009-11-12,64.5
2009-11-13,64.5
2009-11-16,64.5
2009-11-17,64.5
2009-11-18,64.5
2009-11-19,64.5
2009-11-20,64.5
2009-11-23,64.5
2009-11-24,74
2009-11-25,74
2009-11-26,74
2009-11-27,75.1
2009-11-30,75.1
2009-12-01,75.1
2009-12-02,75.1
2009-12-03,75.1
2009-12-04,75.1
2009-12-07,75.1
2009-12-08,75.1
2009-12-09,75.1
2009-12-10,75.1
2009-12-11,75.1
2009-12-14,73.1
2009-12-15,73.1
2009-12-16,73.1
2009-12-17,73.1
2009-12-18,73.1
2009-12-21,75
2009-12-22,75
2009-12-23,75
2009-12-24,75
2009-12-29,75
2009-12-30,75
2009-12-31,75
2010-01-04,75
2010-01-05,73.1
2010-01-06,73.1
2010-01-07,74.75
2010-01-08,74.75
2010-01-11,74.75
2010-01-12,74.75
2010-01-13,73
2010-01-14,73
2010-01-15,73
2010-01-18,73
2010-01-19,73
2010-01-20,73
2010-01-21,73
2010-01-22,73
2010-01-25,75
2010-01-26,76
2010-01-27,76
2010-01-28,76
2010-01-29,75
2010-02-01,75
2010-02-02,75
2010-02-03,75
2010-02-04,75
2010-02-05,75
2010-02-08,75
2010-02-09,75
2010-02-10,75
2010-02-11,75
2010-02-12,75
2010-02-15,75
2010-02-16,75
2010-02-17,75
2010-02-18,75
2010-02-19,75
2010-02-22,75
2010-02-23,75
2010-02-24,75
2010-02-25,75
2010-02-26,75
2010-03-02,75
2010-03-03,75
2010-03-04,75
2010-03-05,75
2010-03-08,75
2010-03-09,75
2010-03-10,75
2010-03-11,75
2010-03-12,77
2010-03-15,75
2010-03-16,75
2010-03-17,75
2010-03-18,75
2010-03-19,75
2010-03-22,75
2010-03-23,75
2010-03-24,77
2010-03-25,77
2010-03-26,77
2010-03-29,75
2010-03-30,75
2010-03-31,77
2010-04-01,77
2010-04-06,77
2010-04-07,75
2010-04-08,75
2010-04-09,75
2010-04-12,75
2010-04-13,75
2010-04-14,75
2010-04-15,75
2010-04-16,75
2010-04-21,75
2010-04-22,75
2010-04-23,75
2010-04-26,75
2010-04-27,75
2010-04-28,75
2010-04-29,75
2010-04-30,75
2010-05-04,75
2010-05-05,75
2010-05-06,75
2010-05-07,75
2010-05-10,75
2010-05-11,75
2010-05-13,75
2010-05-14,75
2010-05-17,75
2010-05-18,75
2010-05-19,75
2010-05-20,75
2010-05-21,75
2010-05-24,75
2010-05-25,75
2010-05-26,75
2010-05-27,75
2010-05-28,75
2010-06-01,75
2010-06-02,75
2010-06-03,76
2010-06-07,75
2010-06-08,75
2010-06-09,75
2010-06-10,75
2010-06-11,75
2010-06-14,75
2010-06-15,75
2010-06-16,75
2010-06-17,75
2010-06-18,75
2010-06-21,75
2010-06-22,75
2010-06-23,75
2010-06-24,75
2010-06-25,75
2010-06-28,75
2010-06-29,76
2010-06-30,76
2010-07-01,76
2010-07-02,76
2010-07-05,76
2010-07-06,76
2010-07-07,76
2010-07-08,76
2010-07-09,76
2010-07-12,78
2010-07-13,78
2010-07-14,78
2010-07-15,78
2010-07-16,78
2010-07-19,78
2010-07-20,78
2010-07-21,78
2010-07-22,78
2010-07-23,78
2010-07-26,78
2010-07-27,78
2010-07-28,78
2010-07-29,78
2010-07-30,78
2010-08-02,78
2010-08-03,76
2010-08-04,76
2010-08-05,76
2010-08-06,76
2010-08-09,76
2010-08-10,76
2010-08-11,76
2010-08-12,76
2010-08-13,76
2010-08-16,76
2010-08-17,76
2010-08-18,76
2010-08-19,76
2010-08-20,76
2010-08-23,76
2010-08-24,76
2010-08-26,76
2010-08-27,76
2010-08-31,76
2010-09-01,76
2010-09-02,76
2010-09-06,76
2010-09-07,76
2010-09-08,76
2010-09-09,76
2010-09-10,76
2010-09-13,75
2010-09-29,74
2010-09-30,74.15
2010-10-11,74
2010-10-25,74
2010-11-02,74
2010-11-11,74.5
2010-11-18,75.93
2010-11-19,75
2010-12-13,73
2010-12-20,73
2011-01-14,74.5
2011-01-17,72
2011-01-20,74
2011-01-21,74
2011-02-07,74
2011-02-09,74
2011-02-14,74
2011-02-17,74
2011-02-23,76
2011-02-24,73
2011-02-25,74
2011-02-28,73
2011-03-01,74
2011-03-02,75.5
2011-03-03,76
2011-03-14,74
2011-03-16,74
2011-03-18,74
2011-03-21,74
2011-03-22,74
2011-03-23,74
2011-03-25,74
2011-03-28,74
2011-04-01,74.5
2011-04-06,74.5
2011-04-18,74.5
2011-05-11,74.5
2011-05-18,74.5
2011-05-25,73
2011-06-02,74.5
2011-06-07,77
2011-06-13,77.5
2011-06-16,77.5
2011-06-20,78.25
2011-06-22,75
2011-06-30,74
2011-07-04,75
2011-07-08,75
2011-07-14,75.04
2011-07-15,76
2011-07-18,77
2011-07-19,74
2011-07-22,75
2011-07-26,75
2011-07-29,77.5
2011-08-01,77.5
2011-08-02,77.5
2011-08-03,77
2011-08-04,77.5
2011-08-05,77.5
2011-08-08,77.5
2011-08-15,76
2011-08-18,75
2011-08-30,79.3
2011-09-05,77.5
2011-09-07,75
2011-09-16,78.5
2011-09-23,77
2011-09-27,78.5
2011-09-29,78.5
2011-10-03,78
2011-10-04,78.25
2011-10-05,78
2011-10-07,76
2011-10-10,74
2011-10-12,75
2011-10-21,78
2011-10-26,78
2011-10-27,75
2011-10-31,77
2011-11-01,75
2011-11-02,78.22
2011-11-04,75
2011-11-11,78
2011-11-15,78
2011-11-16,78.22
2011-11-21,78
2011-11-23,75
2011-11-28,78.9
2011-11-29,78.9
2011-11-30,78.9
2011-12-02,81.25
2011-12-05,80.25
2011-12-06,78.5
2011-12-07,77.25
2011-12-09,76
2011-12-13,77.38
2011-12-14,76
2011-12-23,77.25
2012-01-06,76
2012-01-10,76
2012-01-11,77
2012-01-13,77
2012-01-16,77.99
2012-01-17,76
2012-01-19,77.5
2012-01-24,76.5
2012-02-01,77
2012-02-02,80.74
2012-02-03,79
2012-02-06,79.5
2012-02-07,80.75
2012-02-09,79
2012-02-13,79
2012-02-14,79
2012-02-15,79
2012-02-16,80.7
2012-02-17,79
2012-02-20,79
2012-02-21,79.5
2012-02-22,79.5
2012-02-23,79
2012-02-24,80.25
2012-02-27,79.5
2012-02-28,79
2012-02-29,79
2012-03-01,79
2012-03-02,79.5
2012-03-05,78.5
2012-03-06,79
2012-03-07,78
2012-03-08,78
2012-03-09,79.5
2012-03-12,79.5
2012-03-13,79.5
2012-03-14,79.5
2012-03-15,79.5
2012-03-16,79.5
2012-03-19,79.5
2012-03-20,79.5
2012-03-21,79.5
2012-03-22,79.5
2012-03-23,79.5
2012-03-26,79.5
2012-03-27,79.5
2012-03-28,79.5
2012-03-29,79.5
2012-03-30,79.5
2012-04-02,78.5
2012-04-03,78.5
2012-04-04,79.5
2012-04-05,79.5
2012-04-10,79.5
2012-04-11,79.5
2012-04-12,79.5
2012-04-13,79.5
2012-04-16,79.5
2012-04-17,79.5
2012-04-18,79.5
2012-04-19,79.5
2012-04-20,79.5
2012-04-23,79.5
2012-04-24,79.5
2012-04-25,79.5
2012-04-26,79.5
2012-04-27,79.5
2012-04-30,79.5
2012-05-01,80.45
2012-05-02,80.45
2012-05-03,78.5
2012-05-04,74
2012-05-08,74
2012-05-09,74
2012-05-10,78
2012-05-11,78
2012-05-14,78
2012-05-15,78
2012-05-16,78
2012-05-17,78
2012-05-18,78
2012-05-21,82.19
2012-05-22,82.19
2012-05-23,82.19
2012-05-24,82.19
2012-05-25,78.5
2012-05-28,78.5
2012-05-29,78.5
2012-05-30,81
2012-05-31,81
2012-06-01,79.5
2012-06-06,79.39
2012-06-07,79.39
2012-06-08,79.5
2012-06-11,79.5
2012-06-12,79.5
2012-06-13,80.5
2012-06-14,81
2012-06-15,80
2012-06-18,80
2012-06-19,80
2012-06-20,80
2012-06-21,80
2012-06-22,80
2012-06-25,80
2012-06-26,80
2012-06-27,78
2012-06-28,78
2012-06-29,78
2012-07-02,78
2012-07-03,77
2012-07-04,76.5
2012-07-05,77
2012-07-06,79.15
2012-07-09,79.15
2012-07-10,79.15
2012-07-11,79.15
2012-07-12,79.15
2012-07-13,82.5
2012-07-16,82.5
2012-07-17,82.5
2012-07-18,82.5
2012-07-19,82.5
2012-07-20,82.5
2012-07-23,82.5
2012-07-24,82.5
2012-07-25,82.5
2012-07-26,80.6
2012-07-27,80.6
2012-07-30,80.74
2012-07-31,80.74
2012-08-01,80.74
2012-08-02,80.74
2012-08-03,81.02
2012-08-06,81.02
2012-08-07,81.02
2012-08-08,81.02
2012-08-09,81.02
2012-08-10,81.02
2012-08-13,82.13
2012-08-14,82.13
2012-08-15,82.13
2012-08-16,82.13
2012-08-17,82.13
2012-08-20,82.13
2012-08-21,82.32
2012-08-22,82.32
2012-08-23,82.41
2012-08-24,82.41
2012-08-28,82.41
2012-08-29,82.41
2012-08-30,82.41
2012-08-31,82.41
2012-09-03,81
2012-09-04,81
2012-09-05,81
2012-09-06,80
2012-09-07,80
2012-09-10,80
2012-09-11,80
2012-09-12,80
2012-09-13,80
2012-09-14,80
2012-09-17,80
2012-09-18,81
2012-09-19,81.25
2012-09-20,81.25
2012-09-21,81.25
2012-09-24,81.25
2012-09-25,81.25
2012-09-26,81.01
2012-09-27,81.01
2012-09-28,81.6
2012-10-01,81.1
2012-10-02,81
2012-10-03,80
2012-10-04,80
2012-10-05,80
2012-10-08,80
2012-10-09,81
2012-10-10,81
2012-10-11,81
2012-10-12,81
2012-10-15,81
2012-10-16,81
2012-10-17,81
2012-10-18,81
2012-10-19,81
2012-10-22,81
2012-10-23,81
2012-10-24,81
2012-10-25,81
2012-10-26,81
2012-10-29,81
2012-10-30,81
2012-10-31,81
2012-11-01,81
2012-11-02,81
2012-11-05,81
2012-11-06,81
2012-11-07,80
2012-11-08,81
2012-11-09,81
2012-11-12,81
2012-11-13,81
2012-11-14,81
2012-11-15,81
2012-11-16,81
2012-11-19,81
2012-11-20,81
2012-11-21,81.63
2012-11-22,81.63
2012-11-23,81
2012-11-26,81
2012-11-27,81.16
2012-11-28,81.25
2012-11-29,82.3
2012-11-30,83
2012-12-03,83
2012-12-04,83
2012-12-05,80
2012-12-06,80
2012-12-07,81.5
2012-12-10,81.5
2012-12-11,81.5
2012-12-12,81.5
2012-12-13,81.5
2012-12-14,81.75
2012-12-17,81.75
2012-12-18,81.75
2012-12-19,81.75
2012-12-20,81.75
2012-12-21,81.5
2012-12-24,81.5
2012-12-27,81.5
2012-12-28,81
2012-12-31,81
2013-01-02,81
2013-01-03,81.5
2013-01-04,81.5
2013-01-07,80
2013-01-08,81.5
2013-01-09,88
2013-01-10,87.5
2013-01-11,89.01
2013-01-14,91.25
2013-01-15,89
2013-01-16,91.25
2013-01-17,89
2013-01-18,89
2013-01-21,89
2013-01-22,89
2013-01-23,88
2013-01-24,88
2013-01-25,88
2013-01-28,88
2013-01-29,89
2013-01-30,89.25
2013-01-31,89.25
2013-02-01,89.25
2013-02-04,89.25
2013-02-05,89.25
2013-02-06,89.25
2013-02-07,89
2013-02-08,89
2013-02-11,89
2013-02-12,89
2013-02-13,89
2013-02-14,89.25
2013-02-15,89.25
2013-02-18,86
2013-02-19,89
2013-02-20,89
2013-02-21,89
2013-02-22,89
2013-02-25,89
2013-02-26,89
2013-02-27,89.25
2013-02-28,89.25
2013-03-01,89.25
2013-03-04,89.25
2013-03-05,89.25
2013-03-06,88
2013-03-07,88.89
2013-03-08,88.89
2013-03-11,88.89
2013-03-12,86
2013-03-13,86.5
2013-03-14,86.5
2013-03-15,86.5
2013-03-18,86.5
2013-03-19,86.5
2013-03-20,86.5
2013-03-21,88.14
2013-03-22,86.5
2013-03-25,86.5
2013-03-26,86.5
2013-03-27,86.5
2013-03-28,88
2013-04-02,88
2013-04-03,88
2013-04-04,86
2013-04-05,86
2013-04-08,86
2013-04-09,86
2013-04-10,86
2013-04-11,86
2013-04-12,85
2013-04-15,85
2013-04-16,85
2013-04-17,85
2013-04-18,85
2013-04-19,85
2013-04-22,88
2013-04-23,86
2013-04-24,86
2013-04-25,86
2013-04-26,87.52
2013-04-29,87.52
2013-04-30,87.52
2013-05-01,87.52
2013-05-02,87.52
2013-05-03,87.52
2013-05-07,87.52
2013-05-08,87.64
2013-05-09,87.5
2013-05-10,87.64
2013-05-13,88.64
2013-05-14,88.64
2013-05-15,88.5
2013-05-16,88.5
2013-05-17,89.64
2013-05-20,89.64
2013-05-21,93.5
2013-05-22,93
2013-05-23,93.5
2013-05-24,93.5
2013-05-28,93.5
2013-05-29,93.5
2013-05-30,93.5
2013-05-31,93.5
2013-06-03,93.5
2013-06-04,94.14
2013-06-05,94.14
2013-06-06,93.62
2013-06-07,93.6
2013-06-10,93.62
2013-06-11,93.62
2013-06-12,93.58
2013-06-13,93.58
2013-06-14,93.58
2013-06-17,93.58
2013-06-18,93.5
2013-06-19,93.5
2013-06-20,93.58
2013-06-21,93.58
2013-06-24,93.58
2013-06-25,95
2013-06-26,95
2013-06-27,93.58
2013-06-28,94.85
2013-07-01,94.85
2013-07-02,93.5
2013-07-03,90.89
2013-07-04,90.89
2013-07-05,90.89
2013-07-08,90.89
2013-07-09,90.89
2013-07-10,90.89
2013-07-11,90.89
2013-07-12,90.12
2013-07-15,90.12
2013-07-16,90.12
2013-07-17,90.12
2013-07-18,90.12
2013-07-19,90.12
2013-07-22,90
2013-07-23,90
2013-07-24,90
2013-07-25,90
2013-07-26,90
2013-07-29,90
2013-07-30,92.12
2013-07-31,90
2013-08-01,90
2013-08-02,87
2013-08-05,92.07
2013-08-06,90.12
2013-08-07,90.12
2013-08-08,90.12
2013-08-09,90
2013-08-12,90
2013-08-13,90
2013-08-14,90.12
2013-08-15,90.12
2013-08-16,90.12
2013-08-19,90.12
2013-08-20,90.12
2013-08-21,90.12
2013-08-22,90.12
2013-08-23,90.12
2013-08-27,90.12
2013-08-28,90.12
2013-08-29,91.1
2013-08-30,93.5
2013-09-02,91
2013-09-03,91.12
2013-09-04,91.12
2013-09-05,91.12
2013-09-06,91.5
2013-09-09,91.5
2013-09-10,91.5
