"Index","NTN.Close"
2013-09-11,91.5
2013-09-12,91.5
2013-09-13,91.5
2013-09-16,91.12
2013-09-17,91.12
2013-09-18,91.12
2013-09-19,91
2013-09-20,91
2013-09-24,91
2013-09-25,91
2013-09-26,91
2013-09-27,91
2013-09-30,91.75
2013-10-01,91.12
2013-10-02,91.12
2013-10-03,91.01
2013-10-04,91.01
2013-10-07,91.79
2013-10-08,91.79
2013-10-09,91.79
2013-10-10,91.79
2013-10-11,91.8
2013-10-14,91.8
2013-10-15,91.8
2013-10-16,91.01
2013-10-17,92
2013-10-18,92
2013-10-21,91.01
2013-10-22,91
2013-10-23,91
2013-10-24,91.07
2013-10-25,91.07
2013-10-28,91.07
2013-10-29,91.07
2013-10-30,91.07
2013-10-31,91.12
2013-11-01,91.12
2013-11-04,91.07
2013-11-05,91.07
2013-11-06,91.89
2013-11-07,91.89
2013-11-08,91.89
2013-11-11,92
2013-11-12,92
2013-11-13,92
2013-11-14,92
2013-11-15,95
2013-11-18,95
2013-11-19,95
2013-11-20,95
2013-11-21,92.75
2013-11-22,93.77
2013-11-25,95
2013-11-26,93.85
2013-11-27,92.89
2013-11-28,92.05
2013-11-29,92.8
2013-12-02,92.06
2013-12-03,92.89
2013-12-04,92.89
2013-12-05,92.06
2013-12-06,92.06
2013-12-09,92.06
2013-12-10,92.26
2013-12-11,92.26
2013-12-12,92.26
2013-12-13,92.26
2013-12-16,92.26
2013-12-17,92.26
2013-12-18,92.26
2013-12-19,92.26
2013-12-20,92.26
2013-12-23,93
2013-12-24,93
2013-12-27,93
2013-12-30,93
2013-12-31,92.8
2014-01-02,92.8
2014-01-03,92.8
2014-01-06,92.99
2014-01-07,92.99
2014-01-08,92.26
2014-01-09,92.26
2014-01-10,92.26
2014-01-13,93.2
2014-01-14,93.6
2014-01-15,92.26
2014-01-16,92.26
2014-01-17,92.26
2014-01-20,93.2
2014-01-21,92.26
2014-01-22,93.2
2014-01-23,93.2
2014-01-24,93.2
2014-01-27,94
2014-01-28,92.1
2014-01-29,92.1
2014-01-30,92.1
2014-01-31,92.1
2014-02-03,92.1
2014-02-04,94
2014-02-05,93.5
2014-02-06,92
2014-02-07,92
2014-02-10,92
2014-02-11,92.02
2014-02-12,95.5
2014-02-13,97.55
2014-02-14,98
2014-02-17,98
2014-02-18,98
2014-02-19,98
2014-02-20,98
2014-02-21,98
2014-02-24,98.23
2014-02-25,98.23
2014-02-26,98.23
2014-02-27,95.75
2014-02-28,95.75
2014-03-03,95.75
2014-03-04,95.75
2014-03-05,95.75
2014-03-06,95.75
2014-03-07,95.75
2014-03-10,95.75
2014-03-11,96.7
2014-03-12,95.75
2014-03-13,95.75
2014-03-14,95.75
2014-03-17,95.75
2014-03-18,95.75
2014-03-19,95.75
2014-03-20,95.75
2014-03-21,95.75
2014-03-24,95.75
2014-03-25,95.75
2014-03-26,95.75
2014-03-27,95.75
2014-03-28,95.75
2014-03-31,98.23
2014-04-01,95.75
2014-04-02,95.75
2014-04-03,95.75
2014-04-04,95.75
2014-04-07,95.75
2014-04-08,95.75
2014-04-09,95.75
2014-04-10,95.75
2014-04-11,95.75
2014-04-14,95.75
2014-04-15,95.75
2014-04-16,95.75
2014-04-17,95.75
2014-04-22,95.75
2014-04-23,95.75
2014-04-24,95.75
2014-04-25,95.75
2014-04-28,95.75
2014-04-29,95.75
2014-04-30,95.75
2014-05-01,95.75
2014-05-02,95.75
2014-05-06,95.75
2014-05-07,98.23
2014-05-08,98.23
2014-05-09,98.23
2014-05-12,95.75
2014-05-13,95.75
2014-05-14,95.75
2014-05-15,95.75
2014-05-16,98.23
2014-05-19,98.23
2014-05-20,98.23
2014-05-21,98.23
2014-05-22,98.23
2014-05-23,98.23
2014-05-27,95.75
2014-05-28,95.75
2014-05-29,95.75
2014-05-30,96
2014-06-02,97
2014-06-03,97
2014-06-04,97
2014-06-05,97
2014-06-06,97
2014-06-09,97
2014-06-10,97
2014-06-11,97
2014-06-12,97
2014-06-13,97
2014-06-16,97
2014-06-17,97
2014-06-18,97
2014-06-19,99.48
2014-06-20,99.48
2014-06-23,99.45
2014-06-24,99.45
2014-06-25,99.45
2014-06-26,99.45
2014-06-27,97
2014-06-30,97
2014-07-01,99.44
2014-07-02,99.44
2014-07-03,99.44
2014-07-04,94
2014-07-07,94
2014-07-08,94
2014-07-09,94
2014-07-10,94
2014-07-11,94
2014-07-14,94
2014-07-15,94
2014-07-16,96.44
2014-07-17,96.44
2014-07-18,96.44
2014-07-21,96.44
2014-07-22,96.44
2014-07-23,94.5
2014-07-24,94.5
2014-07-25,94.5
2014-07-28,96.89
2014-07-29,96.88
2014-07-30,96.88
2014-07-31,96.88
2014-08-01,96.88
2014-08-04,94.74
2014-08-05,94.5
2014-08-06,94.5
2014-08-07,94.5
2014-08-08,94.5
2014-08-11,94.5
2014-08-12,94.5
2014-08-13,94.5
2014-08-14,94.5
2014-08-15,94.5
2014-08-18,96.88
2014-08-19,96.88
2014-08-20,94.5
2014-08-21,94.5
2014-08-22,94.5
2014-08-26,96.88
2014-08-27,94.5
2014-08-28,97
2014-08-29,97
2014-09-01,97
2014-09-02,97
2014-09-03,97
2014-09-04,97
2014-09-05,97
2014-09-08,97
2014-09-09,94.6
2014-09-10,94.5
2014-09-11,94.5
2014-09-12,96.88
2014-09-15,94.5
2014-09-16,94.5
2014-09-17,94.5
2014-09-18,94.5
2014-09-19,94.51
2014-09-22,94.51
2014-09-23,96.88
2014-09-24,96.88
2014-09-25,96.88
2014-09-26,96.88
2014-09-29,95.5
2014-09-30,95.5
2014-10-01,96.88
2014-10-02,94.5
2014-10-03,94.5
2014-10-06,94.5
2014-10-07,94.5
2014-10-08,94.5
2014-10-09,94.5
2014-10-10,94.5
2014-10-13,94.5
2014-10-14,96.88
2014-10-15,96.88
2014-10-16,96.88
2014-10-17,96.88
2014-10-20,96.88
2014-10-21,96.88
2014-10-22,93.5
2014-10-23,94.5
2014-10-24,94.5
2014-10-27,94.5
2014-10-28,94.5
2014-10-29,94.5
2014-10-30,94.5
2014-10-31,94.5
2014-11-03,94.5
2014-11-04,94.5
2014-11-05,94.5
2014-11-06,94.5
2014-11-07,94.5
2014-11-10,94.5
2014-11-11,94.5
2014-11-12,94.5
2014-11-13,94.5
2014-11-14,94.5
2014-11-17,94.5
2014-11-18,94.5
2014-11-19,94.5
2014-11-20,94.5
2014-11-21,94.5
2014-11-24,95.7
2014-11-25,94.5
2014-11-26,94.5
2014-11-27,94.5
2014-11-28,94.55
2014-12-01,94.55
2014-12-02,94.55
2014-12-03,94.55
2014-12-04,92.5
2014-12-05,92.5
2014-12-08,92.5
2014-12-09,92.5
2014-12-10,92.5
2014-12-11,92.5
2014-12-12,92.5
2014-12-15,92.5
2014-12-16,92.5
2014-12-17,92.5
2014-12-18,92.5
2014-12-19,92.5
2014-12-22,92.5
2014-12-23,93.69
2014-12-24,93.69
2014-12-29,93.69
2014-12-30,93.69
2014-12-31,93.69
2015-01-05,92.5
2015-01-06,92.5
2015-01-07,92.5
2015-01-08,92.5
2015-01-09,92.6
2015-01-12,92.6
2015-01-13,93.5
