"Index","ACGL.Close"
2012-01-04,36.8
2012-01-05,37.5
2012-01-06,37.7
2012-01-09,37.19
2012-01-10,37.43
2012-01-11,37.15
2012-01-12,37.21
2012-01-13,37.17
2012-01-17,36.94
2012-01-18,36.96
2012-01-19,36.89
2012-01-20,37.4
2012-01-23,36.97
2012-01-24,36.83
2012-01-25,37.02
2012-01-26,37.13
2012-01-27,36.16
2012-01-30,35.57
2012-01-31,36.05
2012-02-01,36.6
2012-02-02,36.86
2012-02-03,37.14
2012-02-06,37.27
2012-02-07,37.72
2012-02-08,37.88
2012-02-09,37.81
2012-02-10,37.93
2012-02-13,37.97
2012-02-14,37.64
2012-02-15,37.98
2012-02-16,37.66
2012-02-17,37.56
2012-02-21,37.66
2012-02-22,36.84
2012-02-23,36.77
2012-02-24,37.19
2012-02-27,36.75
2012-02-28,36.69
2012-02-29,37.05
2012-03-01,37.59
2012-03-02,36.96
2012-03-05,36.8
2012-03-06,36.4
2012-03-07,36.69
2012-03-08,36.83
2012-03-09,37.37
2012-03-12,37.09
2012-03-13,37.49
2012-03-14,37.39
2012-03-15,37.22
2012-03-16,36.67
2012-03-19,37.04
2012-03-20,37.05
2012-03-21,36.81
2012-03-22,36.13
2012-03-23,36.5
2012-03-26,37
2012-03-27,36.87
2012-03-28,37.03
2012-03-29,37.26
2012-03-30,37.24
2012-04-02,37.43
2012-04-03,37.25
2012-04-04,37.2
2012-04-05,37.39
2012-04-09,37.5
2012-04-10,37.45
2012-04-11,37.79
2012-04-12,37.86
2012-04-13,37.72
2012-04-16,37.9
2012-04-17,38.05
2012-04-18,38
2012-04-19,38.54
2012-04-20,38.59
2012-04-23,38.5
2012-04-24,38.74
2012-04-25,39.07
2012-04-26,39.15
2012-04-27,39.24
2012-04-30,39.28
2012-05-01,39.11
2012-05-02,39.35
2012-05-03,39.23
2012-05-04,39.1
2012-05-07,38.91
2012-05-08,38.8
2012-05-09,38.58
2012-05-10,39.24
2012-05-11,39.35
2012-05-14,38.66
2012-05-15,39.03
2012-05-16,38.91
2012-05-17,39.16
2012-05-18,38.42
2012-05-21,38.48
2012-05-22,38.58
2012-05-23,38.76
2012-05-24,38.62
2012-05-25,38.31
2012-05-29,38.35
2012-05-30,37.72
2012-05-31,38.23
2012-06-01,37.61
2012-06-04,37.34
2012-06-05,37.52
2012-06-06,38.1
2012-06-07,38.23
2012-06-08,38.42
2012-06-11,38.03
2012-06-12,38.02
2012-06-13,37.73
2012-06-14,37.65
2012-06-15,37.1
2012-06-18,36.87
2012-06-19,37.5
2012-06-20,38.1
2012-06-21,37.42
2012-06-22,37.68
2012-06-25,37.55
2012-06-26,37.95
2012-06-27,38.56
2012-06-28,38.98
2012-06-29,39.69
2012-07-02,39.98
2012-07-03,40.41
2012-07-05,39.99
2012-07-06,39.56
2012-07-09,39.19
2012-07-10,39.14
2012-07-11,38.82
2012-07-12,39.03
2012-07-13,39.59
2012-07-16,39.24
2012-07-17,39.71
2012-07-18,39.65
2012-07-19,39.56
2012-07-20,39.15
2012-07-23,38.88
2012-07-24,38.64
2012-07-25,39.17
2012-07-26,38.38
2012-07-27,39.28
2012-07-30,39.44
2012-07-31,38.8
2012-08-01,38.93
2012-08-02,39.22
2012-08-03,39.1
2012-08-06,39.02
2012-08-07,39.36
2012-08-08,39.62
2012-08-09,39.32
2012-08-10,39.26
2012-08-13,39.44
2012-08-14,39.53
2012-08-15,39.68
2012-08-16,39.64
2012-08-17,39.79
2012-08-20,39.81
2012-08-21,39.85
2012-08-22,39.96
2012-08-23,39.74
2012-08-24,40.29
2012-08-27,40.26
2012-08-28,40.19
2012-08-29,40.07
2012-08-30,39.63
2012-08-31,39.91
2012-09-04,40.19
2012-09-05,39.9
2012-09-06,40.1
2012-09-07,40.36
2012-09-10,40.41
2012-09-11,40.65
2012-09-12,40.58
2012-09-13,41.16
2012-09-14,41.15
2012-09-17,40.98
2012-09-18,41.1
2012-09-19,41.23
2012-09-20,41.35
2012-09-21,41.03
2012-09-24,41.31
2012-09-25,41.2
2012-09-26,40.98
2012-09-27,41.26
2012-09-28,41.64
2012-10-01,42.38
2012-10-02,42.18
2012-10-03,42.25
2012-10-04,42.4
2012-10-05,43.01
2012-10-08,43
2012-10-09,42.87
2012-10-10,42.9
2012-10-11,43.2
2012-10-12,43.06
2012-10-15,43.66
2012-10-16,44.24
2012-10-17,44.23
2012-10-18,44.65
2012-10-19,44.35
2012-10-22,44.59
2012-10-23,44.42
2012-10-24,44.59
2012-10-25,44.7
2012-10-26,44.06
2012-10-31,44.05
2012-11-01,44.55
2012-11-02,42.51
2012-11-05,42.66
2012-11-06,43.12
2012-11-07,42.85
2012-11-08,42.8
2012-11-09,42.7
2012-11-12,42.65
2012-11-13,42.47
2012-11-14,42.45
2012-11-15,42.75
2012-11-16,43.52
2012-11-19,43.17
2012-11-20,43.3
2012-11-21,43.81
2012-11-23,44.07
2012-11-26,44.41
2012-11-27,44.22
2012-11-28,44.57
2012-11-29,44.64
2012-11-30,45.1
2012-12-03,44.62
2012-12-04,44.42
2012-12-05,44.76
2012-12-06,44.61
2012-12-07,44.73
2012-12-10,44.57
2012-12-11,44.39
2012-12-12,44.42
2012-12-13,44.2
2012-12-14,43.97
2012-12-17,44.29
2012-12-18,43.84
2012-12-19,44.14
2012-12-20,43.7
2012-12-21,43.11
2012-12-24,43.23
2012-12-26,43.38
2012-12-27,43.44
2012-12-28,43.38
2012-12-31,44.02
2013-01-02,44.38
2013-01-03,44.25
2013-01-04,44.63
2013-01-07,44.19
2013-01-08,44.25
2013-01-09,44.41
2013-01-10,44.51
2013-01-11,44.78
2013-01-14,45.08
2013-01-15,45
2013-01-16,44.73
2013-01-17,44.71
2013-01-18,44.56
2013-01-22,45.68
2013-01-23,45.45
2013-01-24,45.58
2013-01-25,45.32
2013-01-28,45.33
2013-01-29,45.58
2013-01-30,45.77
2013-01-31,46.42
2013-02-01,47.19
2013-02-04,46.27
2013-02-05,46.84
2013-02-06,47.32
2013-02-07,47.51
2013-02-08,48.85
2013-02-11,49.3
2013-02-12,48.19
2013-02-13,47.77
2013-02-14,47.69
2013-02-15,47.56
2013-02-19,47.98
2013-02-20,47.83
2013-02-21,47.86
2013-02-22,48.4
2013-02-25,48.19
2013-02-26,48.89
2013-02-27,48.9
2013-02-28,49.12
2013-03-01,49.52
2013-03-04,49.4
2013-03-05,49.69
2013-03-06,49.75
2013-03-07,50.44
2013-03-08,50.64
2013-03-11,50.82
2013-03-12,50.81
2013-03-13,51.27
2013-03-14,51.66
2013-03-15,51.67
2013-03-18,51.61
2013-03-19,52.19
2013-03-20,52.3
2013-03-21,51.87
2013-03-22,51.81
2013-03-25,51.77
2013-03-26,51.58
2013-03-27,51.71
2013-03-28,52.57
2013-04-01,52.57
2013-04-02,52.46
2013-04-03,52.03
2013-04-04,51.8
2013-04-05,51.64
2013-04-08,51.92
2013-04-09,51.7
2013-04-10,51.75
2013-04-11,51.84
2013-04-12,52.2
2013-04-15,50.69
2013-04-16,51.63
2013-04-17,51.68
2013-04-18,51.6
2013-04-19,52.2
2013-04-22,51.92
2013-04-23,52.88
2013-04-24,53.37
2013-04-25,53.34
2013-04-26,52.66
2013-04-29,52.95
2013-04-30,53.06
2013-05-01,52.83
2013-05-02,52.68
2013-05-03,52.94
2013-05-06,53.29
2013-05-07,53.86
2013-05-08,53.82
2013-05-09,53.53
2013-05-10,53.74
2013-05-13,53.96
2013-05-14,54.49
2013-05-15,54.44
2013-05-16,53.44
2013-05-17,53.57
2013-05-20,53.43
2013-05-21,52.74
2013-05-22,52.14
2013-05-23,52.48
2013-05-24,52.28
2013-05-28,51.75
2013-05-29,51.61
2013-05-30,52.15
2013-05-31,51.21
2013-06-03,51.49
2013-06-04,51.58
2013-06-05,50.85
2013-06-06,51.69
2013-06-07,52.19
2013-06-10,52.27
2013-06-11,51.62
2013-06-12,51.46
2013-06-13,51.92
2013-06-14,51.53
2013-06-17,52.24
2013-06-18,52.68
2013-06-19,51.26
2013-06-20,50.72
2013-06-21,50.3
2013-06-24,50.16
2013-06-25,50.1
2013-06-26,50.84
2013-06-27,51.54
2013-06-28,51.41
2013-07-01,51.99
2013-07-02,51.29
2013-07-03,51.36
2013-07-05,51.94
2013-07-08,52.13
2013-07-09,52.41
2013-07-10,52.77
2013-07-11,53.36
2013-07-12,53.86
2013-07-15,54.53
2013-07-16,54.01
2013-07-17,54.6
2013-07-18,55.14
2013-07-19,55.42
2013-07-22,55.65
2013-07-23,54.07
2013-07-24,53.85
2013-07-25,54.28
2013-07-26,54.55
2013-07-29,54.36
2013-07-30,54.18
2013-07-31,54.17
2013-08-01,54.4
2013-08-02,54.34
2013-08-05,54.12
2013-08-06,53.83
2013-08-07,53.75
2013-08-08,53.67
2013-08-09,53.96
2013-08-12,53.55
2013-08-13,53.85
2013-08-14,54.19
2013-08-15,53.77
2013-08-16,53.42
2013-08-19,53.21
2013-08-20,53.46
2013-08-21,52.9
2013-08-22,53.69
2013-08-23,53.46
2013-08-26,53.24
2013-08-27,53.07
2013-08-28,53.17
2013-08-29,53.45
2013-08-30,53.31
2013-09-03,53.44
2013-09-04,53.29
2013-09-05,53.22
2013-09-06,53.27
2013-09-09,53.62
2013-09-10,53.71
2013-09-11,53.85
2013-09-12,52.96
2013-09-13,53
2013-09-16,53.29
2013-09-17,53.63
2013-09-18,54.13
2013-09-19,54.05
2013-09-20,54.12
2013-09-23,53.81
2013-09-24,53.7
2013-09-25,54.01
2013-09-26,54.17
2013-09-27,54.16
2013-09-30,54.13
2013-10-01,54.9
2013-10-02,55.12
2013-10-03,54.56
2013-10-04,54.97
2013-10-07,54.95
2013-10-08,55.02
2013-10-09,54.42
2013-10-10,55.76
2013-10-11,55.99
2013-10-14,56.1
2013-10-15,55.68
2013-10-16,56.51
2013-10-17,56.84
2013-10-18,56.94
2013-10-21,56.95
2013-10-22,57.55
2013-10-23,57.24
2013-10-24,57.47
2013-10-25,57.49
2013-10-28,57.58
2013-10-29,57.98
2013-10-30,57.9
2013-10-31,57.96
2013-11-01,57.74
2013-11-04,57.69
2013-11-05,57.63
2013-11-06,58.3
2013-11-07,57.92
2013-11-08,58.47
2013-11-11,58.54
2013-11-12,58.13
2013-11-13,58.45
2013-11-14,58.72
2013-11-15,58.54
2013-11-18,58.39
2013-11-19,58.22
2013-11-20,57.85
2013-11-21,58.22
2013-11-22,58.96
2013-11-25,58.86
2013-11-26,58.67
2013-11-27,58.94
2013-11-29,58.83
2013-12-02,58.54
2013-12-03,58.66
2013-12-04,58.31
2013-12-05,57.72
2013-12-06,58.6
2013-12-09,58.63
2013-12-10,57.96
2013-12-11,57.38
2013-12-12,57.38
2013-12-13,57.02
2013-12-16,57.07
2013-12-17,56.87
2013-12-18,57.62
2013-12-19,57.83
2013-12-20,58.49
2013-12-23,58.1
2013-12-24,58.61
2013-12-26,58.63
2013-12-27,58.45
2013-12-30,59.04
2013-12-31,59.69
2014-01-02,57.37
2014-01-03,56.27
2014-01-06,55.74
2014-01-07,55.76
2014-01-08,55.43
2014-01-09,55.93
2014-01-10,55.61
2014-01-13,55.14
2014-01-14,55.47
2014-01-15,54.9
2014-01-16,54.96
2014-01-17,54.64
2014-01-21,54.64
2014-01-22,55.12
2014-01-23,54.22
2014-01-24,53.61
2014-01-27,53.61
2014-01-28,54.17
2014-01-29,53.61
2014-01-30,54.3
2014-01-31,53.81
2014-02-03,52.87
2014-02-04,53.04
2014-02-05,52.83
2014-02-06,52.58
2014-02-07,52.75
2014-02-10,53.41
2014-02-11,54.24
2014-02-12,54.26
2014-02-13,54.98
2014-02-14,55.26
2014-02-18,55.93
2014-02-19,55.22
2014-02-20,55.69
2014-02-21,55.86
2014-02-24,55.23
2014-02-25,55.78
2014-02-26,55.72
2014-02-27,55.89
2014-02-28,56.12
2014-03-03,55.64
2014-03-04,56.22
2014-03-05,55.94
2014-03-06,56.79
2014-03-07,56.69
2014-03-10,57.23
2014-03-11,57.22
2014-03-12,57.36
2014-03-13,57.21
2014-03-14,57.54
2014-03-17,57.92
2014-03-18,58.33
2014-03-19,58.02
2014-03-20,58.12
2014-03-21,57.03
2014-03-24,57.48
2014-03-25,57.45
2014-03-26,57.08
2014-03-27,56.72
2014-03-28,56.93
2014-03-31,57.54
2014-04-01,57.21
2014-04-02,57.1
2014-04-03,57.16
2014-04-04,56.78
2014-04-07,55.93
2014-04-08,56.04
2014-04-09,56.68
2014-04-10,56.13
2014-04-11,56.52
2014-04-14,56.68
2014-04-15,56.88
2014-04-16,57.42
2014-04-17,57.38
2014-04-21,57.21
2014-04-22,57.25
2014-04-23,57.78
2014-04-24,58.02
2014-04-25,57.38
2014-04-28,57.09
2014-04-29,57.5
2014-04-30,57.32
2014-05-01,57.57
2014-05-02,57.07
2014-05-05,56.94
2014-05-06,56.74
2014-05-07,57.22
2014-05-08,57.1
2014-05-09,56.93
2014-05-12,57.09
2014-05-13,57.27
2014-05-14,56.71
2014-05-15,56.3
2014-05-16,56.54
2014-05-19,56.55
2014-05-20,56.61
2014-05-21,56.88
2014-05-22,57.06
2014-05-23,56.86
2014-05-27,57.25
2014-05-28,56.92
2014-05-29,57.01
2014-05-30,56.93
2014-06-02,57.04
2014-06-03,57.1
2014-06-04,57.6
2014-06-05,58.09
2014-06-06,57.81
2014-06-09,57.6
2014-06-10,57.66
2014-06-11,57.57
2014-06-12,57.31
2014-06-13,57.34
2014-06-16,57
2014-06-17,57.44
2014-06-18,57.35
2014-06-19,57.71
2014-06-20,57.54
2014-06-23,57.25
2014-06-24,57.38
2014-06-25,57.36
2014-06-26,57.09
2014-06-27,57.2
2014-06-30,57.44
2014-07-01,58
2014-07-02,57.43
2014-07-03,57.63
2014-07-07,57.57
2014-07-08,57.39
2014-07-09,57.26
2014-07-10,56.97
2014-07-11,57.18
2014-07-14,57.33
2014-07-15,57.46
2014-07-16,57.05
2014-07-17,55.87
2014-07-18,56.26
2014-07-21,55.94
2014-07-22,55.57
2014-07-23,55.73
2014-07-24,55.45
2014-07-25,54.72
2014-07-28,54.72
2014-07-29,54.57
2014-07-30,53.96
2014-07-31,53.45
2014-08-01,54.36
2014-08-04,54.3
2014-08-05,54.19
2014-08-06,54.19
2014-08-07,54.14
2014-08-08,54.6
2014-08-11,54.74
2014-08-12,54.91
2014-08-13,55.36
2014-08-14,55.57
2014-08-15,55.61
2014-08-18,55.79
2014-08-19,55.42
2014-08-20,55.42
2014-08-21,55.79
2014-08-22,55.49
2014-08-25,55.61
2014-08-26,55.52
2014-08-27,55.67
2014-08-28,55.43
2014-08-29,55.58
2014-09-02,55.53
2014-09-03,55.5
2014-09-04,55.13
2014-09-05,55
2014-09-08,55.03
2014-09-09,54.89
2014-09-10,54.49
2014-09-11,53.96
2014-09-12,53.98
2014-09-15,53.99
2014-09-16,53.87
2014-09-17,54.18
2014-09-18,54.55
2014-09-19,54.59
2014-09-22,54.7
2014-09-23,54.14
2014-09-24,54.53
2014-09-25,54.17
2014-09-26,54.68
2014-09-29,54.72
2014-09-30,54.72
2014-10-01,54.37
2014-10-02,54.76
2014-10-03,55.41
2014-10-06,55.17
2014-10-07,54.79
2014-10-08,55.41
2014-10-09,54.95
2014-10-10,54.87
2014-10-13,54.75
2014-10-14,54.95
2014-10-15,53.75
2014-10-16,53.3
2014-10-17,54.37
2014-10-20,54.72
2014-10-21,55.65
2014-10-22,55.66
2014-10-23,55.16
2014-10-24,55.68
2014-10-27,56.11
2014-10-28,56.27
2014-10-29,56.23
2014-10-30,56.17
2014-10-31,56.32
2014-11-03,56.4
2014-11-04,56.73
2014-11-05,56.72
2014-11-06,57.08
2014-11-07,57.48
2014-11-10,57.26
2014-11-11,57.33
2014-11-12,57.42
2014-11-13,57.6
2014-11-14,57.3
2014-11-17,56.91
2014-11-18,56.96
2014-11-19,57.23
2014-11-20,57.16
2014-11-21,56.94
2014-11-24,57.48
2014-11-25,57.17
2014-11-26,57.15
2014-11-28,57.32
2014-12-01,57.01
2014-12-02,57.61
2014-12-03,58.05
2014-12-04,58.28
2014-12-05,58.42
2014-12-08,59.08
2014-12-09,58.26
2014-12-10,58.05
2014-12-11,58.12
2014-12-12,57.73
2014-12-15,57.53
2014-12-16,57.55
2014-12-17,58.11
2014-12-18,58.82
2014-12-19,58.83
2014-12-22,58.91
2014-12-23,59.75
2014-12-24,59.51
2014-12-26,59.29
2014-12-29,59.46
2014-12-30,59.6
2014-12-31,59.1
2015-01-02,58.49
2015-01-05,58.14
2015-01-06,58.27
2015-01-07,58.61
2015-01-08,59.63
2015-01-09,59.11
2015-01-12,58.93
2015-01-13,59.16
