"Index","ASFI.Close"
2008-07-16,8.27
2008-07-17,8.87
2008-07-18,8.71
2008-07-21,8.29
2008-07-22,8.63
2008-07-23,9.25
2008-07-24,8.45
2008-07-25,8.47
2008-07-28,7.75
2008-07-29,8.29
2008-07-30,8.28
2008-07-31,8
2008-08-01,7.93
2008-08-04,7.71
2008-08-05,7.85
2008-08-06,8.1
2008-08-07,8.09
2008-08-08,8.14
2008-08-11,7.71
2008-08-12,8.4
2008-08-13,7.88
2008-08-14,7.74
2008-08-15,7.69
2008-08-18,7.6
2008-08-19,7.6
2008-08-20,7.72
2008-08-21,7.79
2008-08-22,8.2
2008-08-25,7.98
2008-08-26,8.36
2008-08-27,8.98
2008-08-28,8.58
2008-08-29,8.28
2008-09-02,8.71
2008-09-03,8.83
2008-09-04,8.53
2008-09-05,8.36
2008-09-08,8.71
2008-09-09,8.49
2008-09-10,8.7
2008-09-11,8.28
2008-09-12,8.25
2008-09-15,7.41
2008-09-16,7.22
2008-09-17,7.39
2008-09-18,7.56
2008-09-19,8.44
2008-09-22,8.25
2008-09-23,7.97
2008-09-24,7.93
2008-09-25,7.99
2008-09-26,7.53
2008-09-29,7.43
2008-09-30,7.01
2008-10-01,7.04
2008-10-02,6.69
2008-10-03,6.28
2008-10-06,5.08
2008-10-07,4.45
2008-10-08,4.05
2008-10-09,3.77
2008-10-10,3.6
2008-10-13,4
2008-10-14,3.99
2008-10-15,3.89
2008-10-16,3.75
2008-10-17,4.1
2008-10-20,3.95
2008-10-21,3.77
2008-10-22,3.46
2008-10-23,3.25
2008-10-24,3.11
2008-10-27,2.7
2008-10-28,2.5
2008-10-29,2.36
2008-10-30,2.18
2008-10-31,3.4
2008-11-03,3.68
2008-11-04,3.87
2008-11-05,3.7
2008-11-06,3
2008-11-07,2.87
2008-11-10,2.57
2008-11-11,2.39
2008-11-12,2.15
2008-11-13,2.61
2008-11-14,2.35
2008-11-17,2.25
2008-11-18,2.38
2008-11-19,2.2
2008-11-20,2.12
2008-11-21,2.19
2008-11-24,2.05
2008-11-25,2.19
2008-11-26,2.65
2008-11-28,2.68
2008-12-01,2.41
2008-12-02,2.47
2008-12-03,2.3
2008-12-04,2.25
2008-12-05,2.32
2008-12-08,2.15
2008-12-09,2.06
2008-12-10,2
2008-12-11,1.97
2008-12-12,2.09
2008-12-15,1.97
2008-12-16,2.08
2008-12-17,1.99
2008-12-18,2.34
2008-12-19,2.57
2008-12-22,2.6
2008-12-23,2.4
2008-12-24,2.5
2008-12-26,2.52
2008-12-29,2.51
2008-12-30,2.8
2008-12-31,2.72
2009-01-02,2.48
2009-01-05,2.44
2009-01-06,2.44
2009-01-07,2.5
2009-01-08,2.39
2009-01-09,2.39
2009-01-12,2.06
2009-01-13,2
2009-01-14,1.91
