"Index","ACXM.Close"
2012-01-24,13.8
2012-01-25,13.78
2012-01-26,13.77
2012-01-27,13.83
2012-01-30,13.52
2012-01-31,13.72
2012-02-01,13.75
2012-02-02,13.75
2012-02-03,13.76
2012-02-06,13.68
2012-02-07,13.56
2012-02-08,13.55
2012-02-09,13.69
2012-02-10,13.56
2012-02-13,13.71
2012-02-14,13.92
2012-02-15,13.67
2012-02-16,14.22
2012-02-17,14.06
2012-02-21,14
2012-02-22,13.95
2012-02-23,14.11
2012-02-24,14.08
2012-02-27,14.11
2012-02-28,14.15
2012-02-29,14.04
2012-03-01,14.05
2012-03-02,14.05
2012-03-05,13.94
2012-03-06,13.72
2012-03-07,13.84
2012-03-08,14.11
2012-03-09,14.37
2012-03-12,14.37
2012-03-13,14.85
2012-03-14,14.66
2012-03-15,14.86
2012-03-16,14.65
2012-03-19,14.73
2012-03-20,14.69
2012-03-21,14.61
2012-03-22,14.44
2012-03-23,14.45
2012-03-26,14.8
2012-03-27,14.62
2012-03-28,14.56
2012-03-29,14.59
2012-03-30,14.68
2012-04-02,14.58
2012-04-03,14.51
2012-04-04,14.2
2012-04-05,14.08
2012-04-09,13.95
2012-04-10,13.75
2012-04-11,13.93
2012-04-12,14.13
2012-04-13,13.79
2012-04-16,13.92
2012-04-17,14.2
2012-04-18,13.99
2012-04-19,13.77
2012-04-20,14.03
2012-04-23,13.7
2012-04-24,13.76
2012-04-25,14.04
2012-04-26,14.11
2012-04-27,14.19
2012-04-30,13.73
2012-05-01,13.63
2012-05-02,13.86
2012-05-03,13.59
2012-05-04,13.11
2012-05-07,12.9
2012-05-08,13.01
2012-05-09,12.93
2012-05-10,13.16
2012-05-11,13.02
2012-05-14,13.05
2012-05-15,13.46
2012-05-16,13.73
2012-05-17,13.21
2012-05-18,13.14
2012-05-21,13.28
2012-05-22,13.27
2012-05-23,13.26
2012-05-24,13.28
2012-05-25,13.97
2012-05-29,14.09
2012-05-30,13.89
2012-05-31,14.07
2012-06-01,13.7
2012-06-04,13.57
2012-06-05,13.57
2012-06-06,13.85
2012-06-07,13.7
2012-06-08,13.49
2012-06-11,13.33
2012-06-12,13.31
2012-06-13,13.1
2012-06-14,13.19
2012-06-15,13.31
2012-06-18,13.56
2012-06-19,13.99
2012-06-20,14.05
2012-06-21,13.82
2012-06-22,14.17
2012-06-25,13.82
2012-06-26,13.96
2012-06-27,14.15
2012-06-28,14.07
2012-06-29,15.11
2012-07-02,15.59
2012-07-03,15.89
2012-07-05,15.82
2012-07-06,15.68
2012-07-09,15.82
2012-07-10,15.81
2012-07-11,15.72
2012-07-12,15.56
2012-07-13,16.06
2012-07-16,16.12
2012-07-17,16
2012-07-18,16.02
2012-07-19,15.97
2012-07-20,15.94
2012-07-23,15.84
2012-07-24,15.64
2012-07-25,15.5
2012-07-26,15.75
2012-07-27,16.15
2012-07-30,15.92
2012-07-31,16.77
2012-08-01,15.93
2012-08-02,16.03
2012-08-03,16.43
2012-08-06,16.09
2012-08-07,16.25
2012-08-08,16.31
2012-08-09,16.33
2012-08-10,16.46
2012-08-13,16.48
2012-08-14,16.62
2012-08-15,16.74
2012-08-16,16.8
2012-08-17,16.99
2012-08-20,16.94
2012-08-21,17.02
2012-08-22,16.65
2012-08-23,16.52
2012-08-24,16.78
2012-08-27,16.89
2012-08-28,17
2012-08-29,17.06
2012-08-30,17.11
2012-08-31,17.06
2012-09-04,17.82
2012-09-05,17.84
2012-09-06,18.18
2012-09-07,18.24
2012-09-10,18.49
2012-09-11,18.28
2012-09-12,18.24
2012-09-13,18.51
2012-09-14,18.5
2012-09-17,18.36
2012-09-18,18.35
2012-09-19,18.38
2012-09-20,18.23
2012-09-21,18.65
2012-09-24,18.86
2012-09-25,18.65
2012-09-26,18.29
2012-09-27,18.4
2012-09-28,18.27
2012-10-01,18.16
2012-10-02,18.25
2012-10-03,18.34
2012-10-04,18.12
2012-10-05,18.05
2012-10-08,17.99
2012-10-09,17.59
2012-10-10,17.6
2012-10-11,17.67
2012-10-12,17.51
2012-10-15,17.71
2012-10-16,17.87
2012-10-17,17.84
2012-10-18,17.71
2012-10-19,17.08
2012-10-22,16.75
2012-10-23,16.74
2012-10-24,16.34
2012-10-25,16.35
2012-10-26,18.39
2012-10-31,18.25
2012-11-01,18.38
2012-11-02,17.61
2012-11-05,17.8
2012-11-06,17.99
2012-11-07,17.35
2012-11-08,17.11
2012-11-09,17.42
2012-11-12,17.33
2012-11-13,17.31
2012-11-14,17.08
2012-11-15,16.99
2012-11-16,17.38
2012-11-19,17.6
2012-11-20,17.39
2012-11-21,17.48
2012-11-23,17.59
2012-11-26,17.45
2012-11-27,17.46
2012-11-28,17.44
2012-11-29,17.77
2012-11-30,17.69
2012-12-03,17.35
2012-12-04,17.32
2012-12-05,17.37
2012-12-06,17.29
2012-12-07,17.38
2012-12-10,17.67
2012-12-11,17.99
2012-12-12,18
2012-12-13,17.6
2012-12-14,17.68
2012-12-17,17.89
2012-12-18,18.12
2012-12-19,17.93
2012-12-20,18.07
2012-12-21,17.8
2012-12-24,17.85
2012-12-26,17.32
2012-12-27,17.27
2012-12-28,17.12
2012-12-31,17.46
2013-01-02,18.37
2013-01-03,18.19
2013-01-04,18.19
2013-01-07,18.04
2013-01-08,18.02
2013-01-09,18.4
2013-01-10,18.48
2013-01-11,18.49
2013-01-14,18.41
2013-01-15,18.53
2013-01-16,18.35
2013-01-17,18.25
2013-01-18,18.39
2013-01-22,18.39
2013-01-23,18.43
2013-01-24,18.45
2013-01-25,18.51
2013-01-28,19.02
2013-01-29,18.97
2013-01-30,18.68
2013-01-31,17.73
2013-02-01,18.3
2013-02-04,17.93
2013-02-05,17.75
2013-02-06,17.99
2013-02-07,17.49
2013-02-08,17.75
2013-02-11,17.31
2013-02-12,17.48
2013-02-13,17.59
2013-02-14,17.66
2013-02-15,17.92
2013-02-19,18.04
2013-02-20,17.94
2013-02-21,17.95
2013-02-22,18.09
2013-02-25,17.98
2013-02-26,18.07
2013-02-27,18.29
2013-02-28,18.2
2013-03-01,18.2
2013-03-04,18.26
2013-03-05,18.4
2013-03-06,18.46
2013-03-07,18.82
2013-03-08,19.08
2013-03-11,18.93
2013-03-12,18.91
2013-03-13,19.01
2013-03-14,19.41
2013-03-15,19.48
2013-03-18,19.5
2013-03-19,19.78
2013-03-20,19.94
2013-03-21,19.9
2013-03-22,20.03
2013-03-25,20.25
2013-03-26,20.12
2013-03-27,20.16
2013-03-28,20.4
2013-04-01,20.11
2013-04-02,20.09
2013-04-03,19.7
2013-04-04,19.86
2013-04-05,19.61
2013-04-08,19.74
2013-04-09,19.8
2013-04-10,20.39
2013-04-11,20.26
2013-04-12,20.15
2013-04-15,19.3
2013-04-16,19.42
2013-04-17,19.02
2013-04-18,18.72
2013-04-19,18.81
2013-04-22,18.83
2013-04-23,19.2
2013-04-24,19.3
2013-04-25,19.54
2013-04-26,19.37
2013-04-29,19.56
2013-04-30,19.89
2013-05-01,19.27
2013-05-02,19.84
2013-05-03,20.08
2013-05-06,19.92
2013-05-07,20.34
2013-05-08,20.2
2013-05-09,20.13
2013-05-10,20.3
2013-05-13,20.81
2013-05-14,21.15
2013-05-15,21.33
2013-05-16,21.48
2013-05-17,21.64
2013-05-20,21.68
2013-05-21,21.74
2013-05-22,21.26
2013-05-23,21.46
2013-05-24,21.46
2013-05-28,21.79
2013-05-29,21.66
2013-05-30,22.54
2013-05-31,21.99
2013-06-03,22.39
2013-06-04,22.4
2013-06-05,22.15
2013-06-06,22.22
2013-06-07,22.57
2013-06-10,22.49
2013-06-11,22.42
2013-06-12,22.37
2013-06-13,22.87
2013-06-14,22.62
2013-06-17,22.74
2013-06-18,22.75
2013-06-19,22.48
2013-06-20,22.06
2013-06-21,22.02
2013-06-24,21.74
2013-06-25,22.33
2013-06-26,22.5
2013-06-27,22.91
2013-06-28,22.68
2013-07-01,23.67
2013-07-02,23.82
2013-07-03,24.3
2013-07-05,24.64
2013-07-08,24.52
2013-07-09,24.91
2013-07-10,25.42
2013-07-11,25.8
2013-07-12,25.94
2013-07-15,25.91
2013-07-16,25.55
2013-07-17,25.54
2013-07-18,25.64
2013-07-19,25.57
2013-07-22,25.39
2013-07-23,25.2
2013-07-24,25.45
2013-07-25,25.66
2013-07-26,25.46
2013-07-29,25.29
2013-07-30,25.46
2013-07-31,25.77
2013-08-01,25.75
2013-08-02,25.62
2013-08-05,25.99
2013-08-06,25.87
2013-08-07,25.91
2013-08-08,25.95
2013-08-09,25.79
2013-08-12,26.18
2013-08-13,26.18
2013-08-14,26.11
2013-08-15,25.16
2013-08-16,24.87
2013-08-19,24.83
2013-08-20,25.17
2013-08-21,24.81
2013-08-22,25.15
2013-08-23,25.34
2013-08-26,25.82
2013-08-27,24.87
2013-08-28,24.92
2013-08-29,25.37
2013-08-30,24.88
2013-09-03,24.83
2013-09-04,25.01
2013-09-05,25.1
2013-09-06,24.99
2013-09-09,25.32
2013-09-10,25.92
2013-09-11,26.13
2013-09-12,26.18
2013-09-13,26.16
2013-09-16,26.21
2013-09-17,26.61
2013-09-18,26.91
2013-09-19,26.51
2013-09-20,26.37
2013-09-23,26.28
2013-09-24,26.74
2013-09-25,27.95
2013-09-26,28.14
2013-09-27,27.86
2013-09-30,28.39
2013-10-01,28.76
2013-10-02,28.85
2013-10-03,30.18
2013-10-04,29.91
2013-10-07,29.82
2013-10-08,29.48
2013-10-09,29.1
2013-10-10,29.52
2013-10-11,29.93
2013-10-14,30.48
2013-10-15,29.8
2013-10-16,30.91
2013-10-17,31.89
2013-10-18,32.47
2013-10-21,32.35
2013-10-22,32.27
2013-10-23,32.45
2013-10-24,32.89
2013-10-25,32.79
2013-10-28,33.08
2013-10-29,33.6
2013-10-30,32.88
2013-10-31,33.23
2013-11-01,33.27
2013-11-04,33.32
2013-11-05,33.55
2013-11-06,32.63
2013-11-07,31.36
2013-11-08,32.02
2013-11-11,32.26
2013-11-12,32.85
2013-11-13,33.07
2013-11-14,33.32
2013-11-15,33.64
2013-11-18,33.57
2013-11-19,32.99
2013-11-20,32.97
2013-11-21,33.3
2013-11-22,33.56
2013-11-25,33.24
2013-11-26,33.51
2013-11-27,33.34
2013-11-29,33.28
2013-12-02,32.85
2013-12-03,33.23
2013-12-04,33.55
2013-12-05,33.95
2013-12-06,36.24
2013-12-09,36.45
2013-12-10,36.35
2013-12-11,36
2013-12-12,35.8
2013-12-13,36.15
2013-12-16,37.35
2013-12-17,37.39
2013-12-18,38.45
2013-12-19,38.03
2013-12-20,38.3
2013-12-23,37.01
2013-12-24,36.83
2013-12-26,36.77
2013-12-27,36.77
2013-12-30,36.75
2013-12-31,36.98
2014-01-02,36.58
2014-01-03,36.25
2014-01-06,35.96
2014-01-07,36.37
2014-01-08,36.24
2014-01-09,36.25
2014-01-10,36.19
2014-01-13,35.49
2014-01-14,35.73
2014-01-15,35.53
2014-01-16,35.21
2014-01-17,34.74
2014-01-21,34.88
2014-01-22,34.99
2014-01-23,34.69
2014-01-24,33.29
2014-01-27,32.14
2014-01-28,32.91
2014-01-29,32.15
2014-01-30,36.5
2014-01-31,35.96
2014-02-03,34.55
2014-02-04,34.99
2014-02-05,34.8
2014-02-06,35.25
2014-02-07,36
2014-02-10,35.6
2014-02-11,35.67
2014-02-12,36.4
2014-02-13,36.79
2014-02-14,36.7
2014-02-18,37.78
2014-02-19,37.24
2014-02-20,37.2
2014-02-21,36.97
2014-02-24,37.8
2014-02-25,37.45
2014-02-26,37.58
2014-02-27,37.86
2014-02-28,37.23
2014-03-03,37.42
2014-03-04,38.9
2014-03-05,38.55
2014-03-06,38.07
2014-03-07,38.36
2014-03-10,37.39
2014-03-11,37.49
2014-03-12,37.1
2014-03-13,36.16
2014-03-14,36.01
2014-03-17,36.36
2014-03-18,37.32
2014-03-19,36.62
2014-03-20,36.87
2014-03-21,36.26
2014-03-24,35.66
2014-03-25,35.29
2014-03-26,34.03
2014-03-27,33.03
2014-03-28,33.3
2014-03-31,34.4
2014-04-01,35.14
2014-04-02,35.29
2014-04-03,34.37
2014-04-04,32.29
2014-04-07,30.91
2014-04-08,31.35
2014-04-09,31.99
2014-04-10,30.43
2014-04-11,29.52
2014-04-14,29.26
2014-04-15,29.16
2014-04-16,31.05
2014-04-17,31.47
2014-04-21,31.13
2014-04-22,31.72
2014-04-23,31.3
2014-04-24,30.02
2014-04-25,29.23
2014-04-28,28.64
2014-04-29,28.51
2014-04-30,28.24
2014-05-01,28.75
2014-05-02,28.61
2014-05-05,28.23
2014-05-06,27.63
2014-05-07,26.66
2014-05-08,26.65
2014-05-09,26.73
2014-05-12,28.05
2014-05-13,27.64
2014-05-14,27.14
2014-05-15,21.44
2014-05-16,20.61
2014-05-19,21.5
2014-05-20,21.17
2014-05-21,21.25
2014-05-22,21.83
2014-05-23,22.5
2014-05-27,22.92
2014-05-28,22.87
2014-05-29,22.99
2014-05-30,22.73
2014-06-02,22.46
2014-06-03,22.2
2014-06-04,22.2
2014-06-05,21.96
2014-06-06,22.29
2014-06-09,21.91
2014-06-10,21.43
2014-06-11,21.34
2014-06-12,20.88
2014-06-13,20.93
2014-06-16,21.21
2014-06-17,21.76
2014-06-18,21.6
2014-06-19,21.6
2014-06-20,21.68
2014-06-23,21.83
2014-06-24,21.64
2014-06-25,21.8
2014-06-26,21.6
2014-06-27,21.56
2014-06-30,21.69
2014-07-01,22.06
2014-07-02,21.5
2014-07-03,21.68
2014-07-07,21.23
2014-07-08,20.77
2014-07-09,20.78
2014-07-10,20.71
2014-07-11,20.15
2014-07-14,20.37
2014-07-15,20.06
2014-07-16,19.82
2014-07-17,19.36
2014-07-18,19.75
2014-07-21,19.62
2014-07-22,19.84
2014-07-23,19.65
2014-07-24,19.36
2014-07-25,19.08
2014-07-28,18.89
2014-07-29,18.57
2014-07-30,18.64
2014-07-31,18.32
2014-08-01,18.39
2014-08-04,18.6
2014-08-05,17.97
2014-08-06,17.98
2014-08-07,17.77
2014-08-08,18
2014-08-11,18.19
2014-08-12,17.85
2014-08-13,17.89
2014-08-14,17.75
2014-08-15,17.78
2014-08-18,18.49
2014-08-19,18.55
2014-08-20,18.4
2014-08-21,18.26
2014-08-22,18.35
2014-08-25,18.32
2014-08-26,18.56
2014-08-27,18.66
2014-08-28,18.44
2014-08-29,18.54
2014-09-02,19.09
2014-09-03,19.1
2014-09-04,19.02
2014-09-05,18.68
2014-09-08,18.48
2014-09-09,18.26
2014-09-10,18.64
2014-09-11,18.66
2014-09-12,18.63
2014-09-15,18.26
2014-09-16,18.25
2014-09-17,18.2
2014-09-18,18.21
2014-09-19,18.09
2014-09-22,17.61
2014-09-23,17.58
2014-09-24,17.69
2014-09-25,17.21
2014-09-26,17.14
2014-09-29,17
2014-09-30,16.55
2014-10-01,16.26
2014-10-02,16.81
2014-10-03,17.06
2014-10-06,16.74
2014-10-07,16.56
2014-10-08,17.28
2014-10-09,16.73
2014-10-10,16.38
2014-10-13,16.08
2014-10-14,16.68
2014-10-15,16.94
2014-10-16,16.89
2014-10-17,16.7
2014-10-20,16.74
2014-10-21,16.87
2014-10-22,16.52
2014-10-23,16.98
2014-10-24,16.86
2014-10-27,17.11
2014-10-28,18.1
2014-10-29,17.93
2014-10-30,18.35
2014-10-31,18.84
2014-11-03,18.69
2014-11-04,17.84
2014-11-05,18.99
2014-11-06,19.38
2014-11-07,19.06
2014-11-10,19.21
2014-11-11,19.18
2014-11-12,19.32
2014-11-13,18.53
2014-11-14,18.56
2014-11-17,18.17
2014-11-18,18.47
2014-11-19,18.44
2014-11-20,18.78
2014-11-21,19.02
2014-11-24,19.43
2014-11-25,19.49
2014-11-26,19.29
2014-11-28,19.03
2014-12-01,18.9
2014-12-02,19.89
2014-12-03,19.94
2014-12-04,19.75
2014-12-05,20.51
2014-12-08,20.54
2014-12-09,21.03
2014-12-10,20.29
2014-12-11,20.67
2014-12-12,19.55
2014-12-15,19.07
2014-12-16,19.49
2014-12-17,20.44
2014-12-18,20.9
2014-12-19,19.86
2014-12-22,20.6
2014-12-23,20.7
2014-12-24,20.76
2014-12-26,20.71
2014-12-29,20.81
2014-12-30,20.54
2014-12-31,20.27
2015-01-02,19.6
2015-01-05,19.42
2015-01-06,19.08
2015-01-07,19.34
2015-01-08,19.79
2015-01-09,19.68
2015-01-12,19.72
2015-01-13,19.51
