"Index","ACXM.Close"
2007-07-10,26.52
2007-07-11,26.54
2007-07-12,26.49
2007-07-13,26.6
2007-07-16,26.45
2007-07-17,26.4
2007-07-18,26.34
2007-07-19,26.27
2007-07-20,26.21
2007-07-23,26.01
2007-07-24,25.36
2007-07-25,25.57
2007-07-26,24.57
2007-07-27,25.45
2007-07-30,25.32
2007-07-31,25.16
2007-08-01,25.03
2007-08-02,25.33
2007-08-03,25.17
2007-08-06,24.95
2007-08-07,24.92
2007-08-08,24.99
2007-08-09,23.86
2007-08-10,23.36
2007-08-13,23.17
2007-08-14,22.76
2007-08-15,22.6
2007-08-16,22.56
2007-08-17,23.04
2007-08-20,23.44
2007-08-21,24.16
2007-08-22,24.66
2007-08-23,24.54
2007-08-24,24.69
2007-08-27,24.45
2007-08-28,24.28
2007-08-29,24.46
2007-08-30,24.34
2007-08-31,24.5
2007-09-04,24.2
2007-09-05,24.02
2007-09-06,24.05
2007-09-07,23.93
2007-09-10,23.86
2007-09-11,23.79
2007-09-12,23.8
2007-09-13,23.45
2007-09-14,23.16
2007-09-17,22.22
2007-09-18,22.4
2007-09-19,22.54
2007-09-20,22.59
2007-09-21,22.18
2007-09-24,20.55
2007-09-25,19.5
2007-09-26,19.36
2007-09-27,19.89
2007-09-28,19.79
2007-10-01,15.89
2007-10-02,15.31
2007-10-03,15.14
2007-10-04,15.66
2007-10-05,15.57
2007-10-08,15.54
2007-10-09,15.45
2007-10-10,15.59
2007-10-11,15.26
2007-10-12,14.98
2007-10-15,14.26
2007-10-16,14.21
2007-10-17,14.01
2007-10-18,13.86
2007-10-19,13.61
2007-10-22,13.76
2007-10-23,13.42
2007-10-24,14.17
2007-10-25,13.14
2007-10-26,13.01
2007-10-29,13.4
2007-10-30,13.25
2007-10-31,13.14
2007-11-01,12.8
2007-11-02,12.9
2007-11-05,12.91
2007-11-06,12.89
2007-11-07,12.51
2007-11-08,12.34
2007-11-09,12.3
2007-11-12,12.16
2007-11-13,13.15
2007-11-14,13.32
2007-11-15,13.01
2007-11-16,12.92
2007-11-19,12.42
2007-11-20,12.4
2007-11-21,12.27
2007-11-23,12.37
2007-11-26,11.76
2007-11-27,11.89
2007-11-28,12.29
2007-11-29,12.1
2007-11-30,12.32
2007-12-03,12
2007-12-04,11.56
2007-12-05,11.91
2007-12-06,12.06
2007-12-07,12.15
2007-12-10,12.17
2007-12-11,11.73
2007-12-12,11.53
2007-12-13,11.5
2007-12-14,11.29
2007-12-17,11.1
2007-12-18,10.88
2007-12-19,10.7
2007-12-20,11.01
2007-12-21,11.64
2007-12-24,11.74
2007-12-26,11.68
2007-12-27,11.72
2007-12-28,11.79
2007-12-31,11.73
2008-01-02,11.15
2008-01-03,10.93
2008-01-04,10.65
2008-01-07,10.49
2008-01-08,10.17
2008-01-09,10.45
2008-01-10,10.32
2008-01-11,10.01
2008-01-14,10.08
2008-01-15,9.8
2008-01-16,10.09
2008-01-17,9.75
2008-01-18,9.38
2008-01-22,9.09
2008-01-23,9
2008-01-24,10.41
2008-01-25,10.43
2008-01-28,10.32
2008-01-29,10.35
2008-01-30,10.35
2008-01-31,10.61
2008-02-01,11.26
2008-02-04,11.02
2008-02-05,11.08
2008-02-06,11.09
2008-02-07,11.19
2008-02-08,11.47
2008-02-11,11.5
2008-02-12,11.76
2008-02-13,12.06
2008-02-14,12.52
2008-02-15,12.87
2008-02-19,12.89
2008-02-20,13.14
2008-02-21,13.42
2008-02-22,13.5
2008-02-25,13.49
2008-02-26,13.3
2008-02-27,13.34
2008-02-28,13.21
2008-02-29,12.71
2008-03-03,12.63
2008-03-04,12.44
2008-03-05,12.47
2008-03-06,12.11
2008-03-07,11.96
2008-03-10,11.76
2008-03-11,11.76
2008-03-12,11.86
2008-03-13,11.81
2008-03-14,11.35
2008-03-17,10.99
2008-03-18,10.99
2008-03-19,10.82
2008-03-20,11
2008-03-24,11.45
2008-03-25,11.69
2008-03-26,11.86
2008-03-27,11.63
2008-03-28,11.51
2008-03-31,11.87
2008-04-01,11.93
2008-04-02,11.97
2008-04-03,11.94
2008-04-04,11.78
2008-04-07,11.65
2008-04-08,11.68
2008-04-09,11.37
2008-04-10,11.2
2008-04-11,10.92
2008-04-14,10.94
2008-04-15,10.83
2008-04-16,10.59
2008-04-17,10.55
2008-04-18,10.6
2008-04-21,10.64
2008-04-22,10.87
2008-04-23,11.29
2008-04-24,11.62
2008-04-25,11.84
2008-04-28,11.7
2008-04-29,11.8
2008-04-30,11.83
2008-05-01,12.31
2008-05-02,12.45
2008-05-05,12.13
2008-05-06,12.13
2008-05-07,12.01
2008-05-08,11.96
2008-05-09,12.17
2008-05-12,12.26
2008-05-13,12.2
2008-05-14,12.33
2008-05-15,12.35
2008-05-16,12.5
2008-05-19,13.47
2008-05-20,13.49
2008-05-21,13.5
2008-05-22,13.7
2008-05-23,13.63
2008-05-27,14.1
2008-05-28,14.24
2008-05-29,14.46
2008-05-30,14.67
2008-06-02,14.72
2008-06-03,14.77
2008-06-04,14.91
2008-06-05,14.98
2008-06-06,14.8
2008-06-09,14.58
2008-06-10,14.53
2008-06-11,14.51
2008-06-12,14.65
2008-06-13,14.66
2008-06-16,14.91
2008-06-17,14.64
2008-06-18,14.06
2008-06-19,13.64
2008-06-20,13.4
2008-06-23,12.93
2008-06-24,13
2008-06-25,13.08
2008-06-26,12.16
2008-06-27,11.81
2008-06-30,11.49
2008-07-01,11.8
2008-07-02,11.44
2008-07-03,11.28
2008-07-07,11.36
2008-07-08,12.25
2008-07-09,11.54
2008-07-10,11.59
2008-07-11,12.01
2008-07-14,11.31
2008-07-15,11.04
2008-07-16,11.44
2008-07-17,11.38
2008-07-18,11.39
2008-07-21,11.35
2008-07-22,11.99
2008-07-23,12.39
2008-07-24,12.17
2008-07-25,11.9
2008-07-28,11.66
2008-07-29,12.41
2008-07-30,12.16
2008-07-31,12.84
2008-08-01,13.05
2008-08-04,13.07
2008-08-05,13.54
2008-08-06,13.59
2008-08-07,13.47
2008-08-08,14
2008-08-11,14.35
2008-08-12,14.12
2008-08-13,14.21
2008-08-14,14.14
2008-08-15,13.95
2008-08-18,13.86
2008-08-19,13.47
2008-08-20,13.89
2008-08-21,13.71
2008-08-22,14.02
2008-08-25,13.71
2008-08-26,13.92
2008-08-27,14.75
2008-08-28,14.79
2008-08-29,14.45
2008-09-02,14.47
2008-09-03,14.55
2008-09-04,13.98
2008-09-05,14.18
2008-09-08,14.65
2008-09-09,14.2
2008-09-10,14.67
2008-09-11,14.79
2008-09-12,14.96
2008-09-15,14.07
2008-09-16,13.67
2008-09-17,12.85
2008-09-18,12.34
2008-09-19,13.43
2008-09-22,12.74
2008-09-23,12.62
2008-09-24,12.42
2008-09-25,12.76
2008-09-26,12.86
2008-09-29,11.85
2008-09-30,12.54
2008-10-01,12.49
2008-10-02,11.81
2008-10-03,11.39
2008-10-06,11.53
2008-10-07,10.39
2008-10-08,9.74
2008-10-09,8.36
2008-10-10,9.02
2008-10-13,10.8
2008-10-14,10.69
2008-10-15,9.32
2008-10-16,9.33
2008-10-17,8.67
2008-10-20,9.01
2008-10-21,8.81
2008-10-22,8.36
2008-10-23,7.94
2008-10-24,7.49
2008-10-27,7.11
2008-10-28,8
2008-10-29,8.24
2008-10-30,8.25
2008-10-31,7.86
2008-11-03,7.74
2008-11-04,7.94
2008-11-05,7.54
2008-11-06,6.92
2008-11-07,7.24
2008-11-10,7.61
2008-11-11,7.38
2008-11-12,6.97
2008-11-13,7.1
2008-11-14,6.78
2008-11-17,7
2008-11-18,7.14
2008-11-19,6.79
2008-11-20,6.74
2008-11-21,6.98
2008-11-24,7.2
2008-11-25,7.18
2008-11-26,7.55
2008-11-28,7.51
2008-12-01,6.6
2008-12-02,6.85
2008-12-03,7.02
2008-12-04,6.68
2008-12-05,7.1
2008-12-08,7.25
2008-12-09,7.29
2008-12-10,7.57
2008-12-11,7.31
2008-12-12,7.58
2008-12-15,7.23
2008-12-16,7.9
2008-12-17,8.43
2008-12-18,8.4
2008-12-19,8.59
2008-12-22,8.13
2008-12-23,7.6
2008-12-24,7.66
2008-12-26,7.72
2008-12-29,7.25
2008-12-30,7.83
2008-12-31,8.11
2009-01-02,8.03
2009-01-05,8.32
2009-01-06,8.72
2009-01-07,9.02
2009-01-08,9.06
2009-01-09,8.59
2009-01-12,8.59
2009-01-13,8.66
2009-01-14,8.62
2009-01-15,8.75
2009-01-16,9
2009-01-20,7.92
2009-01-21,8.7
2009-01-22,8.37
2009-01-23,8.52
2009-01-26,8.73
2009-01-27,8.7
2009-01-28,8.85
2009-01-29,8.6
2009-01-30,9.51
2009-02-02,10.28
2009-02-03,10.36
2009-02-04,10.15
2009-02-05,9.88
2009-02-06,9.91
2009-02-09,9.85
2009-02-10,9.4
2009-02-11,9.42
2009-02-12,9.51
2009-02-13,9.4
2009-02-17,9.3
2009-02-18,9.14
2009-02-19,9.08
2009-02-20,8.92
2009-02-23,8.55
2009-02-24,8.73
2009-02-25,8.66
2009-02-26,8.42
2009-02-27,8.28
2009-03-02,7.63
2009-03-03,7.82
2009-03-04,7.62
2009-03-05,7.21
2009-03-06,7.2
2009-03-09,7.16
2009-03-10,7.26
2009-03-11,7.31
2009-03-12,7.31
2009-03-13,7.34
2009-03-16,7.23
2009-03-17,7.36
2009-03-18,7.47
2009-03-19,7.46
2009-03-20,7.19
2009-03-23,7.53
2009-03-24,7.38
2009-03-25,7.47
2009-03-26,8.03
2009-03-27,7.56
2009-03-30,7.44
2009-03-31,7.4
2009-04-01,7.35
2009-04-02,7.76
2009-04-03,8.46
2009-04-06,9.03
2009-04-07,8.9
2009-04-08,8.89
2009-04-09,9.38
2009-04-13,9.11
2009-04-14,8.75
2009-04-15,8.92
2009-04-16,9.16
2009-04-17,9.14
2009-04-20,8.68
2009-04-21,9.03
2009-04-22,9.11
2009-04-23,9.05
2009-04-24,9.14
2009-04-27,9.33
2009-04-28,9.39
2009-04-29,9.65
2009-04-30,9.65
2009-05-01,9.55
2009-05-04,9.6
2009-05-05,9.56
2009-05-06,9.55
2009-05-07,9.23
2009-05-08,9.73
2009-05-11,9.47
2009-05-12,9.54
2009-05-13,8.94
2009-05-14,9.32
2009-05-15,9.94
2009-05-18,10.32
2009-05-19,10.34
2009-05-20,10.44
2009-05-21,10.28
2009-05-22,10.1
2009-05-26,10.39
2009-05-27,10.49
2009-05-28,10.54
2009-05-29,10.66
2009-06-01,10.96
2009-06-02,11.22
2009-06-03,11.35
2009-06-04,11.73
2009-06-05,11.87
2009-06-08,11.76
2009-06-09,11.99
2009-06-10,12.13
2009-06-11,12.27
2009-06-12,12.19
2009-06-15,12
2009-06-16,11.9
2009-06-17,12.01
2009-06-18,11.86
2009-06-19,11.9
2009-06-22,11.45
2009-06-23,11.2
2009-06-24,11.37
2009-06-25,8.92
2009-06-26,8.95
2009-06-29,8.9
2009-06-30,8.83
2009-07-01,8.83
2009-07-02,8.59
2009-07-06,8.43
2009-07-07,8.04
2009-07-08,8.02
2009-07-09,7.97
2009-07-10,7.99
2009-07-13,8.04
2009-07-14,8.24
2009-07-15,8.98
2009-07-16,8.94
2009-07-17,8.72
2009-07-20,8.89
2009-07-21,8.91
2009-07-22,9.07
2009-07-23,9.29
2009-07-24,9.28
2009-07-27,9.49
2009-07-28,9.62
2009-07-29,9.66
2009-07-30,9.92
2009-07-31,9.65
2009-08-03,9.95
2009-08-04,9.83
2009-08-05,9.68
2009-08-06,9.65
2009-08-07,10.12
2009-08-10,9.7
2009-08-11,9.81
2009-08-12,9.97
2009-08-13,10.05
2009-08-14,9.89
2009-08-17,9.79
2009-08-18,10
2009-08-19,9.99
2009-08-20,10.02
2009-08-21,10.04
2009-08-24,9.88
2009-08-25,9.81
2009-08-26,9.63
2009-08-27,9.53
2009-08-28,9.27
2009-08-31,9.12
2009-09-01,8.92
2009-09-02,8.84
2009-09-03,8.77
2009-09-04,8.93
2009-09-08,8.93
2009-09-09,9.33
2009-09-10,9.7
2009-09-11,9.49
2009-09-14,9.52
2009-09-15,9.72
2009-09-16,9.97
2009-09-17,10
2009-09-18,9.77
2009-09-21,9.59
2009-09-22,9.4
2009-09-23,9.39
2009-09-24,9.42
2009-09-25,9.34
2009-09-28,9.7
2009-09-29,9.7
2009-09-30,9.46
2009-10-01,9.15
2009-10-02,9.08
2009-10-05,9.2
2009-10-06,9.47
2009-10-07,9.55
2009-10-08,9.69
2009-10-09,9.87
2009-10-12,9.91
2009-10-13,9.62
2009-10-14,9.76
2009-10-15,9.94
2009-10-16,9.94
2009-10-19,9.99
2009-10-20,9.93
2009-10-21,9.85
2009-10-22,9.94
2009-10-23,9.63
2009-10-26,9.67
2009-10-27,9.85
2009-10-28,9.65
2009-10-29,11.26
2009-10-30,11.48
2009-11-02,11.51
2009-11-03,11.46
2009-11-04,11.49
2009-11-05,11.76
2009-11-06,11.82
2009-11-09,12.14
2009-11-10,12.05
2009-11-11,12.09
2009-11-12,11.78
2009-11-13,12.09
2009-11-16,12.49
2009-11-17,12.32
2009-11-18,12.24
2009-11-19,11.97
2009-11-20,11.99
2009-11-23,12.19
2009-11-24,11.98
2009-11-25,11.88
2009-11-27,11.67
2009-11-30,11.54
2009-12-01,12.05
2009-12-02,12.15
2009-12-03,12.1
2009-12-04,12.38
2009-12-07,12.45
2009-12-08,12.16
2009-12-09,12.04
2009-12-10,11.78
2009-12-11,11.95
2009-12-14,12.07
2009-12-15,13.1
2009-12-16,12.97
2009-12-17,12.81
2009-12-18,12.97
2009-12-21,13.19
2009-12-22,13.41
2009-12-23,13.86
2009-12-24,13.98
2009-12-28,14.16
2009-12-29,13.69
2009-12-30,13.55
2009-12-31,13.43
2010-01-04,13.83
2010-01-05,13.7
2010-01-06,13.76
2010-01-07,13.88
2010-01-08,13.79
2010-01-11,13.72
2010-01-12,13.69
2010-01-13,14.03
2010-01-14,14.05
2010-01-15,13.76
2010-01-19,14.53
2010-01-20,14.29
2010-01-21,14.24
2010-01-22,13.9
2010-01-25,14.9
2010-01-26,14.07
2010-01-27,13.95
2010-01-28,14.03
2010-01-29,15.38
2010-02-01,15.07
2010-02-02,15.6
2010-02-03,16.3
2010-02-04,15.96
2010-02-05,16.02
2010-02-08,15.65
2010-02-09,15.61
2010-02-10,15.4
2010-02-11,15.72
2010-02-12,15.83
2010-02-16,15.9
2010-02-17,16
2010-02-18,16.31
2010-02-19,16.53
2010-02-22,16.72
2010-02-23,16.75
2010-02-24,16.77
2010-02-25,16.89
2010-02-26,16.86
2010-03-01,17.46
2010-03-02,18.52
2010-03-03,18.03
2010-03-04,17.96
2010-03-05,18.01
2010-03-08,18.32
2010-03-09,18.38
2010-03-10,18.28
2010-03-11,18.22
2010-03-12,17.98
2010-03-15,17.86
2010-03-16,17.9
2010-03-17,17.9
2010-03-18,17.78
2010-03-19,17.56
2010-03-22,17.87
2010-03-23,17.99
2010-03-24,17.7
2010-03-25,17.56
2010-03-26,17.51
2010-03-29,17.59
2010-03-30,17.9
2010-03-31,17.94
2010-04-05,18.48
2010-04-06,18.89
2010-04-07,18.74
2010-04-08,18.73
2010-04-09,18.7
2010-04-12,18.86
2010-04-13,18.71
2010-04-14,19.04
2010-04-15,19.25
2010-04-16,18.95
2010-04-19,18.93
2010-04-20,19.11
2010-04-21,19.1
2010-04-22,19.59
2010-04-23,19.65
2010-04-26,19.96
2010-04-27,19.24
2010-04-28,19.18
2010-04-29,19.5
2010-04-30,19.08
2010-05-03,19.3
2010-05-04,18.58
2010-05-05,18.08
2010-05-06,17.83
2010-05-07,17.27
2010-05-10,18.55
2010-05-11,19.01
2010-05-12,19.45
2010-05-13,19.3
2010-05-14,18.67
2010-05-17,18.46
2010-05-18,17.79
2010-05-19,17.37
2010-05-20,16.09
2010-05-21,16.3
2010-05-24,16.1
2010-05-25,15.98
2010-05-26,16.01
2010-05-27,17.36
2010-05-28,17.41
2010-06-01,16.25
2010-06-02,16.5
2010-06-03,16.51
2010-06-04,15.88
2010-06-07,15.49
2010-06-08,15.07
2010-06-09,15.1
2010-06-10,15.66
2010-06-11,15.52
2010-06-14,15.65
2010-06-15,16.13
2010-06-16,16.14
2010-06-17,16.11
2010-06-18,15.69
2010-06-21,15.78
2010-06-22,15.15
2010-06-23,15.17
2010-06-24,15.02
2010-06-25,15.15
2010-06-28,15.26
2010-06-29,14.64
2010-06-30,14.69
2010-07-01,14.16
2010-07-02,14.25
2010-07-06,13.35
2010-07-07,14.43
2010-07-08,14.61
2010-07-09,14.57
2010-07-12,13.43
2010-07-13,14.11
2010-07-14,14.18
2010-07-15,14.2
2010-07-16,13.9
2010-07-19,14.03
2010-07-20,14.29
2010-07-21,14.18
2010-07-22,15.04
2010-07-23,15.28
2010-07-26,15.25
2010-07-27,15.28
2010-07-28,15.1
2010-07-29,15.33
2010-07-30,15.34
2010-08-02,16.08
2010-08-03,15.78
2010-08-04,16.46
2010-08-05,16.51
2010-08-06,16.58
2010-08-09,16.49
2010-08-10,16.08
2010-08-11,15.4
2010-08-12,15.03
2010-08-13,14.95
2010-08-16,14.9
2010-08-17,14.94
2010-08-18,14.9
2010-08-19,14.25
2010-08-20,13.62
2010-08-23,13.36
2010-08-24,13.09
2010-08-25,13.08
2010-08-26,13.04
2010-08-27,12.92
2010-08-30,12.75
2010-08-31,12.4
2010-09-01,12.9
2010-09-02,13.16
2010-09-03,13.8
2010-09-07,13.67
2010-09-08,13.87
2010-09-09,14.28
2010-09-10,15.13
2010-09-13,16.08
2010-09-14,15.36
2010-09-15,15.08
2010-09-16,15.08
2010-09-17,15.09
2010-09-20,15.62
2010-09-21,15.12
2010-09-22,14.69
2010-09-23,14.33
2010-09-24,15.07
2010-09-27,15.01
2010-09-28,15.81
2010-09-29,15.8
2010-09-30,15.86
2010-10-01,15.93
2010-10-04,15.59
2010-10-05,16.28
2010-10-06,16.2
2010-10-07,16.35
2010-10-08,16.44
2010-10-11,16.68
2010-10-12,17.01
2010-10-13,17.61
2010-10-14,17.74
2010-10-15,17.92
2010-10-18,18
2010-10-19,17.39
2010-10-20,17.89
2010-10-21,18.09
2010-10-22,18.2
2010-10-25,18.01
2010-10-26,17.99
2010-10-27,17.38
2010-10-28,17.49
2010-10-29,17.55
2010-11-01,17.54
2010-11-02,17.85
2010-11-03,17.99
2010-11-04,18.03
2010-11-05,18.01
2010-11-08,17.91
2010-11-09,17.59
2010-11-10,17.82
2010-11-11,17.41
2010-11-12,17.07
2010-11-15,17.03
2010-11-16,16.54
2010-11-17,16.58
2010-11-18,17.52
2010-11-19,17.16
2010-11-22,17.25
2010-11-23,16.88
2010-11-24,17.49
2010-11-26,17.42
2010-11-29,17.46
2010-11-30,17.03
2010-12-01,17.9
2010-12-02,18.34
2010-12-03,18.4
2010-12-06,18.41
2010-12-07,18.5
2010-12-08,18.57
2010-12-09,18.64
2010-12-10,18.26
2010-12-13,17.8
2010-12-14,18.02
2010-12-15,17.99
2010-12-16,18.03
2010-12-17,17.98
2010-12-20,17.8
2010-12-21,18.14
2010-12-22,18.15
2010-12-23,18.17
2010-12-27,18.06
2010-12-28,17.75
2010-12-29,17.76
2010-12-30,17.71
2010-12-31,17.15
2011-01-03,17.63
2011-01-04,17.3
2011-01-05,17.55
2011-01-06,17.23
2011-01-07,17.13
2011-01-10,16.96
2011-01-11,17.41
2011-01-12,17.67
2011-01-13,17.8
2011-01-14,18.16
2011-01-18,18.56
2011-01-19,18.03
2011-01-20,18
2011-01-21,17.93
2011-01-24,18.02
2011-01-25,17.62
2011-01-26,17.19
2011-01-27,17.22
2011-01-28,17.01
2011-01-31,17.23
2011-02-01,17.36
2011-02-02,17.56
2011-02-03,17.53
2011-02-04,17.25
2011-02-07,17.62
2011-02-08,17.44
2011-02-09,17.17
2011-02-10,17.12
2011-02-11,17.59
2011-02-14,17.82
2011-02-15,18.01
2011-02-16,17.69
2011-02-17,17.81
2011-02-18,17.57
2011-02-22,17.15
2011-02-23,16.67
2011-02-24,16.55
2011-02-25,17.12
2011-02-28,17.14
2011-03-01,16.57
2011-03-02,16.35
2011-03-03,16.88
2011-03-04,16.43
2011-03-07,16.21
2011-03-08,17.19
2011-03-09,16.93
2011-03-10,16.36
2011-03-11,16.25
2011-03-14,16.11
2011-03-15,15.93
2011-03-16,15.89
2011-03-17,15.9
2011-03-18,16.91
2011-03-21,17.18
2011-03-22,16.94
2011-03-23,16.66
2011-03-24,17.19
2011-03-25,17.25
2011-03-28,17.25
2011-03-29,17.46
2011-03-30,13.5
2011-03-31,14.35
2011-04-01,14.67
2011-04-04,14.54
2011-04-05,14.53
2011-04-06,14.83
2011-04-07,15.16
2011-04-08,14.89
2011-04-11,15.04
2011-04-12,14.78
2011-04-13,14.83
2011-04-14,14.7
2011-04-15,14.89
2011-04-18,14.31
2011-04-19,14.27
2011-04-20,14.77
2011-04-21,14.72
2011-04-25,14.24
2011-04-26,14.6
2011-04-27,14.65
2011-04-28,14.5
2011-04-29,14.56
2011-05-02,14.48
2011-05-03,14.46
2011-05-04,14.38
2011-05-05,14.41
2011-05-06,14.21
2011-05-09,14.23
2011-05-10,14.47
2011-05-11,14.47
2011-05-12,14.42
2011-05-13,14.29
2011-05-16,13.75
2011-05-17,13.58
2011-05-18,13.63
2011-05-19,13.8
2011-05-20,13.76
2011-05-23,13.48
2011-05-24,13.46
2011-05-25,13.45
2011-05-26,13.45
2011-05-27,13.52
2011-05-31,13.75
2011-06-01,13.32
2011-06-02,13.11
2011-06-03,12.7
2011-06-06,12.4
2011-06-07,12.59
2011-06-08,12.5
2011-06-09,12.44
2011-06-10,12.04
2011-06-13,11.74
2011-06-14,12.08
2011-06-15,11.95
2011-06-16,12.02
2011-06-17,12.1
2011-06-20,12.21
2011-06-21,12.54
2011-06-22,12.22
2011-06-23,12.19
2011-06-24,12.02
2011-06-27,12.44
2011-06-28,12.78
2011-06-29,12.82
2011-06-30,13.11
2011-07-01,13.1
2011-07-05,12.91
2011-07-06,13
2011-07-07,13.06
2011-07-08,12.85
2011-07-11,12.6
2011-07-12,12.74
2011-07-13,12.7
2011-07-14,12.51
2011-07-15,12.3
2011-07-18,11.75
2011-07-19,12
2011-07-20,12.08
2011-07-21,12.17
2011-07-22,12.29
2011-07-25,12.01
2011-07-26,11.84
2011-07-27,13.98
2011-07-28,13.93
2011-07-29,13.74
2011-08-01,13.62
2011-08-02,13.08
2011-08-03,13.2
2011-08-04,12.14
2011-08-05,12.18
2011-08-08,11.22
2011-08-09,11.32
2011-08-10,10.22
2011-08-11,10.52
2011-08-12,10.59
2011-08-15,10.87
2011-08-16,10.83
2011-08-17,10.54
2011-08-18,9.46
2011-08-19,9.4
2011-08-22,9.14
2011-08-23,9.55
2011-08-24,9.67
2011-08-25,9.21
2011-08-26,9.74
2011-08-29,10.49
2011-08-30,10.58
2011-08-31,10.97
2011-09-01,10.52
2011-09-02,10.14
2011-09-06,9.85
2011-09-07,10.4
2011-09-08,10.23
2011-09-09,10.05
2011-09-12,10.12
2011-09-13,10.54
2011-09-14,11
2011-09-15,10.96
2011-09-16,10.87
2011-09-19,10.43
2011-09-20,10.5
2011-09-21,10.16
2011-09-22,9.67
2011-09-23,10.31
2011-09-26,10.53
2011-09-27,10.91
2011-09-28,10.67
2011-09-29,10.97
2011-09-30,10.64
2011-10-03,9.51
2011-10-04,10.42
2011-10-05,10.55
2011-10-06,11.01
2011-10-07,10.77
2011-10-10,11.39
2011-10-11,11.6
2011-10-12,11.72
2011-10-13,11.5
2011-10-14,11.84
2011-10-17,10.98
2011-10-18,11.64
2011-10-19,11.27
2011-10-20,11.26
2011-10-21,11.49
2011-10-24,12.04
2011-10-25,11.63
2011-10-26,12.45
2011-10-27,13.86
2011-10-28,13.9
2011-10-31,13.19
2011-11-01,12.41
2011-11-02,12.94
2011-11-03,13.29
2011-11-04,13.18
2011-11-07,13.09
2011-11-08,13.16
2011-11-09,12.44
2011-11-10,12.77
2011-11-11,13.17
2011-11-14,12.97
2011-11-15,13.26
2011-11-16,12.79
2011-11-17,12.81
2011-11-18,12.53
2011-11-21,12.16
2011-11-22,11.99
2011-11-23,11.34
2011-11-25,11.2
2011-11-28,11.9
2011-11-29,11.7
2011-11-30,12.44
2011-12-01,12.63
2011-12-02,12.66
2011-12-05,13.08
2011-12-06,12.92
2011-12-07,12.87
2011-12-08,12.12
2011-12-09,12.71
2011-12-12,12.58
2011-12-13,12.32
2011-12-14,12.01
2011-12-15,12.13
2011-12-16,12.21
2011-12-19,11.77
2011-12-20,12.36
2011-12-21,12.39
2011-12-22,12.54
2011-12-23,12.68
2011-12-27,12.49
2011-12-28,11.99
2011-12-29,12.3
2011-12-30,12.21
2012-01-03,12.46
2012-01-04,12.41
2012-01-05,12.39
2012-01-06,12.33
2012-01-09,12.18
2012-01-10,12.63
2012-01-11,12.82
2012-01-12,13.18
2012-01-13,13.4
2012-01-17,13.19
2012-01-18,13.32
2012-01-19,13.62
2012-01-20,13.83
2012-01-23,13.76
