"Index","ATGN.Close"
2008-07-03,1.2
2008-07-07,1.27
2008-07-08,1.13
2008-07-09,1.22
2008-07-10,1.15
2008-07-11,1.21
2008-07-14,1.15
2008-07-15,1.21
2008-07-16,1.21
2008-07-17,1.21
2008-07-18,1.17
2008-07-21,1.25
2008-07-22,1.23
2008-07-23,1.2
2008-07-24,1.15
2008-07-25,1.15
2008-07-28,1.12
2008-07-29,1.22
2008-07-30,1.18
2008-07-31,1.17
2008-08-01,1.11
2008-08-04,1.15
2008-08-05,1.16
2008-08-06,1.17
2008-08-07,1.17
2008-08-08,1.19
2008-08-11,1.11
2008-08-12,1.17
2008-08-13,1.2
2008-08-14,1.15
2008-08-15,1.15
2008-08-18,1.15
2008-08-19,1.17
2008-08-20,1.15
2008-08-21,1.2
2008-08-22,1.2
2008-08-25,1.18
2008-08-26,1.17
2008-08-27,1.2
2008-08-28,1.18
2008-08-29,1.21
2008-09-02,1.2
2008-09-03,1.13
2008-09-04,1.12
2008-09-05,1.14
2008-09-08,1.13
2008-09-09,1.09
2008-09-10,1.08
2008-09-11,1.09
2008-09-12,1.11
2008-09-15,1.17
2008-09-16,1.23
2008-09-17,1.22
2008-09-18,1.03
2008-09-19,1.18
2008-09-22,0.99
2008-09-23,0.95
2008-09-24,1
2008-09-25,0.99
2008-09-26,0.85
2008-09-29,0.8
2008-09-30,0.99
2008-10-01,0.8
2008-10-02,1
2008-10-03,0.91
2008-10-06,0.75
2008-10-07,0.73
2008-10-08,0.8
2008-10-09,0.72
2008-10-10,0.66
2008-10-13,0.75
2008-10-14,0.66
2008-10-15,0.71
2008-10-16,0.7
2008-10-17,0.73
2008-10-20,0.71
2008-10-21,0.72
2008-10-22,0.71
2008-10-23,0.66
2008-10-24,0.65
2008-10-27,0.61
2008-10-28,0.61
2008-10-29,0.64
2008-10-30,0.63
2008-10-31,0.69
2008-11-03,0.65
2008-11-04,0.66
2008-11-05,0.58
2008-11-06,0.68
2008-11-07,0.68
2008-11-10,0.68
2008-11-11,0.58
2008-11-12,0.68
2008-11-13,0.79
2008-11-14,0.6
2008-11-17,0.64
2008-11-18,0.59
2008-11-19,0.64
2008-11-20,0.53
2008-11-21,0.69
2008-11-24,0.7
2008-11-25,0.63
2008-11-26,0.5
2008-11-28,0.7
2008-12-01,0.65
2008-12-02,0.6
2008-12-03,0.72
2008-12-04,0.71
2008-12-05,0.62
2008-12-08,0.68
2008-12-09,0.7
2008-12-10,0.76
2008-12-11,0.77
2008-12-12,0.75
2008-12-15,0.76
2008-12-16,0.85
2008-12-17,0.77
2008-12-18,0.83
2008-12-19,0.71
2008-12-22,0.79
2008-12-23,0.77
2008-12-24,0.65
2008-12-26,0.66
2008-12-29,0.67
2008-12-30,0.71
2008-12-31,0.88
2009-01-02,0.64
2009-01-05,0.75
2009-01-06,0.73
2009-01-07,0.66
2009-01-08,0.73
2009-01-09,0.66
2009-01-12,0.67
2009-01-13,0.62
2009-01-14,0.77
2009-01-15,0.66
2009-01-16,0.62
2009-01-20,0.72
2009-01-21,0.7
2009-01-22,0.7
2009-01-23,0.7
2009-01-26,0.78
2009-01-27,0.82
2009-01-28,0.85
2009-01-29,0.81
2009-01-30,0.85
2009-02-02,0.85
2009-02-03,0.87
2009-02-04,0.93
2009-02-05,0.83
2009-02-06,0.86
2009-02-09,0.87
2009-02-10,0.85
2009-02-11,0.83
2009-02-12,0.83
2009-02-13,0.83
2009-02-17,0.85
2009-02-18,0.83
2009-02-19,0.83
2009-02-20,0.89
2009-02-23,0.84
2009-02-24,0.81
2009-02-25,0.82
2009-02-26,0.85
2009-02-27,0.85
2009-03-02,0.8
2009-03-03,0.71
2009-03-04,0.78
2009-03-05,0.8
2009-03-06,0.71
2009-03-09,0.75
2009-03-10,0.7
2009-03-11,0.78
2009-03-12,0.68
2009-03-13,0.72
2009-03-16,0.69
2009-03-17,0.7
2009-03-18,0.74
2009-03-19,0.75
2009-03-20,0.8
2009-03-23,0.8
2009-03-24,0.77
2009-03-25,0.77
2009-03-26,0.8
2009-03-27,0.68
2009-03-30,0.72
2009-03-31,0.75
2009-04-01,0.71
2009-04-02,0.8
2009-04-03,0.62
2009-04-06,0.75
2009-04-07,0.75
2009-04-08,0.71
2009-04-09,0.74
2009-04-13,0.75
2009-04-14,0.75
2009-04-15,0.74
2009-04-16,0.8
2009-04-17,0.76
2009-04-20,0.75
2009-04-21,0.74
2009-04-22,0.74
2009-04-23,0.71
2009-04-24,0.7
2009-04-27,0.7
2009-04-28,0.62
2009-04-29,0.7
2009-04-30,0.68
2009-05-01,0.69
2009-05-04,0.7
2009-05-05,0.65
2009-05-06,0.63
2009-05-07,0.65
2009-05-08,0.68
2009-05-11,0.7
2009-05-12,0.63
2009-05-13,0.62
2009-05-14,0.63
2009-05-15,0.62
2009-05-18,0.62
2009-05-19,0.62
2009-05-20,0.63
2009-05-21,0.61
2009-05-22,0.61
2009-05-26,0.64
2009-05-27,0.64
2009-05-28,0.61
2009-05-29,0.63
2009-06-01,0.65
2009-06-02,0.67
2009-06-03,0.65
2009-06-04,0.7
2009-06-05,0.71
2009-06-08,0.75
2009-06-09,0.75
2009-06-10,0.78
2009-06-11,0.77
2009-06-12,0.79
2009-06-15,0.75
2009-06-16,0.79
2009-06-17,0.75
2009-06-18,0.7
2009-06-19,0.75
2009-06-22,0.7
2009-06-23,0.77
2009-06-24,0.7
2009-06-25,0.78
2009-06-26,0.7
2009-06-29,0.7
2009-06-30,0.7
2009-07-01,0.7
2009-07-02,0.7
2009-07-06,0.73
2009-07-07,0.64
2009-07-08,0.64
2009-07-09,0.64
2009-07-10,0.63
2009-07-13,0.63
2009-07-14,0.72
2009-07-15,0.66
2009-07-16,0.66
2009-07-17,0.66
2009-07-20,0.75
2009-07-21,0.66
2009-07-22,0.66
2009-07-23,0.7
2009-07-24,0.67
2009-07-27,0.72
2009-07-28,0.63
2009-07-29,0.77
2009-07-30,0.88
2009-07-31,0.81
2009-08-03,0.78
2009-08-04,0.77
2009-08-05,0.8
2009-08-06,0.79
2009-08-07,0.79
2009-08-10,0.81
2009-08-11,0.79
2009-08-12,0.8
2009-08-13,0.82
2009-08-14,0.85
2009-08-17,0.85
2009-08-18,0.78
2009-08-19,0.78
2009-08-20,0.86
2009-08-21,0.75
2009-08-24,0.89
2009-08-25,0.81
2009-08-26,0.85
2009-08-27,0.88
2009-08-28,0.87
2009-08-31,0.85
2009-09-01,0.81
2009-09-02,0.85
2009-09-03,0.84
2009-09-04,0.82
2009-09-08,0.79
2009-09-09,0.79
2009-09-10,0.84
2009-09-11,0.85
2009-09-14,0.85
2009-09-15,0.83
2009-09-16,0.83
2009-09-17,0.97
2009-09-18,0.96
2009-09-21,1.05
2009-09-22,1.03
2009-09-23,1.05
2009-09-24,0.95
2009-09-25,1.03
2009-09-28,1.03
2009-09-29,1.04
2009-09-30,1
2009-10-01,1
2009-10-02,1
2009-10-05,0.98
2009-10-06,1.01
2009-10-07,1.1
2009-10-08,1.05
2009-10-09,0.96
2009-10-12,0.95
2009-10-13,1.01
2009-10-14,0.92
2009-10-15,0.92
2009-10-16,1.05
2009-10-19,1.05
2009-10-20,0.97
2009-10-21,0.92
2009-10-22,0.97
2009-10-23,0.96
2009-10-26,0.88
2009-10-27,0.8
2009-10-28,0.8
2009-10-29,0.75
2009-10-30,0.78
2009-11-02,0.75
2009-11-03,0.75
2009-11-04,0.93
2009-11-05,0.95
2009-11-06,0.82
2009-11-09,0.94
2009-11-10,0.83
2009-11-11,0.86
2009-11-12,0.87
2009-11-13,0.89
2009-11-16,0.99
2009-11-17,0.9
2009-11-18,0.87
2009-11-19,1.01
2009-11-20,0.89
2009-11-23,0.91
2009-11-24,0.91
2009-11-25,1.01
2009-11-27,1.03
2009-11-30,1.03
2009-12-01,0.99
2009-12-02,1
2009-12-03,0.98
2009-12-04,0.97
2009-12-07,0.92
2009-12-08,0.91
2009-12-09,0.91
2009-12-10,0.9
2009-12-11,0.94
2009-12-14,0.88
2009-12-15,0.87
2009-12-16,0.87
2009-12-17,0.87
2009-12-18,0.95
2009-12-21,0.85
2009-12-22,0.85
2009-12-23,0.85
2009-12-24,1
2009-12-28,1
2009-12-29,1
2009-12-30,0.95
2009-12-31,1
2010-01-04,1
2010-01-05,0.92
2010-01-06,0.95
2010-01-07,0.93
2010-01-08,0.9
2010-01-11,0.89
2010-01-12,0.89
2010-01-13,0.87
2010-01-14,0.88
2010-01-15,0.91
2010-01-19,0.88
2010-01-20,0.87
2010-01-21,0.9
2010-01-22,0.92
2010-01-25,0.9
2010-01-26,0.89
2010-01-27,0.88
2010-01-28,0.85
2010-01-29,0.82
2010-02-01,0.84
2010-02-02,0.81
2010-02-03,0.85
2010-02-04,0.81
2010-02-05,0.81
2010-02-08,0.82
2010-02-09,0.77
2010-02-10,0.79
2010-02-11,0.77
2010-02-12,0.72
2010-02-16,0.71
2010-02-17,0.7
2010-02-18,0.71
2010-02-19,0.68
2010-02-22,0.69
2010-02-23,0.68
2010-02-24,0.69
2010-02-25,0.69
2010-02-26,0.73
2010-03-01,0.74
2010-03-02,0.75
2010-03-03,0.8
2010-03-04,0.85
2010-03-05,0.86
2010-03-08,0.74
2010-03-09,0.79
2010-03-10,0.75
2010-03-11,0.74
2010-03-12,0.75
2010-03-15,0.8
2010-03-16,0.71
2010-03-17,0.66
2010-03-18,0.69
2010-03-19,0.69
2010-03-22,0.58
2010-03-23,0.6
2010-03-24,0.59
2010-03-25,0.71
2010-03-26,0.65
2010-03-29,0.6
2010-03-30,0.6
2010-03-31,0.7
2010-04-01,0.65
2010-04-05,0.7
2010-04-06,0.7
2010-04-07,0.7
2010-04-08,0.61
2010-04-09,0.62
2010-04-12,0.65
2010-04-13,0.7
2010-04-14,0.74
2010-04-15,0.62
2010-04-16,0.71
2010-04-19,0.74
2010-04-20,0.72
2010-04-21,0.75
2010-04-22,0.8
2010-04-23,0.8
2010-04-26,0.84
2010-04-27,0.84
2010-04-28,0.85
2010-04-29,0.95
2010-04-30,0.9
2010-05-03,0.9
2010-05-04,0.9
2010-05-05,0.85
2010-05-06,0.85
2010-05-07,0.8
2010-05-10,0.82
2010-05-11,0.8
2010-05-12,0.8
2010-05-13,0.8
2010-05-14,0.8
2010-05-17,0.8
2010-05-18,0.8
2010-05-19,0.8
2010-05-20,0.81
2010-05-21,0.8
2010-05-24,0.76
2010-05-25,0.76
2010-05-26,0.72
2010-05-27,0.73
2010-05-28,0.76
2010-06-01,0.72
2010-06-02,0.75
2010-06-03,0.72
2010-06-04,0.73
2010-06-07,0.73
2010-06-08,0.66
2010-06-09,0.7
2010-06-10,0.8
2010-06-11,0.85
2010-06-14,0.85
2010-06-15,0.85
2010-06-16,0.8
2010-06-17,0.8
2010-06-18,0.8
2010-06-21,0.81
2010-06-22,0.8
2010-06-23,0.8
2010-06-24,0.8
2010-06-25,0.8
2010-06-28,0.8
2010-06-29,0.8
2010-06-30,0.71
2010-07-01,0.7
2010-07-06,0.7
2010-07-07,0.68
2010-07-08,0.69
2010-07-09,0.79
2010-07-12,0.68
2010-07-13,0.68
2010-07-14,0.69
2010-07-15,0.7
2010-07-16,0.7
2010-07-19,0.7
2010-07-20,0.7
2010-07-21,0.7
2010-07-22,0.66
2010-07-23,0.66
2010-07-26,0.71
2010-07-27,0.75
2010-07-28,0.75
2010-07-29,0.78
2010-07-30,0.68
2010-08-02,0.68
2010-08-03,0.68
2010-08-04,0.74
2010-08-05,0.75
2010-08-06,0.75
2010-08-09,0.75
2010-08-10,0.75
2010-08-11,0.75
2010-08-12,0.75
2010-08-13,0.75
2010-08-16,0.75
2010-08-17,0.75
2010-08-18,0.75
2010-08-19,0.66
2010-08-20,0.67
2010-08-23,0.67
2010-08-24,0.67
2010-08-25,0.67
2010-08-26,0.7
2010-08-27,0.7
2010-08-30,0.7
2010-08-31,0.74
2010-09-01,0.7
2010-09-02,0.6
2010-09-03,0.65
2010-09-07,0.65
2010-09-08,0.65
2010-09-09,0.65
2010-09-10,0.65
2010-09-13,0.66
2010-09-14,0.7
2010-09-15,0.74
2010-09-16,0.66
2010-09-20,0.66
2010-09-23,0.63
2010-09-27,0.65
2010-09-28,0.65
2010-09-29,0.75
2010-09-30,0.75
2010-10-01,0.75
2010-10-04,0.79
2010-10-05,0.79
2010-10-07,0.66
2010-10-08,0.67
2010-10-12,0.67
2010-10-14,0.67
2010-10-15,0.85
2010-10-20,0.67
2010-10-21,0.68
2010-10-25,0.6
2010-10-26,0.67
2010-10-27,0.67
2010-10-29,0.67
2010-11-01,0.67
2010-11-02,0.68
2010-11-03,0.68
2010-11-04,0.69
2010-11-05,0.67
2010-11-08,0.68
2010-11-09,0.61
2010-11-10,0.7
2010-11-12,0.61
2010-11-15,0.61
2010-11-16,0.61
2010-11-17,0.61
2010-11-18,0.6
2010-11-19,0.65
2010-11-22,0.67
2010-11-23,0.68
2010-11-24,0.69
2010-11-29,0.64
2010-11-30,0.64
2010-12-01,0.65
2010-12-02,0.64
2010-12-03,0.61
2010-12-06,0.7
2010-12-07,0.63
2010-12-08,0.6
2010-12-09,0.67
2010-12-10,0.61
2010-12-13,0.67
2010-12-14,0.64
2010-12-15,0.65
2010-12-16,0.67
2010-12-17,0.65
2010-12-20,0.7
2010-12-21,0.64
2010-12-22,0.64
2010-12-23,0.64
2010-12-27,0.64
2010-12-28,0.68
2010-12-29,0.65
2010-12-30,0.6
2010-12-31,0.65
2011-01-03,0.65
2011-01-05,0.79
2011-01-06,0.8
2011-01-07,0.85
2011-01-10,0.85
2011-01-11,0.85
2011-01-12,0.85
2011-01-13,0.85
2011-01-14,0.81
2011-01-18,0.89
2011-01-20,0.88
2011-01-21,0.89
2011-01-24,0.9
2011-01-25,0.9
2011-01-26,0.88
2011-01-27,0.9
2011-01-28,0.9
2011-01-31,0.96
2011-02-01,0.92
2011-02-02,0.93
2011-02-03,0.99
2011-02-04,0.98
2011-02-07,0.98
2011-02-08,1.02
2011-02-09,1.05
2011-02-10,1.05
2011-02-11,1.05
2011-02-14,1.14
2011-02-15,1.17
2011-02-16,1.17
2011-02-17,1.17
2011-02-18,1.15
2011-02-22,1.15
2011-02-23,1.08
2011-02-24,1.15
2011-02-25,1.09
2011-02-28,1.13
2011-03-01,1.14
2011-03-02,1.1
2011-03-03,1.13
2011-03-04,1.15
2011-03-07,1.15
2011-03-08,1.11
2011-03-09,1.13
2011-03-10,1.09
2011-03-11,1.09
2011-03-14,1.06
2011-03-15,1
2011-03-16,1.03
2011-03-17,1.01
2011-03-21,1.01
2011-03-22,1.03
2011-03-23,1.01
2011-03-24,1.01
2011-03-25,1.1
2011-03-28,1.01
2011-03-29,1.01
2011-03-30,1.02
2011-03-31,1.01
2011-04-01,1.04
2011-04-04,1.03
2011-04-05,1
2011-04-06,1
2011-04-07,1.02
2011-04-08,1.05
2011-04-11,1.02
2011-04-12,1.01
2011-04-13,1.01
2011-04-14,1.03
2011-04-15,1
2011-04-18,1.03
2011-04-19,1.03
2011-04-20,1.03
2011-04-21,1.03
2011-04-25,0.96
2011-04-26,1
2011-04-27,1
2011-04-29,0.97
2011-05-02,1
2011-05-03,1
2011-05-04,0.94
2011-05-05,0.95
2011-05-06,0.94
2011-05-09,0.95
2011-05-10,0.95
2011-05-11,0.8
2011-05-13,0.85
2011-05-16,0.9
2011-05-17,0.85
2011-05-18,0.98
2011-05-19,0.98
2011-05-20,0.98
2011-05-23,0.98
2011-05-25,0.9
2011-05-26,0.98
2011-05-27,0.89
2011-05-31,0.98
2011-06-01,0.85
2011-06-02,0.98
2011-06-03,0.93
2011-06-06,0.92
2011-06-07,0.92
2011-06-08,0.92
2011-06-09,0.92
2011-06-10,0.92
2011-06-13,0.91
2011-06-14,0.91
2011-06-15,0.89
2011-06-16,0.81
2011-06-20,0.81
2011-06-21,0.95
2011-06-22,0.85
2011-06-23,0.79
2011-06-27,0.78
2011-06-29,0.9
2011-07-01,0.9
2011-07-05,0.77
2011-07-06,0.88
2011-07-07,0.85
2011-07-08,0.77
2011-07-12,0.87
2011-07-15,0.87
2011-07-18,0.85
2011-07-19,0.85
2011-07-20,0.77
2011-07-21,0.78
2011-07-22,0.85
2011-07-25,0.85
2011-07-27,0.77
2011-07-29,0.84
2011-08-01,0.77
2011-08-02,0.68
2011-08-03,0.8
2011-08-04,0.7
2011-08-05,0.7
2011-08-08,0.68
2011-08-09,0.85
2011-08-10,0.8
2011-08-11,0.8
2011-08-12,0.75
2011-08-15,0.78
2011-08-16,0.78
2011-08-17,0.7
2011-08-19,0.78
2011-08-24,0.78
2011-08-26,0.78
2011-08-29,0.78
2011-08-31,0.65
2011-09-07,0.7
2011-09-09,0.68
2011-09-12,0.74
2011-09-21,0.51
2011-09-22,0.65
2011-09-23,0.66
2011-09-26,0.68
2011-09-27,0.66
2011-09-30,0.68
2011-10-04,0.65
2011-10-07,0.52
2011-10-10,0.58
2011-10-14,0.45
2011-10-17,0.47
2011-10-18,0.49
2011-10-21,0.38
2011-10-24,0.37
2011-10-25,0.3
2011-10-26,0.3
2011-10-27,0.37
2011-10-28,0.36
2011-10-31,0.35
2011-11-01,0.35
2011-11-02,0.37
2011-11-03,0.4
2011-11-04,0.4
2011-11-07,0.3
2011-11-10,0.37
2011-11-11,0.42
2011-11-14,0.43
2011-11-15,0.36
2011-11-16,0.35
2011-11-17,0.45
2011-11-18,0.44
2011-11-21,0.4
2011-11-22,0.37
2011-11-23,0.37
2011-11-25,0.37
2011-11-29,0.4
2011-11-30,0.35
2011-12-02,0.35
2011-12-05,0.35
2011-12-06,0.39
2011-12-07,0.36
2011-12-08,0.31
2011-12-09,0.35
2011-12-12,0.32
2011-12-13,0.3
2011-12-14,0.34
2011-12-15,0.28
2011-12-16,0.32
2011-12-20,0.26
2011-12-21,0.28
2011-12-22,0.28
2011-12-23,0.25
2011-12-27,0.25
2011-12-28,0.28
2011-12-29,0.3
2011-12-30,0.3
2012-01-03,0.32
2012-01-04,0.32
2012-01-06,0.32
2012-01-09,0.26
2012-01-10,0.31
2012-01-11,0.32
2012-01-12,0.35
2012-01-13,0.32
2012-01-17,0.35
2012-01-18,0.37
2012-01-19,0.41
2012-01-20,0.45
2012-01-23,0.47
2012-01-24,0.55
2012-01-25,0.55
2012-01-26,0.55
2012-01-27,0.55
2012-01-30,0.5
2012-01-31,0.55
2012-02-01,0.55
2012-02-02,0.55
2012-02-03,0.55
2012-02-06,0.46
2012-02-07,0.59
2012-02-08,0.59
2012-02-09,0.49
2012-02-10,0.57
2012-02-14,0.5
2012-02-15,0.46
2012-02-16,0.55
2012-02-17,0.58
2012-02-21,0.55
2012-02-22,0.58
2012-02-27,0.58
2012-02-28,0.55
2012-02-29,0.57
2012-03-02,0.57
2012-03-05,0.57
2012-03-06,0.57
2012-03-08,0.55
2012-03-09,0.55
2012-03-12,0.51
2012-03-13,0.55
2012-03-15,0.56
2012-03-19,0.55
2012-03-21,0.56
2012-03-23,0.56
2012-03-27,0.55
2012-04-02,0.4
2012-04-03,0.55
2012-04-04,0.55
2012-04-05,0.55
2012-04-10,0.55
2012-04-11,0.38
2012-04-12,0.54
2012-04-18,0.54
2012-04-19,0.54
2012-04-20,0.54
2012-04-23,0.54
2012-04-24,0.54
2012-04-25,0.54
2012-04-26,0.54
2012-04-27,0.41
2012-04-30,0.52
2012-05-03,0.52
2012-05-04,0.52
2012-05-10,0.45
2012-05-11,0.52
2012-05-14,0.47
2012-05-16,0.41
2012-05-17,0.5
2012-05-18,0.5
