"Index","OCC.Close"
2010-05-13,0.05626
2010-05-14,-0.04666
2010-05-17,-0.01282
2010-05-18,0.00322
2010-05-19,-0.00969
2010-05-20,-0.00651
2010-05-21,0
2010-05-24,0.00976
2010-05-25,0.00323
2010-05-26,-0.00323
2010-05-27,0.01923
2010-06-01,-0.016
2010-06-02,0.00643
2010-06-03,-0.00643
2010-06-04,0.05949
2010-06-07,-0.02774
2010-06-08,-0.01258
2010-06-09,-0.00317
2010-06-10,0
2010-06-11,0.00317
2010-06-14,0.00316
2010-06-15,-0.08558
2010-06-16,-0.0069
2010-06-17,0.03736
2010-06-18,-0.00669
2010-06-21,-0.01012
2010-06-22,0.00676
2010-06-23,-0.01015
2010-06-24,0.0202
2010-06-25,-0.00334
2010-06-28,0.00334
2010-06-29,-0.01681
2010-07-02,0
2010-07-06,-0.03449
2010-07-07,0.03449
2010-07-08,0.01012
2010-07-09,0.00669
2010-07-12,-0.01681
2010-07-13,0.04637
2010-07-14,0.01923
2010-07-15,-0.08269
2010-07-16,0.01709
2010-07-19,-0.01709
2010-07-20,0.01709
2010-07-21,-0.0034
2010-07-22,0.01015
2010-07-23,0.06201
2010-07-26,-0.05196
2010-07-27,0
2010-07-28,0
2010-07-30,-0.00334
2010-08-02,-0.02369
2010-08-03,0.02369
2010-08-04,-0.09464
2010-08-05,-0.04512
2010-08-06,0.01527
2010-08-09,0.0113
2010-08-10,-0.00752
2010-08-12,-0.01905
2010-08-13,-0.08004
2010-08-16,0
2010-08-17,0
2010-08-19,-0.03822
2010-08-20,0.07101
2010-08-23,0.00803
2010-08-24,-0.01613
2010-08-25,-0.04575
2010-08-26,-0.04349
2010-08-27,0.03922
2010-08-31,-0.03479
2010-09-01,-0.02237
2010-09-02,0.02679
2010-09-03,-0.00442
2010-09-07,0.03905
2010-09-08,-0.04349
2010-09-09,0.01325
2010-09-10,-0.03572
2010-09-13,0.23399
2010-09-14,0.04226
2010-09-15,-0.03153
2010-09-16,0.0384
2010-09-17,-0.00687
2010-09-20,-0.00345
2010-09-21,0.02393
2010-09-22,0.00337
2010-09-23,-0.01698
2010-09-24,-0.02778
2010-09-27,0.02435
2010-09-28,-0.03142
2010-09-29,-0.00712
2010-09-30,0.01418
2010-10-01,0.01399
2010-10-04,-0.05716
2010-10-05,0.02541
2010-10-06,0.03521
2010-10-07,-0.01394
2010-10-08,-0.01058
2010-10-11,-0.00712
2010-10-12,0
2010-10-13,0.00712
2010-10-14,-0.0107
2010-10-15,0.00358
2010-10-18,0
2010-10-19,-0.01802
2010-10-20,-0.01835
2010-10-21,0.13815
2010-10-22,0.03175
2010-10-25,0.02469
2010-10-26,-0.00919
2010-10-27,-0.01863
2010-10-28,0.00625
2010-10-29,0.00311
2010-11-01,-0.0125
2010-11-02,0
2010-11-03,0.04007
2010-11-04,-0.0338
2010-11-05,-0.00627
2010-11-08,-0.01585
2010-11-09,0
2010-11-10,0
2010-11-11,-0.00963
2010-11-12,-0.01299
2010-11-15,-0.02649
2010-11-16,0.01664
2010-11-17,0
2010-11-18,-0.00331
2010-11-19,-0.02345
2010-11-22,0.02676
2010-11-23,0.00985
2010-11-24,-0.01647
2010-11-26,0.0132
2010-11-29,0
2010-11-30,-0.04699
2010-12-01,0.01704
2010-12-02,-0.00678
2010-12-03,0.01351
2010-12-06,-0.00673
2010-12-07,-0.00338
2010-12-08,-0.01709
2010-12-09,-0.03509
2010-12-10,-0.01802
2010-12-13,0.01085
2010-12-14,0.04226
2010-12-15,0.02048
2010-12-16,0.01342
2010-12-17,0.02956
2010-12-20,-0.02291
2010-12-21,0.04532
2010-12-22,0.00631
2010-12-23,-0.00315
2010-12-27,-0.00316
2010-12-28,-0.00635
2010-12-29,0.00635
2010-12-30,0.00631
2010-12-31,-0.01905
2011-01-03,0.03155
2011-01-04,0.01541
2011-01-05,0.00913
2011-01-06,0
2011-01-07,0
2011-01-10,0
2011-01-11,0.02985
2011-01-12,0.02038
2011-01-13,0.02561
2011-01-14,0.03857
2011-01-18,0.01075
2011-01-19,-0.06632
2011-01-20,-0.01439
2011-01-21,0.06996
2011-01-24,0.28294
2011-01-25,0.03797
2011-01-26,0.02708
2011-01-27,0.09114
2011-01-28,-0.01227
2011-01-31,0.0731
2011-02-01,0.01948
2011-02-02,0.01595
2011-02-03,-0.16103
2011-02-04,0.07517
2011-02-07,0.0422
2011-02-08,-0.06487
2011-02-09,0.04484
2011-02-10,-0.01872
2011-02-11,0.06808
2011-02-14,0.08017
2011-02-15,-0.05951
2011-02-16,0.03704
2011-02-17,0
2011-02-18,-0.12063
2011-02-22,0.04021
2011-02-23,0.01305
2011-02-24,0.00485
2011-02-25,0.00803
2011-02-28,0.03922
2011-03-01,-0.02967
2011-03-02,0.02194
2011-03-03,0.08468
2011-03-04,-0.06625
2011-03-07,-0.11266
2011-03-08,-0.00855
2011-03-09,-0.01036
2011-03-10,-0.06454
2011-03-11,0.01835
2011-03-14,-0.03516
2011-03-15,-0.0865
2011-03-16,-0.01448
2011-03-17,-0.06232
2011-03-18,-0.04536
2011-03-21,0.03869
2011-03-22,-0.02257
2011-03-23,0.0811
2011-03-24,-0.01485
2011-03-25,-0.01507
2011-03-28,0.00433
2011-03-29,-0.01963
2011-03-30,-0.01778
2011-03-31,0.09409
2011-04-01,0.03015
2011-04-04,0.01572
2011-04-05,0.00195
2011-04-06,-0.01569
2011-04-07,-0.01594
2011-04-08,-0.02852
2011-04-11,-0.01877
2011-04-12,-0.03645
2011-04-13,0.0087
2011-04-14,0.00216
2011-04-15,0.02348
2011-04-18,-0.0106
2011-04-19,0.04584
2011-04-20,0.00203
2011-04-21,-0.01227
2011-04-25,-0.01242
2011-04-26,-0.04474
2011-04-27,-0.01095
2011-04-28,-0.03132
2011-04-29,0.02025
2011-05-02,-0.00446
2011-05-03,0.0523
2011-05-04,-0.04339
2011-05-05,-0.01339
2011-05-06,0.07363
2011-05-09,-0.04047
2011-05-10,0.04464
2011-05-11,-0.03814
2011-05-12,0.04229
2011-05-13,-0.00207
2011-05-16,0.02053
2011-05-17,-0.06508
2011-05-18,-0.04209
2011-05-19,0.01125
2011-05-20,0
2011-05-23,-0.02034
2011-05-24,0.01586
2011-05-25,-0.00225
2011-05-26,-0.02278
2011-05-27,-0.02804
2011-05-31,0.04856
2011-06-01,-0.04856
2011-06-02,0.01178
2011-06-03,0.02086
2011-06-06,-0.05178
2011-06-07,0.03792
2011-06-08,-0.04763
2011-06-09,0.03828
2011-06-10,0.00935
2011-06-13,-0.0331
2011-06-14,-0.06711
2011-06-15,-0.04738
2011-06-16,-0.0027
2011-06-17,0.03453
2011-06-20,0.01811
2011-06-21,0.01527
2011-06-22,0.03961
2011-06-23,0.01685
2011-06-24,0.04435
2011-06-27,-0.03013
2011-06-28,-0.03593
2011-06-29,-0.01227
2011-06-30,0
2011-07-01,0.00247
2011-07-05,0.03628
2011-07-06,0
2011-07-07,-0.00715
2011-07-08,-0.02913
2011-07-11,0.01951
2011-07-12,-0.00727
2011-07-13,-0.00244
2011-07-14,0.00244
2011-07-15,0.02878
2011-07-18,-0.01189
2011-07-19,0.04902
2011-07-20,0
2011-07-21,0.02918
2011-07-22,-0.00221
2011-07-25,-0.05001
2011-07-26,-0.00467
2011-07-27,-0.04063
2011-07-28,-0.03474
2011-07-29,0.01752
2011-08-01,-0.05352
2011-08-02,0.04604
2011-08-03,0.0198
2011-08-04,-0.12794
2011-08-05,0.09556
2011-08-08,-0.12381
2011-08-09,-0.05598
2011-08-10,0.05598
2011-08-11,0.05843
2011-08-12,0.07796
2011-08-15,0.0025
2011-08-16,-0.04593
2011-08-17,-0.03183
2011-08-18,-0.01905
2011-08-19,-0.00551
2011-08-22,0.03261
2011-08-23,-0.01617
2011-08-24,0.07333
2011-08-25,0.02247
2011-08-26,-0.01242
2011-08-29,-0.02532
2011-08-30,-0.0129
2011-08-31,-0.01307
2011-09-02,0
2011-09-06,0
2011-09-07,-0.03209
2011-09-08,-0.00819
2011-09-09,0
2011-09-12,-0.01657
2011-09-13,-0.02825
2011-09-14,-0.05598
2011-09-15,0.04155
2011-09-16,0.08628
2011-09-19,-0.01342
2011-09-20,-0.05272
2011-09-21,0.04185
2011-09-22,-0.06782
2011-09-23,0.06782
2011-09-26,-0.05331
2011-09-27,0.07493
2011-09-28,-0.04372
2011-09-29,-0.05159
2011-09-30,-0.03899
2011-10-03,-0.00922
2011-10-04,0.01227
2011-10-05,0.01212
2011-10-06,0.02968
2011-10-07,-0.04485
2011-10-10,0.04485
2011-10-11,-0.0418
2011-10-12,-0.00612
2011-10-13,-0.00307
2011-10-14,0.01527
2011-10-17,0.05884
2011-10-18,-0.0528
2011-10-19,0.02381
2011-10-20,-0.01482
2011-10-21,0.02941
2011-10-24,0.00866
2011-10-25,-0.00866
2011-10-26,0.06996
2011-10-27,0.0475
2011-10-28,-0.09171
2011-10-31,0.01124
2011-11-01,0.05964
2011-11-02,-0.00264
2011-11-04,-0.01864
2011-11-07,-0.07246
2011-11-08,0.00576
2011-11-09,-0.00866
2011-11-10,0.00578
2011-11-14,0.01431
2011-11-15,-0.02009
2011-11-16,0.01439
2011-11-17,0.00853
2011-11-18,0.05511
2011-11-21,0.01332
2011-11-22,-0.0241
2011-11-23,-0.0109
2011-11-28,-0.113
2011-11-29,0.02424
2011-11-30,0.05249
2011-12-01,-0.03763
2011-12-02,-0.01486
2011-12-05,0.07496
2011-12-07,-0.08399
2011-12-08,-0.00303
2011-12-09,0.00303
2011-12-12,0.01796
2011-12-13,-0.03319
2011-12-14,0.03319
2011-12-15,-0.09977
2011-12-16,0.0968
2011-12-19,-0.05821
2011-12-20,0.00942
2011-12-21,-0.05789
2011-12-22,0.0066
2011-12-23,0.01954
2011-12-27,-0.01954
2011-12-28,0.00328
2011-12-29,-0.0132
2011-12-30,0.05808
2012-01-03,0.05785
2012-01-04,0.03203
2012-01-05,-0.00863
2012-01-06,-0.01749
2012-01-09,0.03184
2012-01-10,-0.00571
2012-01-11,0.01422
2012-01-12,-0.02286
2012-01-13,0.03688
2012-01-17,-0.02539
2012-01-18,0.05015
2012-01-19,-0.03597
2012-01-20,0.05747
2012-01-23,-0.07739
2012-01-24,0.01992
2012-01-25,0.03597
2012-01-26,0
2012-01-27,-0.02476
2012-01-30,-0.04851
2012-01-31,0.03449
2012-02-01,0.00282
2012-02-02,0
2012-02-03,-0.02568
2012-02-06,-0.01456
2012-02-07,-0.00884
2012-02-08,0
2012-02-09,0.02339
2012-02-10,-0.01163
2012-02-13,-0.02367
2012-02-14,0.01486
2012-02-15,0.02332
2012-02-16,0.00861
2012-02-17,0.017
2012-02-21,-0.03139
2012-02-22,0
2012-02-23,-0.0146
2012-02-24,0.02899
2012-02-27,-0.02605
2012-02-28,0.02319
2012-02-29,0.00856
2012-03-01,-0.00284
2012-03-02,0.00284
2012-03-05,-0.01719
2012-03-06,-0.02933
2012-03-07,0.02643
2012-03-08,-0.0029
2012-03-09,0.01156
2012-03-12,-0.04106
2012-03-13,0.0178
2012-03-14,-0.01482
2012-03-15,0.00298
2012-03-16,0.05501
2012-03-19,-0.03731
2012-03-20,0.00873
2012-03-21,-0.0146
2012-03-22,0
2012-03-23,0.02326
2012-03-26,-0.03807
2012-03-27,0.00298
2012-03-28,0.03509
2012-03-29,0
2012-03-30,0.00858
2012-04-02,-0.01724
2012-04-03,0
2012-04-04,0.04256
2012-04-05,-0.01399
2012-04-09,-0.02857
2012-04-10,0.02009
2012-04-11,0.00284
2012-04-12,-0.01427
2012-04-13,-0.05919
2012-04-16,-0.04362
2012-04-17,-0.01282
2012-04-18,0.03175
2012-04-19,0.0155
2012-04-20,-0.04725
2012-04-23,0.03798
2012-04-24,-0.03476
2012-04-25,-0.00969
2012-04-26,0.00647
2012-04-27,0.02233
2012-04-30,-0.00633
2012-05-01,0.00317
2012-05-02,0.00631
2012-05-03,-0.00948
2012-05-04,-0.04215
2012-05-07,0.01316
2012-05-08,0.00976
2012-05-09,-0.03625
2012-05-10,0.00335
2012-05-11,0.0329
2012-05-14,-0.03625
2012-05-15,0.0427
2012-05-16,-0.03935
2012-05-17,-0.00335
2012-05-18,-0.10611
2012-05-21,0.05446
2012-05-22,0.00704
2012-05-23,-0.05778
2012-05-24,0.09226
2012-05-25,-0.08855
2012-05-29,0.05757
2012-05-30,-0.0725
2012-05-31,0.05129
2012-06-01,-0.02166
2012-06-04,-0.00366
2012-06-05,0.05001
2012-06-06,0.0241
2012-06-07,-0.00683
2012-06-08,0.26342
2012-06-11,0.01567
2012-06-12,-0.04504
2012-06-13,-0.00543
2012-06-14,0.01084
2012-06-15,0.0448
2012-06-18,0.12577
2012-06-19,-0.03469
2012-06-20,0
2012-06-21,0.05493
2012-06-22,-0.00895
2012-06-25,0.01561
2012-06-26,0.03692
2012-06-27,-0.01288
2012-06-28,-0.06699
2012-06-29,0.03851
2012-07-02,0
2012-07-03,-0.03851
2012-07-05,0.06266
2012-07-06,-0.00217
2012-07-09,0.01938
2012-07-10,0.0106
2012-07-11,0
2012-07-12,-0.00423
2012-07-13,0.01472
2012-07-16,-0.00209
2012-07-17,-0.01688
2012-07-18,-0.02151
2012-07-19,-0.05588
2012-07-20,-0.01856
2012-07-23,-0.08297
2012-07-24,0.00508
2012-07-25,-0.04399
2012-07-26,0.05407
2012-07-27,-0.02796
2012-07-30,0.01535
2012-07-31,-0.06827
2012-08-01,0.02945
2012-08-02,-0.00795
2012-08-03,-0.00266
2012-08-06,-0.04639
2012-08-07,0.00279
2012-08-08,0.01931
2012-08-09,0.02429
2012-08-10,0.00797
2012-08-13,0.04652
2012-08-14,-0.01783
2012-08-15,-0.01034
2012-08-16,-0.00521
2012-08-17,0.01811
2012-08-20,0
2012-08-21,0.03774
2012-08-22,-0.01995
2012-08-23,-0.00759
2012-08-24,0.01261
2012-08-27,0.0025
2012-08-28,-0.0025
2012-08-29,-0.04879
2012-08-30,0.04628
2012-08-31,-0.02031
2012-09-04,-0.0155
2012-09-05,0.03077
2012-09-06,-0.03338
2012-09-07,0.0078
2012-09-10,0.14224
2012-09-11,0.01561
2012-09-12,-0.03604
2012-09-13,0.02938
2012-09-14,0.03501
2012-09-17,-0.01735
2012-09-18,-0.03337
2012-09-19,0.03774
2012-09-20,-0.02203
2012-09-21,0.06676
2012-09-24,-0.02532
2012-09-25,-0.02598
2012-09-26,0
2012-09-27,-0.04027
2012-09-28,0.00456
2012-10-01,0
2012-10-02,0.01578
2012-10-03,0.00446
2012-10-04,0
2012-10-05,-0.00446
2012-10-08,-0.03182
2012-10-09,0.03851
2012-10-10,0.00222
2012-10-11,0.00221
2012-10-12,-0.02918
2012-10-15,-0.02304
2012-10-16,0.03662
2012-10-17,-0.02273
2012-10-18,-0.01156
2012-10-19,0.00232
2012-10-22,0.01611
2012-10-23,0.00683
2012-10-24,0.00903
2012-10-25,-0.0698
2012-10-26,0.01198
2012-10-31,-0.01198
2012-11-01,0.02616
2012-11-02,0
2012-11-05,0.00234
2012-11-06,0.00467
2012-11-07,-0.01408
2012-11-08,-0.00712
2012-11-09,0.01183
2012-11-12,0
2012-11-13,-0.00236
2012-11-14,-0.01905
2012-11-15,0.00957
2012-11-16,0
2012-11-19,-0.00717
2012-11-20,-0.02182
2012-11-21,-0.00491
2012-11-23,0.01467
2012-11-26,-0.00487
2012-11-27,-0.00734
2012-11-28,0.03382
2012-11-29,-0.01677
2012-11-30,0.00482
2012-12-03,0.06062
2012-12-04,-0.05822
2012-12-05,0.01192
2012-12-06,0.02573
2012-12-07,-0.03048
2012-12-10,0.00475
2012-12-11,-0.00475
2012-12-12,0
2012-12-13,0
2012-12-14,0.00238
2012-12-17,-0.00238
2012-12-18,0.01183
2012-12-19,0.03013
2012-12-20,-0.14732
2012-12-21,-0.00265
2012-12-24,-0.00266
2012-12-26,-0.00266
2012-12-27,-0.00803
2012-12-28,0
2012-12-31,0.00268
2013-01-02,0.05477
2013-01-03,0.02259
2013-01-04,-0.04569
2013-01-07,0.01034
2013-01-08,0.04277
2013-01-09,-0.00247
2013-01-10,-0.00993
2013-01-11,-0.0025
2013-01-14,-0.00753
2013-01-15,0.00503
2013-01-16,-0.02281
2013-01-17,0.00256
2013-01-18,0.01018
2013-01-22,0.01258
2013-01-23,0.00747
2013-01-24,-0.02005
2013-01-25,0.025
2013-01-28,0.00738
2013-01-29,0.02182
2013-01-30,0.03302
2013-01-31,-0.03542
2013-02-01,0.03542
2013-02-04,-0.0211
2013-02-05,0.00943
2013-02-06,-0.00471
2013-02-07,-0.01425
2013-02-08,-0.01932
2013-02-11,-0.01971
2013-02-12,0.01726
2013-02-13,0.02177
2013-02-14,-0.03654
2013-02-15,-0.00248
2013-02-19,-0.00499
2013-02-20,0
2013-02-21,0.02225
2013-02-22,-0.01726
2013-02-25,0.01482
2013-02-26,-0.00738
2013-02-27,0
2013-02-28,-0.00247
2013-03-01,0.00247
2013-03-04,0.00493
2013-03-05,0.00734
2013-03-06,0.00244
2013-03-07,0.0335
2013-03-08,-0.00708
2013-03-11,0.00708
2013-03-12,0.0117
2013-03-13,-0.0117
2013-03-14,-0.019
2013-03-15,0.0024
2013-03-18,-0.01932
2013-03-19,-0.01227
2013-03-20,0.01227
2013-03-21,0.00729
2013-03-22,-0.01218
2013-03-25,-0.01731
2013-03-26,0.03432
2013-03-27,0.01198
2013-03-28,0.00475
2013-04-01,-0.01192
2013-04-02,-0.00481
2013-04-03,0
2013-04-04,-0.04183
2013-04-05,0.01496
2013-04-08,0.02686
2013-04-09,-0.00241
2013-04-10,0.00722
2013-04-11,0.019
2013-04-12,-0.01422
2013-04-15,0.00238
2013-04-16,-0.00238
2013-04-17,0.01422
2013-04-18,-0.0214
2013-04-19,0.03542
2013-04-22,-0.03063
2013-04-23,0.0283
2013-04-24,-0.07232
2013-04-25,0.03198
2013-04-26,0.01681
2013-04-29,0
2013-04-30,-0.00477
2013-05-01,-0.0024
2013-05-02,0.02135
2013-05-03,0.00935
2013-05-06,-0.02353
2013-05-07,-0.00477
2013-05-08,0.01661
2013-05-09,-0.00236
2013-05-10,-0.00948
2013-05-13,0.00712
2013-05-14,-0.02878
2013-05-15,0.04519
2013-05-16,0.03429
2013-05-17,0.01561
2013-05-20,-0.00889
2013-05-21,-0.01348
2013-05-22,0.02237
2013-05-23,-0.0499
2013-05-24,0.03429
2013-05-28,-0.02273
2013-05-29,0.07098
2013-05-30,-0.0505
2013-05-31,-0.00451
2013-06-03,0.01125
2013-06-04,-0.01578
2013-06-05,0.02247
2013-06-06,-0.04546
2013-06-07,0.04546
2013-06-10,0.04136
2013-06-11,-0.04136
2013-06-12,-0.06899
2013-06-13,-0.0241
2013-06-14,0.0241
2013-06-17,-0.0241
2013-06-18,0.04063
2013-06-19,-0.01653
2013-06-20,-0.0241
2013-06-21,0.03122
2013-06-24,-0.04349
2013-06-25,0.04349
2013-06-26,0.05519
2013-06-27,-0.04812
2013-06-28,0.03913
2013-07-01,-0.06048
2013-07-02,0.01192
2013-07-05,0.01878
2013-07-08,-0.0117
2013-07-09,0.03241
2013-07-11,-0.01145
2013-07-12,-0.03279
2013-07-15,0.04196
2013-07-16,-0.05635
2013-07-17,0.01677
2013-07-18,0.04187
2013-07-19,-0.04424
2013-07-22,0
2013-07-23,0.01183
2013-07-24,0.0117
2013-07-25,-0.0117
2013-07-26,0.00469
2013-07-29,0.02999
2013-07-30,0.01802
2013-07-31,-0.01802
2013-08-01,0
2013-08-02,-0.03234
2013-08-05,0.04139
2013-08-06,0.01342
2013-08-07,-0.02475
2013-08-08,-0.01376
2013-08-09,-0.04005
2013-08-12,0.0331
2013-08-13,-0.01878
2013-08-14,0.01878
2013-08-15,0.00232
2013-08-16,-0.00232
2013-08-19,0
2013-08-20,0.02071
2013-08-21,-0.04902
2013-08-22,0.01425
2013-08-23,-0.02145
2013-08-26,0.02381
2013-08-27,0.00235
2013-08-28,0.01167
2013-08-29,0.02067
2013-08-30,-0.02765
2013-09-03,0.00466
2013-09-04,0.02299
2013-09-05,-0.00456
2013-09-06,0.00456
2013-09-09,-0.01835
2013-09-10,0.02062
2013-09-11,0
2013-09-12,-0.06318
2013-09-13,0.05407
2013-09-16,-0.04206
2013-09-17,-0.00719
2013-09-18,-0.02187
2013-09-19,-0.00246
2013-09-20,0.06669
2013-09-23,-0.06669
2013-09-24,-0.00742
2013-09-25,0.02693
2013-09-26,-0.0344
2013-09-27,0
2013-09-30,0.01735
2013-10-01,0.01221
2013-10-02,0.01923
2013-10-03,-0.00717
2013-10-04,-0.06951
2013-10-07,0.03536
2013-10-08,-0.04051
2013-10-09,-0.02618
2013-10-10,0.06917
2013-10-11,-0.04817
2013-10-15,0.03069
2013-10-16,-0.03852
2013-10-17,0.02073
2013-10-18,0.01779
2013-10-21,0.04193
2013-10-22,-0.01951
2013-10-23,-0.03765
2013-10-24,0.0051
2013-10-25,0.04964
2013-10-28,-0.037
2013-10-29,0.01248
2013-10-30,-0.03536
2013-10-31,-0.01294
2013-11-01,0.02062
2013-11-04,0.03755
2013-11-05,0
2013-11-06,-0.00493
2013-11-07,-0.03518
2013-11-08,0
2013-11-12,0.02025
2013-11-13,-0.00503
2013-11-14,-0.0359
2013-11-15,0.02067
2013-11-18,-0.02329
2013-11-19,-0.00262
2013-11-20,0.01044
2013-11-21,0.01802
2013-11-22,-0.03637
2013-11-25,-0.01064
2013-11-26,-0.01617
2013-11-27,0.03734
2013-11-29,0.01558
2013-12-02,-0.03943
2013-12-04,0.00801
2013-12-05,-0.00266
2013-12-06,-0.00267
2013-12-09,0.01328
2013-12-10,-0.00795
2013-12-11,-0.00801
2013-12-12,-0.00808
2013-12-13,0
2013-12-16,0.01874
2013-12-17,0.00265
2013-12-18,-0.01332
2013-12-19,-0.01622
2013-12-20,-0.01372
2013-12-23,0
2013-12-24,0.00825
2013-12-26,-0.01102
2013-12-27,0.00828
2013-12-30,0.00548
2013-12-31,0.00273
2014-01-02,0.01622
2014-01-03,0
2014-01-06,-0.0135
2014-01-07,0.00812
2014-01-08,-0.00812
2014-01-09,0.00271
2014-01-10,0.01613
2014-01-13,-0.01342
2014-01-14,0.02139
2014-01-15,-0.01064
2014-01-16,0.01064
2014-01-17,0.00264
2014-01-21,-0.00264
2014-01-22,-0.00797
2014-01-23,0.01587
2014-01-24,0.02846
2014-01-27,0
2014-01-28,-0.03109
2014-01-29,-0.01325
2014-01-30,0.02632
2014-01-31,0.02057
2014-02-03,-0.04156
2014-02-04,0.0184
2014-02-05,-0.02105
2014-02-06,0
2014-02-07,0.00266
2014-02-10,0.01055
2014-02-11,0.01304
2014-02-13,-0.02891
2014-02-14,-0.01342
2014-02-18,0.02139
2014-02-19,-0.00265
2014-02-20,-0.00532
2014-02-21,-0.00267
2014-02-24,-0.00805
2014-02-25,-0.0027
2014-02-26,0.01075
2014-02-27,-0.01075
2014-02-28,0.0552
2014-03-03,-0.03912
2014-03-04,0.03656
2014-03-05,0.02031
2014-03-06,-0.04628
2014-03-07,-0.00793
2014-03-10,0.00265
2014-03-11,0
2014-03-12,0
2014-03-13,-0.035
2014-03-17,0.0109
2014-03-19,0.0241
2014-03-20,0.00528
2014-03-21,-0.00264
2014-03-26,0.01571
2014-03-27,-0.021
2014-03-28,-0.00532
2014-03-31,0.02632
2014-04-01,-0.01044
2014-04-02,0
2014-04-03,0.01044
2014-04-04,-0.02365
2014-04-07,-0.00533
2014-04-08,0.00267
2014-04-09,0.00532
2014-04-10,0.00529
2014-04-14,0.0105
2014-04-15,-0.01579
2014-04-16,-0.00532
2014-04-17,0.00532
2014-04-21,-0.00799
2014-04-22,0.00533
2014-04-23,-0.00266
2014-04-28,-0.00803
2014-04-29,0.00536
2014-04-30,-0.00536
2014-05-01,-0.00539
2014-05-02,0.00539
2014-05-05,-0.00539
2014-05-06,-0.00542
2014-05-07,0.01884
2014-05-08,-0.02703
2014-05-09,0.00819
2014-05-12,0.0135
2014-05-13,0.00801
2014-05-14,-0.03519
2014-05-15,0.03519
2014-05-16,0
2014-05-19,-0.00533
2014-05-20,-0.00536
2014-05-22,-0.01626
2014-05-27,0.01087
2014-05-28,0.00808
2014-05-29,-0.01078
2014-06-02,0.00541
2014-06-03,-0.01905
2014-06-05,0.01635
2014-06-06,0
2014-06-09,0
2014-06-10,0.01075
2014-06-11,-0.0271
2014-06-13,0.01635
2014-06-16,0
2014-06-17,0.02667
2014-06-18,0
2014-06-19,0.03871
2014-06-20,0.03483
2014-06-23,-0.04757
2014-06-24,-0.00514
2014-06-25,0.02041
2014-06-26,0.0274
2014-06-27,-0.01735
2014-06-30,0
2014-07-01,0.0344
2014-07-02,0
2014-07-03,-0.02941
2014-07-07,0.00496
2014-07-08,-0.03527
2014-07-09,0.05001
2014-07-10,-0.01722
2014-07-11,0.01722
2014-07-14,-0.01227
2014-07-15,-0.01242
2014-07-16,0.0025
2014-07-17,0.0319
2014-07-18,-0.00727
2014-07-21,0.03819
2014-07-22,-0.00469
2014-07-23,0.00235
2014-07-24,0.00234
2014-07-25,-0.01891
2014-07-28,0.00476
2014-07-29,-0.01435
2014-07-30,0.02616
2014-07-31,0.01167
2014-08-01,-0.02585
2014-08-04,-0.00238
2014-08-05,-0.00959
2014-08-06,-0.01212
2014-08-07,0.01212
2014-08-08,0.00959
2014-08-11,0.00238
2014-08-12,0.01183
2014-08-13,0.00937
2014-08-14,-0.0212
2014-08-15,0.01418
2014-08-18,0.00702
2014-08-19,-0.00233
2014-08-20,0
2014-08-21,-0.00703
2014-08-22,-0.00708
2014-08-25,-0.00237
2014-08-26,-0.00476
2014-08-27,0.00713
2014-08-28,-0.00952
2014-08-29,0.00952
2014-09-02,0
2014-09-04,-0.00952
2014-09-05,0.00952
2014-09-08,-0.01673
2014-09-09,0
2014-09-10,0.00241
2014-09-11,0.02375
