"Index","OCC.Close"
2014-09-12,-0.00235
2014-09-15,0.0117
2014-09-16,0.00695
2014-09-17,0.00231
2014-09-18,0.02727
2014-09-19,0.063
2014-09-22,-0.02343
2014-09-23,-0.06684
2014-09-24,0.016
2014-09-25,0.01351
2014-09-26,-0.02263
2014-09-29,0.02931
2014-09-30,0.00664
2014-10-01,-0.00221
2014-10-02,-0.02918
2014-10-03,-0.04663
2014-10-06,0.01657
2014-10-07,0.05035
2014-10-08,0.02426
2014-10-09,0.02368
2014-10-10,-0.0107
2014-10-13,-0.01735
2014-10-14,0.00654
2014-10-15,-0.06744
2014-10-16,0.03204
2014-10-17,-0.00678
2014-10-20,0.01575
2014-10-21,0
2014-10-22,0.0133
2014-10-23,0.03464
2014-10-24,-0.03024
2014-10-27,0.02598
2014-10-28,0.00851
2014-10-29,-0.03449
2014-10-30,-0.01103
2014-10-31,0.02193
2014-11-03,-0.00217
2014-11-04,-0.01093
2014-11-05,0
2014-11-06,0.00439
2014-11-07,0.02592
2014-11-10,-0.03031
2014-11-11,0
2014-11-13,0.01093
2014-11-14,0.01081
2014-11-17,-0.01081
2014-11-18,-0.00218
2014-11-19,-0.0198
2014-11-20,0.01325
2014-11-21,-0.01325
2014-11-24,0.00443
2014-11-25,0.00221
2014-11-26,-0.00442
2014-11-28,0
2014-12-01,-0.00222
2014-12-02,-0.02931
2014-12-03,-0.03493
2014-12-04,0.07309
2014-12-05,-0.03588
2014-12-08,-0.01148
2014-12-11,-0.03048
2014-12-12,-0.01198
2014-12-15,-0.00969
2014-12-16,0.03114
2014-12-17,0.02331
2014-12-18,0.08393
2014-12-19,0.10069
2014-12-22,-0.11134
2014-12-23,0.01065
2014-12-24,0.00634
2014-12-26,-0.01913
2014-12-29,-0.00215
2014-12-30,0.02128
2014-12-31,-0.04742
2015-01-02,0.03684
2015-01-05,0.01897
2015-01-06,-0.03614
2015-01-07,-0.01088
2015-01-08,0.00871
2015-01-09,0.05692
2015-01-12,0.02429
2015-01-13,0.00598
2015-01-14,-0.00598
2015-01-15,-0.01816
2015-01-16,0.01013
