"Index","AGII.Close"
2012-01-25,25.8
2012-01-26,26.05
2012-01-27,26.07
2012-01-30,26.01
2012-01-31,26.19
2012-02-01,26.93
2012-02-02,26.95
2012-02-03,27.5
2012-02-06,27.55
2012-02-07,27.52
2012-02-08,27.54
2012-02-09,27.45
2012-02-10,27.24
2012-02-13,27.46
2012-02-14,27.25
2012-02-15,26.65
2012-02-16,27.06
2012-02-17,27.16
2012-02-21,27.32
2012-02-22,26.47
2012-02-23,26.95
2012-02-24,27.12
2012-02-27,27.26
2012-02-28,27.2
2012-02-29,27.14
2012-03-01,26.34
2012-03-02,25.35
2012-03-05,25.67
2012-03-06,25.73
2012-03-07,25.77
2012-03-08,25.8
2012-03-09,26.71
2012-03-12,26.62
2012-03-13,26.85
2012-03-14,26.73
2012-03-15,26.95
2012-03-16,26.9
2012-03-19,27.06
2012-03-20,26.97
2012-03-21,27.01
2012-03-22,27.09
2012-03-23,27.09
2012-03-26,27.42
2012-03-27,27.36
2012-03-28,27.52
2012-03-29,27.47
2012-03-30,27.15
2012-04-02,27.41
2012-04-03,26.97
2012-04-04,26.75
2012-04-05,26.8
2012-04-09,26.33
2012-04-10,25.93
2012-04-11,26.11
2012-04-12,25.88
2012-04-13,25.68
2012-04-16,26.07
2012-04-17,26.25
2012-04-18,25.79
2012-04-19,25.72
2012-04-20,25.85
2012-04-23,25.7
2012-04-24,25.95
2012-04-25,26.15
2012-04-26,26.41
2012-04-27,26.45
2012-04-30,26.24
2012-05-01,26.22
2012-05-02,26.32
2012-05-03,26.39
2012-05-04,26.25
2012-05-07,26.36
2012-05-08,26.5
2012-05-09,26.22
2012-05-10,26.31
2012-05-11,25.96
2012-05-14,25.89
2012-05-15,26.06
2012-05-16,26.19
2012-05-17,26.05
2012-05-18,25.72
2012-05-21,25.73
2012-05-22,25.49
2012-05-23,25.35
2012-05-24,25.5
2012-05-25,26.2
2012-05-29,26.18
2012-05-30,25.28
2012-05-31,25.44
2012-06-01,25.11
2012-06-04,25.45
2012-06-05,25.76
2012-06-06,26.42
2012-06-07,26.35
2012-06-08,26.46
2012-06-11,25.99
2012-06-12,25.95
2012-06-13,25.7
2012-06-14,25.97
2012-06-15,26.17
2012-06-18,25.94
2012-06-19,25.92
2012-06-20,25.65
2012-06-21,25.4
2012-06-22,25.64
2012-06-25,25.19
2012-06-26,25.24
2012-06-27,25.85
2012-06-28,25.79
2012-06-29,26.61
2012-07-02,27.48
2012-07-03,27.94
2012-07-05,27.57
2012-07-06,27.64
2012-07-09,27.81
2012-07-10,27.88
2012-07-11,27.94
2012-07-12,27.74
2012-07-13,28
2012-07-16,27.89
2012-07-17,28
2012-07-18,27.53
2012-07-19,27.2
2012-07-20,26.92
2012-07-23,26.62
2012-07-24,26.16
2012-07-25,26.39
2012-07-26,26.45
2012-07-27,27.39
2012-07-30,27.47
2012-07-31,26.74
2012-08-01,26.11
2012-08-02,26.34
2012-08-03,27.4
2012-08-06,27.79
2012-08-07,28.27
2012-08-08,28.47
2012-08-09,28.5
2012-08-10,28.41
2012-08-13,28.06
2012-08-14,27.66
2012-08-15,27.83
2012-08-16,27.58
2012-08-17,27.89
2012-08-20,28.12
2012-08-21,28.32
2012-08-22,28.15
2012-08-23,27.42
2012-08-24,27.14
2012-08-27,27.03
2012-08-28,27.34
2012-08-29,27.25
2012-08-30,27.03
2012-08-31,26.87
2012-09-04,27.64
2012-09-05,27.83
2012-09-06,28.45
2012-09-07,28.45
2012-09-10,28.38
2012-09-11,28.43
2012-09-12,28.36
2012-09-13,28.47
2012-09-14,28.5
2012-09-17,28.49
2012-09-18,28.63
2012-09-19,28.61
2012-09-20,28.65
2012-09-21,28.91
2012-09-24,29.44
2012-09-25,29.08
2012-09-26,29.13
2012-09-27,29.56
2012-09-28,29.45
2012-10-01,30.18
2012-10-02,30.16
2012-10-03,29.83
2012-10-04,30.17
2012-10-05,30.12
2012-10-08,30.26
2012-10-09,30.36
2012-10-10,30.45
2012-10-11,30.44
2012-10-12,30.24
2012-10-15,30.35
2012-10-16,30.9
2012-10-17,31
2012-10-18,31.04
2012-10-19,30.78
2012-10-22,31.07
2012-10-23,31.35
2012-10-24,31.32
2012-10-25,31.42
2012-10-26,31.21
2012-10-31,31.3
2012-11-01,31.01
2012-11-02,30.37
2012-11-05,30.43
2012-11-06,30.08
2012-11-07,29.89
2012-11-08,30
2012-11-09,29.85
2012-11-12,29.83
2012-11-13,30.01
2012-11-14,29.69
2012-11-15,29.15
2012-11-16,28.78
2012-11-19,29.12
2012-11-20,29.13
2012-11-21,29.36
2012-11-23,29.74
2012-11-26,30
2012-11-27,29.92
2012-11-28,29.9
2012-11-29,29.84
2012-11-30,30.17
2012-12-03,30
2012-12-04,29.93
2012-12-05,30.12
2012-12-06,29.96
2012-12-07,29.9
2012-12-10,30.07
2012-12-11,30.03
2012-12-12,29.98
2012-12-13,29.66
2012-12-14,29.39
2012-12-17,29.81
2012-12-18,30.04
2012-12-19,30.89
2012-12-20,31.21
2012-12-21,30.55
2012-12-24,30.24
2012-12-26,30.11
2012-12-27,30.15
2012-12-28,29.89
2012-12-31,30.54
2013-01-02,31.35
2013-01-03,31.33
2013-01-04,32.14
2013-01-07,31.7
2013-01-08,32.08
2013-01-09,32.2
2013-01-10,32.28
2013-01-11,32.31
2013-01-14,32.4
2013-01-15,32.55
2013-01-16,32.85
2013-01-17,32.94
2013-01-18,32.95
2013-01-22,33.59
2013-01-23,33.7
2013-01-24,33.67
2013-01-25,33.54
2013-01-28,32.65
2013-01-29,33.29
2013-01-30,32.53
2013-01-31,32.81
2013-02-01,33.57
2013-02-04,33.38
2013-02-05,33.82
2013-02-06,34.05
2013-02-07,34.92
2013-02-08,35.22
2013-02-11,35.17
2013-02-12,35.16
2013-02-13,35.12
2013-02-14,34.99
2013-02-15,35.02
2013-02-19,35.19
2013-02-20,34.7
2013-02-21,34.81
2013-02-22,34.81
2013-02-25,34
2013-02-26,34.32
2013-02-27,34.8
2013-02-28,34.53
2013-03-01,34.64
2013-03-04,35.37
2013-03-05,35.85
2013-03-06,35.87
2013-03-07,36.09
2013-03-08,36.22
2013-03-11,35.86
2013-03-12,35.95
2013-03-13,35.95
2013-03-14,36.51
2013-03-15,36.44
2013-03-18,36.74
2013-03-19,37.41
2013-03-20,37.7
2013-03-21,37.69
2013-03-22,37.31
2013-03-25,37.41
2013-03-26,37.45
2013-03-27,37.21
2013-03-28,37.62
2013-04-01,37.13
2013-04-02,36.73
2013-04-03,36.71
2013-04-04,37.08
2013-04-05,37.07
2013-04-08,37.73
2013-04-09,36.96
2013-04-10,37.25
2013-04-11,37.46
2013-04-12,37.32
2013-04-15,35.86
2013-04-16,36.47
2013-04-17,35.55
2013-04-18,35.28
2013-04-19,36.23
2013-04-22,35.92
2013-04-23,37
2013-04-24,37.25
2013-04-25,36.97
2013-04-26,36.86
2013-04-29,37.29
2013-04-30,37.68
2013-05-01,38.09
2013-05-02,38.09
2013-05-03,41.02
2013-05-06,40.43
2013-05-07,41.07
2013-05-08,41.63
2013-05-09,41.21
2013-05-10,40.95
2013-05-13,40.47
2013-05-14,41.15
2013-05-15,41.45
2013-05-16,41.12
2013-05-17,40.81
2013-05-20,40.42
2013-05-21,39.62
2013-05-22,39.11
2013-05-23,38.7
2013-05-24,38.76
2013-05-28,39.55
2013-05-29,39.42
2013-05-30,39.66
2013-05-31,39.61
2013-06-03,40.46
2013-06-04,40.13
2013-06-05,39.68
2013-06-06,40.16
2013-06-07,40.26
2013-06-10,40.81
2013-06-11,40.48
2013-06-12,40.18
2013-06-13,41.44
2013-06-14,41.11
2013-06-17,41.44
2013-06-18,42.86
2013-06-19,41.88
2013-06-20,41.33
2013-06-21,43.67
2013-06-24,41.85
2013-06-25,41.97
2013-06-26,41.78
2013-06-27,42.69
2013-06-28,42.39
2013-07-01,43.2
2013-07-02,43.22
2013-07-03,43.17
2013-07-05,44.11
2013-07-08,44.1
2013-07-09,44.61
2013-07-10,44.23
2013-07-11,44.4
2013-07-12,45.11
2013-07-15,45.19
2013-07-16,45.62
2013-07-17,45.69
2013-07-18,46.31
2013-07-19,46.2
2013-07-22,45.97
2013-07-23,45.31
2013-07-24,44.57
2013-07-25,44.88
2013-07-26,44.88
2013-07-29,44.71
2013-07-30,44.44
2013-07-31,44.65
2013-08-01,45.11
2013-08-02,44.94
2013-08-05,45.15
2013-08-06,45.99
2013-08-07,43.81
2013-08-08,43.89
2013-08-09,43.19
2013-08-12,43.04
2013-08-13,44.02
2013-08-14,43.97
2013-08-15,42.98
2013-08-16,42.73
2013-08-19,42.16
2013-08-20,42.94
2013-08-21,42.29
2013-08-22,43.11
2013-08-23,42.63
2013-08-26,42.56
2013-08-27,41.46
2013-08-28,41.19
2013-08-29,42
2013-08-30,40.84
2013-09-03,40.99
2013-09-04,40.95
2013-09-05,40.8
2013-09-06,40.47
2013-09-09,41.23
2013-09-10,41.86
2013-09-11,41.89
2013-09-12,41.61
2013-09-13,42.04
2013-09-16,42.34
2013-09-17,42.82
2013-09-18,42.86
2013-09-19,42.88
2013-09-20,42.2
2013-09-23,42.41
2013-09-24,42.6
2013-09-25,42.61
2013-09-26,42.91
2013-09-27,43.03
2013-09-30,42.9
2013-10-01,43.01
2013-10-02,43.09
2013-10-03,42.89
2013-10-04,43.01
2013-10-07,42.63
2013-10-08,42.7
2013-10-09,42.47
2013-10-10,43.42
2013-10-11,43.5
2013-10-14,43.53
2013-10-15,43.06
2013-10-16,43.37
2013-10-17,43.67
2013-10-18,43.43
2013-10-21,43.01
2013-10-22,43.14
2013-10-23,42.82
2013-10-24,42.87
2013-10-25,42.45
2013-10-28,42.9
2013-10-29,42.84
2013-10-30,42.5
2013-10-31,41.98
2013-11-01,41.38
2013-11-04,41.86
2013-11-05,40.97
2013-11-06,41.1
2013-11-07,40.88
2013-11-08,42.09
2013-11-11,41.89
2013-11-12,42.42
2013-11-13,42.77
2013-11-14,42.69
2013-11-15,43.09
2013-11-18,43.76
2013-11-19,44.21
2013-11-20,44.26
2013-11-21,45.2
2013-11-22,45.61
2013-11-25,46.41
2013-11-26,46.61
2013-11-27,47.16
2013-11-29,47.29
2013-12-02,46.71
2013-12-03,46.94
2013-12-04,46.17
2013-12-05,46.56
2013-12-06,48.01
2013-12-09,48.34
2013-12-10,47.98
2013-12-11,47.23
2013-12-12,46.58
2013-12-13,46.38
2013-12-16,46
2013-12-17,45.71
2013-12-18,46.56
2013-12-19,46.23
2013-12-20,46.72
2013-12-23,46.37
2013-12-24,46.36
2013-12-26,46.86
2013-12-27,46.55
2013-12-30,46.37
2013-12-31,46.49
2014-01-02,45.23
2014-01-03,45.71
2014-01-06,46.46
2014-01-07,46.47
2014-01-08,46.33
2014-01-09,46.18
2014-01-10,46.26
2014-01-13,46.18
2014-01-14,46.73
2014-01-15,46.96
2014-01-16,46.84
2014-01-17,46.52
2014-01-21,46.99
2014-01-22,46.77
2014-01-23,46.47
2014-01-24,45.51
2014-01-27,45.13
2014-01-28,45.82
2014-01-29,45.17
2014-01-30,45.68
2014-01-31,44.99
2014-02-03,43.89
2014-02-04,43.44
2014-02-05,43.35
2014-02-06,44.12
2014-02-07,44.25
2014-02-10,44.07
2014-02-11,43.94
2014-02-12,43.61
2014-02-13,44.25
2014-02-14,44.92
2014-02-18,45.26
2014-02-19,44.38
2014-02-20,44.55
2014-02-21,44.54
2014-02-24,44.79
2014-02-25,44.34
2014-02-26,44.09
2014-02-27,43.8
2014-02-28,44.14
2014-03-03,43.49
2014-03-04,44.56
2014-03-05,44.18
2014-03-06,44.55
2014-03-07,44.26
2014-03-10,44.53
2014-03-11,43.92
2014-03-12,44.25
2014-03-13,44.6
2014-03-14,44.42
2014-03-17,45.95
2014-03-18,46.46
2014-03-19,46.12
2014-03-20,46.02
2014-03-21,46.39
2014-03-24,45.91
2014-03-25,46.24
2014-03-26,45.35
2014-03-27,44.85
2014-03-28,44.69
2014-03-31,45.85
2014-04-01,46.02
2014-04-02,46.07
2014-04-03,46.47
2014-04-04,45.82
2014-04-07,45.64
2014-04-08,46.24
2014-04-09,46.41
2014-04-10,45.74
2014-04-11,45.72
2014-04-14,45.86
2014-04-15,45.96
2014-04-16,45.92
2014-04-17,46.25
2014-04-21,46.16
2014-04-22,46.35
2014-04-23,46.38
2014-04-24,46.33
2014-04-25,45.9
2014-04-28,45.42
2014-04-29,44.99
2014-04-30,44.42
2014-05-01,45.02
2014-05-02,45.17
2014-05-05,45.21
2014-05-06,44.91
2014-05-07,45.82
2014-05-08,45.43
2014-05-09,46.45
2014-05-12,47.29
2014-05-13,47.25
2014-05-14,46.12
2014-05-15,45.85
2014-05-16,46.25
2014-05-19,46.32
2014-05-20,45.77
2014-05-21,46.13
2014-05-22,46.7
2014-05-23,47.02
2014-05-27,48.09
2014-05-28,48.12
2014-05-29,48.42
2014-05-30,48.45
2014-06-02,47.71
2014-06-03,46.75
2014-06-04,47.87
2014-06-05,49.57
2014-06-06,49.63
2014-06-09,50
2014-06-10,49.33
2014-06-11,49.1
2014-06-12,49.17
2014-06-13,49.92
2014-06-16,49.85
2014-06-17,50.89
2014-06-18,50.67
2014-06-19,51.06
2014-06-20,50.52
2014-06-23,49.78
2014-06-24,49.71
2014-06-25,50.18
2014-06-26,50.27
2014-06-27,50.94
2014-06-30,51.11
2014-07-01,51.56
2014-07-02,51.21
2014-07-03,51.31
2014-07-07,51.05
2014-07-08,51.76
2014-07-09,51.55
2014-07-10,51.51
2014-07-11,52.81
2014-07-14,53.04
2014-07-15,52.38
2014-07-16,51.6
2014-07-17,50.96
2014-07-18,51.92
2014-07-21,52.05
2014-07-22,52.08
2014-07-23,52.99
2014-07-24,52.15
2014-07-25,51.36
2014-07-28,51.91
2014-07-29,50.86
2014-07-30,50.17
2014-07-31,49.81
2014-08-01,50.06
2014-08-04,50.19
2014-08-05,51.55
2014-08-06,51.37
2014-08-07,50.61
2014-08-08,50.81
2014-08-11,51.31
2014-08-12,50.99
2014-08-13,51.38
2014-08-14,52.41
2014-08-15,52.76
2014-08-18,52.83
2014-08-19,52.68
2014-08-20,52.11
2014-08-21,53.37
2014-08-22,53.38
2014-08-25,52.6
2014-08-26,52.83
2014-08-27,53.18
2014-08-28,52.43
2014-08-29,52.64
2014-09-02,52.98
2014-09-03,52.83
2014-09-04,52.84
2014-09-05,52.57
2014-09-08,52.69
2014-09-09,52.16
2014-09-10,52.53
2014-09-11,53
2014-09-12,52.52
2014-09-15,52.8
2014-09-16,53.01
2014-09-17,53.07
2014-09-18,53.18
2014-09-19,52.65
2014-09-22,52.79
2014-09-23,51.25
2014-09-24,51.76
2014-09-25,51.5
2014-09-26,51.7
2014-09-29,50.94
2014-09-30,50.31
2014-10-01,49.87
2014-10-02,50.78
2014-10-03,51.69
2014-10-06,50.99
2014-10-07,50.59
2014-10-08,51.67
2014-10-09,50.84
2014-10-10,51.16
2014-10-13,51.94
2014-10-14,52.09
2014-10-15,51.37
2014-10-16,51.58
2014-10-17,51.55
2014-10-20,52
2014-10-21,52.93
2014-10-22,52.66
2014-10-23,52.85
2014-10-24,53.27
2014-10-27,53.14
2014-10-28,54.33
2014-10-29,54.42
2014-10-30,54.58
2014-10-31,55.8
2014-11-03,55.14
2014-11-04,55.32
2014-11-05,55.29
2014-11-06,55.6
2014-11-07,55.39
2014-11-10,55.64
2014-11-11,55.57
2014-11-12,55.26
2014-11-13,54.98
2014-11-14,54.48
2014-11-17,54.34
2014-11-18,54.46
2014-11-19,54.15
2014-11-20,55.91
2014-11-21,55.06
2014-11-24,56.26
2014-11-25,56.53
2014-11-26,57.35
2014-11-28,56.44
2014-12-01,56.29
2014-12-02,57.49
2014-12-03,57.47
2014-12-04,57.15
2014-12-05,57.18
2014-12-08,56.99
2014-12-09,57.03
2014-12-10,56.06
2014-12-11,56.23
2014-12-12,54.97
2014-12-15,53.74
2014-12-16,53.19
2014-12-17,53.8
2014-12-18,53.85
2014-12-19,52.44
2014-12-22,53.6
2014-12-23,54.63
2014-12-24,55.18
2014-12-26,55.69
2014-12-29,56.35
2014-12-30,56.78
2014-12-31,55.47
2015-01-02,54.33
2015-01-05,53.9
2015-01-06,53.37
2015-01-07,53.9
2015-01-08,54.68
2015-01-09,54.25
2015-01-12,53.25
2015-01-13,53.89
