"Index","AGII.Close"
2007-07-02,285.18
2007-07-03,289.27
2007-07-05,292.09
2007-07-06,293.55
2007-07-09,291.73
2007-07-10,284
2007-07-11,286.18
2007-07-12,285.45
2007-07-13,282.09
2007-07-16,276.55
2007-07-17,274.09
2007-07-18,274.55
2007-07-19,275.45
2007-07-20,272.64
2007-07-23,267.09
2007-07-24,255.27
2007-07-25,255.27
2007-07-26,249.55
2007-07-27,247.27
2007-07-30,250
2007-07-31,250.27
2007-08-01,252.73
2007-08-02,249.09
2007-08-03,249.54
2007-08-06,244
2007-08-07,36.41
2007-08-08,37.73
2007-08-09,39.09
2007-08-10,38.83
2007-08-13,39.92
2007-08-14,39.76
2007-08-15,38.3
2007-08-16,37.82
2007-08-17,38.35
2007-08-20,38.18
2007-08-21,37.68
2007-08-22,37.91
2007-08-23,37.48
2007-08-24,37.16
2007-08-27,37.63
2007-08-28,37.05
2007-08-29,37.09
2007-08-30,37.2
2007-08-31,37.07
2007-09-04,37.48
2007-09-05,36.86
2007-09-06,37.27
2007-09-07,38.05
2007-09-10,36.63
2007-09-11,37.25
2007-09-12,37.15
2007-09-13,37.54
2007-09-14,37.63
2007-09-17,37
2007-09-18,38.11
2007-09-19,39.13
2007-09-20,39.31
2007-09-21,39.91
2007-09-24,39.95
2007-09-25,39.19
2007-09-26,39.05
2007-09-27,40.09
2007-09-28,39.55
2007-10-01,39.93
2007-10-02,40.18
2007-10-03,40.05
2007-10-04,40.24
2007-10-05,40.66
2007-10-08,40.96
2007-10-09,40.77
2007-10-10,40.87
2007-10-11,40.36
2007-10-12,41.28
2007-10-15,40.87
2007-10-16,40.8
2007-10-17,40.39
2007-10-18,40.6
2007-10-19,39.25
2007-10-22,38.95
2007-10-23,38.68
2007-10-24,38.55
2007-10-25,37.94
2007-10-26,38.57
2007-10-29,38.45
2007-10-30,37.92
2007-10-31,38.74
2007-11-01,37.03
2007-11-02,36.86
2007-11-05,36.39
2007-11-06,37.44
2007-11-07,36.05
2007-11-08,35.93
2007-11-09,35.81
2007-11-12,36.85
2007-11-13,37.95
2007-11-14,37.85
2007-11-15,37.35
2007-11-16,37.4
2007-11-19,36.41
2007-11-20,35.84
2007-11-21,35.67
2007-11-23,36.19
2007-11-26,34.55
2007-11-27,34.32
2007-11-28,34.93
2007-11-29,35.45
2007-11-30,35.92
2007-12-03,35.06
2007-12-04,35.09
2007-12-05,34.84
2007-12-06,36.06
2007-12-07,35.65
2007-12-10,35.7
2007-12-11,35.72
2007-12-12,35.83
2007-12-13,36.14
2007-12-14,35.91
2007-12-17,35.64
2007-12-18,36.17
2007-12-19,36.12
2007-12-20,37.08
2007-12-21,38.18
2007-12-24,38.36
2007-12-26,38.35
2007-12-27,38.47
2007-12-28,38.48
2007-12-31,38.3
2008-01-02,37.57
2008-01-03,36.36
2008-01-04,36.23
2008-01-07,36.69
2008-01-08,35.55
2008-01-09,36.09
2008-01-10,36.85
2008-01-11,35.55
2008-01-14,36.35
2008-01-15,36.2
2008-01-16,37.2
2008-01-17,36.5
2008-01-18,35.4
2008-01-22,35.78
2008-01-23,37.06
2008-01-24,36.75
2008-01-25,36.43
2008-01-28,36.18
2008-01-29,36.34
2008-01-30,35.68
2008-01-31,37.13
2008-02-01,37.59
2008-02-04,37.27
2008-02-05,36.52
2008-02-06,36.33
2008-02-07,36.36
2008-02-08,36.2
2008-02-11,35.59
2008-02-12,35.66
2008-02-13,36.4
2008-02-14,35.05
2008-02-15,34.58
2008-02-19,34.6
2008-02-20,34.85
2008-02-21,34.14
2008-02-22,34.12
2008-02-25,34.15
2008-02-26,34.19
2008-02-27,34.5
2008-02-28,34.2
2008-02-29,34.02
2008-03-03,33.6
2008-03-04,34.41
2008-03-05,33.7
2008-03-06,33.33
2008-03-07,33
2008-03-10,32.63
2008-03-11,33.28
2008-03-12,32.23
2008-03-13,31.94
2008-03-14,31.14
2008-03-17,30.28
2008-03-18,30.7
2008-03-19,31.05
2008-03-20,31.72
2008-03-24,31.85
2008-03-25,32.03
2008-03-26,32.61
2008-03-27,31.32
2008-03-28,31.46
2008-03-31,32.29
2008-04-01,32.9
2008-04-02,33.15
2008-04-03,33.26
2008-04-04,32.29
2008-04-07,32.07
2008-04-08,31.95
2008-04-09,31.68
2008-04-10,31.45
2008-04-11,30.95
2008-04-14,30.82
2008-04-15,31.55
2008-04-16,31.95
2008-04-17,31.35
2008-04-18,31.48
2008-04-21,31.3
2008-04-22,31.17
2008-04-23,31.15
2008-04-24,31.83
2008-04-25,31.96
2008-04-28,32.57
2008-04-29,32.47
2008-04-30,32.56
2008-05-01,32.89
2008-05-02,32.86
2008-05-05,32.23
2008-05-06,34.35
2008-05-07,33.73
2008-05-08,34.03
2008-05-09,34.4
2008-05-12,34.73
2008-05-13,34.78
2008-05-14,34.71
2008-05-15,34.9
2008-05-16,34.19
2008-05-19,34.12
2008-05-20,34.35
2008-05-21,34.56
2008-05-22,34.65
2008-05-23,34.36
2008-05-27,34.45
2008-05-28,34.37
2008-05-29,34.87
2008-05-30,35.08
2008-06-02,34.81
2008-06-03,35
2008-06-04,35.43
2008-06-05,35.96
2008-06-06,35.41
2008-06-09,34.8
2008-06-10,35.12
2008-06-11,34.46
2008-06-12,34.64
2008-06-13,34.62
2008-06-16,34.54
2008-06-17,33.98
2008-06-18,33.82
2008-06-19,35.05
2008-06-20,34.58
2008-06-23,33.62
2008-06-24,32.92
2008-06-25,33.01
2008-06-26,31.64
2008-06-27,30.48
2008-06-30,30.51
2008-07-01,31
2008-07-02,31.42
2008-07-03,31.36
2008-07-07,31.37
2008-07-08,31.99
2008-07-09,30.84
2008-07-10,30.85
2008-07-11,30.42
2008-07-14,30.21
2008-07-15,30.03
2008-07-16,31
2008-07-17,31.17
2008-07-18,30.83
2008-07-21,29.99
2008-07-22,31.33
2008-07-23,30.84
2008-07-24,31.34
2008-07-25,31.17
2008-07-28,29.89
2008-07-29,30.73
2008-07-30,30.98
2008-07-31,30.95
2008-08-01,31.48
2008-08-04,31.09
2008-08-05,31.75
2008-08-06,32.57
2008-08-07,32.77
2008-08-08,33.1
2008-08-11,33.45
2008-08-12,33.89
2008-08-13,34.16
2008-08-14,34.82
2008-08-15,34.67
2008-08-18,34.15
2008-08-19,33.8
2008-08-20,33.15
2008-08-21,32.88
2008-08-22,33.86
2008-08-25,33.26
2008-08-26,33.15
2008-08-27,33.56
2008-08-28,33.85
2008-08-29,34.17
2008-09-02,34.12
2008-09-03,34.29
2008-09-04,34.38
2008-09-05,33.85
2008-09-08,34.74
2008-09-09,34.02
2008-09-10,33.26
2008-09-11,33.28
2008-09-12,32.7
2008-09-15,31.27
2008-09-16,34.08
2008-09-17,32.41
2008-09-18,36.57
2008-09-19,37.67
2008-09-22,35.8
2008-09-23,35.29
2008-09-24,33.95
2008-09-25,34.42
2008-09-26,33.86
2008-09-29,29.71
2008-09-30,33.5
2008-10-01,33.92
2008-10-02,32.01
2008-10-03,32.43
2008-10-06,32.41
2008-10-07,29.35
2008-10-08,26.75
2008-10-09,24.55
2008-10-10,24.86
2008-10-13,26.91
2008-10-14,26.84
2008-10-15,24.96
2008-10-16,26.17
2008-10-17,25.23
2008-10-20,25.6
2008-10-21,25.63
2008-10-22,25.46
2008-10-23,25.2
2008-10-24,25.55
2008-10-27,25.06
2008-10-28,27.09
2008-10-29,26.44
2008-10-30,27.98
2008-10-31,29
2008-11-03,29.27
2008-11-04,29.32
2008-11-05,29.18
2008-11-06,29.16
2008-11-07,29.88
2008-11-10,29.13
2008-11-11,29.06
2008-11-12,27.13
2008-11-13,30.41
2008-11-14,27.27
2008-11-17,27.87
2008-11-18,27.87
2008-11-19,25.58
2008-11-20,23.49
2008-11-21,25.25
2008-11-24,26.86
2008-11-25,25.79
2008-11-26,27.46
2008-11-28,28.76
2008-12-01,26.43
2008-12-02,28.08
2008-12-03,29.25
2008-12-04,29.98
2008-12-05,29.45
2008-12-08,30.23
2008-12-09,29.36
2008-12-10,29.09
2008-12-11,29.05
2008-12-12,29.12
2008-12-15,28.77
2008-12-16,29.54
2008-12-17,29.73
2008-12-18,29.81
2008-12-19,30.09
2008-12-22,29.85
2008-12-23,29.94
2008-12-24,29.68
2008-12-26,30
2008-12-29,30.07
2008-12-30,30.73
2008-12-31,30.84
2009-01-02,30.87
2009-01-05,31.17
2009-01-06,32.09
2009-01-07,31.22
2009-01-08,31.82
2009-01-09,31.08
2009-01-12,31.06
2009-01-13,31.57
2009-01-14,30.24
2009-01-15,30.23
2009-01-16,30.34
2009-01-20,28.32
2009-01-21,29.56
2009-01-22,28.43
2009-01-23,28.03
2009-01-26,28.59
2009-01-27,28.66
2009-01-28,29.98
2009-01-29,28.55
2009-01-30,28.28
2009-02-02,28.09
2009-02-03,28.35
2009-02-04,27.3
2009-02-05,26.85
2009-02-06,27.18
2009-02-09,27.68
2009-02-10,25.9
2009-02-11,26.42
2009-02-12,26.98
2009-02-13,28.33
2009-02-17,27.56
2009-02-18,27.65
2009-02-19,27.56
2009-02-20,27.35
2009-02-23,25.8
2009-02-24,26.59
2009-02-25,25.54
2009-02-26,25.64
2009-02-27,25.75
2009-03-02,25.7
2009-03-03,24.48
2009-03-04,24.26
2009-03-05,23.25
2009-03-06,23.74
2009-03-09,23.06
2009-03-10,24.24
2009-03-11,24.2
2009-03-12,26.02
2009-03-13,25.58
2009-03-16,25.79
2009-03-17,25.24
2009-03-18,24.4
2009-03-19,24.06
2009-03-20,25.15
2009-03-23,27.02
2009-03-24,26.18
2009-03-25,26.74
2009-03-26,27.46
2009-03-27,27.24
2009-03-30,26.15
2009-03-31,27.39
2009-04-01,27.61
2009-04-02,28.61
2009-04-03,28.88
2009-04-06,27.85
2009-04-07,26.86
2009-04-08,27.8
2009-04-09,28.82
2009-04-13,28.78
2009-04-14,26.1
2009-04-15,26.8
2009-04-16,27.01
2009-04-17,26.55
2009-04-20,24.95
2009-04-21,26.09
2009-04-22,25.36
2009-04-23,25.57
2009-04-24,25.25
2009-04-27,24.98
2009-04-28,25.85
2009-04-29,25.86
2009-04-30,25.45
2009-05-01,24.53
2009-05-04,24.95
2009-05-05,24.03
2009-05-06,25.63
2009-05-07,25.47
2009-05-08,27.57
2009-05-11,26.37
2009-05-12,26.92
2009-05-13,26.82
2009-05-14,27.56
2009-05-15,27.16
2009-05-18,27.52
2009-05-19,26.91
2009-05-20,26.28
2009-05-21,25.82
2009-05-22,25.56
2009-05-26,26.67
2009-05-27,25.56
2009-05-28,25.05
2009-05-29,25.5
2009-06-01,26.08
2009-06-02,27.2
2009-06-03,27.41
2009-06-04,27.43
2009-06-05,27.32
2009-06-08,27.42
2009-06-09,27.05
2009-06-10,26.67
2009-06-11,26.6
2009-06-12,26.46
2009-06-15,25.94
2009-06-16,25.85
2009-06-17,25.7
2009-06-18,24.36
2009-06-19,25.19
2009-06-22,24.45
2009-06-23,24.58
2009-06-24,24.82
2009-06-25,25.1
2009-06-26,25.61
2009-06-29,25.85
2009-06-30,25.65
2009-07-01,26.36
2009-07-02,25.4
2009-07-06,25.65
2009-07-07,25.89
2009-07-08,26.39
2009-07-09,26.76
2009-07-10,27.24
2009-07-13,28.38
2009-07-14,28.15
2009-07-15,28.85
2009-07-16,29.16
2009-07-17,29.02
2009-07-20,29.35
2009-07-21,29.19
2009-07-22,28.91
2009-07-23,29.8
2009-07-24,30.1
2009-07-27,30.56
2009-07-28,30.44
2009-07-29,30.15
2009-07-30,30.61
2009-07-31,30.55
2009-08-03,31.42
2009-08-04,32.5
2009-08-05,32.25
2009-08-06,32.35
2009-08-07,32.38
2009-08-10,32.42
2009-08-11,31.8
2009-08-12,32.19
2009-08-13,32.39
2009-08-14,32.15
2009-08-17,31.75
2009-08-18,31.76
2009-08-19,31.87
2009-08-20,32.16
2009-08-21,32.45
2009-08-24,32.51
2009-08-25,32.42
2009-08-26,32.41
2009-08-27,32.41
2009-08-28,32.3
2009-08-31,32.11
2009-09-01,31.58
2009-09-02,31.65
2009-09-03,31.89
2009-09-04,32.13
2009-09-08,32.23
2009-09-09,32.36
2009-09-10,32.53
2009-09-11,32.37
2009-09-14,32.65
2009-09-15,32.73
2009-09-16,33.06
2009-09-17,32.67
2009-09-18,32.03
2009-09-21,31.64
2009-09-22,31.35
2009-09-23,30.74
2009-09-24,30.51
2009-09-25,30.43
2009-09-28,30.84
2009-09-29,30.98
2009-09-30,30.62
2009-10-01,30.59
2009-10-02,30.64
2009-10-05,30.81
2009-10-06,31.23
2009-10-07,31.06
2009-10-08,31.28
2009-10-09,31.94
2009-10-12,32.65
2009-10-13,32.45
2009-10-14,32.75
2009-10-15,32.71
2009-10-16,32.53
2009-10-19,32.88
2009-10-20,32.21
2009-10-21,31.67
2009-10-22,31.99
2009-10-23,31.64
2009-10-26,31.98
2009-10-27,32.09
2009-10-28,31.35
2009-10-29,31.63
2009-10-30,30.87
2009-11-02,31.25
2009-11-03,30.38
2009-11-04,29.22
2009-11-05,29.64
2009-11-06,29.05
2009-11-09,29.21
2009-11-10,29
2009-11-11,28.87
2009-11-12,28.37
2009-11-13,28.35
2009-11-16,28.95
2009-11-17,28.79
2009-11-18,28.42
2009-11-19,27.86
2009-11-20,28.09
2009-11-23,28.28
2009-11-24,28.08
2009-11-25,27.95
2009-11-27,27.07
2009-11-30,26.52
2009-12-01,26.67
2009-12-02,26.48
2009-12-03,25.95
2009-12-04,26.29
2009-12-07,26.05
2009-12-08,26.22
2009-12-09,26.32
2009-12-10,25.68
2009-12-11,26.29
2009-12-14,26.52
2009-12-15,26.71
2009-12-16,26.71
2009-12-17,26.51
2009-12-18,26.63
2009-12-21,26.63
2009-12-22,26.42
2009-12-23,26.55
2009-12-24,26.65
2009-12-28,26.61
2009-12-29,26.67
2009-12-30,26.79
2009-12-31,26.49
2010-01-04,27.12
2010-01-05,26.58
2010-01-06,25.14
2010-01-07,25.27
2010-01-08,25.2
2010-01-11,25.1
2010-01-12,24.93
2010-01-13,24.93
2010-01-14,24.71
2010-01-15,24.6
2010-01-19,24.91
2010-01-20,24.65
2010-01-21,24.27
2010-01-22,24.03
2010-01-25,23.93
2010-01-26,23.75
2010-01-27,24.42
2010-01-28,24.31
2010-01-29,24.31
2010-02-01,24.3
2010-02-02,23.95
2010-02-03,23.8
2010-02-04,23.62
2010-02-05,23.5
2010-02-08,23.26
2010-02-09,23.55
2010-02-10,23.65
2010-02-11,23.75
2010-02-12,24.09
2010-02-16,24.51
2010-02-17,24.74
2010-02-18,24.88
2010-02-19,25.89
2010-02-22,26.42
2010-02-23,25.68
2010-02-24,25.9
2010-02-25,25.58
2010-02-26,25.3
2010-03-01,25.46
2010-03-02,25.95
2010-03-03,26.05
2010-03-04,26.43
2010-03-05,26.77
2010-03-08,26.99
2010-03-09,26.95
2010-03-10,27.26
2010-03-11,27.32
2010-03-12,27.75
2010-03-15,27.82
2010-03-16,28.42
2010-03-17,29.18
2010-03-18,29.36
2010-03-19,29.75
2010-03-22,29.53
2010-03-23,29.2
2010-03-24,29.05
2010-03-25,28.86
2010-03-26,29.03
2010-03-29,29.45
2010-03-30,29.71
2010-03-31,29.63
2010-04-05,30.18
2010-04-06,30.29
2010-04-07,30.23
2010-04-08,30.29
2010-04-09,30.35
2010-04-12,30.23
2010-04-13,30.4
2010-04-14,30.9
2010-04-15,30.79
2010-04-16,30.53
2010-04-19,30.12
2010-04-20,31.59
2010-04-21,31.6
2010-04-22,31.75
2010-04-23,31.94
2010-04-26,31.15
2010-04-27,29.67
2010-04-28,30.07
2010-04-29,30.97
2010-04-30,29.96
2010-05-03,30
2010-05-04,28.92
2010-05-05,28.91
2010-05-06,28.02
2010-05-07,27.82
2010-05-10,29.19
2010-05-11,29.17
2010-05-12,29.38
2010-05-13,28.87
2010-05-14,28.75
2010-05-17,28.96
2010-05-18,28.54
2010-05-19,28.64
2010-05-20,27.41
2010-05-21,27.75
2010-05-24,27.06
2010-05-25,26.98
2010-05-26,26.98
2010-05-27,27.8
2010-05-28,27.47
2010-06-01,26.7
2010-06-02,27.27
2010-06-03,27.47
2010-06-04,26.67
2010-06-07,26.46
2010-06-08,26.62
2010-06-09,26.59
2010-06-10,27.19
2010-06-11,27.52
2010-06-14,27.31
2010-06-15,28.49
2010-06-16,29.05
2010-06-17,29.11
2010-06-18,29.97
2010-06-21,29.62
2010-06-22,29.66
2010-06-23,29.33
2010-06-24,28.45
2010-06-25,28.94
2010-06-28,28.96
2010-06-29,28.26
2010-06-30,27.81
2010-07-01,27.42
2010-07-02,27.13
2010-07-06,26.45
2010-07-07,27.36
2010-07-08,27.92
2010-07-09,28.44
2010-07-12,27.96
2010-07-13,28.73
2010-07-14,28.39
2010-07-15,27.95
2010-07-16,26.71
2010-07-19,26.65
2010-07-20,26.82
2010-07-21,26.4
2010-07-22,27.48
2010-07-23,28.13
2010-07-26,28.42
2010-07-27,28.9
2010-07-28,28.49
2010-07-29,28.46
2010-07-30,28.31
2010-08-02,28.38
2010-08-03,28.51
2010-08-04,28.29
2010-08-05,27.99
2010-08-06,27.75
2010-08-09,28.33
2010-08-10,27.52
2010-08-11,26.71
2010-08-12,26.53
2010-08-13,26.27
2010-08-16,26.58
2010-08-17,27.2
2010-08-18,27.32
2010-08-19,26.63
2010-08-20,26.63
2010-08-23,26.57
2010-08-24,26.84
2010-08-25,27.25
2010-08-26,27.37
2010-08-27,28.05
2010-08-30,27.45
2010-08-31,27.7
2010-09-01,28.71
2010-09-02,28.38
2010-09-03,28.83
2010-09-07,28.92
2010-09-08,29.13
2010-09-09,29.68
2010-09-10,29.55
2010-09-13,30.06
2010-09-14,29.97
2010-09-15,30.07
2010-09-16,30.17
2010-09-17,30.16
2010-09-20,31.05
2010-09-21,30.77
2010-09-22,30.23
2010-09-23,29.59
2010-09-24,30.72
2010-09-27,30.47
2010-09-28,30.75
2010-09-29,31.14
2010-09-30,31.58
2010-10-01,31.46
2010-10-04,31.01
2010-10-05,31.73
2010-10-06,31.63
2010-10-07,31.09
2010-10-08,31.24
2010-10-11,31.25
2010-10-12,31.31
2010-10-13,31.79
2010-10-14,32.28
2010-10-15,32.38
2010-10-18,32.76
2010-10-19,32.06
2010-10-20,32.62
2010-10-21,32.72
2010-10-22,32.49
2010-10-25,32.37
2010-10-26,32.33
2010-10-27,31.8
2010-10-28,31.71
2010-10-29,31.54
2010-11-01,31.34
2010-11-02,32.09
2010-11-03,31.68
2010-11-04,33.17
2010-11-05,33.03
2010-11-08,32.6
2010-11-09,32.12
2010-11-10,32.56
2010-11-11,32.32
2010-11-12,32.16
2010-11-15,32.39
2010-11-16,31.64
2010-11-17,31.89
2010-11-18,32.71
2010-11-19,33.02
2010-11-22,33.6
2010-11-23,33.27
2010-11-24,34.35
2010-11-26,34.21
2010-11-29,33.98
2010-11-30,33.53
2010-12-01,34.11
2010-12-02,34.47
2010-12-03,34.56
2010-12-06,34.99
2010-12-07,35.18
2010-12-08,35.95
2010-12-09,36.17
2010-12-10,36.4
2010-12-13,35.63
2010-12-14,35.34
2010-12-15,35.09
2010-12-16,35.42
2010-12-17,34.68
2010-12-20,34.67
2010-12-21,34.75
2010-12-22,34.93
2010-12-23,34.68
2010-12-27,34.63
2010-12-28,34.61
2010-12-29,34.5
2010-12-30,34.4
2010-12-31,34.04
2011-01-03,34.37
2011-01-04,33.78
2011-01-05,33.6
2011-01-06,33.18
2011-01-07,32.81
2011-01-10,33.1
2011-01-11,33.23
2011-01-12,33.45
2011-01-13,33.2
2011-01-14,33.29
2011-01-18,33.22
2011-01-19,32.62
2011-01-20,32.89
2011-01-21,32.85
2011-01-24,33.12
2011-01-25,33.44
2011-01-26,33.54
2011-01-27,33.35
2011-01-28,32.4
2011-01-31,32.38
2011-02-01,33.24
2011-02-02,33.21
2011-02-03,33.03
2011-02-04,32.77
2011-02-07,33.06
2011-02-08,33.2
2011-02-09,33.1
2011-02-10,32.87
2011-02-11,33.09
2011-02-14,33.09
2011-02-15,33.05
2011-02-16,32.99
2011-02-17,33.49
2011-02-18,34.99
2011-02-22,35.45
2011-02-23,35.04
2011-02-24,34.45
2011-02-25,34.86
2011-02-28,34.63
2011-03-01,34.15
2011-03-02,33.36
2011-03-03,33.4
2011-03-04,32.58
2011-03-07,31.39
2011-03-08,32.07
2011-03-09,31.85
2011-03-10,30.89
2011-03-11,30.4
2011-03-14,30
2011-03-15,29.55
2011-03-16,29.29
2011-03-17,29.06
2011-03-18,28.71
2011-03-21,29.7
2011-03-22,29.4
2011-03-23,29.41
2011-03-24,29.35
2011-03-25,29.12
2011-03-28,29.09
2011-03-29,29.36
2011-03-30,29.88
2011-03-31,30.04
2011-04-01,29.65
2011-04-04,29.56
2011-04-05,29.65
2011-04-06,29.67
2011-04-07,29.64
2011-04-08,28.98
2011-04-11,28.73
2011-04-12,28.77
2011-04-13,28.43
2011-04-14,28.5
2011-04-15,28.75
2011-04-18,28.86
2011-04-19,28.15
2011-04-20,28.32
2011-04-21,28.49
2011-04-25,28.45
2011-04-26,28.79
2011-04-27,28.72
2011-04-28,29.18
2011-04-29,28.55
2011-05-02,28.17
2011-05-03,27.96
2011-05-04,27.58
2011-05-05,27.64
2011-05-06,28.07
2011-05-09,27.81
2011-05-10,28.25
2011-05-11,28.2
2011-05-12,28.29
2011-05-13,27.37
2011-05-16,27.24
2011-05-17,26.95
2011-05-18,27.17
2011-05-19,27.15
2011-05-20,27.31
2011-05-23,26.82
2011-05-24,26.17
2011-05-25,26.29
2011-05-26,26.31
2011-05-27,26.55
2011-05-31,26.86
2011-06-01,26.88
2011-06-02,26.9
2011-06-03,26.91
2011-06-06,27.03
2011-06-07,27.27
2011-06-08,27.27
2011-06-09,27.06
2011-06-10,26.84
2011-06-13,27.28
2011-06-14,27.42
2011-06-15,27.17
2011-06-16,27.44
2011-06-17,27.42
2011-06-20,27.28
2011-06-21,26.71
2011-06-22,26.35
2011-06-23,26.06
2011-06-24,25.82
2011-06-27,26.32
2011-06-28,26.53
2011-06-29,26.72
2011-06-30,27.02
2011-07-01,27.21
2011-07-05,27.11
2011-07-06,27.37
2011-07-07,27.56
2011-07-08,27.22
2011-07-11,27.05
2011-07-12,27.13
2011-07-13,27.16
2011-07-14,26.97
2011-07-15,27.05
2011-07-18,26.86
2011-07-19,27.25
2011-07-20,27.02
2011-07-21,27.38
2011-07-22,27.13
2011-07-25,27.12
2011-07-26,27.09
2011-07-27,26.69
2011-07-28,26.74
2011-07-29,26.73
2011-08-01,26.96
2011-08-02,26.75
2011-08-03,26.65
2011-08-04,26.3
2011-08-05,26.44
2011-08-08,24.33
2011-08-09,25.94
2011-08-10,25.01
2011-08-11,26.04
2011-08-12,25.27
2011-08-15,25.47
2011-08-16,25.32
2011-08-17,25.71
2011-08-18,25.52
2011-08-19,25.26
2011-08-22,24.95
2011-08-23,25.06
2011-08-24,25.25
2011-08-25,24.24
2011-08-26,24.17
2011-08-29,25.18
2011-08-30,25.06
2011-08-31,25.01
2011-09-01,24.39
2011-09-02,23.57
2011-09-06,23.15
2011-09-07,24.06
2011-09-08,23.94
2011-09-09,23.54
2011-09-12,23.69
2011-09-13,24.36
2011-09-14,24.75
2011-09-15,25.46
2011-09-16,25.25
2011-09-19,24.92
2011-09-20,25.17
2011-09-21,24.79
2011-09-22,24.67
2011-09-23,24.85
2011-09-26,25.81
2011-09-27,26.34
2011-09-28,25.52
2011-09-29,26.4
2011-09-30,25.79
2011-10-03,24.59
2011-10-04,26.51
2011-10-05,26.8
2011-10-06,26.82
2011-10-07,25.87
2011-10-10,26.73
2011-10-11,26.97
2011-10-12,26.98
2011-10-13,26.73
2011-10-14,27.02
2011-10-17,26.67
2011-10-18,27.36
2011-10-19,27.23
2011-10-20,27.26
2011-10-21,27.73
2011-10-24,27.74
2011-10-25,26.95
2011-10-26,27.27
2011-10-27,27.99
2011-10-28,27.71
2011-10-31,27.45
2011-11-01,26.27
2011-11-02,26.91
2011-11-03,27.27
2011-11-04,28.23
2011-11-07,27.95
2011-11-08,27.92
2011-11-09,27.15
2011-11-10,27.44
2011-11-11,27.76
2011-11-14,27.32
2011-11-15,27.25
2011-11-16,27.13
2011-11-17,26.63
2011-11-18,27.01
2011-11-21,26.22
2011-11-22,26.12
2011-11-23,25.49
2011-11-25,25.27
2011-11-28,25.74
2011-11-29,25.65
2011-11-30,26.64
2011-12-01,26.35
2011-12-02,26.35
2011-12-05,26.46
2011-12-06,26.75
2011-12-07,26.9
2011-12-08,26.59
2011-12-09,26.86
2011-12-12,26.45
2011-12-13,26.35
2011-12-14,25.64
2011-12-15,25.95
2011-12-16,26.15
2011-12-19,25.68
2011-12-20,26.05
2011-12-21,26.27
2011-12-22,26.36
2011-12-23,26.68
2011-12-27,26.57
2011-12-28,26.28
2011-12-29,26.36
2011-12-30,26.33
2012-01-03,26.57
2012-01-04,26.4
2012-01-05,26.3
2012-01-06,26.14
2012-01-09,25.94
2012-01-10,26.51
2012-01-11,26.68
2012-01-12,26.73
2012-01-13,26.35
2012-01-17,26.22
2012-01-18,25.99
2012-01-19,25.55
2012-01-20,25.86
2012-01-23,25.68
2012-01-24,25.49
