"Index","ATMI.Close"
2012-01-03,20.54
2012-01-04,20.33
2012-01-05,20.53
2012-01-06,21.27
2012-01-09,21.4
2012-01-10,21.81
2012-01-11,22.52
2012-01-12,22.6
2012-01-13,22.1
2012-01-17,22.51
2012-01-18,23.86
2012-01-19,23.57
2012-01-20,23.67
2012-01-23,23.33
2012-01-24,23.33
2012-01-25,23.36
2012-01-26,23.34
2012-01-27,23.46
2012-01-30,23.24
2012-01-31,23.38
2012-02-01,24.83
2012-02-02,23.84
2012-02-03,24.55
2012-02-06,24.26
2012-02-07,23.8
2012-02-08,24.44
2012-02-09,24.05
2012-02-10,23.7
2012-02-13,24.31
2012-02-14,23.63
2012-02-15,23
2012-02-16,23.36
2012-02-17,23.14
2012-02-21,22.44
2012-02-22,22.48
2012-02-23,22.77
2012-02-24,22.27
2012-02-27,22.02
2012-02-28,22.19
2012-02-29,22.03
2012-03-01,22.09
2012-03-02,21.7
2012-03-05,21.38
2012-03-06,21.31
2012-03-07,21.85
2012-03-08,22.78
2012-03-09,22.88
2012-03-12,22.67
2012-03-13,22.95
2012-03-14,22.68
2012-03-15,23.6
2012-03-16,23.61
2012-03-19,23.6
2012-03-20,23.31
2012-03-21,23.19
2012-03-22,23.11
2012-03-23,23.29
2012-03-26,23.72
2012-03-27,23.35
2012-03-28,23.12
2012-03-29,23.22
2012-03-30,23.3
2012-04-02,23.45
2012-04-03,22.95
2012-04-04,22.67
2012-04-05,22.64
2012-04-09,22.29
2012-04-10,21.94
2012-04-11,22.73
2012-04-12,23.38
2012-04-13,23.13
2012-04-16,23.28
2012-04-17,23.58
2012-04-18,22.89
2012-04-19,22.8
2012-04-20,22.98
2012-04-23,22.6
2012-04-24,23.05
2012-04-25,22.32
2012-04-26,21.08
2012-04-27,21.12
2012-04-30,21.01
2012-05-01,21
2012-05-02,21.05
2012-05-03,20.9
2012-05-04,20.62
2012-05-07,20.3
2012-05-08,19.98
2012-05-09,20.05
2012-05-10,20.12
2012-05-11,19.96
2012-05-14,20.02
2012-05-15,19.92
2012-05-16,19.57
2012-05-17,19.53
2012-05-18,19.47
2012-05-21,19.99
2012-05-22,19.97
2012-05-23,19.96
2012-05-24,19.98
2012-05-25,20.01
2012-05-29,20.35
2012-05-30,19.99
2012-05-31,20.01
2012-06-01,19.6
2012-06-04,19.44
2012-06-05,19.4
2012-06-06,20.06
2012-06-07,19.82
2012-06-08,20.21
2012-06-11,19.75
2012-06-12,20.23
2012-06-13,19.88
2012-06-14,20.08
2012-06-15,20.57
2012-06-18,20.2
2012-06-19,20.91
2012-06-20,21.06
2012-06-21,20.56
2012-06-22,20.86
2012-06-25,19.93
2012-06-26,19.89
2012-06-27,20.11
2012-06-28,19.89
2012-06-29,20.57
2012-07-02,20.61
2012-07-03,20.98
2012-07-05,20.62
2012-07-06,20.39
2012-07-09,20.12
2012-07-10,19.83
2012-07-11,19.74
2012-07-12,19.21
2012-07-13,19.74
2012-07-16,19.61
2012-07-17,19.62
2012-07-18,20.25
2012-07-19,20.5
2012-07-20,20.34
2012-07-23,19.11
2012-07-24,18.74
2012-07-25,19.09
2012-07-26,18.99
2012-07-27,18.99
2012-07-30,18.9
2012-07-31,18.98
2012-08-01,18.62
2012-08-02,18.68
2012-08-03,18.88
2012-08-06,18.81
2012-08-07,18.97
2012-08-08,19.03
2012-08-09,19.22
2012-08-10,19.2
2012-08-13,18.88
2012-08-14,18.48
2012-08-15,18.58
2012-08-16,18.73
2012-08-17,18.65
2012-08-20,18.64
2012-08-21,18.88
2012-08-22,18.82
2012-08-23,18.6
2012-08-24,18.59
2012-08-27,18.58
2012-08-28,18.71
2012-08-29,19
2012-08-30,18.78
2012-08-31,18.91
2012-09-04,19
2012-09-05,19.1
2012-09-06,19.69
2012-09-07,19.52
2012-09-10,19.51
2012-09-11,19.61
2012-09-12,19.69
2012-09-13,19.88
2012-09-14,20.26
2012-09-17,20.38
2012-09-18,20.42
2012-09-19,19.65
2012-09-20,19.6
2012-09-21,19.3
2012-09-24,19.29
2012-09-25,18.96
2012-09-26,18.88
2012-09-27,18.8
2012-09-28,18.57
2012-10-01,18.63
2012-10-02,18.59
2012-10-03,18.49
2012-10-04,18.55
2012-10-05,18.63
2012-10-08,18.47
2012-10-09,18.03
2012-10-10,17.99
2012-10-11,18.02
2012-10-12,17.98
2012-10-15,18
2012-10-16,18.21
2012-10-17,18.46
2012-10-18,18.4
2012-10-19,17.72
2012-10-22,17.93
2012-10-23,18.05
2012-10-24,19.79
2012-10-25,19.74
2012-10-26,19.53
2012-10-31,19.75
2012-11-01,20.27
2012-11-02,20.01
2012-11-05,19.98
2012-11-06,20.1
2012-11-07,19.55
2012-11-08,19.31
2012-11-09,19.25
2012-11-12,19.35
2012-11-13,19.22
2012-11-14,18.81
2012-11-15,18.34
2012-11-16,18.36
2012-11-19,18.74
2012-11-20,18.64
2012-11-21,18.86
2012-11-23,19
2012-11-26,18.91
2012-11-27,19.03
2012-11-28,19.46
2012-11-29,19.93
2012-11-30,19.92
2012-12-03,19.74
2012-12-04,20.03
2012-12-05,19.99
2012-12-06,19.8
2012-12-07,19.75
2012-12-10,19.69
2012-12-11,19.84
2012-12-12,19.7
2012-12-13,19.6
2012-12-14,19.71
2012-12-17,20.18
2012-12-18,20.16
2012-12-19,20.43
2012-12-20,20.64
2012-12-21,20.59
2012-12-24,20.56
2012-12-26,20.48
2012-12-27,20.74
2012-12-28,20.52
2012-12-31,20.88
2013-01-02,21.4
2013-01-03,21.23
2013-01-04,21.22
2013-01-07,20.93
2013-01-08,20.69
2013-01-09,20.75
2013-01-10,20.69
2013-01-11,20.7
2013-01-14,20.4
2013-01-15,20.45
2013-01-16,20.62
2013-01-17,20.76
2013-01-18,21.04
2013-01-22,20.77
2013-01-23,20.56
2013-01-24,20.5
2013-01-25,20.81
2013-01-28,20.72
2013-01-29,20.74
2013-01-30,20.35
2013-01-31,20.41
2013-02-01,20.81
2013-02-04,20.09
2013-02-05,20.24
2013-02-06,20.54
2013-02-07,21.5
2013-02-08,21.3
2013-02-11,21.62
2013-02-12,21.87
2013-02-13,21.91
2013-02-14,21.85
2013-02-15,21.83
2013-02-19,22.15
2013-02-20,21.93
2013-02-21,21.89
2013-02-22,22
2013-02-25,21.59
2013-02-26,21.89
2013-02-27,21.98
2013-02-28,21.9
2013-03-01,21.95
2013-03-04,21.88
2013-03-05,22.24
2013-03-06,22.4
2013-03-07,22.51
2013-03-08,22.79
2013-03-11,22.9
2013-03-12,22.74
2013-03-13,22.88
2013-03-14,23.11
2013-03-15,22.6
2013-03-18,22.78
2013-03-19,22.71
2013-03-20,22.77
2013-03-21,22.42
2013-03-22,22.49
2013-03-25,22.58
2013-03-26,22.76
2013-03-27,22.62
2013-03-28,22.43
2013-04-01,22.06
2013-04-02,21.72
2013-04-03,21.38
2013-04-04,21.41
2013-04-05,21.34
2013-04-08,21.77
2013-04-09,21.36
2013-04-10,22.06
2013-04-11,21.86
2013-04-12,21.82
2013-04-15,21.25
2013-04-16,21.83
2013-04-17,20.93
2013-04-18,20.81
2013-04-19,20.99
2013-04-22,20.86
2013-04-23,21.54
2013-04-24,21.97
2013-04-25,21.79
2013-04-26,21.88
2013-04-29,21.71
2013-04-30,21.75
2013-05-01,21.25
2013-05-02,21.26
2013-05-03,21.85
2013-05-06,21.8
2013-05-07,22.03
2013-05-08,22.21
2013-05-09,22.4
2013-05-10,22.51
2013-05-13,22.52
2013-05-14,23.24
2013-05-15,23.47
2013-05-16,23.15
2013-05-17,23.59
2013-05-20,23.62
2013-05-21,23.64
2013-05-22,23.12
2013-05-23,23.36
2013-05-24,23.36
2013-05-28,23.74
2013-05-29,23.66
2013-05-30,23.93
2013-05-31,23.87
2013-06-03,24.12
2013-06-04,23.88
2013-06-05,23.85
2013-06-06,24.08
2013-06-07,24.2
2013-06-10,24.43
2013-06-11,24.03
2013-06-12,23.92
2013-06-13,24.36
2013-06-14,24.05
2013-06-17,24.11
2013-06-18,24.58
2013-06-19,24.13
2013-06-20,23.95
2013-06-21,24.13
2013-06-24,23.75
2013-06-25,23.68
2013-06-26,23.52
2013-06-27,23.71
2013-06-28,23.65
2013-07-01,23.71
2013-07-02,24.14
2013-07-03,24.55
2013-07-05,24.68
2013-07-08,24.69
2013-07-09,25.2
2013-07-10,26.46
2013-07-11,26.8
2013-07-12,26.92
2013-07-15,27.37
2013-07-16,27.2
2013-07-17,27.26
2013-07-18,27.17
2013-07-19,27.1
2013-07-22,27.05
2013-07-23,26.47
2013-07-24,25.01
2013-07-25,24.88
2013-07-26,24.77
2013-07-29,24.84
2013-07-30,24.92
2013-07-31,24.85
2013-08-01,25.16
2013-08-02,25.19
2013-08-05,25.25
2013-08-06,24.71
2013-08-07,24.6
2013-08-08,24.64
2013-08-09,24.61
2013-08-12,24.69
2013-08-13,24.77
2013-08-14,25.03
2013-08-15,24.3
2013-08-16,24.59
2013-08-19,24.51
2013-08-20,24.53
2013-08-21,24.31
2013-08-22,24.61
2013-08-23,25.01
2013-08-26,24.81
2013-08-27,24.26
2013-08-28,24.42
2013-08-29,24.96
2013-08-30,24.55
2013-09-03,24.6
2013-09-04,24.61
2013-09-05,24.73
2013-09-06,24.91
2013-09-09,24.88
2013-09-10,25.29
2013-09-11,25.34
2013-09-12,25.13
2013-09-13,25.4
2013-09-16,25.57
2013-09-17,25.91
2013-09-18,26.17
2013-09-19,26.23
2013-09-20,26.79
2013-09-23,26.81
2013-09-24,26.47
2013-09-25,26.44
2013-09-26,26.46
2013-09-27,26.42
2013-09-30,26.52
2013-10-01,26.68
2013-10-02,26.25
2013-10-03,25.96
2013-10-04,26.37
2013-10-07,26.26
2013-10-08,26.11
2013-10-09,26.09
2013-10-10,26.85
2013-10-11,27.51
2013-10-14,27.93
2013-10-15,27.82
2013-10-16,27.97
2013-10-17,28.07
2013-10-18,28.02
2013-10-21,27.93
2013-10-22,27.78
2013-10-23,27.16
2013-10-24,27.16
2013-10-25,27.29
2013-10-28,27.42
2013-10-29,27.69
2013-10-30,27.66
2013-10-31,27.34
2013-11-01,28.88
2013-11-04,28.88
2013-11-05,28.94
2013-11-06,28.99
2013-11-07,28.95
2013-11-08,29.49
2013-11-11,29.39
2013-11-12,29.43
2013-11-13,29.53
2013-11-14,29.07
2013-11-15,29.3
2013-11-18,28.89
2013-11-19,27.88
2013-11-20,28.1
2013-11-21,28.92
2013-11-22,28.77
2013-11-25,29.32
2013-11-26,29.81
2013-11-27,30.49
2013-11-29,30.6
2013-12-02,30.03
2013-12-03,29.9
2013-12-04,29.43
2013-12-05,29.51
2013-12-06,29.63
2013-12-09,29.29
2013-12-10,28.9
2013-12-11,28.6
2013-12-12,28.6
2013-12-13,28.79
2013-12-16,28.99
2013-12-17,29.11
2013-12-18,28.72
2013-12-19,28.63
2013-12-20,29.18
2013-12-23,30.02
2013-12-24,30.07
2013-12-26,30.5
2013-12-27,29.89
2013-12-30,29.83
2013-12-31,30.21
2014-01-02,30.35
2014-01-03,30.42
2014-01-06,29.84
2014-01-07,29.89
2014-01-08,29.54
2014-01-09,29.46
2014-01-10,29.39
2014-01-13,29.23
2014-01-14,29.86
2014-01-15,29.65
2014-01-16,29.39
2014-01-17,29.47
2014-01-21,29.61
2014-01-22,29.69
2014-01-23,29.4
2014-01-24,28.59
2014-01-27,28.19
2014-01-28,28.51
2014-01-29,27.95
2014-01-30,28
2014-01-31,27.68
2014-02-03,26.93
2014-02-04,33.79
2014-02-05,33.77
2014-02-06,33.8
2014-02-07,33.8
2014-02-10,33.81
2014-02-11,33.93
2014-02-12,33.99
2014-02-13,34.01
2014-02-14,33.88
2014-02-18,33.88
2014-02-19,34.15
2014-02-20,34.01
2014-02-21,34
2014-02-24,33.91
2014-02-25,34.07
2014-02-26,34.06
2014-02-27,34.16
2014-02-28,34.01
2014-03-03,34
2014-03-04,34.02
2014-03-05,34.09
2014-03-06,34.04
2014-03-07,34.06
2014-03-10,34.1
2014-03-11,34.11
2014-03-12,34.04
2014-03-13,33.91
2014-03-14,34.03
2014-03-17,34.02
2014-03-18,34.04
2014-03-19,34
2014-03-20,34.09
2014-03-21,33.98
2014-03-24,33.98
2014-03-25,34.02
2014-03-26,33.97
2014-03-27,33.98
2014-03-28,33.99
2014-03-31,34.01
2014-04-01,34.08
2014-04-02,34.06
2014-04-03,34.05
2014-04-04,33.94
2014-04-07,33.95
2014-04-08,33.96
2014-04-09,33.97
2014-04-10,33.94
2014-04-11,33.95
2014-04-14,33.95
2014-04-15,33.95
2014-04-16,33.97
2014-04-17,33.99
2014-04-21,33.98
2014-04-22,33.98
2014-04-23,33.97
2014-04-24,33.98
2014-04-25,33.98
2014-04-28,33.98
2014-04-29,33.98
