"Index","AMTC.Close"
2012-02-07,0.27
2012-02-08,0.27
2012-02-09,0.25
2012-02-10,0.25
2012-02-13,0.28
2012-02-14,0.3
2012-02-15,0.3
2012-02-16,0.28
2012-02-17,0.22
2012-02-21,0.28
2012-02-22,0.23
2012-02-23,0.23
2012-02-24,0.21
2012-02-27,0.24
2012-02-28,0.21
2012-02-29,0.22
2012-03-01,0.21
2012-03-02,0.16
2012-03-05,0.25
2012-03-06,0.22
2012-03-07,0.2
2012-03-08,0.19
2012-03-09,0.19
2012-03-12,0.19
2012-03-13,0.19
2012-03-14,0.19
2012-03-15,0.17
2012-03-16,0.17
2012-03-19,0.15
2012-03-20,0.16
2012-03-21,0.16
2012-03-22,0.16
2012-03-23,0.16
2012-03-26,0.15
2012-03-27,0.15
2012-03-28,0.15
2012-03-29,0.13
2012-03-30,0.15
2012-04-02,0.14
2012-04-03,0.11
2012-04-04,0.11
2012-04-05,0.2
2012-04-09,0.17
2012-04-10,0.17
2012-04-11,0.17
2012-04-12,0.18
2012-04-13,0.17
2012-04-16,0.24
2012-04-17,0.17
2012-04-18,0.17
2012-04-19,0.23
2012-04-20,0.18
2012-04-23,0.18
2012-04-24,0.17
2012-04-25,0.2
2012-04-26,0.18
2012-04-27,0.17
2012-04-30,0.17
2012-05-01,0.17
2012-05-03,0.13
2012-05-04,0.13
2012-05-09,0.15
2012-05-11,0.22
2012-05-14,0.2
2012-05-17,0.17
2012-05-18,0.15
2012-05-23,0.15
2012-05-24,0.15
2012-05-30,0.14
2012-06-08,0.12
2012-06-14,0.13
2012-06-15,0.14
2012-06-18,0.1
2012-06-19,0.11
2012-06-21,0.1
2012-06-22,0.1
2012-06-26,0.1
2012-07-02,0.1
2012-07-18,0.1
2012-07-27,0.08
2012-07-31,0.15
2012-08-09,0.08
2012-08-21,0.08
2012-08-24,0.07
2012-08-27,0.07
2012-08-28,0.08
2012-09-06,0.07
2012-09-10,0.07
2012-09-14,0.08
2012-09-18,0.08
2012-09-25,0.1
2012-10-03,0.05
2012-10-12,0.1
2012-10-31,0.2
2012-11-01,0.3
2012-11-02,0.4
2012-11-05,0.32
2012-11-06,0.47
2012-11-07,0.5
2012-11-08,0.48
2012-11-09,0.48
2012-11-13,0.55
2012-11-23,0.48
2012-11-26,0.48
2012-11-29,0.45
2012-12-03,0.4
2012-12-10,0.35
2012-12-11,0.35
2012-12-19,0.3
2012-12-21,0.4
2012-12-27,0.3
2012-12-28,0.3
2012-12-31,0.38
2013-01-03,0.38
2013-01-04,0.4
2013-01-07,0.42
2013-01-10,0.3
2013-01-11,0.4
2013-01-14,0.41
2013-01-18,0.41
2013-01-22,0.4
2013-01-23,0.35
2013-01-25,0.37
2013-01-28,0.32
2013-01-29,0.33
2013-01-31,0.27
2013-02-06,0.35
2013-02-15,0.26
2013-02-19,0.26
2013-02-20,0.26
2013-02-21,0.26
2013-02-22,0.25
2013-02-25,0.15
2013-02-26,0.15
2013-02-27,0.2
2013-02-28,0.2
2013-03-11,0.15
2013-03-14,0.2
2013-03-28,0.15
2013-04-01,0.15
2013-04-02,0.15
2013-04-03,0.15
2013-04-09,0.12
2013-04-10,0.12
2013-04-15,0.12
2013-04-18,0.15
2013-05-02,0.1
2013-05-03,0.07
2013-05-20,0.1
2013-06-03,0.11
2013-06-06,0.07
2013-06-11,0.07
2013-06-14,0.07
2013-06-17,0.06
2013-06-26,0.06
2013-06-28,0.06
2013-07-12,0.05
2013-07-22,0.02
2013-07-24,0.02
2013-07-30,0.1
2013-08-07,0.03
2013-08-08,0.05
2013-08-20,0.05
2013-08-26,0.05
2013-09-18,0.05
2013-09-26,0.05
2013-10-18,0.05
2013-10-21,0.05
2013-10-22,0.05
2013-11-13,0.04
2013-11-15,0.02
2013-11-18,0.03
2013-11-19,0.02
2013-11-20,0.02
2013-11-22,0.03
2013-11-26,0.03
2013-12-16,0.02
2013-12-19,0.02
2013-12-27,0.02
2013-12-31,0.01
2014-01-27,0.02
2014-02-12,0.01
2014-02-27,0.01
2014-03-11,0.03
2014-03-17,0.03
2014-03-18,0.01
2014-05-14,0.01
2014-05-21,0.05
2014-06-13,0.01
2014-06-17,0.01
2014-08-12,0.01
2014-08-21,0.01
2014-09-08,0.02
2014-09-19,0.02
2014-10-07,0.02
2014-10-08,0.02
2014-10-29,0.02
2014-11-13,0.02
2014-11-21,0.02
2014-11-26,0.02
2014-12-02,0.02
2014-12-08,0.01
2014-12-09,0.01
2014-12-11,0.01
2014-12-17,0.01
2014-12-19,0.01
2014-12-29,0.01
2014-12-30,0.01
2014-12-31,0.01
