"Index","AMTC.Close"
2007-10-02,4.5
2007-10-03,4.28
2007-10-04,4.28
2007-10-05,4.51
2007-10-08,4.5
2007-10-09,4.5
2007-10-10,4.5
2007-10-11,4.5
2007-10-12,4.5
2007-10-15,4.28
2007-10-16,4.5
2007-10-17,4.51
2007-10-18,4.5
2007-10-19,4.5
2007-10-22,4.5
2007-10-23,4.5
2007-10-24,4.92
2007-10-25,4.43
2007-10-26,4.5
2007-10-29,4.55
2007-10-30,4.5
2007-10-31,4.5
2007-11-01,4.5
2007-11-02,4.65
2007-11-05,4.65
2007-11-06,4.75
2007-11-07,4.75
2007-11-08,4.75
2007-11-09,4.75
2007-11-12,4.75
2007-11-13,4.75
2007-11-14,4.75
2007-11-15,4.74
2007-11-16,4.74
2007-11-19,4.74
2007-11-20,4.74
2007-11-21,4.9
2007-11-23,4.5
2007-11-26,4.5
2007-11-27,4.5
2007-11-28,4.5
2007-11-29,4.5
2007-11-30,4.5
2007-12-03,5.05
2007-12-04,5.01
2007-12-05,4.5
2007-12-06,4.72
2007-12-07,4.44
2007-12-10,4.67
2007-12-11,4.88
2007-12-12,4.89
2007-12-13,4.22
2007-12-14,4.26
2007-12-17,3.5
2007-12-18,3.6
2007-12-19,3
2007-12-20,3.79
2007-12-21,3.79
2007-12-24,3.69
2007-12-26,3.6
2007-12-27,3.8
2007-12-28,3.6
2007-12-31,3.71
2008-01-02,3.5
2008-01-03,3.36
2008-01-04,3.41
2008-01-07,3
2008-01-08,3.6
2008-01-09,3.35
2008-01-10,3.35
2008-01-11,3.45
2008-01-14,3.35
2008-01-15,3.1
2008-01-16,3.15
2008-01-17,3.1
2008-01-18,2.85
2008-01-22,3.09
2008-01-23,2.85
2008-01-24,2.85
2008-01-25,3.1
2008-01-28,3.2
2008-01-29,3.2
2008-01-30,3.2
2008-01-31,3.2
2008-02-01,3.2
2008-02-04,4
2008-02-05,3.48
2008-02-06,3.48
2008-02-07,3.48
2008-02-08,3.49
2008-02-11,3.55
2008-02-12,3.3
2008-02-13,3.4
2008-02-14,2.28
2008-02-15,3.2
2008-02-19,3.2
2008-02-20,3.75
2008-02-21,3.15
2008-02-22,3.35
2008-02-25,3.43
2008-02-26,3.01
2008-02-27,3.1
2008-02-28,3.1
2008-02-29,3.1
2008-03-03,3.1
2008-03-04,3.73
2008-03-05,3.71
2008-03-06,3.7
2008-03-07,2.86
2008-03-10,3.57
2008-03-11,2.92
2008-03-12,3.54
2008-03-13,3.54
2008-03-14,3.28
2008-03-17,3.51
2008-03-18,3
2008-03-19,3.6
2008-03-20,3.72
2008-03-24,3.38
2008-03-25,3.25
2008-03-26,3.36
2008-03-27,3.25
2008-03-28,3.62
2008-03-31,3.25
2008-04-01,3.25
2008-04-02,3.25
2008-04-03,3.61
2008-04-04,3.25
2008-04-07,3.25
2008-04-08,3.25
2008-04-09,3.25
2008-04-10,3.25
2008-04-11,3
2008-04-14,3.54
2008-04-15,2.9
2008-04-16,2.9
2008-04-17,2.9
2008-04-18,2.9
2008-04-21,2.96
2008-04-22,2.9
2008-04-23,2.9
2008-04-24,2.9
2008-04-25,2.9
2008-04-28,2.9
2008-04-29,2.9
2008-04-30,2.9
2008-05-01,2.9
2008-05-02,3.03
2008-05-05,2.96
2008-05-06,3.46
2008-05-07,3.12
2008-05-08,3.5
2008-05-09,3.12
2008-05-12,2.75
2008-05-13,3.6
2008-05-14,3.63
2008-05-15,3.2
2008-05-16,3.22
2008-05-19,3.26
2008-05-20,3.13
2008-05-21,3.13
2008-05-22,3.13
2008-05-23,3.13
2008-05-27,3.13
2008-05-28,3.13
2008-05-29,3.13
2008-05-30,3.13
2008-06-02,3.13
2008-06-03,3.13
2008-06-04,3.13
2008-06-05,3.13
2008-06-06,2.65
2008-06-09,2.56
2008-06-10,3
2008-06-11,2.47
2008-06-12,2.47
2008-06-13,2.47
2008-06-16,3
2008-06-17,2.47
2008-06-18,2.47
2008-06-19,2.47
2008-06-20,2.49
2008-06-23,2.8
2008-06-24,3.01
2008-06-25,2.81
2008-06-26,2.81
2008-06-27,2.81
2008-06-30,2.81
2008-07-01,2.81
2008-07-02,2.81
2008-07-03,2.81
2008-07-07,2.81
2008-07-08,2.81
2008-07-09,2.81
2008-07-10,2.81
2008-07-11,3.15
2008-07-14,3
2008-07-15,3.39
2008-07-16,3
2008-07-17,3.42
2008-07-18,3
2008-07-21,3.57
2008-07-22,3
2008-07-23,3
2008-07-24,3
2008-07-25,3
2008-07-28,2.6
2008-07-29,3
2008-07-30,3.6
2008-07-31,3
2008-08-01,3
2008-08-04,4
2008-08-05,3
2008-08-06,3
2008-08-07,3.06
2008-08-08,3.6
2008-08-11,3
2008-08-12,3.4
2008-08-13,3.4
2008-08-14,3.85
2008-08-15,3.99
2008-08-18,3.8
2008-08-19,3.8
2008-08-20,3.97
2008-08-21,3.8
2008-08-22,3.8
2008-08-25,3.8
2008-08-26,3.8
2008-08-27,3.8
2008-08-28,3.8
2008-08-29,3.8
2008-09-02,3.8
2008-09-03,3.8
2008-09-04,3.8
2008-09-05,3.25
2008-09-08,3.25
2008-09-09,3.25
2008-09-10,3.25
2008-09-11,3.25
2008-09-12,2.81
2008-09-15,2.81
2008-09-16,2.81
2008-09-17,2.81
2008-09-18,2.81
2008-09-19,2.81
2008-09-22,2.81
2008-09-23,2.81
2008-09-24,2.81
2008-09-25,2.58
2008-09-26,2.99
2008-09-29,3.25
2008-09-30,2.75
2008-10-01,2.96
2008-10-02,2.69
2008-10-03,2
2008-10-06,2.14
2008-10-07,2.21
2008-10-08,2.02
2008-10-09,2.36
2008-10-10,1.9
2008-10-13,2.44
2008-10-14,2.44
2008-10-15,2.44
2008-10-16,2.4
2008-10-17,2.25
2008-10-20,2
2008-10-21,2.36
2008-10-22,2
2008-10-23,2.08
2008-10-24,2
2008-10-27,2.08
2008-10-28,2.04
2008-10-29,2.04
2008-10-30,2.24
2008-10-31,2
2008-11-03,2
2008-11-04,3.04
2008-11-05,2.55
2008-11-06,2.25
2008-11-07,2.98
2008-11-10,2.5
2008-11-11,2.7
2008-11-12,2.99
2008-11-13,2.5
2008-11-14,2.6
2008-11-17,2.6
2008-11-18,2.6
2008-11-19,2.6
2008-11-20,2.56
2008-11-21,2.5
2008-11-24,1.8
2008-11-25,2.42
2008-11-26,2.1
2008-11-28,2.22
2008-12-01,2.18
2008-12-02,2.14
2008-12-03,2.12
2008-12-04,2.14
2008-12-05,2.14
2008-12-08,2.14
2008-12-09,2.23
2008-12-10,2
2008-12-11,1.91
2008-12-12,2.08
2008-12-15,2.04
2008-12-16,2.05
2008-12-17,1.55
2008-12-18,2.17
2008-12-19,2.17
2008-12-22,1.55
2008-12-23,1.9
2008-12-24,2.18
2008-12-29,1.92
2008-12-30,1.92
2008-12-31,1.96
2009-01-02,1.92
2009-01-05,2.2
2009-01-06,1.85
2009-01-07,1.96
2009-01-08,2
2009-01-09,2.52
2009-01-12,1.79
2009-01-13,1.55
2009-01-14,1.8
2009-01-15,2.25
2009-01-16,1.55
2009-01-20,1.55
2009-01-21,1.55
2009-01-22,1.55
2009-01-23,1.55
2009-01-26,1.55
2009-01-27,1.55
2009-01-30,1.61
2009-02-02,1.55
2009-02-03,1.55
2009-02-04,1.55
2009-02-05,1.55
2009-02-06,1.81
2009-02-09,1.96
2009-02-10,1.55
2009-02-11,1.55
2009-02-13,2.24
2009-02-17,1.55
2009-02-18,1.55
2009-02-19,2.25
2009-02-20,1.55
2009-02-23,1.55
2009-02-24,1.55
2009-02-25,1.55
2009-02-26,1.55
2009-03-02,1.66
2009-03-03,1.55
2009-03-04,1.55
2009-03-05,1
2009-03-06,1.55
2009-03-09,1.55
2009-03-10,2.25
2009-03-11,1.6
2009-03-12,2
2009-03-13,1.6
2009-03-16,1.7
2009-03-17,2.14
2009-03-18,1.55
2009-03-19,1.68
2009-03-20,2
2009-03-23,1.55
2009-03-24,1.68
2009-03-25,2
2009-03-26,1.68
2009-03-27,1.68
2009-03-30,1.68
2009-03-31,1.82
2009-04-01,1.55
2009-04-02,1.55
2009-04-03,1.31
2009-04-06,1.31
2009-04-07,1.3
2009-04-08,1.3
2009-04-09,1.3
2009-04-13,1.3
2009-04-14,1.3
2009-04-15,1.9
2009-04-16,1.61
2009-04-17,1.7
2009-04-20,1.64
2009-04-21,1.96
2009-04-22,1.61
2009-04-23,1.7
2009-04-24,1.7
2009-04-27,1.61
2009-04-28,1.31
2009-04-29,1.85
2009-04-30,1.33
2009-05-01,1.52
2009-05-04,1.71
2009-05-05,1.78
2009-05-06,1.52
2009-05-07,1.5
2009-05-08,1.42
2009-05-11,1.3
2009-05-12,1.42
2009-05-13,1.84
2009-05-14,1.38
2009-05-15,1.38
2009-05-18,1.38
2009-05-19,1.38
2009-05-20,1.36
2009-05-21,1.88
2009-05-22,1.88
2009-05-26,1.9
2009-05-27,1.46
2009-05-28,1.46
2009-05-29,1.46
2009-06-01,1.46
2009-06-02,1.85
2009-06-03,1.46
2009-06-04,1.5
2009-06-05,2.25
2009-06-08,1.5
2009-06-09,1.99
2009-06-10,1.99
2009-06-11,1.61
2009-06-12,1.61
2009-06-15,1.47
2009-06-16,1.47
2009-06-17,1.34
2009-06-18,1.4
2009-06-19,1.63
2009-06-22,1.4
2009-06-23,1.4
2009-06-24,1.4
2009-06-25,1.34
2009-06-26,1.4
2009-06-29,1.34
2009-06-30,1.4
2009-07-01,1.4
2009-07-02,1.4
2009-07-06,1.4
2009-07-07,1.34
2009-07-08,1.4
2009-07-09,1.4
2009-07-10,1.34
2009-07-13,1.34
2009-07-14,1.31
2009-07-15,1.25
2009-07-16,1.1
2009-07-17,1.1
2009-07-20,1.02
2009-07-21,1.1
2009-07-22,1.1
2009-07-23,1.1
2009-07-24,1.1
2009-07-27,1.1
2009-07-28,1.02
2009-07-29,1.01
2009-07-30,1.19
2009-07-31,1.03
2009-08-03,1.01
2009-08-04,1.05
2009-08-05,1.05
2009-08-06,1.05
2009-08-07,1.1
2009-08-10,0.98
2009-08-11,0.99
2009-08-13,0.91
2009-08-14,0.95
2009-08-17,0.95
2009-08-18,0.9
2009-08-19,0.76
2009-08-20,1.07
2009-08-21,1.17
2009-08-24,1.16
2009-08-25,1.4
2009-08-26,1.21
2009-08-27,1.17
2009-08-28,1.35
2009-08-31,1.18
2009-09-01,1.18
2009-09-02,1.02
2009-09-03,1.03
2009-09-04,1
2009-09-08,1
2009-09-09,1.11
2009-09-10,1.15
2009-09-11,1.06
2009-09-14,1.1
2009-09-15,1.19
2009-09-16,1.07
2009-09-17,1.07
2009-09-18,1.07
2009-09-21,0.96
2009-09-22,0.95
2009-09-23,0.9
2009-09-24,0.77
2009-09-25,0.86
2009-09-28,0.87
2009-09-29,0.87
2009-09-30,0.84
2009-10-01,0.83
2009-10-02,0.8
2009-10-05,0.75
2009-10-06,0.89
2009-10-07,0.8
2009-10-08,0.96
2009-10-09,1.1
2009-10-12,1.1
2009-10-13,0.96
2009-10-14,1.14
2009-10-15,1.12
2009-10-16,1.06
2009-10-19,1.16
2009-10-20,1.2
2009-10-21,1.27
2009-10-22,1.3
2009-10-23,1.15
2009-10-26,1.34
2009-10-27,1.37
2009-10-28,1.36
2009-10-29,1.35
2009-10-30,1.35
2009-11-02,1.35
2009-11-03,1.25
2009-11-04,1.25
2009-11-05,1.16
2009-11-06,1.38
2009-11-09,1.25
2009-11-10,1.25
2009-11-11,1.25
2009-11-12,1.25
2009-11-13,1.25
2009-11-16,1.25
2009-11-17,1.01
2009-11-18,1.01
2009-11-19,1.4
2009-11-20,1.08
2009-11-23,1.55
2009-11-24,1.8
2009-11-25,1.8
2009-11-27,1.35
2009-11-30,1.35
2009-12-01,1.8
2009-12-02,1.35
2009-12-03,1.35
2009-12-04,1.35
2009-12-07,1.5
2009-12-08,1.33
2009-12-09,1.25
2009-12-10,1.25
2009-12-11,1.25
2009-12-14,1.2
2009-12-15,1.2
2009-12-16,1.2
2009-12-17,1.2
2009-12-18,1.2
2009-12-21,1.2
2009-12-22,1.15
2009-12-23,1.3
2009-12-24,1.3
2009-12-28,1.3
2009-12-29,1.19
2009-12-30,1.19
2009-12-31,1.19
2010-01-04,1.19
2010-01-05,1.19
2010-01-06,1.19
2010-01-07,1.33
2010-01-08,1.17
2010-01-11,1.26
2010-01-12,1.27
2010-01-13,1.26
2010-01-14,1.26
2010-01-15,1.26
2010-01-19,1.26
2010-01-20,1.26
2010-01-21,1.26
2010-01-22,1.17
2010-01-25,1.26
2010-01-26,1.26
2010-01-27,1.26
2010-01-28,1.26
2010-01-29,1.26
2010-02-01,1.26
2010-02-02,1.17
2010-02-03,1.17
2010-02-04,1.17
2010-02-05,1.17
2010-02-08,1.17
2010-02-09,1.17
2010-02-10,1.17
2010-02-11,1.17
2010-02-12,1.17
2010-02-16,1.17
2010-02-17,1.17
2010-02-18,1.16
2010-02-19,1.15
2010-02-22,1.15
2010-02-23,1.15
2010-02-24,1.15
2010-02-25,1.15
2010-02-26,1.18
2010-03-01,1.15
2010-03-02,1.15
2010-03-03,1.15
2010-03-04,1.15
2010-03-05,1.15
2010-03-08,1.15
2010-03-09,1.11
2010-03-10,1.15
2010-03-11,1.13
2010-03-12,1.23
2010-03-15,1.16
2010-03-16,1.16
2010-03-17,1.16
2010-03-18,1.16
2010-03-19,1.16
2010-03-22,1.16
2010-03-23,1.16
2010-03-24,1.16
2010-03-25,1.16
2010-03-26,1.16
2010-03-29,1.16
2010-03-30,1.16
2010-03-31,1.24
2010-04-01,1.16
2010-04-05,1.16
2010-04-06,1.16
2010-04-07,1.16
2010-04-08,1.25
2010-04-09,1.17
2010-04-12,1.25
2010-04-13,1.25
2010-04-14,1.25
2010-04-15,1.25
2010-04-16,1.16
2010-04-19,1.16
2010-04-20,1.16
2010-04-21,1.16
2010-04-22,1.15
2010-04-23,1.15
2010-04-26,1.11
2010-04-27,1.14
2010-04-28,1.1
2010-04-29,1.13
2010-04-30,1.25
2010-05-03,1.2
2010-05-04,1.2
2010-05-05,1.1
2010-05-06,1.02
2010-05-07,0.95
2010-05-10,0.95
2010-05-11,0.95
2010-05-12,0.95
2010-05-13,0.95
2010-05-14,0.87
2010-05-17,0.87
2010-05-18,0.93
2010-05-19,0.93
2010-05-20,0.93
2010-05-21,0.93
2010-05-24,0.93
2010-05-25,0.93
2010-05-26,0.93
2010-05-27,0.95
2010-05-28,0.77
2010-06-01,0.95
2010-06-02,0.93
2010-06-03,0.95
2010-06-04,0.95
2010-06-07,0.95
2010-06-08,0.95
2010-06-09,0.98
2010-06-10,0.98
2010-06-11,0.98
2010-06-14,0.98
2010-06-15,0.98
2010-06-16,1.09
2010-06-17,1.09
2010-06-18,0.93
2010-06-21,1.09
2010-06-22,1.09
2010-06-23,1.09
2010-06-24,1.09
2010-06-25,1.09
2010-06-28,1.09
2010-06-29,1.09
2010-06-30,1.32
2010-07-01,1.01
2010-07-02,1.09
2010-07-06,1.09
2010-07-07,1.15
2010-07-08,1.15
2010-07-09,1.15
2010-07-12,1.15
2010-07-13,1.15
2010-07-14,1.15
2010-07-15,1.3
2010-07-16,1.15
2010-07-19,1.09
2010-07-20,0.95
2010-07-21,1.19
2010-07-22,1.15
2010-07-23,1.15
2010-07-26,1.15
2010-07-27,1.25
2010-07-28,1.1
2010-07-29,1.09
2010-07-30,1.01
2010-08-02,1.03
2010-08-03,1.01
2010-08-04,1.03
2010-08-05,1.02
2010-08-06,1.01
2010-08-09,1.01
2010-08-10,1.01
2010-08-11,1.01
2010-08-12,1.03
2010-08-13,1.03
2010-08-16,1.01
2010-08-17,1.01
2010-08-18,1.01
2010-08-19,1.01
2010-08-20,1.01
2010-08-23,1.01
2010-08-24,1.01
2010-08-25,1.04
2010-08-26,1.1
2010-08-27,1.01
2010-08-30,1.01
2010-08-31,1.01
2010-09-01,1.01
2010-09-02,1.18
2010-09-03,1.1
2010-09-07,1.1
2010-09-08,1.1
2010-09-09,1.01
2010-09-10,1.1
2010-09-13,1.1
2010-09-14,1.1
2010-09-15,1.1
2010-09-16,1.01
2010-09-17,1.1
2010-09-20,1.1
2010-09-21,1.1
2010-09-22,1.1
2010-09-23,1.1
2010-09-24,1.1
2010-09-27,1.1
2010-09-28,1.1
2010-09-29,1.1
2010-09-30,1.1
2010-10-01,1.05
2010-10-04,1.05
2010-10-05,1.05
2010-10-06,1.05
2010-10-07,1.05
2010-10-08,1.05
2010-10-11,1.05
2010-10-12,1.05
2010-10-13,1.05
2010-10-14,0.96
2010-10-15,1.05
2010-10-18,1.05
2010-10-19,1.05
2010-10-20,1.05
2010-10-21,1.15
2010-10-22,1.15
2010-10-25,1.21
2010-10-26,1.08
2010-10-27,1.1
2010-10-28,0.95
2010-10-29,1.06
2010-11-01,1.05
2010-11-02,1.05
2010-11-03,1.05
2010-11-04,1.05
2010-11-05,1.06
2010-11-08,1.05
2010-11-09,1.05
2010-11-10,1.05
2010-11-11,1.08
2010-11-12,1.1
2010-11-15,1.11
2010-11-16,1.24
2010-11-17,1.12
2010-11-18,1.12
2010-11-19,1.15
2010-11-22,1.19
2010-11-23,1.12
2010-11-24,1.12
2010-11-26,1.12
2010-11-29,1.12
2010-11-30,1.24
2010-12-01,1.15
2010-12-02,1.12
2010-12-03,1.2
2010-12-06,1.12
2010-12-07,1.06
2010-12-08,1.13
2010-12-09,1.05
2010-12-10,1.05
2010-12-13,1.05
2010-12-14,1.15
2010-12-15,1.05
2010-12-16,1.05
2010-12-17,0.95
2010-12-20,0.95
2010-12-21,0.95
2010-12-22,0.95
2010-12-23,0.97
2010-12-27,0.99
2010-12-28,1.01
2010-12-29,0.99
2010-12-30,1.01
2010-12-31,1.01
2011-01-03,1.01
2011-01-04,1.01
2011-01-05,0.95
2011-01-06,1.01
2011-01-07,1.01
2011-01-10,1.01
2011-01-11,1.01
2011-01-12,1.01
2011-01-13,1.01
2011-01-14,1.01
2011-01-18,1.01
2011-01-19,1.01
2011-01-20,1.02
2011-01-21,1.02
2011-01-24,1.02
2011-01-25,0.95
2011-01-26,0.82
2011-01-27,0.96
2011-01-28,1
2011-01-31,0.96
2011-02-01,0.96
2011-02-02,0.88
2011-02-03,0.96
2011-02-04,1
2011-02-07,0.96
2011-02-08,1
2011-02-09,1
2011-02-10,1
2011-02-11,1.15
2011-02-14,1.01
2011-02-15,1.01
2011-02-16,1.01
2011-02-17,1.01
2011-02-18,1.01
2011-02-22,1.01
2011-02-23,1.01
2011-02-24,1.01
2011-02-25,1.15
2011-02-28,1.09
2011-03-01,1.09
2011-03-02,1.09
2011-03-03,1.15
2011-03-04,1.05
2011-03-07,1.01
2011-03-08,1.06
2011-03-09,1.14
2011-03-10,1.14
2011-03-11,1.06
2011-03-14,1.01
2011-03-15,1.01
2011-03-16,1.01
2011-03-17,1.01
2011-03-18,1.01
2011-03-21,1.15
2011-03-22,1.15
2011-03-23,1.03
2011-03-24,1.03
2011-03-25,1.03
2011-03-28,1.01
2011-03-29,1.06
2011-03-30,1.02
2011-03-31,1.02
2011-04-01,1.02
2011-04-04,1.02
2011-04-05,1.02
2011-04-06,1.02
2011-04-07,0.99
2011-04-08,0.98
2011-04-11,0.98
2011-04-12,0.98
2011-04-13,1.4
2011-04-14,1.3
2011-04-15,1.45
2011-04-18,1.32
2011-04-19,1.39
2011-04-20,1.28
2011-04-21,1.24
2011-04-25,1.25
2011-04-26,1.3
2011-04-27,1.2
2011-04-28,1.16
2011-04-29,1.17
2011-05-02,1.35
2011-05-03,1.29
2011-05-04,1.21
2011-05-05,1.21
2011-05-06,1.3
2011-05-09,1.28
2011-05-10,1.26
2011-05-11,1.21
2011-05-12,1.21
2011-05-13,1.22
2011-05-16,1.19
2011-05-17,1.03
2011-05-18,0.96
2011-05-19,1.13
2011-05-20,1.29
2011-05-23,1.27
2011-05-24,1.33
2011-05-25,1.33
2011-05-26,1.25
2011-05-27,1.25
2011-05-31,1.26
2011-06-01,1.17
2011-06-02,1.18
2011-06-03,1.19
2011-06-06,1.24
2011-06-07,1.11
2011-06-08,1.11
2011-06-09,1.35
2011-06-10,1.2
2011-06-13,1.2
2011-06-14,1.1
2011-06-15,1.05
2011-06-16,1.23
2011-06-17,1.2
2011-06-20,1.19
2011-06-21,1.15
2011-06-22,1.05
2011-06-23,1.05
2011-06-24,1.15
2011-06-27,1.08
2011-06-28,1.07
2011-06-29,1.04
2011-06-30,1.17
2011-07-01,1.07
2011-07-05,1.07
2011-07-06,1.07
2011-07-07,1.07
2011-07-08,1.09
2011-07-11,1.02
2011-07-12,1.09
2011-07-13,1.04
2011-07-14,1.04
2011-07-15,1.04
2011-07-18,1.04
2011-07-19,1.04
2011-07-20,1.04
2011-07-21,1.04
2011-07-22,1.05
2011-07-25,1.07
2011-07-26,1.05
2011-07-27,1.05
2011-07-28,1.08
2011-07-29,1.06
2011-08-01,1.05
2011-08-02,1.05
2011-08-03,1.06
2011-08-04,1.01
2011-08-05,1
2011-08-08,0.97
2011-08-09,0.93
2011-08-10,0.95
2011-08-11,0.95
2011-08-12,0.91
2011-08-15,0.98
2011-08-16,0.96
2011-08-17,0.91
2011-08-18,0.91
2011-08-19,0.92
2011-08-22,0.91
2011-08-23,0.85
2011-08-24,0.82
2011-08-25,0.82
2011-08-26,0.8
2011-08-29,0.82
2011-08-30,0.81
2011-08-31,0.85
2011-09-01,0.81
2011-09-02,0.8
2011-09-06,0.86
2011-09-07,0.81
2011-09-08,0.84
2011-09-09,0.84
2011-09-12,0.84
2011-09-13,0.84
2011-09-14,0.89
2011-09-15,0.81
2011-09-16,0.77
2011-09-19,1.02
2011-09-20,0.86
2011-09-21,0.83
2011-09-22,0.82
2011-09-23,0.77
2011-09-26,0.63
2011-09-27,0.54
2011-09-28,0.44
2011-09-29,0.44
2011-09-30,0.44
2011-10-03,0.45
2011-10-04,0.38
2011-10-05,0.5
2011-10-06,0.57
2011-10-07,0.59
2011-10-10,0.59
2011-10-11,0.59
2011-10-12,0.59
2011-10-13,0.59
2011-10-14,0.59
2011-10-17,0.59
2011-10-18,0.59
2011-10-19,0.59
2011-10-20,0.43
2011-10-21,0.47
2011-10-24,0.56
2011-10-25,0.51
2011-10-26,0.5
2011-10-27,0.5
2011-10-28,0.5
2011-10-31,0.43
2011-11-01,0.45
2011-11-02,0.45
2011-11-03,0.35
2011-11-04,0.35
2011-11-07,0.33
2011-11-08,0.4
2011-11-09,0.4
2011-11-10,0.4
2011-11-11,0.5
2011-11-14,0.4
2011-11-15,0.25
2011-11-16,0.34
2011-11-17,0.25
2011-11-18,0.32
2011-11-21,0.27
2011-11-22,0.24
2011-11-23,0.24
2011-11-25,0.24
2011-11-28,0.25
2011-11-29,0.3
2011-11-30,0.61
2011-12-01,0.4
2011-12-02,0.47
2011-12-05,0.23
2011-12-06,0.22
2011-12-07,0.24
2011-12-08,0.21
2011-12-09,0.24
2011-12-12,0.17
2011-12-13,0.2
2011-12-14,0.17
2011-12-15,0.17
2011-12-16,0.12
2011-12-19,0.12
2011-12-20,0.12
2011-12-21,0.12
2011-12-22,0.12
2011-12-23,0.12
2011-12-27,0.12
2011-12-28,0.12
2011-12-29,0.12
2011-12-30,0.12
2012-01-03,0.11
2012-01-04,0.11
2012-01-05,0.11
2012-01-06,0.12
2012-01-09,0.11
2012-01-10,0.12
2012-01-11,0.12
2012-01-12,0.12
2012-01-13,0.12
2012-01-17,0.12
2012-01-18,0.2
2012-01-19,0.29
2012-01-20,0.3
2012-01-23,0.29
2012-01-24,0.23
2012-01-25,0.18
2012-01-26,0.24
2012-01-27,0.25
2012-01-30,0.28
2012-01-31,0.22
2012-02-01,0.22
2012-02-02,0.22
2012-02-03,0.21
2012-02-06,0.2
