"Index","AIXG.Close"
2008-04-23,14.98
2008-04-24,15.21
2008-04-25,15.5
2008-04-28,15.47
2008-04-29,15.92
2008-04-30,15.49
2008-05-01,15.75
2008-05-02,15.82
2008-05-05,15.63
2008-05-06,15.91
2008-05-07,15.52
2008-05-08,14
2008-05-09,14.11
2008-05-12,14.61
2008-05-13,14.56
2008-05-14,14.5
2008-05-15,14.24
2008-05-16,14.45
2008-05-19,14.86
2008-05-20,14.79
2008-05-21,14.9
2008-05-22,15.35
2008-05-23,14.76
2008-05-27,14.95
2008-05-28,14.95
2008-05-29,14.77
2008-05-30,14.89
2008-06-02,14.83
2008-06-03,15.11
2008-06-04,14.98
2008-06-05,15.17
2008-06-06,15
2008-06-09,14.64
2008-06-10,13.49
2008-06-11,12.25
2008-06-12,12.34
2008-06-13,11.91
2008-06-16,12.88
2008-06-17,12.39
2008-06-18,12.66
2008-06-19,12.31
2008-06-20,11.73
2008-06-23,11.27
2008-06-24,11.6
2008-06-25,11.68
2008-06-26,11.16
2008-06-27,11.13
2008-06-30,10.29
2008-07-01,10.11
2008-07-02,9.74
2008-07-03,10.18
2008-07-07,10
2008-07-08,9.9
2008-07-09,10.06
2008-07-10,10.29
2008-07-11,9.98
2008-07-14,9.74
2008-07-15,9.39
2008-07-16,9.1
2008-07-17,9.93
2008-07-18,10.26
2008-07-21,10.03
2008-07-22,9.87
2008-07-23,9.48
2008-07-24,8.86
2008-07-25,9.19
2008-07-28,8.91
2008-07-29,8.96
2008-07-30,8.92
2008-07-31,8.99
2008-08-01,8.85
2008-08-04,9.7
2008-08-05,9.59
2008-08-06,9.18
2008-08-07,9.39
2008-08-08,9.17
2008-08-11,9.56
2008-08-12,9.52
2008-08-13,9.84
2008-08-14,10.8
2008-08-15,10.54
2008-08-18,10.29
2008-08-19,10.17
2008-08-20,10.37
2008-08-21,10.39
2008-08-22,10.49
2008-08-25,10.23
2008-08-26,10.06
2008-08-27,10.09
2008-08-28,10.53
2008-08-29,10.48
2008-09-02,10.45
2008-09-03,10.05
2008-09-04,8.97
2008-09-05,8.82
2008-09-08,8.52
2008-09-09,8.28
2008-09-10,7.75
2008-09-11,7.99
2008-09-12,7.47
2008-09-15,7.06
2008-09-16,7.25
2008-09-17,7
2008-09-18,7.28
2008-09-19,7.75
2008-09-22,7.65
2008-09-23,7.17
2008-09-24,7
2008-09-25,6.89
2008-09-26,6.5
2008-09-29,5.75
2008-09-30,6
2008-10-01,5.9
2008-10-02,5.79
2008-10-03,5.7
2008-10-06,5.19
2008-10-07,4.65
2008-10-08,4.78
2008-10-09,4.26
2008-10-10,4.24
2008-10-13,5.36
2008-10-14,5.43
2008-10-15,4.67
2008-10-16,4.6
2008-10-17,4.68
2008-10-20,4.84
2008-10-21,4.65
2008-10-22,4.32
2008-10-23,4.2
2008-10-24,4.15
2008-10-27,3.53
2008-10-28,4.07
2008-10-29,4.31
2008-10-30,4.74
2008-10-31,4.99
2008-11-03,5.01
2008-11-04,5.55
2008-11-05,5.22
2008-11-06,4.43
2008-11-07,4.65
2008-11-10,4.55
2008-11-11,4.51
2008-11-12,4.18
2008-11-13,4.61
2008-11-14,4.32
2008-11-17,4.02
2008-11-18,4.12
2008-11-19,3.6
2008-11-20,3.58
2008-11-21,3.87
2008-11-24,4.5
2008-11-25,4.45
2008-11-26,4.72
2008-11-28,4.56
2008-12-01,4.18
2008-12-02,4.14
2008-12-03,4.57
2008-12-04,4.33
2008-12-05,4.39
2008-12-08,4.5
2008-12-09,4.79
2008-12-10,5.11
2008-12-11,5.25
2008-12-12,5.11
2008-12-15,5.3
2008-12-16,5.46
2008-12-17,5.54
2008-12-18,5.52
2008-12-19,5.43
2008-12-22,5.75
2008-12-23,5.73
2008-12-24,5.72
2008-12-26,5.81
2008-12-29,6.2
2008-12-30,6.9
2008-12-31,6.81
2009-01-02,6.58
2009-01-05,6.44
2009-01-06,6.22
2009-01-07,6.2
2009-01-08,5.7
2009-01-09,5.38
2009-01-12,5.29
2009-01-13,5.26
2009-01-14,4.89
2009-01-15,5
2009-01-16,4.99
2009-01-20,4.5
2009-01-21,4.72
2009-01-22,4.44
2009-01-23,4.47
2009-01-26,4.51
2009-01-27,4.58
2009-01-28,5.11
2009-01-29,4.82
2009-01-30,5.06
2009-02-02,4.72
2009-02-03,5.08
2009-02-04,4.81
2009-02-05,4.88
2009-02-06,5.49
2009-02-09,5.47
2009-02-10,5.05
2009-02-11,5.14
2009-02-12,5.02
2009-02-13,5.02
2009-02-17,4.59
2009-02-18,4.55
2009-02-19,4.63
2009-02-20,4.43
2009-02-23,4.14
2009-02-24,4.28
2009-02-25,4.3
2009-02-26,4.14
2009-02-27,4.01
2009-03-02,3.88
2009-03-03,4.01
2009-03-04,4.4
2009-03-05,4.21
2009-03-06,4.11
2009-03-09,3.95
2009-03-10,4.42
2009-03-11,4.67
2009-03-12,5.08
2009-03-13,4.94
2009-03-16,4.75
2009-03-17,4.74
2009-03-18,4.84
2009-03-19,4.9
2009-03-20,4.83
2009-03-23,5.11
2009-03-24,5.09
2009-03-25,5.38
2009-03-26,5.35
2009-03-27,5.07
2009-03-30,5.03
2009-03-31,5.09
2009-04-01,5.28
2009-04-02,5.65
2009-04-03,5.72
2009-04-06,5.71
2009-04-07,5.21
2009-04-08,5.54
2009-04-09,5.92
2009-04-13,6
2009-04-14,6.17
2009-04-15,6.41
2009-04-16,6.67
2009-04-17,6.73
2009-04-20,6.17
2009-04-21,6.73
2009-04-22,6.91
2009-04-23,7.52
2009-04-24,7.62
2009-04-27,7.26
2009-04-28,7.24
2009-04-29,7.67
2009-04-30,7.67
2009-05-01,7.75
2009-05-04,8.12
2009-05-05,8.1
2009-05-06,8.4
2009-05-07,9.04
2009-05-08,9
2009-05-11,9.24
2009-05-12,9.44
2009-05-13,9.18
2009-05-14,9.5
2009-05-15,9.4
2009-05-18,9.95
2009-05-19,10.24
2009-05-20,10.06
2009-05-21,9.89
2009-05-22,10.48
2009-05-26,10.39
2009-05-27,10.86
2009-05-28,11.33
2009-05-29,11.9
2009-06-01,11.97
2009-06-02,11.86
2009-06-03,11.51
2009-06-04,11.64
2009-06-05,11.87
2009-06-08,11.3
2009-06-09,11.44
2009-06-10,11.87
2009-06-11,12.01
2009-06-12,11.7
2009-06-15,11.12
2009-06-16,10.63
2009-06-17,10.72
2009-06-18,11.53
2009-06-19,11.35
2009-06-22,10.3
2009-06-23,10.73
2009-06-24,11.1
2009-06-25,11.45
2009-06-26,11.93
2009-06-29,12.43
2009-06-30,12.36
2009-07-01,12.93
2009-07-02,12.96
2009-07-06,13.67
2009-07-07,13.26
2009-07-08,13.15
2009-07-09,13.56
2009-07-10,13.99
2009-07-13,14.34
2009-07-14,14.62
2009-07-15,15.48
2009-07-16,14.15
2009-07-17,14.6
2009-07-20,14.98
2009-07-21,15.4
2009-07-22,15.28
2009-07-23,15.28
2009-07-24,15.16
2009-07-27,14.34
2009-07-28,15.07
2009-07-29,14.86
2009-07-30,15.49
2009-07-31,16.58
2009-08-03,17.28
2009-08-04,16.13
2009-08-05,15.76
2009-08-06,16.22
2009-08-07,16.79
2009-08-10,16.91
2009-08-11,17.37
2009-08-12,17.97
2009-08-13,18.93
2009-08-14,18.74
2009-08-17,17.84
2009-08-18,18.37
2009-08-19,18.61
2009-08-20,19.39
2009-08-21,20.81
2009-08-24,20.57
2009-08-25,20.7
2009-08-26,21.86
2009-08-27,21.58
2009-08-28,20.64
2009-08-31,19.65
2009-09-01,17.76
2009-09-02,18.66
2009-09-03,19.81
2009-09-04,20.43
2009-09-08,20.86
2009-09-09,21.85
2009-09-10,22.25
2009-09-11,21.59
2009-09-14,21.48
2009-09-15,22.45
2009-09-16,23.16
2009-09-17,24.08
2009-09-18,23.71
2009-09-21,24
2009-09-22,25.61
2009-09-23,25.96
2009-09-24,25.73
2009-09-25,25.46
2009-09-28,27.43
2009-09-29,27
2009-09-30,27.31
2009-10-01,25.05
2009-10-02,25.24
2009-10-05,27.45
2009-10-06,28.82
2009-10-07,28.13
2009-10-08,28.84
2009-10-09,29.51
2009-10-12,30.6
2009-10-13,32.24
2009-10-14,33.52
2009-10-15,31.53
2009-10-16,31.88
2009-10-19,32.64
2009-10-20,31.9
2009-10-21,31.46
2009-10-22,31.59
2009-10-23,30.93
2009-10-26,30.97
2009-10-27,29.27
2009-10-28,25.14
2009-10-29,28.6
2009-10-30,29.64
2009-11-02,28.88
2009-11-03,28.26
2009-11-04,29.7
2009-11-05,30.84
2009-11-06,30.12
2009-11-09,31.24
2009-11-10,30.17
2009-11-11,33.13
2009-11-12,32.3
2009-11-13,33.49
2009-11-16,34.6
2009-11-17,35.33
2009-11-18,34.03
2009-11-19,32.29
2009-11-20,32.3
2009-11-23,34.07
2009-11-24,34.54
2009-11-25,35.99
2009-11-27,35.3
2009-11-30,36.17
2009-12-01,38.24
2009-12-02,38.12
2009-12-03,37.04
2009-12-04,36.36
2009-12-07,37.25
2009-12-08,36.73
2009-12-09,36.62
2009-12-10,37.14
2009-12-11,36.61
2009-12-14,36.57
2009-12-15,35.99
2009-12-16,35.79
2009-12-17,35.18
2009-12-18,34.84
2009-12-21,34.76
2009-12-22,33.56
2009-12-23,33.78
2009-12-24,34.32
2009-12-28,32
2009-12-29,34.7
2009-12-30,33.58
2009-12-31,33.53
2010-01-04,34.4
2010-01-05,34.81
2010-01-06,36.45
2010-01-07,36.13
2010-01-08,36.28
2010-01-11,34.98
2010-01-12,32.6
2010-01-13,33.05
2010-01-14,32.97
2010-01-15,31.27
2010-01-19,31.14
2010-01-20,32.69
2010-01-21,31.52
2010-01-22,30.1
2010-01-25,31.33
2010-01-26,30.54
2010-01-27,30.87
2010-01-28,30.84
2010-01-29,29.64
2010-02-01,30.6
2010-02-02,31.57
2010-02-03,31.85
2010-02-04,29.43
2010-02-05,27.72
2010-02-08,27.63
2010-02-09,28.87
2010-02-10,29.4
2010-02-11,30.03
2010-02-12,29.76
2010-02-16,30.41
2010-02-17,31.41
2010-02-18,31.56
2010-02-19,31.13
2010-02-22,31.94
2010-02-23,30.5
2010-02-24,30.53
2010-02-25,29.94
2010-02-26,29.29
2010-03-01,30.06
2010-03-02,30.82
2010-03-03,31.31
2010-03-04,31.48
2010-03-05,32.03
2010-03-08,32.46
2010-03-09,32.59
2010-03-10,34.96
2010-03-11,34.9
2010-03-12,34.94
2010-03-15,34.73
2010-03-16,36.48
2010-03-17,35.9
2010-03-18,34.71
2010-03-19,33.7
2010-03-22,34.03
2010-03-23,34.76
2010-03-24,33.94
2010-03-25,34.45
2010-03-26,36.06
2010-03-29,35.91
2010-03-30,35.05
2010-03-31,35.68
2010-04-05,38.35
2010-04-06,38.56
2010-04-07,37.56
2010-04-08,36.25
2010-04-09,36.54
2010-04-12,35.99
2010-04-13,35.56
2010-04-14,37.17
2010-04-15,37.4
2010-04-16,36.42
2010-04-19,36.58
2010-04-20,38.35
2010-04-21,37.69
2010-04-22,38.08
2010-04-23,37.95
2010-04-26,37.25
2010-04-27,36.13
2010-04-28,34.75
2010-04-29,31.5
2010-04-30,31.42
2010-05-03,33.12
2010-05-04,30.92
2010-05-05,30.58
2010-05-06,29.55
2010-05-07,30.14
2010-05-10,32.39
2010-05-11,31.95
2010-05-12,33.66
2010-05-13,33.16
2010-05-14,31.24
2010-05-17,32.63
2010-05-18,30.77
2010-05-19,29.17
2010-05-20,27.7
2010-05-21,29.14
2010-05-24,27.71
2010-05-25,25.13
2010-05-26,24.8
2010-05-27,27.51
2010-05-28,26.93
2010-06-01,25.88
2010-06-02,27.02
2010-06-03,26.89
2010-06-04,24.88
2010-06-07,23.64
2010-06-08,23.11
2010-06-09,24.35
2010-06-10,25.1
2010-06-11,25.83
2010-06-14,26.69
2010-06-15,27.75
2010-06-16,27.19
2010-06-17,27.77
2010-06-18,27.54
2010-06-21,27.7
2010-06-22,26.65
2010-06-23,27.05
2010-06-24,26.18
2010-06-25,25.49
2010-06-28,25.5
2010-06-29,24.31
2010-06-30,23.83
2010-07-01,25.63
2010-07-02,26.37
2010-07-06,26.97
2010-07-07,27.89
2010-07-08,28.93
2010-07-09,28.67
2010-07-12,29.64
2010-07-13,30.42
2010-07-14,31.32
2010-07-15,30.21
2010-07-16,30.3
2010-07-19,29.97
2010-07-20,30.1
2010-07-21,29.64
2010-07-22,30.99
2010-07-23,32.13
2010-07-26,33.6
2010-07-27,32.21
2010-07-28,31.41
2010-07-29,30.34
2010-07-30,29.97
2010-08-02,30.21
2010-08-03,30.11
2010-08-04,30.4
2010-08-05,28.18
2010-08-06,28.03
2010-08-09,27.58
2010-08-10,27.41
2010-08-11,25.43
2010-08-12,25.58
2010-08-13,26.08
2010-08-16,26.18
2010-08-17,27.22
2010-08-18,27.01
2010-08-19,25.83
2010-08-20,25.52
2010-08-23,24.73
2010-08-24,24.3
2010-08-25,24.83
2010-08-26,24.75
2010-08-27,25.08
2010-08-30,24.88
2010-08-31,24.67
2010-09-01,26.2
2010-09-02,26.6
2010-09-03,26.86
2010-09-07,26.16
2010-09-08,24.78
2010-09-09,24.91
2010-09-10,25.07
2010-09-13,25.8
2010-09-14,26.84
2010-09-15,26.75
2010-09-16,26.52
2010-09-17,27.3
2010-09-20,28.24
2010-09-21,28.14
2010-09-22,28.59
2010-09-23,28.31
2010-09-24,29.09
2010-09-27,29
2010-09-28,29.59
2010-09-29,29.92
2010-09-30,29.78
2010-10-01,29.13
2010-10-04,28.25
2010-10-05,29.16
2010-10-06,29
2010-10-07,28.89
2010-10-08,28.58
2010-10-11,28.8
2010-10-12,28.69
2010-10-13,31.78
2010-10-14,32.62
2010-10-15,32.03
2010-10-18,31.43
2010-10-19,30.02
2010-10-20,29.78
2010-10-21,30.3
2010-10-22,31.83
2010-10-25,33.04
2010-10-26,32.09
2010-10-27,32.77
2010-10-28,32.2
2010-10-29,32.52
2010-11-01,32.23
2010-11-02,33.06
2010-11-03,32.56
2010-11-04,33.44
2010-11-05,33.66
2010-11-08,34.64
2010-11-09,34.13
2010-11-10,33.46
2010-11-11,32.79
2010-11-12,32
2010-11-15,32.67
2010-11-16,31.9
2010-11-17,32.56
2010-11-18,33.65
2010-11-19,33.56
2010-11-22,33.43
2010-11-23,32.11
2010-11-24,32.65
2010-11-26,32.92
2010-11-29,31.68
2010-11-30,30.66
2010-12-01,31.28
2010-12-02,33.12
2010-12-03,34.2
2010-12-06,34.01
2010-12-07,35.04
2010-12-08,36
2010-12-09,35.73
2010-12-10,36.22
2010-12-13,37.32
2010-12-14,35.76
2010-12-15,34.8
2010-12-16,34.36
2010-12-17,33.96
2010-12-20,33.95
2010-12-21,33.31
2010-12-22,33.11
2010-12-23,35.7
2010-12-27,35.7
2010-12-28,37.79
2010-12-29,36.92
2010-12-30,36.63
2010-12-31,37.2
2011-01-03,36.89
2011-01-04,37.92
2011-01-05,37.9
2011-01-06,39.25
2011-01-07,40.2
2011-01-10,39.88
2011-01-11,42
2011-01-12,43.92
2011-01-13,43.02
2011-01-14,43.22
2011-01-18,42.81
2011-01-19,41.15
2011-01-20,39.91
2011-01-21,40.87
2011-01-24,40.13
2011-01-25,40.92
2011-01-26,43
2011-01-27,43.08
2011-01-28,40.84
2011-01-31,41.5
2011-02-01,42.63
2011-02-02,42.64
2011-02-03,41.9
2011-02-04,41.99
2011-02-07,42.96
2011-02-08,43.88
2011-02-09,43.9
2011-02-10,43.77
2011-02-11,43.29
2011-02-14,43.36
2011-02-15,42.67
2011-02-16,43.21
2011-02-17,43.82
2011-02-18,41.43
2011-02-22,40.99
2011-02-23,39.8
2011-02-24,40.07
2011-02-25,40.93
2011-02-28,41.89
2011-03-01,42.27
2011-03-02,43.56
2011-03-03,44.5
2011-03-04,42.31
2011-03-07,43.28
2011-03-08,43.87
2011-03-09,42.6
2011-03-10,40.8
2011-03-11,40.93
2011-03-14,40.68
2011-03-15,39.87
2011-03-16,39.1
2011-03-17,40.61
2011-03-18,40.92
2011-03-21,43.27
2011-03-22,41.69
2011-03-23,40.92
2011-03-24,41.49
2011-03-25,41.11
2011-03-28,41.55
2011-03-29,41.97
2011-03-30,42.95
2011-03-31,43.88
2011-04-01,43.84
2011-04-04,44.88
2011-04-05,44.02
2011-04-06,43.98
2011-04-07,43.03
2011-04-08,43.45
2011-04-11,43.4
2011-04-12,42.47
2011-04-13,43.15
2011-04-14,41.56
2011-04-15,41.39
2011-04-18,39.6
2011-04-19,40
2011-04-20,41.77
2011-04-21,42.06
2011-04-25,41.68
2011-04-26,42.48
2011-04-27,43.66
2011-04-28,42.11
2011-04-29,42.45
2011-05-02,42.41
2011-05-03,41.4
2011-05-04,40.97
2011-05-05,39.37
2011-05-06,39.8
2011-05-09,40.04
2011-05-10,40.69
2011-05-11,38.89
2011-05-12,38.88
2011-05-13,38.5
2011-05-16,38.1
2011-05-17,38.7
2011-05-18,39.4
2011-05-19,39.66
2011-05-20,38.6
2011-05-23,37.51
2011-05-24,37.81
2011-05-25,38.2
2011-05-26,38.27
2011-05-27,38.66
2011-05-31,39.78
2011-06-01,38.74
2011-06-02,39.04
2011-06-03,39.63
2011-06-06,39.26
2011-06-07,39.32
2011-06-08,38.83
2011-06-09,38.78
2011-06-10,37.66
2011-06-13,37.88
2011-06-14,38.4
2011-06-15,36.22
2011-06-16,35.28
2011-06-17,35.81
2011-06-20,34.85
2011-06-21,35.4
2011-06-22,34.2
2011-06-23,33.99
2011-06-24,32.97
2011-06-27,32.65
2011-06-28,32.9
2011-06-29,34.06
2011-06-30,34.12
2011-07-01,35.32
2011-07-05,33.24
2011-07-06,31.73
2011-07-07,32.02
2011-07-08,30.55
2011-07-11,29.92
2011-07-12,29.31
2011-07-13,29.59
2011-07-14,28.5
2011-07-15,28.71
2011-07-18,27.26
2011-07-19,28.67
2011-07-20,26.72
2011-07-21,27.55
2011-07-22,28.06
2011-07-25,28.11
2011-07-26,29.01
2011-07-27,28.73
2011-07-28,27.37
2011-07-29,26.85
2011-08-01,27.43
2011-08-02,25.28
2011-08-03,25.81
2011-08-04,23.55
2011-08-05,24.65
2011-08-08,22.99
2011-08-09,25.43
2011-08-10,23.61
2011-08-11,25.6
2011-08-12,26.36
2011-08-15,26.66
2011-08-16,24.86
2011-08-17,22.39
2011-08-18,20.57
2011-08-19,20.35
2011-08-22,20.74
2011-08-23,22.82
2011-08-24,22.15
2011-08-25,21.28
2011-08-26,21.85
2011-08-29,22.88
2011-08-30,22.53
2011-08-31,22.59
2011-09-01,21.52
2011-09-02,20.38
2011-09-06,20.01
2011-09-07,20.67
2011-09-08,19.68
2011-09-09,18.93
2011-09-12,18.63
2011-09-13,18.89
2011-09-14,19.38
2011-09-15,16.75
2011-09-16,16.61
2011-09-19,16.47
2011-09-20,16.63
2011-09-21,16.17
2011-09-22,15.11
2011-09-23,15.43
2011-09-26,16.21
2011-09-27,16.61
2011-09-28,16.26
2011-09-29,15.94
2011-09-30,14.52
2011-10-03,13.47
2011-10-04,14.01
2011-10-05,14.37
2011-10-06,15.13
2011-10-07,14.45
2011-10-10,14.98
2011-10-11,14.6
2011-10-12,14.96
2011-10-13,15.36
2011-10-14,15.5
2011-10-17,14.22
2011-10-18,14.03
2011-10-19,13.68
2011-10-20,13.28
2011-10-21,13.02
2011-10-24,14.03
2011-10-25,13.77
2011-10-26,14.53
2011-10-27,15.13
2011-10-28,15.27
2011-10-31,14.08
2011-11-01,13.71
2011-11-02,13.6
2011-11-03,14.94
2011-11-04,16.43
2011-11-07,16.1
2011-11-08,15.73
2011-11-09,14.54
2011-11-10,14.25
2011-11-11,14.35
2011-11-14,13.89
2011-11-15,13.12
2011-11-16,12.91
2011-11-17,12.54
2011-11-18,12.66
2011-11-21,12.05
2011-11-22,11.76
2011-11-23,11.26
2011-11-25,11.46
2011-11-28,12.22
2011-11-29,12.17
2011-11-30,13.08
2011-12-01,13.55
2011-12-02,12.85
2011-12-05,13.21
2011-12-06,12.9
2011-12-07,12.57
2011-12-08,11.78
2011-12-09,12.18
2011-12-12,11.71
2011-12-13,11.27
2011-12-14,11.34
2011-12-15,11.62
2011-12-16,11.71
2011-12-19,11.47
2011-12-20,12.22
2011-12-21,12.17
2011-12-22,12.3
2011-12-23,12.21
2011-12-27,12.24
2011-12-28,12.16
2011-12-29,12.54
2011-12-30,12.7
2012-01-03,13.68
2012-01-04,13.76
2012-01-05,13.74
2012-01-06,13.78
2012-01-09,13.72
2012-01-10,13.72
2012-01-11,14.67
2012-01-12,14.96
2012-01-13,14.27
2012-01-17,15.04
2012-01-18,15.48
2012-01-19,15.86
2012-01-20,15.52
2012-01-23,15.52
2012-01-24,14.65
2012-01-25,14.49
