"Index","AIXG.Close"
2012-01-26,14.23
2012-01-27,14.3
2012-01-30,13.77
2012-01-31,13.56
2012-02-01,14.06
2012-02-02,14.5
2012-02-03,15.25
2012-02-06,14.78
2012-02-07,14.51
2012-02-08,15.36
2012-02-09,15.6
2012-02-10,15.4
2012-02-13,15.68
2012-02-14,15.24
2012-02-15,16.04
2012-02-16,16.28
2012-02-17,17.57
2012-02-21,17.42
2012-02-22,17.65
2012-02-23,17.35
2012-02-24,17.12
2012-02-27,16.47
2012-02-28,17.42
2012-02-29,16.39
2012-03-01,15.7
2012-03-02,15.59
2012-03-05,15.82
2012-03-06,15.1
2012-03-07,15.59
2012-03-08,15.86
2012-03-09,16.12
2012-03-12,15.69
2012-03-13,16.05
2012-03-14,16.35
2012-03-15,19.15
2012-03-16,18.85
2012-03-19,18.78
2012-03-20,17.81
2012-03-21,17.24
2012-03-22,17.15
2012-03-23,17.77
2012-03-26,18.28
2012-03-27,18.16
2012-03-28,17.28
2012-03-29,17.29
2012-03-30,17.33
2012-04-02,17.29
2012-04-03,17.34
2012-04-04,16.57
2012-04-05,16.9
2012-04-09,16.7
2012-04-10,16.48
2012-04-11,16.52
2012-04-12,17.59
2012-04-13,17.91
2012-04-16,17.99
2012-04-17,18.32
2012-04-18,17.9
2012-04-19,17.24
2012-04-20,17.1
2012-04-23,16.68
2012-04-24,16.6
2012-04-25,16.78
2012-04-26,17.94
2012-04-27,18.19
2012-04-30,18.31
2012-05-01,18.8
2012-05-02,18.12
2012-05-03,17.41
2012-05-04,17.07
2012-05-07,17.31
2012-05-08,17.03
2012-05-09,16.62
2012-05-10,17
2012-05-11,16.89
2012-05-14,16.35
2012-05-15,16.22
2012-05-16,16.26
2012-05-17,16.43
2012-05-18,16.05
2012-05-21,16.44
2012-05-22,16
2012-05-23,16.09
2012-05-24,15.64
2012-05-25,14.89
2012-05-29,15.36
2012-05-30,14.89
2012-05-31,14.71
2012-06-01,13.95
2012-06-04,13.88
2012-06-05,14.42
2012-06-06,14.86
2012-06-07,14.56
2012-06-08,14.79
2012-06-11,14.54
2012-06-12,14.66
2012-06-13,14.38
2012-06-14,13.95
2012-06-15,14.46
2012-06-18,14.3
2012-06-19,14.64
2012-06-20,14.71
2012-06-21,14.14
2012-06-22,14.17
2012-06-25,13.46
2012-06-26,13.24
2012-06-27,13.64
2012-06-28,13.46
2012-06-29,14.31
2012-07-02,14.33
2012-07-03,14.52
2012-07-05,14.5
2012-07-06,14.01
2012-07-09,13.85
2012-07-10,13.72
2012-07-11,13.25
2012-07-12,12.81
2012-07-13,13.01
2012-07-16,12.91
2012-07-17,12.91
2012-07-18,13.09
2012-07-19,13.72
2012-07-20,12.92
2012-07-23,12.36
2012-07-24,11.99
2012-07-25,12.33
2012-07-26,13.21
2012-07-27,13.38
2012-07-30,13.03
2012-07-31,13.15
2012-08-01,13.47
2012-08-02,12.97
2012-08-03,13.5
2012-08-06,14.31
2012-08-07,15.14
2012-08-08,14.62
2012-08-09,14.95
2012-08-10,15.11
2012-08-13,14.84
2012-08-14,14.81
2012-08-15,14.81
2012-08-16,15.31
2012-08-17,15.41
2012-08-20,14.95
2012-08-21,15.1
2012-08-22,15.04
2012-08-23,15.03
2012-08-24,14.93
2012-08-27,14.96
2012-08-28,15.05
2012-08-29,15.02
2012-08-30,14.76
2012-08-31,14.7
2012-09-04,14.15
2012-09-05,13.85
2012-09-06,14.23
2012-09-07,14.88
2012-09-10,14.61
2012-09-11,14.98
2012-09-12,15.39
2012-09-13,15.51
2012-09-14,15.89
2012-09-17,15.54
2012-09-18,15.39
2012-09-19,15.06
2012-09-20,14.98
2012-09-21,14.81
2012-09-24,14.33
2012-09-25,13.75
2012-09-26,13
2012-09-27,13.74
2012-09-28,13.23
2012-10-01,13.31
2012-10-02,13.3
2012-10-03,13.1
2012-10-04,13.38
2012-10-05,13.39
2012-10-08,13.34
2012-10-09,13.17
2012-10-10,12.78
2012-10-11,12.78
2012-10-12,13.04
2012-10-15,12.76
2012-10-16,12.89
2012-10-17,13.18
2012-10-18,13.08
2012-10-19,12.9
2012-10-22,13.01
2012-10-23,12.71
2012-10-24,13.4
2012-10-25,12.97
2012-10-26,12.86
2012-10-31,13.12
2012-11-01,13.17
2012-11-02,12.8
2012-11-05,12.58
2012-11-06,12.69
2012-11-07,12.33
2012-11-08,12.13
2012-11-09,12.37
2012-11-12,12.37
2012-11-13,12.09
2012-11-14,11.95
2012-11-15,11.99
2012-11-16,12.04
2012-11-19,12.26
2012-11-20,11.91
2012-11-21,12
2012-11-23,12.6
2012-11-26,12.49
2012-11-27,12.35
2012-11-28,12.45
2012-11-29,12.68
2012-11-30,12.61
2012-12-03,12.52
2012-12-04,12.4
2012-12-05,12.41
2012-12-06,12.34
2012-12-07,12.24
2012-12-10,11.76
2012-12-11,11.45
2012-12-12,11.42
2012-12-13,11.85
2012-12-14,11.84
2012-12-17,11.81
2012-12-18,11.89
2012-12-19,11.89
2012-12-20,11.98
2012-12-21,11.89
2012-12-24,11.99
2012-12-26,11.91
2012-12-27,11.85
2012-12-28,11.71
2012-12-31,11.95
2013-01-02,12.11
2013-01-03,12.49
2013-01-04,12.86
2013-01-07,13.06
2013-01-08,13.07
2013-01-09,13.42
2013-01-10,13.61
2013-01-11,13.59
2013-01-14,13.35
2013-01-15,12.91
2013-01-16,12.96
2013-01-17,13.7
2013-01-18,14
2013-01-22,13.45
2013-01-23,14.55
2013-01-24,14.53
2013-01-25,14.46
2013-01-28,14.2
2013-01-29,14.31
2013-01-30,14.19
2013-01-31,13.67
2013-02-01,13.85
2013-02-04,13.56
2013-02-05,13.39
2013-02-06,13.33
2013-02-07,13.19
2013-02-08,12.87
2013-02-11,12.98
2013-02-12,12.99
2013-02-13,12.91
2013-02-14,12.68
2013-02-15,12.81
2013-02-19,12.21
2013-02-20,12.21
2013-02-21,11.96
2013-02-22,11.93
2013-02-25,11.57
2013-02-26,12.15
2013-02-27,12.07
2013-02-28,13.21
2013-03-01,13.04
2013-03-04,12.75
2013-03-05,13.41
2013-03-06,13.74
2013-03-07,14.06
2013-03-08,13.79
2013-03-11,13.98
2013-03-12,14.18
2013-03-13,13.81
2013-03-14,14.13
2013-03-15,14.33
2013-03-18,14.12
2013-03-19,13.9
2013-03-20,13.98
2013-03-21,13.68
2013-03-22,13.65
2013-03-25,14.49
2013-03-26,14.95
2013-03-27,14.73
2013-03-28,14.66
2013-04-01,14.55
2013-04-02,14.47
2013-04-03,14.68
2013-04-04,14.89
2013-04-05,14.76
2013-04-08,14.58
2013-04-09,14.64
2013-04-10,14.94
2013-04-11,15.02
2013-04-12,14.86
2013-04-15,14.45
2013-04-16,14.2
2013-04-17,13.39
2013-04-18,12.66
2013-04-19,12.63
2013-04-22,12.62
2013-04-23,13.82
2013-04-24,13.8
2013-04-25,14.64
2013-04-26,14.44
2013-04-29,14.36
2013-04-30,14.36
2013-05-01,14.18
2013-05-02,13.99
2013-05-03,14.25
2013-05-06,14.25
2013-05-07,14.26
2013-05-08,14.68
2013-05-09,14.58
2013-05-10,14.7
2013-05-13,14.64
2013-05-14,15.28
2013-05-15,15.21
2013-05-16,15.33
2013-05-17,15.81
2013-05-20,16.26
2013-05-21,16.89
2013-05-22,16.44
2013-05-23,16.12
2013-05-24,16.09
2013-05-28,17.42
2013-05-29,17.33
2013-05-30,17.91
2013-05-31,17.87
2013-06-03,17.81
2013-06-04,17.14
2013-06-05,16.81
2013-06-06,16.98
2013-06-07,16.93
2013-06-10,16.92
2013-06-11,16.92
2013-06-12,16.3
2013-06-13,16.65
2013-06-14,16.5
2013-06-17,16.64
2013-06-18,17.43
2013-06-19,17.12
2013-06-20,16.51
2013-06-21,16.39
2013-06-24,15.8
2013-06-25,15.81
2013-06-26,16.32
2013-06-27,16.76
2013-06-28,16.78
2013-07-01,16.66
2013-07-02,16.65
2013-07-03,16.95
2013-07-05,17.07
2013-07-08,16.45
2013-07-09,15.62
2013-07-10,15.76
2013-07-11,16.29
2013-07-12,16.41
2013-07-15,16.16
2013-07-16,16.28
2013-07-17,16.16
2013-07-18,16.33
2013-07-19,16.4
2013-07-22,16.4
2013-07-23,15.82
2013-07-24,16.26
2013-07-25,16.49
2013-07-26,16.79
2013-07-29,16.4
2013-07-30,16.24
2013-07-31,15.73
2013-08-01,15.99
2013-08-02,15.86
2013-08-05,15.89
2013-08-06,15.98
2013-08-07,15.89
2013-08-08,16
2013-08-09,16.53
2013-08-12,16.77
2013-08-13,17.42
2013-08-14,16.92
2013-08-15,16.93
2013-08-16,17.05
2013-08-19,16.74
2013-08-20,16.81
2013-08-21,16.6
2013-08-22,17.25
2013-08-23,17.29
2013-08-26,16.94
2013-08-27,16.17
2013-08-28,15.96
2013-08-29,15.88
2013-08-30,15.58
2013-09-03,15.72
2013-09-04,16.49
2013-09-05,16.34
2013-09-06,16.26
2013-09-09,16.77
2013-09-10,17.13
2013-09-11,17.32
2013-09-12,17.64
2013-09-13,17.45
2013-09-16,17.45
2013-09-17,17.04
2013-09-18,17.29
2013-09-19,17.35
2013-09-20,17.17
2013-09-23,17.37
2013-09-24,17.28
2013-09-25,17.53
2013-09-26,17.17
2013-09-27,17.04
2013-09-30,16.96
2013-10-01,16.31
2013-10-02,16.13
2013-10-03,16.04
2013-10-04,16.1
2013-10-07,15.75
2013-10-08,15.31
2013-10-09,14.88
2013-10-10,15.3
2013-10-11,15.22
2013-10-14,15.03
2013-10-15,14.69
2013-10-16,14.24
2013-10-17,14.1
2013-10-18,14
2013-10-21,14.39
2013-10-22,14.48
2013-10-23,13.51
2013-10-24,14.46
2013-10-25,14.55
2013-10-28,14.35
2013-10-29,14.39
2013-10-30,14.23
2013-10-31,14.3
2013-11-01,14.09
2013-11-04,14.17
2013-11-05,14.06
2013-11-06,14.14
2013-11-07,13.81
2013-11-08,13.52
2013-11-11,13.73
2013-11-12,13.31
2013-11-13,13.32
2013-11-14,12.98
2013-11-15,13.15
2013-11-18,13.08
2013-11-19,13.22
2013-11-20,13.02
2013-11-21,13.05
2013-11-22,13.56
2013-11-25,13.82
2013-11-26,14.06
2013-11-27,13.95
2013-11-29,13.84
2013-12-02,13.63
2013-12-03,13.39
2013-12-04,13.4
2013-12-05,13.37
2013-12-06,13.68
2013-12-09,13.99
2013-12-10,14.2
2013-12-11,14.07
2013-12-12,13.57
2013-12-13,13.53
2013-12-16,13.44
2013-12-17,13.75
2013-12-18,13.85
2013-12-19,13.89
2013-12-20,14.03
2013-12-23,14.2
2013-12-24,14.41
2013-12-26,14.38
2013-12-27,14.38
2013-12-30,14.44
2013-12-31,14.52
2014-01-02,14.08
2014-01-03,14.34
2014-01-06,14.1
2014-01-07,14.98
2014-01-08,15.27
2014-01-09,15.01
2014-01-10,15.7
2014-01-13,15.59
2014-01-14,15.75
2014-01-15,15.72
2014-01-16,15.49
2014-01-17,15.45
2014-01-21,15.27
2014-01-22,15.97
2014-01-23,16.38
2014-01-24,15.81
2014-01-27,15.55
2014-01-28,16.04
2014-01-29,15.39
2014-01-30,15.59
2014-01-31,15.23
2014-02-03,14.84
2014-02-04,14.75
2014-02-05,14.7
2014-02-06,15.26
2014-02-07,15.25
2014-02-10,15.37
2014-02-11,15.95
2014-02-12,16.16
2014-02-13,16.27
2014-02-14,16.19
2014-02-18,16.95
2014-02-19,17.23
2014-02-20,17.26
2014-02-21,17.28
2014-02-24,16.85
2014-02-25,15.77
2014-02-26,15.81
2014-02-27,16.07
2014-02-28,16.62
2014-03-03,16.41
2014-03-04,16.86
2014-03-05,17.04
2014-03-06,17.49
2014-03-07,17.46
2014-03-10,17.73
2014-03-11,17.34
2014-03-12,16.88
2014-03-13,16.42
2014-03-14,16.72
2014-03-17,17.19
2014-03-18,17.22
2014-03-19,16.65
2014-03-20,16.8
2014-03-21,16.29
2014-03-24,16.45
2014-03-25,16.76
2014-03-26,16.09
2014-03-27,15.82
2014-03-28,16.21
2014-03-31,16.3
2014-04-01,16.37
2014-04-02,16.55
2014-04-03,16.63
2014-04-04,16.16
2014-04-07,16.04
2014-04-08,16.06
2014-04-09,16.52
2014-04-10,16.31
2014-04-11,16.5
2014-04-14,16.21
2014-04-15,15.74
2014-04-16,15.71
2014-04-17,15.91
2014-04-21,15.94
2014-04-22,16.12
2014-04-23,15.68
2014-04-24,16.06
2014-04-25,15.86
2014-04-28,15.98
2014-04-29,16.34
2014-04-30,15.79
2014-05-01,15.85
2014-05-02,15.43
2014-05-05,15.5
2014-05-06,15.16
2014-05-07,14.66
2014-05-08,14.76
2014-05-09,14.69
2014-05-12,14.77
2014-05-13,14.53
2014-05-14,14.23
2014-05-15,14.02
2014-05-16,13.99
2014-05-19,13.92
2014-05-20,13.71
2014-05-21,13.96
2014-05-22,14.34
2014-05-23,14.22
2014-05-27,14.58
2014-05-28,14.67
2014-05-29,14.62
2014-05-30,14.69
2014-06-02,14.49
2014-06-03,14.26
2014-06-04,14.32
2014-06-05,14.18
2014-06-06,14.42
2014-06-09,14.43
2014-06-10,14.78
2014-06-11,14.61
2014-06-12,14.62
2014-06-13,14.47
2014-06-16,14.45
2014-06-17,14.35
2014-06-18,14.73
2014-06-19,15.09
2014-06-20,15.13
2014-06-23,14.78
2014-06-24,14.51
2014-06-25,14.64
2014-06-26,14.42
2014-06-27,14.4
2014-06-30,14.54
2014-07-01,14.66
2014-07-02,14.73
2014-07-03,14.83
2014-07-07,14.71
2014-07-08,14.36
2014-07-09,14.35
2014-07-10,14.34
2014-07-11,14.17
2014-07-14,14.31
2014-07-15,14.13
2014-07-16,14.12
2014-07-17,13.97
2014-07-18,14.16
2014-07-21,14.16
2014-07-22,14.13
2014-07-23,13.99
2014-07-24,13.75
2014-07-25,13.67
2014-07-28,13.5
2014-07-29,14.12
2014-07-30,14.5
2014-07-31,13.49
2014-08-01,12.77
2014-08-04,12.79
2014-08-05,12.47
2014-08-06,12.48
2014-08-07,12.39
2014-08-08,12.63
2014-08-11,12.46
2014-08-12,12.4
2014-08-13,12.39
2014-08-14,12.62
2014-08-15,12.5
2014-08-18,12.68
2014-08-19,13.01
2014-08-20,12.98
2014-08-21,13.02
2014-08-22,13.01
2014-08-25,13.07
2014-08-26,13.11
2014-08-27,13.23
2014-08-28,13.08
2014-08-29,13.08
2014-09-02,13.36
2014-09-03,13.42
2014-09-04,12.83
2014-09-05,12.78
2014-09-08,12.65
2014-09-09,12.49
2014-09-10,12.5
2014-09-11,13.45
2014-09-12,13.49
2014-09-15,13.59
2014-09-16,13.31
2014-09-17,13.23
2014-09-18,13.2
2014-09-19,13.1
2014-09-22,12.61
2014-09-23,12.44
2014-09-24,12.6
2014-09-25,14.38
2014-09-26,15.67
2014-09-29,15.62
2014-09-30,15.13
2014-10-01,14.94
2014-10-02,14.23
2014-10-03,14.19
2014-10-06,14.13
2014-10-07,13.78
2014-10-08,14.18
2014-10-09,13.51
2014-10-10,13.26
2014-10-13,13.32
2014-10-14,13.11
2014-10-15,13.15
2014-10-16,13.07
2014-10-17,13.43
2014-10-20,13.45
2014-10-21,13.46
2014-10-22,13.06
2014-10-23,13.14
2014-10-24,13.04
2014-10-27,13.01
2014-10-28,12.71
2014-10-29,12.03
2014-10-30,11.91
2014-10-31,12.13
2014-11-03,12.08
2014-11-04,11.65
2014-11-05,11.68
2014-11-06,11.86
2014-11-07,11.96
2014-11-10,11.68
2014-11-11,11.47
2014-11-12,11.42
2014-11-13,11.28
2014-11-14,11.21
2014-11-17,11.29
2014-11-18,11.58
2014-11-19,11.62
2014-11-20,11.75
2014-11-21,11.76
2014-11-24,11.93
2014-11-25,12.2
2014-11-26,12.17
2014-11-28,11.76
2014-12-01,11.65
2014-12-02,11.37
2014-12-03,11.56
2014-12-04,11.4
2014-12-05,11.37
2014-12-08,11.25
2014-12-09,11.17
2014-12-10,11.24
2014-12-11,11.24
2014-12-12,11.1
2014-12-15,11
2014-12-16,10.9
2014-12-17,11.15
2014-12-18,11.43
2014-12-19,11.27
2014-12-22,11.15
2014-12-23,11.03
2014-12-24,10.99
2014-12-26,11.1
2014-12-29,11.04
2014-12-30,11.3
2014-12-31,11.21
2015-01-02,11.21
2015-01-05,11.08
2015-01-06,10.49
2015-01-07,10.45
2015-01-08,10.61
2015-01-09,10.02
2015-01-12,9.66
2015-01-13,9.28
