"Index","CM.Close"
2014-06-05,-0.00102
2014-06-06,0.00429
2014-06-09,-0.00045
2014-06-10,0.00079
2014-06-11,0.0027
2014-06-12,0.00202
2014-06-13,0.00313
2014-06-16,0.00468
2014-06-17,0
2014-06-18,0.00233
2014-06-19,0.00111
2014-06-20,0.00608
2014-06-23,0.00418
2014-06-24,-0.0022
2014-06-25,-0.01552
2014-06-26,0.00379
2014-06-27,0.01272
2014-06-30,-0.00033
2014-07-01,0.00745
2014-07-02,-0.00372
2014-07-03,0.00666
2014-07-07,-0.00414
2014-07-08,-0.00087
2014-07-09,0.00447
2014-07-10,0
2014-07-11,-0.00973
2014-07-14,0.00548
2014-07-15,-0.00142
2014-07-16,0.00415
2014-07-17,-0.00262
2014-07-18,0.00338
2014-07-21,0.00109
2014-07-22,0.00607
2014-07-23,0.0069
2014-07-24,0.0014
2014-07-25,-0.00408
2014-07-28,0.00655
2014-07-29,-0.00096
2014-07-30,0.00203
2014-07-31,-0.00891
2014-08-01,-0.0115
2014-08-04,0.00609
2014-08-05,-0.01178
2014-08-06,0.00711
2014-08-07,-0.00251
2014-08-08,-0.01142
2014-08-11,0.0077
2014-08-12,0.0071
2014-08-13,0.00651
2014-08-14,0.00958
2014-08-15,-0.00343
2014-08-18,0.00461
2014-08-19,0.00597
2014-08-20,0.00931
2014-08-21,0.01194
2014-08-22,-0.00344
2014-08-25,-0.00105
2014-08-26,0
2014-08-27,0.01464
2014-08-28,-0.01988
2014-08-29,0.00472
2014-09-02,0.00313
2014-09-03,0.01048
2014-09-04,0.00319
2014-09-05,0.00247
2014-09-08,-0.00928
2014-09-09,0.00372
2014-09-10,0.00165
2014-09-11,-0.00434
2014-09-12,-0.00072
2014-09-15,0.00072
2014-09-16,0.00814
2014-09-17,-0.00463
2014-09-18,0.00637
2014-09-19,-0.00709
2014-09-22,-0.01089
2014-09-23,-0.00638
2014-09-24,-0.00336
2014-09-25,-0.03877
2014-09-26,0.00273
2014-09-29,-0.0164
2014-09-30,-0.00267
2014-10-01,-0.00401
2014-10-02,-0.00538
2014-10-03,-0.00225
2014-10-06,0.01387
2014-10-07,-0.00713
2014-10-08,0.01719
2014-10-09,-0.00595
2014-10-10,-0.01785
2014-10-13,-0.00429
2014-10-14,-0.0163
2014-10-15,-0.02008
2014-10-16,0.00596
2014-10-17,0.00824
2014-10-20,0.00634
2014-10-21,0.0121
2014-10-22,-0.00763
2014-10-23,0.01869
2014-10-24,0.00515
2014-10-27,0.00612
2014-10-28,0.01575
2014-10-29,-0.00438
2014-10-30,0.00088
2014-10-31,0.00153
2014-11-03,-0.00913
2014-11-04,-0.00543
2014-11-05,0.00819
2014-11-06,-0.0032
2014-11-07,0.00551
2014-11-10,0.00055
2014-11-11,0.0046
2014-11-12,0.00284
2014-11-13,0.00283
2014-11-14,0.00661
2014-11-17,-0.00043
2014-11-18,0.00076
2014-11-19,-0.00281
2014-11-20,0.00335
2014-11-21,0.00678
2014-11-24,-0.01024
2014-11-25,0.01345
2014-11-26,0.00904
2014-11-28,-0.01118
2014-12-01,0.00342
2014-12-02,-0.00331
2014-12-03,0.00927
2014-12-04,-0.03673
2014-12-05,-0.01407
2014-12-08,-0.01201
2014-12-09,0.00428
2014-12-10,-0.01931
2014-12-11,-0.00656
2014-12-12,-0.02797
2014-12-15,-0.00882
2014-12-16,0.01025
2014-12-17,0.0085
2014-12-18,0.00317
2014-12-19,0.00875
2014-12-22,0.00452
2014-12-23,0.01161
2014-12-24,-0.00953
2014-12-26,-0.00219
2014-12-29,0.00312
2014-12-30,-0.00845
2014-12-31,-0.00093
2015-01-02,-0.00783
2015-01-05,-0.01906
2015-01-06,-0.03317
2015-01-07,-0.00173
2015-01-08,-0.00434
2015-01-09,-0.01743
2015-01-12,-0.01697
2015-01-13,0.00884
2015-01-14,-0.01775
2015-01-15,-0.00677
2015-01-16,-0.0113
