"Index","APSA.Close"
2008-09-08,11.99
2008-09-09,10.4
2008-09-10,9.99
2008-09-11,9.99
2008-09-12,9.99
2008-09-15,8.24
2008-09-16,8.5
2008-09-17,8.5
2008-09-18,8.5
2008-09-19,9.77
2008-09-22,9.74
2008-09-23,10.45
2008-09-24,10.45
2008-09-25,10.45
2008-09-26,10.45
2008-09-29,8
2008-09-30,8.37
2008-10-01,7.5
2008-10-02,9.79
2008-10-03,9.79
2008-10-06,8.36
2008-10-07,8.36
2008-10-08,7.41
2008-10-09,9.29
2008-10-10,8.77
2008-10-13,6.07
2008-10-14,6.05
2008-10-15,6.05
2008-10-16,6.05
2008-10-17,6.05
2008-10-20,6.05
2008-10-21,6.51
2008-10-22,6.51
2008-10-23,6.51
2008-10-24,6.51
2008-10-27,6.41
2008-10-28,6.41
2008-10-29,6.94
2008-10-30,5.57
2008-10-31,5.56
2008-11-03,5.93
2008-11-04,5.75
2008-11-05,5.75
2008-11-06,5.85
2008-11-07,5.04
2008-11-10,4.9
2008-11-11,4.9
2008-11-12,4.19
2008-11-13,4.01
2008-11-14,4.01
2008-11-17,4.01
2008-11-18,4.2
2008-11-19,4.15
2008-11-20,4.49
2008-11-21,4.49
2008-11-24,3.96
2008-11-25,3.96
2008-11-26,4
2008-11-28,4
2008-12-01,4
2008-12-02,4
2008-12-03,4
2008-12-04,4
2008-12-05,4
2008-12-08,4
2008-12-09,4
2008-12-10,4
2008-12-11,4
2008-12-12,4.44
2008-12-15,4.44
2008-12-16,4.39
2008-12-17,4.39
2008-12-18,4.4
2008-12-19,4.4
2008-12-22,4.4
2008-12-23,4.4
2008-12-24,4.4
2008-12-26,4.4
2008-12-29,4.4
2008-12-30,4.4
2008-12-31,4.4
2009-01-02,4.4
2009-01-05,4.4
2009-01-06,4.6
2009-01-07,4.6
2009-01-08,4.6
2009-01-09,5
2009-01-12,5
2009-01-13,5
2009-01-14,5
2009-01-15,5.98
2009-01-16,5.98
2009-01-20,5
2009-01-21,5
2009-01-22,5
2009-01-23,5
2009-01-26,5
2009-01-27,5
2009-01-28,4.1
2009-01-29,4.1
2009-01-30,4.1
2009-02-02,4.1
2009-02-03,4.1
2009-02-04,4.1
2009-02-05,5.2
2009-02-06,4.05
2009-02-09,4.21
2009-02-10,4.79
2009-02-11,4.83
2009-02-12,4.83
2009-02-13,4.32
2009-02-17,4.32
2009-02-18,4.32
2009-02-19,4.32
2009-02-20,4.75
2009-02-23,4.68
2009-02-24,4.08
2009-02-25,4.08
2009-02-26,4.4
2009-02-27,4.4
2009-03-02,4.4
2009-03-03,4.4
2009-03-04,4.15
2009-03-05,4.15
2009-03-06,3.75
2009-03-09,3.75
2009-03-10,3.77
2009-03-11,2.98
2009-03-12,3.79
2009-03-13,3.79
2009-03-16,4.16
2009-03-17,3.76
2009-03-18,4.02
2009-03-19,4.02
2009-03-20,4.52
2009-03-23,4.52
2009-03-24,4.52
2009-03-25,4.52
2009-03-26,4.52
2009-03-27,4.52
2009-03-30,4.52
2009-03-31,4.59
2009-04-01,4.1
2009-04-02,4.1
2009-04-03,4.1
2009-04-06,4.1
2009-04-07,4.35
2009-04-08,4.35
2009-04-09,4.35
2009-04-13,4.35
2009-04-14,4.35
2009-04-15,4.35
2009-04-16,4.35
2009-04-17,4.99
2009-04-20,4.99
2009-04-21,4.99
2009-04-22,4.99
2009-04-23,4.99
2009-04-24,4.99
2009-04-27,4.99
2009-04-28,5.95
2009-04-29,5.15
2009-04-30,4.73
2009-05-01,5.22
2009-05-04,5.22
2009-05-05,4.85
2009-05-06,4.85
2009-05-07,4.85
2009-05-08,4.85
2009-05-11,5.85
2009-05-12,5.1
2009-05-13,5.1
2009-05-14,5.1
2009-05-15,5.1
2009-05-18,5.1
2009-05-19,5.1
2009-05-20,5.1
2009-05-21,5.1
2009-05-22,5.1
2009-05-26,5.1
2009-05-27,5.68
2009-05-28,5.05
2009-05-29,5.05
2009-06-01,5.25
2009-06-02,5.25
2009-06-03,5.25
2009-06-04,5.25
2009-06-05,5.25
2009-06-08,5.25
2009-06-09,5.25
2009-06-10,5.25
2009-06-11,5.25
2009-06-12,5.25
2009-06-15,5.25
2009-06-16,5.25
2009-06-17,5.25
2009-06-18,5
2009-06-19,5
2009-06-22,5
2009-06-23,5
2009-06-24,5
2009-06-25,5
2009-06-26,5
2009-06-29,5
2009-06-30,5.74
2009-07-01,5.74
2009-07-02,6
2009-07-06,6
2009-07-07,6
2009-07-08,6
2009-07-09,6
2009-07-10,6
2009-07-13,6
2009-07-14,6
2009-07-15,6
2009-07-16,5.97
2009-07-17,6.44
2009-07-20,6.44
2009-07-21,5.3
2009-07-22,5.97
2009-07-23,5.97
2009-07-24,5.97
2009-07-27,5.97
2009-07-28,5.97
2009-07-29,5.4
2009-07-30,5.4
2009-07-31,6.46
2009-08-03,6.46
2009-08-04,6.46
2009-08-05,6.46
2009-08-06,6.46
2009-08-07,6.6
2009-08-10,6
2009-08-11,6.55
2009-08-12,6.55
2009-08-13,6.5
2009-08-14,6
2009-08-17,6
2009-08-18,6
2009-08-19,6
2009-08-20,6
2009-08-21,6
2009-08-24,6
2009-08-25,6.6
2009-08-26,6.24
2009-08-27,6
2009-08-28,6.25
2009-08-31,6.25
2009-09-01,6.25
2009-09-02,6.25
2009-09-03,6.25
2009-09-04,6.5
2009-09-08,6.5
2009-09-09,5.98
2009-09-10,6.07
2009-09-11,5.51
2009-09-14,5.51
2009-09-15,5.95
2009-09-16,6
2009-09-17,6
2009-09-18,5.5
2009-09-21,5.5
2009-09-22,5.5
2009-09-23,5.5
2009-09-24,5.5
2009-09-25,6
2009-09-28,5.54
2009-09-29,5.54
2009-09-30,7.1
2009-10-01,7
2009-10-02,6.88
2009-10-05,6.87
2009-10-06,6.65
2009-10-07,7.4
2009-10-08,7.4
2009-10-09,7.4
2009-10-12,7.38
2009-10-13,7.38
2009-10-14,7.25
2009-10-15,7.25
2009-10-16,7.55
2009-10-19,7.55
2009-10-20,7.22
2009-10-21,7.5
2009-10-22,7.5
2009-10-23,8
2009-10-26,7.72
2009-10-27,7.85
2009-10-28,7.67
2009-10-29,8.8
2009-10-30,8.06
2009-11-02,8.5
2009-11-03,9
2009-11-04,10.49
2009-11-05,8.27
2009-11-06,8.55
2009-11-09,8.55
2009-11-10,9.32
2009-11-11,10.08
2009-11-12,9.8
2009-11-13,10.07
2009-11-16,10.26
2009-11-17,10.19
2009-11-18,8.6
2009-11-19,9.22
2009-11-20,9.22
2009-11-23,8.59
2009-11-24,8.59
2009-11-25,8.59
2009-11-27,9.96
2009-11-30,8.9
2009-12-01,9.45
2009-12-02,9.45
2009-12-03,8.55
2009-12-04,9.64
2009-12-07,9.64
2009-12-08,9.64
2009-12-09,9.65
2009-12-10,9.65
2009-12-11,9.65
2009-12-14,9.65
2009-12-15,9.6
2009-12-16,9.95
2009-12-17,9.95
2009-12-18,9.87
2009-12-21,9.87
2009-12-22,10
2009-12-23,10
2009-12-24,10
2009-12-28,10
2009-12-29,10
2009-12-30,10
2009-12-31,10
2010-01-04,10
2010-01-05,10
2010-01-06,10
2010-01-07,9.06
2010-01-08,9.06
2010-01-11,9.06
2010-01-12,9.06
2010-01-13,9.06
2010-01-14,9.7
2010-01-15,9.7
2010-01-19,9.01
2010-01-20,9.01
2010-01-21,10.83
2010-01-22,9.97
2010-01-25,9.97
2010-01-26,9.97
2010-01-27,9.97
2010-01-28,9.5
2010-01-29,9.5
2010-02-01,9.35
2010-02-02,9.35
2010-02-03,9.35
2010-02-04,9.35
2010-02-05,9.35
2010-02-08,9.35
2010-02-09,9.35
2010-02-10,9.35
2010-02-11,9.35
2010-02-12,9.5
2010-02-16,9.5
2010-02-17,9.7
2010-02-18,9.7
2010-02-19,9.7
2010-02-22,9.7
2010-02-23,9.2
2010-02-24,9.43
2010-02-25,9.43
2010-02-26,9.38
2010-03-01,9.38
2010-03-02,9.38
2010-03-03,9.38
2010-03-04,9.38
2010-03-05,9.38
2010-03-08,9.3
2010-03-09,9.3
2010-03-10,9
2010-03-11,9
2010-03-12,9
2010-03-15,9
2010-03-16,9
2010-03-17,9
2010-03-18,8.65
2010-03-19,8.31
2010-03-22,8.31
2010-03-23,8.55
2010-03-24,8.9
2010-03-25,8.9
2010-03-26,8.9
2010-03-29,8.9
2010-03-30,9
2010-03-31,9.2
2010-04-05,9.25
2010-04-06,9.3
2010-04-07,9.3
2010-04-08,9.3
2010-04-09,9.3
2010-04-12,9.3
2010-04-13,9
2010-04-14,9
2010-04-15,9
2010-04-16,9.06
2010-04-19,8.5
2010-04-20,8.5
2010-04-21,9.45
2010-04-22,9.8
2010-04-23,10.5
2010-04-26,10.69
2010-04-27,10.7
2010-04-28,10.8
2010-04-29,10.8
2010-04-30,10.85
2010-05-03,11
2010-05-04,11
2010-05-05,10.66
2010-05-06,10.4
2010-05-07,9.9
2010-05-10,10
2010-05-11,9
2010-05-12,10
2010-05-13,9.3
2010-05-14,10
2010-05-17,10
2010-05-18,10
2010-05-19,10.4
2010-05-20,9.3
2010-05-21,8.53
2010-05-24,9.04
2010-05-25,9.04
2010-05-26,9.5
2010-05-27,9.5
2010-05-28,9.99
2010-06-01,9.99
2010-06-02,9.99
2010-06-03,9.99
2010-06-04,9.99
2010-06-07,9.99
2010-06-08,9.48
2010-06-09,9.48
2010-06-10,9.48
2010-06-11,9.82
2010-06-14,9.82
2010-06-15,9.82
2010-06-16,9.82
2010-06-17,9.82
2010-06-18,9.07
2010-06-21,9.07
2010-06-22,9.07
2010-06-23,9.07
2010-06-24,9.07
2010-06-25,9.07
2010-06-28,8.75
2010-06-29,8.75
2010-06-30,8.75
2010-07-01,8.75
2010-07-02,8.5
2010-07-06,8.5
2010-07-07,8.5
2010-07-08,8.6
2010-07-09,8.58
2010-07-12,8.7
2010-07-13,8.94
2010-07-14,8.9
2010-07-15,8.9
2010-07-16,8.9
2010-07-19,8.5
2010-07-20,8.5
2010-07-21,8.85
2010-07-22,8.85
2010-07-23,8.85
2010-07-26,8.85
2010-07-27,9.15
2010-07-28,9.15
2010-07-29,9
2010-07-30,9
2010-08-02,8.99
2010-08-03,8.99
2010-08-04,8.98
2010-08-05,8.98
2010-08-06,8.98
2010-08-09,8.98
2010-08-10,8.98
2010-08-11,8.98
2010-08-12,8.76
2010-08-13,9
2010-08-16,8.77
2010-08-17,9.05
2010-08-18,9.15
2010-08-19,9.25
2010-08-20,9.25
2010-08-23,9.25
2010-08-24,9
2010-08-25,9.5
2010-08-26,9.5
2010-08-27,9.25
2010-08-30,9
2010-08-31,9.39
2010-09-01,9.25
2010-09-02,9.3
2010-09-03,9.4
2010-09-07,9.4
2010-09-08,9.3
2010-09-09,9.3
2010-09-10,9.4
2010-09-13,9
2010-09-14,9.3
2010-09-17,9.3
2010-09-20,9.3
2010-09-21,9.3
2010-09-22,9.25
2010-09-23,9.82
2010-09-28,9.75
2010-09-29,9.96
2010-09-30,10.94
2010-10-01,12.4
2010-10-04,11.17
2010-10-06,12.01
2010-10-07,11.92
2010-10-08,11.21
2010-10-11,12.3
2010-10-12,11.8
2010-10-13,11.8
2010-10-14,12
2010-10-15,11.6
2010-10-18,11.92
2010-10-19,10.02
2010-10-20,10.45
2010-10-21,11.13
2010-10-22,11.21
2010-10-25,11.17
2010-10-26,11.3
2010-10-27,11.8
2010-10-28,11.81
2010-10-29,11.28
2010-11-01,11.7
2010-11-02,11.64
2010-11-03,11.13
2010-11-04,11.23
2010-11-05,11.5
2010-11-08,12.16
2010-11-09,12
2010-11-10,12.6
2010-11-11,12.06
2010-11-12,13.65
2010-11-15,15.4
2010-11-16,15.56
2010-11-17,16.3
2010-11-18,18
2010-11-19,17.78
2010-11-22,17.35
2010-11-23,16.26
2010-11-24,16.12
2010-11-26,15.79
2010-11-29,14.74
2010-11-30,15.22
2010-12-01,16.11
2010-12-02,15.08
2010-12-03,15.48
2010-12-06,15.24
2010-12-07,15.42
2010-12-08,15.4
2010-12-09,15.32
2010-12-10,15.87
2010-12-13,15.01
2010-12-14,15.6
2010-12-15,14.65
2010-12-16,14.85
2010-12-17,14.75
2010-12-21,15
2010-12-22,15.5
2010-12-23,15.39
2010-12-27,14.66
2010-12-28,14.78
2010-12-29,15.81
2010-12-30,15.74
2010-12-31,15.96
2011-01-03,16.32
2011-01-04,15.98
2011-01-05,16.25
2011-01-06,16.8
2011-01-07,16.78
2011-01-11,16.8
2011-01-12,16.8
2011-01-13,16.5
2011-01-18,17
2011-01-19,17.2
2011-01-20,17.2
2011-01-21,17.16
2011-01-24,17.19
2011-01-25,16.55
2011-01-26,17
2011-01-27,16.31
2011-01-28,16.26
2011-01-31,15.89
2011-02-01,16.98
2011-02-02,16.96
2011-02-03,16.98
2011-02-04,16.96
2011-02-07,16.87
2011-02-09,16.6
2011-02-10,16.34
2011-02-11,16
2011-02-14,16.02
2011-02-15,16.18
2011-02-16,16.34
2011-02-17,16.25
2011-02-18,16
2011-02-22,16.17
2011-02-23,15.51
2011-02-24,15.08
2011-02-25,15.13
2011-02-28,14.55
2011-03-01,15.94
2011-03-02,14.97
2011-03-03,14.52
2011-03-04,14.06
2011-03-07,13.25
2011-03-08,13.4
2011-03-09,14.38
2011-03-10,14
2011-03-11,13.99
2011-03-14,13.38
2011-03-15,13.5
2011-03-16,13.5
2011-03-17,13.91
2011-03-18,13.99
2011-03-21,13.5
2011-03-22,13.96
2011-03-23,13.98
2011-03-28,13.71
2011-03-29,14.2
2011-03-30,14.1
2011-03-31,13.75
2011-04-01,14.3
2011-04-04,15.05
2011-04-06,14.11
2011-04-07,13.4
2011-04-08,13.93
2011-04-11,13.98
2011-04-13,14.69
2011-04-14,15.12
2011-04-15,14.98
2011-04-18,14.75
2011-04-19,14.8
2011-04-20,14.75
2011-04-21,15.1
2011-04-25,15.1
2011-04-26,15.05
2011-04-27,14.45
2011-04-28,14.17
2011-04-29,14.37
2011-05-02,14.52
2011-05-03,14.54
2011-05-04,14.75
2011-05-05,14.5
2011-05-06,15.3
2011-05-09,16.48
2011-05-10,16.77
2011-05-11,17.2
2011-05-12,17.01
2011-05-13,17
2011-05-16,17.5
2011-05-17,19.5
2011-05-18,18.15
2011-05-19,18.45
2011-05-20,19.1
2011-05-23,18.5
2011-05-24,18.5
2011-05-25,18.85
2011-05-26,19.1
2011-05-27,20
2011-05-31,21.3
2011-06-01,21.25
2011-06-02,21
2011-06-03,19.77
2011-06-06,20.2
2011-06-07,24.2
2011-06-08,23.62
2011-06-09,24.02
2011-06-10,23.64
2011-06-13,22.8
2011-06-14,22.29
2011-06-15,22.65
2011-06-16,21.7
2011-06-17,21.35
2011-06-20,21.39
2011-06-21,21.37
2011-06-22,21.45
2011-06-23,20.97
2011-06-24,21.39
2011-06-27,20.56
2011-06-28,20.9
2011-06-29,21.94
2011-06-30,22
2011-07-01,21.53
2011-07-05,22
2011-07-06,21.84
2011-07-07,22.44
2011-07-08,21.84
2011-07-11,22.27
2011-07-12,22.7
2011-07-13,22.28
2011-07-14,22.34
2011-07-15,22.77
2011-07-18,22.48
2011-07-19,22.76
2011-07-20,22.18
2011-07-21,22
2011-07-22,21.84
2011-07-25,21.99
2011-07-26,22.05
2011-07-27,21.9
2011-07-28,21.9
2011-07-29,21.11
2011-08-01,21.13
2011-08-02,22.33
2011-08-03,22.24
2011-08-04,21.84
2011-08-05,21.99
2011-08-08,18.31
2011-08-09,18.5
2011-08-10,19.37
2011-08-11,19
2011-08-12,19.15
2011-08-15,19.16
2011-08-16,19.54
2011-08-17,19.14
2011-08-18,18.81
2011-08-19,18.65
2011-08-22,18.4
2011-08-23,18.66
2011-08-24,18.24
2011-08-25,18.12
2011-08-29,18.73
2011-08-31,18.82
2011-09-01,19.17
2011-09-02,19
2011-09-06,18.3
2011-09-07,18.15
2011-09-08,18.26
2011-09-09,16.96
2011-09-12,17.99
2011-09-13,17.42
2011-09-14,16.54
2011-09-15,17.7
2011-09-16,17
2011-09-19,17.7
2011-09-20,17.15
2011-09-21,16.98
2011-09-22,15.16
2011-09-23,15.8
2011-09-26,15.27
2011-09-27,14.5
2011-09-28,14.2
2011-09-30,14.99
2011-10-03,14.27
2011-10-04,13.71
2011-10-05,13.75
2011-10-06,14.74
2011-10-07,13.7
2011-10-11,14.99
2011-10-12,14.5
2011-10-13,14.9
2011-10-14,15.1
2011-10-18,14.81
2011-10-19,15.1
2011-10-20,15
2011-10-21,14.36
2011-10-24,14.59
2011-10-25,15.23
2011-10-26,15
2011-10-27,14.65
2011-10-28,14.85
2011-10-31,15
2011-11-01,13.8
2011-11-02,13.87
2011-11-03,13.87
2011-11-07,13.75
2011-11-08,13.75
2011-11-09,13.8
2011-11-10,13.45
2011-11-11,13
2011-11-14,13.27
2011-11-15,12.5
2011-11-16,12.75
2011-11-17,12.61
2011-11-18,12.71
2011-11-21,12.95
2011-11-22,12.3
2011-11-23,12.41
2011-11-25,12.3
2011-11-28,12.6
2011-11-29,12.7
2011-11-30,12.9
2011-12-01,12.63
2011-12-02,12.3
2011-12-05,12.3
2011-12-06,12.53
2011-12-07,12.94
2011-12-08,13.56
2011-12-09,14.94
2011-12-12,15.36
2011-12-13,14.99
2011-12-14,14.85
2011-12-15,15.08
2011-12-16,17.39
2011-12-19,16.43
2011-12-20,16.4
2011-12-22,15.68
2011-12-23,16
2011-12-27,16.49
2011-12-28,16.45
2011-12-29,16.5
2011-12-30,15.81
2012-01-03,14.85
2012-01-04,14
2012-01-05,13.88
2012-01-06,13.76
2012-01-09,13.75
2012-01-10,13.76
2012-01-11,13.92
2012-01-12,14.03
2012-01-13,14
2012-01-17,14.6
2012-01-18,15.55
2012-01-19,15.36
2012-01-20,15.83
2012-01-23,16.79
2012-01-24,16.9
2012-01-25,16.91
2012-01-26,17.2
2012-01-27,17.23
2012-01-30,17.15
2012-01-31,18
2012-02-01,17.15
2012-02-02,17.01
2012-02-03,16.47
2012-02-06,16.52
2012-02-07,16.5
2012-02-08,16.6
2012-02-09,16.39
2012-02-10,16.12
2012-02-13,16.15
2012-02-14,16.5
2012-02-15,16.49
2012-02-16,16.35
2012-02-17,16.66
2012-02-21,16.7
2012-02-22,17.07
2012-02-23,17.7
2012-02-24,17.3
2012-02-27,17.28
2012-02-28,17.27
2012-02-29,18.2
2012-03-01,18.9
2012-03-02,18.78
2012-03-05,18.81
2012-03-06,19.8
2012-03-07,19.95
2012-03-08,19.2
2012-03-09,19.84
2012-03-12,20.08
2012-03-13,20.38
2012-03-14,20.3
2012-03-15,20.98
2012-03-16,20.6
2012-03-19,20.56
2012-03-20,20.5
2012-03-21,20.5
2012-03-22,19.44
2012-03-23,19.72
2012-03-26,19.82
2012-03-27,19.86
2012-03-28,17.71
2012-03-29,17.5
2012-03-30,18.09
2012-04-02,17.4
2012-04-03,18
2012-04-04,17.66
