"Index","ARTW.Close"
2012-02-08,9.55
2012-02-09,9.38
2012-02-10,9.28
2012-02-13,9.25
2012-02-14,9.28
2012-02-15,8.9
2012-02-16,9.06
2012-02-17,8.82
2012-02-21,7.96
2012-02-22,7.52
2012-02-23,7.93
2012-02-24,7.84
2012-02-27,7.72
2012-02-28,7.65
2012-02-29,7.65
2012-03-01,7.9
2012-03-02,7.61
2012-03-05,7.77
2012-03-06,7.9
2012-03-07,7.87
2012-03-08,7.91
2012-03-09,7.87
2012-03-12,7.79
2012-03-13,7.9
2012-03-14,7.59
2012-03-15,7.65
2012-03-16,7.58
2012-03-19,7.58
2012-03-20,7.46
2012-03-21,7.25
2012-03-22,6.76
2012-03-23,6.94
2012-03-26,7.23
2012-03-27,7.18
2012-03-28,6.86
2012-03-29,6.5
2012-03-30,6.75
2012-04-02,6.81
2012-04-03,6.7
2012-04-04,6.68
2012-04-05,6.94
2012-04-09,6.85
2012-04-10,6.99
2012-04-11,7
2012-04-12,7.19
2012-04-13,6.76
2012-04-16,6.75
2012-04-17,6.86
2012-04-18,6.9
2012-04-19,6.71
2012-04-20,6.52
2012-04-23,6.64
2012-04-24,6.67
2012-04-25,6.68
2012-04-26,6.75
2012-04-27,6.82
2012-04-30,7.15
2012-05-01,6.68
2012-05-02,6.86
2012-05-03,6.93
2012-05-04,7.01
2012-05-07,7.09
2012-05-08,7.17
2012-05-09,7.2
2012-05-10,7.11
2012-05-11,7.24
2012-05-14,7.12
2012-05-15,7.34
2012-05-16,7.17
2012-05-17,7.3
2012-05-18,7.3
2012-05-21,7.14
2012-05-22,7.22
2012-05-23,7.15
2012-05-24,7.3
2012-05-25,7.15
2012-05-29,7.32
2012-05-30,7.38
2012-05-31,7.45
2012-06-01,7.45
2012-06-04,7.35
2012-06-05,7.45
2012-06-06,7.26
2012-06-07,7.32
2012-06-08,7.2
2012-06-11,6.81
2012-06-12,6.95
2012-06-13,7.06
2012-06-14,7.21
2012-06-15,7.13
2012-06-18,7.13
2012-06-19,7.22
2012-06-20,7.25
2012-06-21,7.2
2012-06-22,7.2
2012-06-25,7.14
2012-06-26,7.05
2012-06-27,7.19
2012-06-28,7.09
2012-06-29,6.75
2012-07-02,7.19
2012-07-03,7.28
2012-07-05,7.77
2012-07-06,7.5
2012-07-09,7.45
2012-07-10,7.5
2012-07-11,8.49
2012-07-12,8.12
2012-07-13,8.15
2012-07-16,7.73
2012-07-17,7.67
2012-07-18,7.38
2012-07-19,7.58
2012-07-20,7.35
2012-07-23,7.34
2012-07-24,7.08
2012-07-25,7.25
2012-07-26,7.28
2012-07-27,7.28
2012-07-30,7.12
2012-07-31,7.15
2012-08-01,7
2012-08-02,6.75
2012-08-03,6.77
2012-08-06,6.7
2012-08-07,6.74
2012-08-08,6.65
2012-08-09,6.65
2012-08-10,6.61
2012-08-13,6.3
2012-08-14,6.3
2012-08-15,6.27
2012-08-16,6.48
2012-08-17,6.62
2012-08-20,6.65
2012-08-21,6.58
2012-08-22,6.56
2012-08-23,6.53
2012-08-24,6.73
2012-08-27,6.89
2012-08-28,6.81
2012-08-29,6.75
2012-08-30,6.71
2012-08-31,6.72
2012-09-04,6.67
2012-09-05,6.28
2012-09-06,6.34
2012-09-07,6.34
2012-09-10,6.12
2012-09-11,6.26
2012-09-12,6.22
2012-09-13,6.42
2012-09-14,6.36
2012-09-17,6.35
2012-09-18,6.15
2012-09-19,6.22
2012-09-20,6.38
2012-09-21,6.25
2012-09-24,6.25
2012-09-25,6.38
2012-09-26,6.18
2012-09-27,6.55
2012-09-28,6.37
2012-10-01,6.47
2012-10-02,6.34
2012-10-03,6.42
2012-10-04,6.48
2012-10-05,6.25
2012-10-08,6.39
2012-10-09,6.26
2012-10-10,6.39
2012-10-11,6.49
2012-10-12,6.57
2012-10-15,6.33
2012-10-16,6.43
2012-10-17,6.48
2012-10-18,6.45
2012-10-19,6.27
2012-10-22,6.22
2012-10-23,6.3
2012-10-24,6.3
2012-10-25,6.2
2012-10-26,6.05
2012-10-31,6.18
2012-11-01,6.38
2012-11-02,6.3
2012-11-05,5.72
2012-11-06,5.89
2012-11-07,5.87
2012-11-08,5.74
2012-11-09,5.63
2012-11-12,5.65
2012-11-13,5.72
2012-11-14,5.86
2012-11-15,5.5
2012-11-16,5.69
2012-11-19,5.69
2012-11-20,5.65
2012-11-21,5.58
2012-11-23,5.59
2012-11-26,5.47
2012-11-27,5.51
2012-11-28,5.48
2012-11-29,5.59
2012-11-30,5.49
2012-12-03,5.52
2012-12-04,5.48
2012-12-05,5.54
2012-12-06,5.36
2012-12-07,5.68
2012-12-10,5.6
2012-12-11,5.7
2012-12-12,5.68
2012-12-13,5.68
2012-12-14,5.56
2012-12-17,5.56
2012-12-18,5.56
2012-12-19,5.48
2012-12-20,5.61
2012-12-21,5.5
2012-12-24,5.6
2012-12-26,5.6
2012-12-27,5.59
2012-12-28,5.6
2012-12-31,5.64
2013-01-02,5.78
2013-01-03,5.97
2013-01-04,6.24
2013-01-07,6.49
2013-01-08,6.58
2013-01-09,6.61
2013-01-10,6.9
2013-01-11,6.83
2013-01-14,7.3
2013-01-15,7.46
2013-01-16,7.18
2013-01-17,7.05
2013-01-18,7.03
2013-01-22,6.95
2013-01-23,6.7
2013-01-24,6.82
2013-01-25,6.71
2013-01-28,6.49
2013-01-29,6.72
2013-01-30,6.75
2013-01-31,6.85
2013-02-01,7.19
2013-02-04,7.19
2013-02-05,6.98
2013-02-06,6.95
2013-02-07,7
2013-02-08,7.1
2013-02-11,7.1
2013-02-12,7.12
2013-02-13,7.05
2013-02-14,7.06
2013-02-15,7.09
2013-02-19,7.1
2013-02-20,7.09
2013-02-21,6.75
2013-02-22,6.75
2013-02-25,6.8
2013-02-26,6.86
2013-02-27,6.8
2013-02-28,6.73
2013-03-01,6.5
2013-03-04,6.4
2013-03-05,6.49
2013-03-06,6.41
2013-03-07,6.4
2013-03-08,6.48
2013-03-11,6.45
2013-03-12,6.49
2013-03-13,6.5
2013-03-14,6.4
2013-03-15,6.59
2013-03-18,6.45
2013-03-19,6.38
2013-03-20,6.3
2013-03-21,6.3
2013-03-22,6.3
2013-03-25,6.35
2013-03-26,6.49
2013-03-27,6.35
2013-03-28,6.36
2013-04-01,6.43
2013-04-02,6.32
2013-04-03,6.32
2013-04-04,6.29
2013-04-05,6.4
2013-04-08,6.43
2013-04-09,6.21
2013-04-10,6.36
2013-04-11,6.3
2013-04-12,6.32
2013-04-15,5.85
2013-04-16,5.78
2013-04-17,6.16
2013-04-18,6.07
2013-04-19,6.18
2013-04-22,6
2013-04-23,6.2
2013-04-24,6.22
2013-04-25,6.4
2013-04-26,6.37
2013-04-29,6.37
2013-04-30,6.17
2013-05-01,5.86
2013-05-02,5.93
2013-05-03,5.99
2013-05-06,6.02
2013-05-07,6.16
2013-05-08,6.22
2013-05-09,6.85
2013-05-10,6.9
2013-05-13,7.06
2013-05-14,7.65
2013-05-15,7.79
2013-05-16,8
2013-05-17,8.14
2013-05-20,8.35
2013-05-21,7.75
2013-05-22,7.66
2013-05-23,7.65
2013-05-24,7.55
2013-05-28,7.71
2013-05-29,7.51
2013-05-30,7.66
2013-05-31,7.43
2013-06-03,7.54
2013-06-04,7.56
2013-06-05,7.45
2013-06-06,7.58
2013-06-07,7.6
2013-06-10,7.64
2013-06-11,7.46
2013-06-12,7.44
2013-06-13,7.6
2013-06-14,7.55
2013-06-17,7.6
2013-06-18,7.56
2013-06-19,7.53
2013-06-20,7.45
2013-06-21,7.49
2013-06-24,7.3
2013-06-25,7.32
2013-06-26,7.32
2013-06-27,7.4
2013-06-28,7.65
2013-07-01,7.38
2013-07-02,7.44
2013-07-03,7.5
2013-07-05,7.64
2013-07-08,7.56
2013-07-09,7.64
2013-07-10,7.57
2013-07-11,7.71
2013-07-12,7.57
2013-07-15,6.6
2013-07-16,6.8
2013-07-17,6.95
2013-07-18,6.91
2013-07-19,6.86
2013-07-22,6.8
2013-07-23,6.85
2013-07-24,6.88
2013-07-25,7.02
2013-07-26,6.84
2013-07-29,6.9
2013-07-30,6.86
2013-07-31,7.01
2013-08-01,6.9
2013-08-02,7
2013-08-05,7
2013-08-06,6.96
2013-08-07,7
2013-08-08,7.05
2013-08-09,6.96
2013-08-12,7.08
2013-08-13,7
2013-08-14,7.1
2013-08-16,7
2013-08-19,6.87
2013-08-20,6.99
2013-08-21,6.89
2013-08-22,7.02
2013-08-23,7.05
2013-08-26,7.1
2013-08-27,7
2013-08-28,6.95
2013-08-29,7
2013-08-30,7.01
2013-09-03,7
2013-09-04,7.05
2013-09-05,7.05
2013-09-06,7.01
2013-09-09,7.01
2013-09-10,6.89
2013-09-11,7
2013-09-12,7
2013-09-13,7.01
2013-09-16,7.04
2013-09-17,6.95
2013-09-18,6.99
2013-09-19,7
2013-09-20,7.03
2013-09-23,7.1
2013-09-24,7.1
2013-09-25,7.01
2013-09-26,7.03
2013-09-27,7.09
2013-09-30,6.95
2013-10-01,6.91
2013-10-02,6.9
2013-10-03,6.9
2013-10-04,6.85
2013-10-07,6.8
2013-10-08,6.87
2013-10-09,6.88
2013-10-10,6.92
2013-10-11,6.9
2013-10-14,6
2013-10-15,6
2013-10-16,6
2013-10-17,5.71
2013-10-18,5.68
2013-10-21,5.6
2013-10-22,5.64
2013-10-23,5.74
2013-10-24,5.95
2013-10-25,5.94
2013-10-28,5.63
2013-10-29,5.8
2013-10-30,5.74
2013-10-31,5.55
2013-11-01,5.55
2013-11-04,5.66
2013-11-05,6.01
2013-11-06,6.06
2013-11-07,6.03
2013-11-08,6.18
2013-11-11,6.21
2013-11-12,6.21
2013-11-13,6.19
2013-11-14,6.21
2013-11-15,6.29
2013-11-18,6.15
2013-11-19,6.15
2013-11-20,6.18
2013-11-21,6.08
2013-11-22,6.11
2013-11-25,6.27
2013-11-26,6.09
2013-11-27,6.04
2013-11-29,6.25
2013-12-02,6.15
2013-12-03,6.18
2013-12-04,6.08
2013-12-05,6.12
2013-12-06,6.05
2013-12-09,5.99
2013-12-10,5.9
2013-12-11,5.91
2013-12-12,5.9
2013-12-13,5.9
2013-12-16,6.06
2013-12-17,5.98
2013-12-18,5.99
2013-12-19,5.9
2013-12-20,5.9
2013-12-23,5.95
2013-12-24,5.94
2013-12-26,5.99
2013-12-27,5.95
2013-12-30,5.99
2013-12-31,6.09
2014-01-02,6.14
2014-01-03,6.2
2014-01-06,6.21
2014-01-07,6.19
2014-01-08,6.23
2014-01-09,6.12
2014-01-10,6.11
2014-01-13,6.18
2014-01-14,6.14
2014-01-15,6.12
2014-01-16,6.05
2014-01-17,6.12
2014-01-21,6.1
2014-01-22,6.07
2014-01-23,5.94
2014-01-24,6
2014-01-27,6
2014-01-28,6
2014-01-29,5.92
2014-01-30,5.82
2014-01-31,5.9
2014-02-03,5.9
2014-02-04,5.95
2014-02-05,5.86
2014-02-06,5.95
2014-02-07,5.89
2014-02-10,5.9
2014-02-11,6
2014-02-12,5.92
2014-02-13,6.1
2014-02-14,6.2
2014-02-18,6
2014-02-19,6.06
2014-02-20,5.9
2014-02-21,5.84
2014-02-24,5.82
2014-02-25,5.9
2014-02-26,6
2014-02-27,6
2014-02-28,5.95
2014-03-03,5.94
2014-03-04,5.95
2014-03-05,5.91
2014-03-06,5.96
2014-03-07,6.02
2014-03-10,6
2014-03-11,6.07
2014-03-12,6.04
2014-03-13,5.99
2014-03-14,5.9
2014-03-17,5.95
2014-03-18,6
2014-03-19,5.95
2014-03-20,6.01
2014-03-21,6.05
2014-03-24,6.09
2014-03-25,6
2014-03-26,6.02
2014-03-27,6.13
2014-03-28,6.25
2014-03-31,6.5
2014-04-01,6.5
2014-04-02,6.63
2014-04-03,6.52
2014-04-04,6.37
2014-04-07,6.29
2014-04-08,6.25
2014-04-09,6.35
2014-04-10,6.25
2014-04-11,6.34
2014-04-14,6
2014-04-15,5.82
2014-04-16,6
2014-04-17,5.87
2014-04-21,5.89
2014-04-22,6.03
2014-04-23,6.05
2014-04-24,5.98
2014-04-25,6.1
2014-04-28,6.01
2014-04-29,6.15
2014-04-30,6.05
2014-05-01,6.15
2014-05-02,5.97
2014-05-05,5.95
2014-05-06,6.03
2014-05-07,6.03
2014-05-08,5.99
2014-05-09,6
2014-05-12,6.03
2014-05-13,6.09
2014-05-14,5.99
2014-05-15,5.96
2014-05-16,5.95
2014-05-19,5.81
2014-05-20,5.8
2014-05-21,5.82
2014-05-22,5.75
2014-05-23,5.99
2014-05-27,5.88
2014-05-28,5.83
2014-05-29,5.8
2014-05-30,5.81
2014-06-02,5.81
2014-06-04,5.98
2014-06-05,5.83
2014-06-06,5.9
2014-06-09,5.81
2014-06-10,5.98
2014-06-11,5.95
2014-06-12,5.9
2014-06-13,5.82
2014-06-16,5.81
2014-06-17,5.96
2014-06-18,5.85
2014-06-19,5.95
2014-06-20,5.82
2014-06-23,5.98
2014-06-24,5.96
2014-06-25,5.9
2014-06-26,5.82
2014-06-27,5.64
2014-06-30,5.74
2014-07-01,5.7
2014-07-02,5.85
2014-07-03,5.75
2014-07-07,5.61
2014-07-08,5.73
2014-07-09,5.62
2014-07-10,5.6
2014-07-11,5.7
2014-07-14,5.7
2014-07-15,5.8
2014-07-16,5.76
2014-07-17,5.85
2014-07-18,5.77
2014-07-21,5.71
2014-07-22,5.71
2014-07-23,5.73
2014-07-24,5.71
2014-07-25,5.73
2014-07-28,5.71
2014-07-29,5.71
2014-07-30,5.71
2014-07-31,5.72
2014-08-01,5.7
2014-08-04,5.66
2014-08-05,5.6
2014-08-06,5.66
2014-08-07,5.6
2014-08-08,5.5
2014-08-11,5.51
2014-08-12,5.5
2014-08-13,5.5
2014-08-14,5.46
2014-08-15,5.52
2014-08-18,5.49
2014-08-19,5.26
2014-08-20,5.41
2014-08-21,5.31
2014-08-22,5.28
2014-08-25,5.26
2014-08-26,5.3
2014-08-27,5.3
2014-08-28,5.34
2014-08-29,5.33
2014-09-02,5.47
2014-09-03,5.23
2014-09-04,5.18
2014-09-05,5.23
2014-09-08,5.23
2014-09-09,5.15
2014-09-10,5.01
2014-09-11,5.1
2014-09-12,5.12
2014-09-15,5.04
2014-09-16,5.03
2014-09-17,4.96
2014-09-18,5.03
2014-09-19,5
2014-09-22,4.76
2014-09-23,4.85
2014-09-24,4.89
2014-09-25,5.15
2014-09-26,4.99
2014-09-29,4.95
2014-09-30,5
2014-10-01,5
2014-10-02,4.85
2014-10-03,4.81
2014-10-06,4.87
2014-10-07,5.11
2014-10-08,4.9
2014-10-09,4.87
2014-10-10,5.04
2014-10-13,5.74
2014-10-14,5.78
2014-10-15,5.67
2014-10-16,5.25
2014-10-17,5.29
2014-10-20,5.4
2014-10-21,5.29
2014-10-22,5.11
2014-10-23,5.3
2014-10-24,5.43
2014-10-27,5.44
2014-10-28,5.46
2014-10-29,5.34
2014-10-30,5.58
2014-10-31,5.62
2014-11-03,5.56
2014-11-04,5.51
2014-11-05,5.6
2014-11-06,5.46
2014-11-07,5.41
2014-11-10,5.48
2014-11-11,5.61
2014-11-12,5.51
2014-11-13,5.44
2014-11-14,5.46
2014-11-17,5.5
2014-11-18,5.51
2014-11-19,5.42
2014-11-20,5.54
2014-11-21,5.48
2014-11-24,5.27
2014-11-25,5.41
2014-11-26,5.4
2014-11-28,5.29
2014-12-01,5.25
2014-12-02,5.17
2014-12-03,5.18
2014-12-04,5.2
2014-12-05,5.15
2014-12-08,5.1
2014-12-09,5.01
2014-12-10,4.96
2014-12-11,4.95
2014-12-12,5
2014-12-15,4.96
2014-12-16,4.91
2014-12-17,5.01
2014-12-18,4.96
2014-12-19,4.95
2014-12-22,5
2014-12-23,4.95
2014-12-24,4.97
2014-12-26,5
2014-12-29,5.01
2014-12-30,4.95
2014-12-31,5.21
2015-01-02,5.13
2015-01-05,4.94
2015-01-06,4.95
2015-01-07,4.95
2015-01-08,5
2015-01-09,4.99
2015-01-12,4.93
2015-01-13,4.93
