"Index","ARTW.Close"
2007-05-25,4.49
2007-05-29,4.75
2007-05-30,4.53
2007-05-31,4.52
2007-06-01,4.52
2007-06-04,4.5
2007-06-05,4.48
2007-06-06,4.35
2007-06-07,4.48
2007-06-08,4.5
2007-06-11,4.6
2007-06-12,4.55
2007-06-13,4.66
2007-06-14,4.6
2007-06-15,4.48
2007-06-18,4.59
2007-06-19,4.51
2007-06-20,4.55
2007-06-21,4.72
2007-06-22,4.58
2007-06-25,4.52
2007-06-26,4.58
2007-06-27,4.63
2007-06-28,4.66
2007-06-29,4.99
2007-07-02,5.13
2007-07-03,5.37
2007-07-05,5.92
2007-07-06,6
2007-07-09,5.9
2007-07-10,5.66
2007-07-11,5.72
2007-07-12,5.75
2007-07-13,6.06
2007-07-16,8.96
2007-07-17,8.62
2007-07-18,8.45
2007-07-19,8.95
2007-07-20,8.75
2007-07-23,8.45
2007-07-24,8
2007-07-25,7.36
2007-07-26,6.92
2007-07-27,6.95
2007-07-30,7.58
2007-07-31,7.32
2007-08-01,7.2
2007-08-02,7.14
2007-08-03,7.22
2007-08-06,7.08
2007-08-07,7.22
2007-08-08,7.76
2007-08-09,7.43
2007-08-10,6.92
2007-08-13,7.06
2007-08-14,6.9
2007-08-15,6.92
2007-08-16,6.75
2007-08-17,6.96
2007-08-20,7.46
2007-08-21,8.08
2007-08-22,9.58
2007-08-23,9.16
2007-08-24,8.51
2007-08-27,8.32
2007-08-28,7.95
2007-08-29,8.16
2007-08-30,8.03
2007-08-31,8.25
2007-09-04,8.58
2007-09-05,8.78
2007-09-06,8.79
2007-09-07,8.58
2007-09-10,8.41
2007-09-11,8.28
2007-09-12,8.05
2007-09-13,8.41
2007-09-14,8.11
2007-09-17,8.7
2007-09-18,9.05
2007-09-19,9.6
2007-09-20,9.9
2007-09-21,10.7
2007-09-24,10.3
2007-09-25,10.68
2007-09-26,9.85
2007-09-27,10.49
2007-09-28,10.23
2007-10-01,10.62
2007-10-02,10.07
2007-10-03,9.8
2007-10-04,9.42
2007-10-05,9.39
2007-10-08,9.73
2007-10-09,9.98
2007-10-10,13.3
2007-10-11,12.27
2007-10-12,12.2
2007-10-15,12.42
2007-10-16,12
2007-10-17,11.6
2007-10-18,12.06
2007-10-19,11.26
2007-10-22,10.66
2007-10-23,10.73
2007-10-24,11.65
2007-10-25,11.74
2007-10-26,11.67
2007-10-29,11.45
2007-10-30,11.52
2007-10-31,12.5
2007-11-01,12.6
2007-11-02,12.8
2007-11-05,12.5
2007-11-06,12.5
2007-11-07,11.74
2007-11-08,11.78
2007-11-09,11.35
2007-11-12,10.07
2007-11-13,10.25
2007-11-14,10.48
2007-11-15,10.5
2007-11-16,10.5
2007-11-19,9.66
2007-11-20,9.98
2007-11-21,9.82
2007-11-23,10
2007-11-26,9.98
2007-11-27,10.1
2007-11-28,10.12
2007-11-29,10.55
2007-11-30,11.8
2007-12-03,12.26
2007-12-04,12.49
2007-12-05,13.11
2007-12-06,13.99
2007-12-07,15.3
2007-12-10,16.85
2007-12-11,16.66
2007-12-12,19
2007-12-13,17.62
2007-12-14,16.2
2007-12-17,13.72
2007-12-18,14.13
2007-12-19,14.78
2007-12-20,14.44
2007-12-21,15.82
2007-12-24,16.1
2007-12-26,15.98
2007-12-27,14.45
2007-12-28,14.81
2007-12-31,14.34
2008-01-02,13.76
2008-01-03,15.13
2008-01-04,14.9
2008-01-07,14.4
2008-01-08,14.36
2008-01-09,14.73
2008-01-10,14.18
2008-01-11,14.53
2008-01-14,16.25
2008-01-15,15.4
2008-01-16,14.44
2008-01-17,11.64
2008-01-18,10.84
2008-01-22,11.66
2008-01-23,11.42
2008-01-24,12.2
2008-01-25,11.7
2008-01-28,12.32
2008-01-29,11.77
2008-01-30,12.32
2008-01-31,12.45
2008-02-01,13.38
2008-02-04,12.82
2008-02-05,12.71
2008-02-06,12.76
2008-02-07,12.32
2008-02-08,12.28
2008-02-11,13.25
2008-02-12,13.38
2008-02-13,13.15
2008-02-14,13.56
2008-02-15,13.6
2008-02-19,10.02
2008-02-20,9.75
2008-02-21,8.68
2008-02-22,8.02
2008-02-25,8.25
2008-02-26,8.65
2008-02-27,9.05
2008-02-28,8.76
2008-02-29,8.63
2008-03-03,8.75
2008-03-04,8.81
2008-03-05,8.99
2008-03-06,9
2008-03-07,9.05
2008-03-10,8.95
2008-03-11,9
2008-03-12,8.95
2008-03-13,9.08
2008-03-14,8.96
2008-03-17,8.95
2008-03-18,9
2008-03-19,8.98
2008-03-20,8.92
2008-03-24,8.78
2008-03-25,9.72
2008-03-26,9.71
2008-03-27,9.72
2008-03-28,9.52
2008-03-31,9.64
2008-04-01,9.92
2008-04-02,9.39
2008-04-03,9.13
2008-04-04,10.62
2008-04-07,11.08
2008-04-08,11
2008-04-09,11.5
2008-04-10,11.36
2008-04-11,11.16
2008-04-14,11.24
2008-04-15,11.16
2008-04-16,11.58
2008-04-17,11.24
2008-04-18,11.9
2008-04-21,12.12
2008-04-22,12.17
2008-04-23,11.61
2008-04-24,11.86
2008-04-25,12.1
2008-04-28,12.29
2008-04-29,11.25
2008-04-30,10.76
2008-05-01,10.81
2008-05-02,10.76
2008-05-05,10.78
2008-05-06,10.62
2008-05-07,10.64
2008-05-08,10.53
2008-05-09,11.13
2008-05-12,10.81
2008-05-13,10.82
2008-05-14,10.67
2008-05-15,11.08
2008-05-16,10.98
2008-05-19,11.14
2008-05-20,10.76
2008-05-21,10.36
2008-05-22,10.54
2008-05-23,10.35
2008-05-27,10.48
2008-05-28,10.4
2008-05-29,10.21
2008-05-30,10.1
2008-06-02,10.24
2008-06-03,10.15
2008-06-04,10.19
2008-06-05,10.28
2008-06-06,10.1
2008-06-09,10.72
2008-06-10,10.42
2008-06-11,10.22
2008-06-12,9.98
2008-06-13,10.12
2008-06-16,10.4
2008-06-17,10.7
2008-06-18,9.95
2008-06-19,10
2008-06-20,10
2008-06-23,10.08
2008-06-24,10.66
2008-06-25,10.5
2008-06-26,10.09
2008-06-27,9.86
2008-06-30,9.88
2008-07-01,9.5
2008-07-02,9.48
2008-07-03,9.14
2008-07-07,9.5
2008-07-08,9.7
2008-07-09,12.26
2008-07-10,13.29
2008-07-11,13.53
2008-07-14,13.23
2008-07-15,14.28
2008-07-16,14.3
2008-07-17,14.27
2008-07-18,14.15
2008-07-21,13.6
2008-07-22,13.25
2008-07-23,13
2008-07-24,12.07
2008-07-25,12.31
2008-07-28,11.64
2008-07-29,11.62
2008-07-30,13.18
2008-07-31,13.03
2008-08-01,12.7
2008-08-04,12.07
2008-08-05,11.58
2008-08-06,13.54
2008-08-07,13.4
2008-08-08,13.82
2008-08-11,14.21
2008-08-12,16.5
2008-08-13,18
2008-08-14,19.08
2008-08-15,15.2
2008-08-18,13.48
2008-08-19,13.41
2008-08-20,12.8
2008-08-21,12.91
2008-08-22,13.11
2008-08-25,12.78
2008-08-26,12.45
2008-08-27,12.89
2008-08-28,13.31
2008-08-29,13.15
2008-09-02,12.89
2008-09-03,12.79
2008-09-04,11.72
2008-09-05,11.23
2008-09-08,11.72
2008-09-09,10.78
2008-09-10,10.75
2008-09-11,10.5
2008-09-12,10.54
2008-09-15,10
2008-09-16,9
2008-09-17,8.15
2008-09-18,8.16
2008-09-19,9.95
2008-09-22,9.01
2008-09-23,8.9
2008-09-24,8.3
2008-09-25,8.7
2008-09-26,8.74
2008-09-29,8.08
2008-09-30,7.91
2008-10-01,7.23
2008-10-02,6.55
2008-10-03,6.82
2008-10-06,6
2008-10-07,3.4
2008-10-08,3.32
2008-10-09,3.3
2008-10-10,3.1
2008-10-13,3.7
2008-10-14,3.71
2008-10-15,3.65
2008-10-16,3.9
2008-10-17,4.1
2008-10-20,4
2008-10-21,4.3
2008-10-22,3.75
2008-10-23,3.61
2008-10-24,3.6
2008-10-27,3.65
2008-10-28,3.6
2008-10-29,3.96
2008-10-30,3.88
2008-10-31,4.1
2008-11-03,4.23
2008-11-04,4.7
2008-11-05,4.35
2008-11-06,4
2008-11-07,4.07
2008-11-10,4.65
2008-11-11,4.28
2008-11-12,4
2008-11-13,3.6
2008-11-14,3.8
2008-11-17,4.23
2008-11-18,4.15
2008-11-19,4
2008-11-20,3.25
2008-11-21,3.24
2008-11-24,3.8
2008-11-25,3.45
2008-11-26,4
2008-11-28,4.08
2008-12-01,3.96
2008-12-02,3.75
2008-12-03,4.07
2008-12-04,4.18
2008-12-05,4.23
2008-12-08,4.05
2008-12-09,3.77
2008-12-10,4.19
2008-12-11,4.34
2008-12-12,3.7
2008-12-15,3.94
2008-12-16,3.93
2008-12-17,3.85
2008-12-18,3.97
2008-12-19,3.85
2008-12-22,3.95
2008-12-23,3.9
2008-12-24,3.75
2008-12-26,3.75
2008-12-29,3.75
2008-12-30,3.73
2008-12-31,3.62
2009-01-02,3.42
2009-01-05,3.56
2009-01-06,3.6
2009-01-07,3.64
2009-01-08,3.64
2009-01-09,3.84
2009-01-12,3.45
2009-01-13,3.11
2009-01-14,3.01
2009-01-15,3.26
2009-01-16,3.23
2009-01-20,3.22
2009-01-21,3.77
2009-01-22,3.29
2009-01-23,3.2
2009-01-26,3.29
2009-01-27,3.23
2009-01-28,3.5
2009-01-29,3.69
2009-01-30,3.67
2009-02-02,3.6
2009-02-03,3.06
2009-02-04,3.64
2009-02-05,3.7
2009-02-06,4.1
2009-02-09,4.56
2009-02-10,4.8
2009-02-11,4.73
2009-02-12,4.48
2009-02-13,4.4
2009-02-17,4.41
2009-02-18,4.26
2009-02-19,4.06
2009-02-20,4.05
2009-02-23,4
2009-02-24,4.23
2009-02-25,4.05
2009-02-26,3.96
2009-02-27,3.55
2009-03-02,3.4
2009-03-03,3.26
2009-03-04,3.72
2009-03-05,3.75
2009-03-06,3.74
2009-03-09,3.64
2009-03-10,3.75
2009-03-11,3.88
2009-03-12,3.49
2009-03-13,3.75
2009-03-16,3.6
2009-03-17,3.4
2009-03-18,3.61
2009-03-19,3.45
2009-03-20,3.5
2009-03-23,3.8
2009-03-24,3.89
2009-03-25,3.92
2009-03-26,3.98
2009-03-27,3.63
2009-03-30,3.91
2009-03-31,4.05
2009-04-01,3.99
2009-04-02,4
2009-04-03,3.87
2009-04-06,3.82
2009-04-07,4
2009-04-08,3.95
2009-04-09,3.8
2009-04-13,3.49
2009-04-14,3.65
2009-04-15,3.82
2009-04-16,3.91
2009-04-17,3.9
2009-04-20,3.9
2009-04-21,3.86
2009-04-22,3.7
2009-04-23,3.7
2009-04-24,3.63
2009-04-27,3.6
2009-04-28,3.85
2009-04-29,3.9
2009-04-30,3.88
2009-05-01,3.85
2009-05-04,4.25
2009-05-05,4.3
2009-05-06,4.3
2009-05-07,5
2009-05-08,5.11
2009-05-11,4.97
2009-05-12,5
2009-05-13,4.38
2009-05-14,4.65
2009-05-15,4.85
2009-05-18,5.4
2009-05-19,5.21
2009-05-20,5.84
2009-05-21,5.2
2009-05-22,5.47
2009-05-26,5.33
2009-05-27,5.34
2009-05-28,5.45
2009-05-29,5.54
2009-06-01,5.7
2009-06-02,5.8
2009-06-03,5.56
2009-06-04,5.8
2009-06-05,5.83
2009-06-08,5.8
2009-06-09,5.8
2009-06-10,5.82
2009-06-11,5.8
2009-06-12,5.46
2009-06-15,5.27
2009-06-16,5.5
2009-06-17,5.25
2009-06-18,5.49
2009-06-19,5.2
2009-06-22,4.5
2009-06-23,5.49
2009-06-24,5.46
2009-06-25,4.9
2009-06-26,4.87
2009-06-29,5.13
2009-06-30,4.8
2009-07-01,5.25
2009-07-02,4.85
2009-07-06,4.82
2009-07-07,4.05
2009-07-08,4.02
2009-07-09,4.25
2009-07-10,4.4
2009-07-13,4.16
2009-07-14,4.15
2009-07-15,4.2
2009-07-16,4.15
2009-07-17,4.49
2009-07-20,4.45
2009-07-21,4.5
2009-07-22,4.91
2009-07-23,4.88
2009-07-24,5
2009-07-27,4.95
2009-07-28,5
2009-07-29,4.99
2009-07-30,5.13
2009-07-31,5.4
2009-08-03,5.5
2009-08-04,5.31
2009-08-05,5.3
2009-08-06,4.87
2009-08-07,5.05
2009-08-10,4.93
2009-08-11,4.87
2009-08-12,4.75
2009-08-13,5
2009-08-14,5.3
2009-08-17,4.8
2009-08-18,5
2009-08-19,5.28
2009-08-20,5.01
2009-08-21,5.1
2009-08-24,5.04
2009-08-25,4.99
2009-08-26,5.14
2009-08-27,5.13
2009-08-28,5.06
2009-08-31,5.04
2009-09-01,4.9
2009-09-02,4.76
2009-09-03,4.65
2009-09-04,4.75
2009-09-08,4.83
2009-09-09,4.88
2009-09-10,5
2009-09-11,5
2009-09-14,5
2009-09-15,4.98
2009-09-16,4.96
2009-09-17,5.13
2009-09-18,5.1
2009-09-21,5.19
2009-09-22,5.24
2009-09-23,5.33
2009-09-24,4.92
2009-09-25,5.2
2009-09-28,5.3
2009-09-29,5.03
2009-09-30,5.07
2009-10-01,5
2009-10-02,4.94
2009-10-05,5.24
2009-10-06,5.17
2009-10-07,5.2
2009-10-08,4.91
2009-10-09,5.14
2009-10-12,4.29
2009-10-13,4.22
2009-10-14,3.99
2009-10-15,3.94
2009-10-16,3.98
2009-10-19,4.07
2009-10-20,4.02
2009-10-21,4
2009-10-22,3.95
2009-10-23,3.9
2009-10-26,3.96
2009-10-27,3.98
2009-10-28,3.96
2009-10-29,3.85
2009-10-30,3.8
2009-11-02,3.55
2009-11-03,3.56
2009-11-04,3.8
2009-11-05,3.73
2009-11-06,4
2009-11-09,3.9
2009-11-10,3.86
2009-11-11,3.96
2009-11-12,3.71
2009-11-13,3.99
2009-11-16,4.19
2009-11-17,4.09
2009-11-18,4
2009-11-19,4
2009-11-20,4
2009-11-23,4.14
2009-11-24,4
2009-11-25,3.96
2009-11-27,4.14
2009-11-30,3.86
2009-12-01,4
2009-12-02,4
2009-12-03,4
2009-12-04,3.98
2009-12-07,4.18
2009-12-08,4.11
2009-12-09,4.3
2009-12-10,3.91
2009-12-11,4.19
2009-12-14,4.04
2009-12-15,4.13
2009-12-16,4.02
2009-12-17,3.87
2009-12-18,4.1
2009-12-21,4
2009-12-22,4.07
2009-12-23,3.87
2009-12-24,4.13
2009-12-28,3.98
2009-12-29,4.05
2009-12-30,3.9
2009-12-31,4.24
2010-01-04,4.24
2010-01-05,4.2
2010-01-06,4.06
2010-01-07,4.12
2010-01-08,4.06
2010-01-11,4.18
2010-01-12,4.3
2010-01-13,4.32
2010-01-14,4.44
2010-01-15,4.26
2010-01-19,4.22
2010-01-20,4.21
2010-01-21,4.25
2010-01-22,4.38
2010-01-25,4.26
2010-01-26,4.25
2010-01-27,4.38
2010-01-28,4.24
2010-01-29,4.05
2010-02-01,4.15
2010-02-02,4.15
2010-02-03,4.28
2010-02-04,3.96
2010-02-05,3.96
2010-02-08,3.9
2010-02-09,3.9
2010-02-10,4.12
2010-02-11,4
2010-02-12,4.01
2010-02-16,4.08
2010-02-17,4.08
2010-02-18,4
2010-02-19,3.98
2010-02-22,4.62
2010-02-23,4.5
2010-02-24,4.55
2010-02-25,4.53
2010-02-26,4.7
2010-03-01,4.82
2010-03-02,4.85
2010-03-03,5.01
2010-03-04,5.25
2010-03-05,5.22
2010-03-08,5.21
2010-03-09,5.35
2010-03-10,5.2
2010-03-11,5.6
2010-03-12,5.55
2010-03-15,5.74
2010-03-16,5.72
2010-03-17,5.85
2010-03-18,5.95
2010-03-19,5.9
2010-03-22,5.9
2010-03-23,5.94
2010-03-24,6.04
2010-03-25,6.12
2010-03-26,6.16
2010-03-29,6.28
2010-03-30,6.17
2010-03-31,6.16
2010-04-05,6.26
2010-04-06,6.5
2010-04-07,6.4
2010-04-08,6.34
2010-04-09,6.35
2010-04-12,6
2010-04-13,5.94
2010-04-14,6.1
2010-04-15,6.18
2010-04-16,6.1
2010-04-19,6
2010-04-20,6.05
2010-04-21,6.19
2010-04-22,6.15
2010-04-23,6.3
2010-04-26,6.2
2010-04-27,6.34
2010-04-28,6.24
2010-04-29,6.17
2010-04-30,6.11
2010-05-03,6
2010-05-04,5.92
2010-05-05,5.97
2010-05-06,6.2
2010-05-07,5.76
2010-05-10,5.81
2010-05-11,5.79
2010-05-12,6
2010-05-13,6.17
2010-05-14,5.97
2010-05-17,5.84
2010-05-18,5.85
2010-05-19,5.9
2010-05-20,5.25
2010-05-21,5.81
2010-05-24,5.35
2010-05-25,5.83
2010-05-26,5.7
2010-05-27,6.01
2010-05-28,6
2010-06-01,6
2010-06-02,6.05
2010-06-03,6.05
2010-06-04,5.98
2010-06-07,5.6
2010-06-08,5.85
2010-06-09,5.9
2010-06-10,5.9
2010-06-11,6
2010-06-14,5.6
2010-06-15,6
2010-06-16,6
2010-06-17,6
2010-06-18,6.04
2010-06-21,6.14
2010-06-22,5.72
2010-06-23,5.5
2010-06-24,5.19
2010-06-25,5.4
2010-06-28,5.51
2010-06-29,5.3
2010-06-30,5.2
2010-07-01,5.38
2010-07-02,5.1
2010-07-06,4.78
2010-07-07,5.14
2010-07-08,5.25
2010-07-09,5.2
2010-07-12,5.35
2010-07-13,5.15
2010-07-14,5
2010-07-15,5
2010-07-16,5.03
2010-07-19,4.9
2010-07-20,5.02
2010-07-21,5.12
2010-07-22,5
2010-07-23,4.95
2010-07-26,4.95
2010-07-27,4.97
2010-07-28,4.99
2010-07-29,5.07
2010-07-30,4.9
2010-08-02,5.12
2010-08-03,5.08
2010-08-04,5.17
2010-08-05,5.17
2010-08-06,5.01
2010-08-09,5.15
2010-08-10,5.17
2010-08-11,5.24
2010-08-12,5.24
2010-08-13,5.5
2010-08-16,5.45
2010-08-17,5.69
2010-08-18,5.87
2010-08-19,5.7
2010-08-20,5.84
2010-08-23,5.68
2010-08-24,5.33
2010-08-25,5.3
2010-08-26,5.49
2010-08-27,5.7
2010-08-30,5.59
2010-08-31,5.49
2010-09-01,5.79
2010-09-02,6.1
2010-09-03,6.12
2010-09-07,6.01
2010-09-08,5.91
2010-09-09,5.95
2010-09-10,6
2010-09-13,5.91
2010-09-14,6.02
2010-09-15,6.01
2010-09-16,6.01
2010-09-17,6.2
2010-09-20,5.95
2010-09-21,6.06
2010-09-22,6.15
2010-09-23,6.1
2010-09-24,6.18
2010-09-27,6.29
2010-09-28,6.2
2010-09-29,6.25
2010-09-30,6.3
2010-10-01,6.43
2010-10-04,6.21
2010-10-05,6.5
2010-10-06,6.63
2010-10-07,6.8
2010-10-08,7.1
2010-10-11,9.37
2010-10-12,9.76
2010-10-13,9.9
2010-10-14,9.44
2010-10-15,10.1
2010-10-18,10.64
2010-10-19,9.26
2010-10-20,10.04
2010-10-21,9.81
2010-10-22,9.72
2010-10-25,11.22
2010-10-26,10.46
2010-10-27,9.99
2010-10-28,9.9
2010-10-29,10.23
2010-11-01,9.7
2010-11-02,9.49
2010-11-03,9.61
2010-11-04,9.83
2010-11-05,9.9
2010-11-08,9.9
2010-11-09,10.57
2010-11-10,10.49
2010-11-11,10.35
2010-11-12,9.92
2010-11-15,10.06
2010-11-16,9.78
2010-11-17,9.56
2010-11-18,9.89
2010-11-19,9.62
2010-11-22,10.2
2010-11-23,9.65
2010-11-24,9.98
2010-11-26,9.46
2010-11-29,10
2010-11-30,9.55
2010-12-01,9.5
2010-12-02,9.8
2010-12-03,9.65
2010-12-06,9.65
2010-12-07,9.51
2010-12-08,9.43
2010-12-09,9.9
2010-12-10,9.9
2010-12-13,9.64
2010-12-14,9.8
2010-12-15,9.63
2010-12-16,9.97
2010-12-17,9.89
2010-12-20,9.55
2010-12-21,9.77
2010-12-22,9.7
2010-12-23,9.99
2010-12-27,11.42
2010-12-28,11.01
2010-12-29,11.38
2010-12-30,11.66
2010-12-31,11.72
2011-01-03,11.48
2011-01-04,10.89
2011-01-05,11.42
2011-01-06,11.39
2011-01-07,11.46
2011-01-10,11.47
2011-01-11,11.36
2011-01-12,11.68
2011-01-13,12.2
2011-01-14,12.28
2011-01-18,12.3
2011-01-19,11.82
2011-01-20,11.35
2011-01-21,11.3
2011-01-24,12.12
2011-01-25,12.12
2011-01-26,12.97
2011-01-27,12.86
2011-01-28,12.24
2011-01-31,12.98
2011-02-01,13.48
2011-02-02,13.79
2011-02-03,14.1
2011-02-04,14.31
2011-02-07,14.25
2011-02-08,13.82
2011-02-09,13.58
2011-02-10,13.18
2011-02-11,13.35
2011-02-14,13.68
2011-02-15,13.82
2011-02-16,14.42
2011-02-17,14.53
2011-02-18,14.18
2011-02-22,12.4
2011-02-23,10.93
2011-02-24,11.17
2011-02-25,11
2011-02-28,10.9
2011-03-01,10.29
2011-03-02,10.5
2011-03-03,11.1
2011-03-04,11.08
2011-03-07,10.81
2011-03-08,10.75
2011-03-09,10.25
2011-03-10,9.77
2011-03-11,10.41
2011-03-14,10.18
2011-03-15,9.64
2011-03-16,9.68
2011-03-17,10.1
2011-03-18,10.56
2011-03-21,10.8
2011-03-22,10.9
2011-03-23,10.75
2011-03-24,10.84
2011-03-25,10.81
2011-03-28,10.63
2011-03-29,10.32
2011-03-30,10.25
2011-03-31,10.12
2011-04-01,10.11
2011-04-04,9.96
2011-04-05,9.8
2011-04-06,10.11
2011-04-07,10.61
2011-04-08,10.78
2011-04-11,10.55
2011-04-12,7.98
2011-04-13,8.64
2011-04-14,9.46
2011-04-15,8.82
2011-04-18,8.56
2011-04-19,8.9
2011-04-20,8.87
2011-04-21,8.89
2011-04-25,8.84
2011-04-26,8.58
2011-04-27,8.85
2011-04-28,8.66
2011-04-29,8.61
2011-05-02,8.77
2011-05-03,8.64
2011-05-04,8.42
2011-05-05,8.24
2011-05-06,8.44
2011-05-09,8.5
2011-05-10,8.42
2011-05-11,8.75
2011-05-12,8.59
2011-05-13,8.59
2011-05-16,8.46
2011-05-17,8.37
2011-05-18,8.2
2011-05-19,8.2
2011-05-20,8.17
2011-05-23,7.8
2011-05-24,7.4
2011-05-25,7.52
2011-05-26,7.54
2011-05-27,7.83
2011-05-31,8
2011-06-01,8.56
2011-06-02,8.6
2011-06-03,8.94
2011-06-06,8.8
2011-06-07,9.21
2011-06-08,8.78
2011-06-09,9.15
2011-06-10,8.69
2011-06-13,8.64
2011-06-14,8.32
2011-06-15,8.52
2011-06-16,8.1
2011-06-17,8.23
2011-06-20,8.13
2011-06-21,8.17
2011-06-22,8.23
2011-06-23,8.09
2011-06-24,8.15
2011-06-27,8.43
2011-06-28,8.52
2011-06-29,8.83
2011-06-30,9.05
2011-07-01,9.2
2011-07-05,9.22
2011-07-06,8.9
2011-07-07,9.18
2011-07-08,8.96
2011-07-11,8.33
2011-07-12,8.78
2011-07-13,9.09
2011-07-14,8.78
2011-07-15,8.84
2011-07-18,8.77
2011-07-19,8.57
2011-07-20,8.7
2011-07-21,8.39
2011-07-22,8.28
2011-07-25,7.56
2011-07-26,7.5
2011-07-27,7.3
2011-07-28,7.58
2011-07-29,7.62
2011-08-01,7.22
2011-08-02,7
2011-08-03,7.25
2011-08-04,7.03
2011-08-05,6.88
2011-08-08,6.07
2011-08-09,6.99
2011-08-10,6.05
2011-08-11,6.49
2011-08-12,6.14
2011-08-15,5.95
2011-08-16,6.34
2011-08-17,6.34
2011-08-18,5.9
2011-08-19,5.94
2011-08-22,5.91
2011-08-23,5.89
2011-08-24,6.23
2011-08-25,6.1
2011-08-26,6.25
2011-08-29,6.15
2011-08-30,6.5
2011-08-31,7
2011-09-01,7.06
2011-09-02,6.66
2011-09-06,6.55
2011-09-07,6.88
2011-09-08,6.95
2011-09-09,6.53
2011-09-12,6.16
2011-09-13,6.31
2011-09-14,6.25
2011-09-15,6.03
2011-09-16,6.1
2011-09-19,6
2011-09-20,6.06
2011-09-21,6.25
2011-09-22,6
2011-09-23,6.24
2011-09-26,5.95
2011-09-27,5.65
2011-09-28,5.8
2011-09-29,5.83
2011-09-30,5.64
2011-10-03,5.55
2011-10-04,5.41
2011-10-05,5.31
2011-10-06,5.59
2011-10-07,5.43
2011-10-10,5.07
2011-10-11,5.1
2011-10-12,6.03
2011-10-13,5.94
2011-10-14,5.84
2011-10-17,5.75
2011-10-18,5.59
2011-10-19,5.61
2011-10-20,5.3
2011-10-21,5.49
2011-10-24,5.68
2011-10-25,5.83
2011-10-26,5.9
2011-10-27,6.39
2011-10-28,6.36
2011-10-31,6.37
2011-11-01,6.19
2011-11-02,6.19
2011-11-03,5.99
2011-11-04,5.91
2011-11-07,5.75
2011-11-08,5.95
2011-11-09,5.84
2011-11-10,5.98
2011-11-11,6.1
2011-11-14,6.05
2011-11-15,6.05
2011-11-16,6.18
2011-11-17,6.19
2011-11-18,6.12
2011-11-21,5.77
2011-11-22,5.82
2011-11-23,5.75
2011-11-25,5.7
2011-11-28,5.76
2011-11-30,6.03
2011-12-01,5.88
2011-12-02,6.05
2011-12-05,5.93
2011-12-06,5.75
2011-12-07,5.76
2011-12-08,5.71
2011-12-09,5.6
2011-12-12,5.75
2011-12-13,5.68
2011-12-14,5.66
2011-12-15,5.5
2011-12-16,5.45
2011-12-19,5.07
2011-12-20,5.4
2011-12-21,5.33
2011-12-22,5.48
2011-12-23,5.4
2011-12-27,5.44
2011-12-28,5.28
2011-12-29,5.4
2011-12-30,5.12
2012-01-03,5.64
2012-01-04,6.75
2012-01-05,6.83
2012-01-06,8.15
2012-01-09,8.61
2012-01-10,8.54
2012-01-11,8.48
2012-01-12,8.6
2012-01-13,8.49
2012-01-17,8.18
2012-01-18,7.83
2012-01-19,7.94
2012-01-20,8
2012-01-23,7.81
2012-01-24,7.97
2012-01-25,7.95
2012-01-26,8.13
2012-01-27,8.25
2012-01-30,8.33
2012-01-31,8.81
2012-02-01,9.15
2012-02-02,9.4
2012-02-03,9.53
2012-02-06,9.43
2012-02-07,9.32
