"Index","WBNK.Close"
2012-02-13,0.18
2012-02-14,0.19
2012-02-16,0.19
2012-02-17,0.21
2012-02-21,0.19
2012-02-23,0.19
2012-02-24,0.2
2012-02-27,0.19
2012-02-28,0.19
2012-03-01,0.18
2012-03-02,0.16
2012-03-06,0.16
2012-03-07,0.19
2012-03-08,0.16
2012-03-09,0.16
2012-03-16,0.16
2012-03-19,0.16
2012-03-20,0.16
2012-03-21,0.12
2012-03-23,0.17
2012-03-28,0.14
2012-03-29,0.14
2012-03-30,0.14
2012-04-02,0.15
2012-04-09,0.16
2012-04-16,0.14
2012-04-17,0.14
2012-04-20,0.14
2012-04-25,0.14
2012-04-26,0.16
2012-05-01,0.12
2012-05-02,0.12
2012-05-07,0.1
2012-05-10,0.1
2012-05-11,0.13
2012-05-16,0.11
2012-05-17,0.09
2012-05-18,0.09
2012-05-23,0.09
2012-05-25,0.09
2012-05-29,0.1
2012-06-01,0.07
2012-06-04,0.07
2012-06-05,0.07
2012-06-06,0.07
2012-06-11,0.02
2012-06-12,0.02
2012-06-13,0.01
2012-06-14,0.01
2012-06-15,0.03
2012-06-18,0.01
2012-06-19,0.01
2012-06-20,0.02
2012-06-22,0.01
2012-06-25,0.01
2012-06-28,0.01
2012-06-29,0.01
2012-07-02,0.01
2012-07-03,0.01
2012-07-05,0.01
2012-07-09,0.01
2012-07-10,0.01
2012-07-12,0.01
2012-07-17,0.01
2012-07-19,0.01
2012-07-20,0.01
2012-07-23,0.01
2012-07-24,0.01
2012-07-26,0.01
2012-07-27,0.01
2012-07-30,0.01
2012-07-31,0.01
2012-08-01,0.01
2012-08-03,0.01
2012-08-07,0.01
2012-08-08,0.01
2012-08-10,0.01
2012-08-15,0.01
2012-08-16,0.01
2012-08-17,0.01
2012-08-20,0.01
2012-08-22,0.01
2012-08-27,0.01
2012-08-28,0.01
2012-08-29,0.01
2012-08-30,0.01
2012-08-31,0.01
2012-09-06,0
2012-09-07,0
2012-09-10,0
2012-09-12,0
2012-09-14,0
2012-09-17,0
2012-09-18,0
2012-09-19,0
2012-09-21,0
2012-09-25,0
2012-09-28,0
2012-10-01,0
2012-10-02,0
2012-10-04,0
2012-10-10,0
2012-10-11,0
2012-10-12,0
2012-10-15,0.01
2012-10-16,0.01
2012-10-17,0.01
2012-10-18,0.03
2012-10-19,0.01
2012-10-22,0.03
2012-10-23,0.02
2012-10-25,0.01
2012-10-31,0.01
2012-11-05,0.01
2012-11-07,0.01
2012-11-08,0.01
2012-11-12,0
2012-11-15,0
2012-11-16,0.01
2012-11-19,0.01
2012-11-20,0.01
2012-11-21,0.01
2012-11-26,0.01
2012-11-27,0.01
2012-11-30,0.01
2012-12-03,0.01
2012-12-04,0.01
2012-12-05,0.01
2012-12-06,0.01
2012-12-10,0.01
2012-12-11,0.01
2012-12-12,0.01
2012-12-13,0.01
2012-12-14,0.01
2012-12-17,0.01
2012-12-18,0.02
2012-12-19,0.02
2012-12-20,0.02
2012-12-26,0.01
2012-12-27,0.02
2012-12-31,0.01
2013-01-02,0.01
2013-01-04,0.01
2013-01-07,0.02
2013-01-09,0.01
2013-01-10,0.01
2013-01-14,0.01
2013-01-18,0.01
2013-01-22,0.01
2013-01-30,0.01
2013-02-04,0.01
2013-02-06,0.01
2013-02-07,0.01
2013-02-08,0.01
2013-02-11,0.01
2013-02-13,0.01
2013-02-19,0
2013-02-20,0
2013-02-21,0
2013-02-25,0
2013-02-26,0
2013-02-27,0
2013-03-01,0
2013-03-05,0.04
2013-03-06,0.02
2013-03-07,0
2013-03-11,0.01
2013-03-12,0.02
2013-03-13,0.02
2013-03-15,0.01
2013-03-18,0.02
2013-03-26,0.01
2013-03-28,0.01
2013-04-01,0.01
2013-04-02,0.02
2013-04-04,0.01
2013-04-09,0.01
2013-04-10,0.01
2013-04-12,0.01
2013-04-29,0.01
2013-04-30,0.01
2013-05-06,0.01
2013-05-07,0.01
2013-05-10,0.01
2013-05-13,0.01
2013-05-14,0.01
2013-05-20,0.01
2013-05-21,0.01
2013-05-28,0.01
2013-05-30,0.02
2013-05-31,0.02
2013-06-05,0.01
2013-06-06,0.01
2013-06-10,0.01
2013-06-14,0.01
2013-06-17,0.01
2013-06-18,0.01
2013-06-27,0.01
2013-06-28,0.01
2013-07-02,0.01
2013-07-11,0.01
2013-07-15,0.01
2013-07-17,0.01
2013-07-24,0.01
2013-07-25,0.01
2013-07-26,0.01
2013-07-30,0.01
2013-08-01,0.01
2013-08-08,0.01
2013-08-14,0.01
2013-08-15,0.01
2013-08-16,0.01
2013-08-26,0.01
2013-08-27,0.01
2013-08-29,0.01
2013-09-04,0.01
2013-09-10,0.01
2013-09-11,0.01
2013-09-18,0.01
2013-09-20,0.01
2013-09-23,0.02
2013-09-24,0.01
2013-09-26,0.01
2013-10-04,0.01
2013-10-11,0.01
2013-10-14,0.01
2013-10-15,0.01
2013-10-18,0.01
2013-10-21,0.01
2013-10-22,0.01
2013-10-24,0.02
2013-10-25,0.01
2013-10-29,0.01
2013-11-05,0.01
2013-11-07,0.01
2013-11-08,0.01
2013-11-11,0.01
2013-11-12,0.01
2013-11-13,0.01
2013-11-15,0.01
2013-11-18,0.01
2013-11-22,0.01
2013-11-26,0.01
2013-11-29,0.01
2013-12-05,0.02
2013-12-06,0.02
2013-12-09,0.02
2013-12-11,0.02
2013-12-16,0.04
2013-12-17,0.02
2013-12-19,0.02
2013-12-20,0.02
2013-12-23,0.02
2013-12-27,0.02
2013-12-31,0.02
2014-01-03,0.02
2014-01-14,0.02
2014-01-16,0.02
2014-01-22,0.02
2014-01-24,0.02
2014-01-29,0.02
2014-01-31,0.01
2014-02-06,0.02
2014-02-10,0.02
2014-02-13,0.02
2014-02-14,0.02
2014-02-26,0.02
2014-03-05,0.02
2014-03-11,0.01
2014-03-17,0.01
2014-03-20,0.01
2014-03-26,0.01
2014-03-28,0.01
2014-03-31,0.01
2014-04-01,0.01
2014-04-11,0
2014-04-21,0.01
2014-04-30,0
2014-05-06,0
2014-05-08,0
2014-05-09,0
2014-05-12,0
2014-05-13,0
2014-05-29,0.01
2014-06-09,0
2014-06-16,0.01
2014-06-18,0.01
2014-06-19,0.01
2014-07-01,0.01
2014-07-09,0.01
2014-07-14,0.01
2014-07-16,0.01
2014-07-18,0.02
2014-07-21,0.01
2014-07-25,0.02
2014-08-01,0.02
2014-09-03,0
2014-09-23,0
2014-09-29,0
2014-10-15,0
2014-10-28,0
2014-11-03,0
2014-11-05,0
