"Index","AFOP.Close"
2012-02-01,4.08
2012-02-02,4.24
2012-02-03,4.31
2012-02-06,4.53
2012-02-07,4.55
2012-02-08,4.6
2012-02-09,4.62
2012-02-10,4.53
2012-02-13,4.55
2012-02-14,4.52
2012-02-15,4.52
2012-02-16,4.63
2012-02-17,4.92
2012-02-21,4.9
2012-02-22,4.8
2012-02-23,4.68
2012-02-24,4.56
2012-02-27,4.61
2012-02-28,4.74
2012-02-29,4.64
2012-03-01,4.58
2012-03-02,4.68
2012-03-05,4.56
2012-03-06,4.5
2012-03-07,4.56
2012-03-08,4.62
2012-03-09,4.66
2012-03-12,4.65
2012-03-13,4.64
2012-03-14,4.59
2012-03-15,4.64
2012-03-16,4.65
2012-03-19,4.8
2012-03-20,4.77
2012-03-21,4.68
2012-03-22,4.68
2012-03-23,4.65
2012-03-26,4.66
2012-03-27,4.78
2012-03-28,4.7
2012-03-29,4.74
2012-03-30,4.8
2012-04-02,4.76
2012-04-03,4.66
2012-04-04,4.61
2012-04-05,4.55
2012-04-09,4.64
2012-04-10,4.5
2012-04-11,4.52
2012-04-12,4.49
2012-04-13,4.48
2012-04-16,4.5
2012-04-17,4.5
2012-04-18,4.48
2012-04-19,4.5
2012-04-20,4.4
2012-04-23,4.49
2012-04-24,4.52
2012-04-25,4.46
2012-04-26,4.46
2012-04-27,4.37
2012-04-30,4.38
2012-05-01,4.34
2012-05-02,4.34
2012-05-03,4.32
2012-05-04,4.3
2012-05-07,4.19
2012-05-08,4.14
2012-05-09,4.12
2012-05-10,4.08
2012-05-11,4.1
2012-05-14,4.22
2012-05-15,4.09
2012-05-16,4.1
2012-05-17,4.07
2012-05-18,4.1
2012-05-21,4.09
2012-05-22,4.13
2012-05-23,4.1
2012-05-24,4.14
2012-05-25,4.1
2012-05-29,4.26
2012-05-30,4.14
2012-05-31,4.06
2012-06-01,3.93
2012-06-04,4.03
2012-06-05,4.05
2012-06-06,4.13
2012-06-07,4.12
2012-06-08,4.14
2012-06-11,4.14
2012-06-12,4.08
2012-06-13,4.18
2012-06-14,4.21
2012-06-15,4.31
2012-06-18,4.42
2012-06-19,4.42
2012-06-20,4.36
2012-06-21,4.46
2012-06-22,4.39
2012-06-25,4.32
2012-06-26,4.38
2012-06-27,4.39
2012-06-28,4.46
2012-06-29,4.47
2012-07-02,4.68
2012-07-03,4.75
2012-07-05,4.52
2012-07-06,4.6
2012-07-09,4.52
2012-07-10,4.65
2012-07-11,4.6
2012-07-12,4.6
2012-07-13,4.6
2012-07-16,4.63
2012-07-17,4.63
2012-07-18,4.54
2012-07-19,4.52
2012-07-20,4.5
2012-07-23,4.54
2012-07-24,4.6
2012-07-25,4.56
2012-07-26,4.6
2012-07-27,4.58
2012-07-30,4.64
2012-07-31,4.64
2012-08-01,4.57
2012-08-02,4.58
2012-08-03,4.66
2012-08-06,4.63
2012-08-07,4.68
2012-08-08,4.54
2012-08-09,4.7
2012-08-10,4.62
2012-08-13,4.68
2012-08-14,4.72
2012-08-15,4.7
2012-08-16,4.72
2012-08-17,4.74
2012-08-20,4.64
2012-08-21,4.67
2012-08-22,4.62
2012-08-23,4.56
2012-08-24,4.62
2012-08-27,4.58
2012-08-28,4.6
2012-08-29,4.65
2012-08-30,4.56
2012-08-31,4.57
2012-09-04,4.64
2012-09-05,4.71
2012-09-06,4.66
2012-09-07,4.73
2012-09-10,4.68
2012-09-11,4.75
2012-09-12,4.75
2012-09-13,4.86
2012-09-14,4.72
2012-09-17,4.66
2012-09-18,4.6
2012-09-19,4.55
2012-09-20,4.5
2012-09-21,4.52
2012-09-24,4.63
2012-09-25,4.5
2012-09-26,4.5
2012-09-27,4.46
2012-09-28,4.5
2012-10-01,4.6
2012-10-02,4.64
2012-10-03,4.66
2012-10-04,4.8
2012-10-05,4.73
2012-10-08,4.7
2012-10-09,4.62
2012-10-10,4.66
2012-10-11,4.68
2012-10-12,4.63
2012-10-15,4.7
2012-10-16,4.72
2012-10-17,4.72
2012-10-18,4.8
2012-10-19,4.8
2012-10-22,4.84
2012-10-23,4.76
2012-10-24,4.78
2012-10-25,4.83
2012-10-26,5.06
2012-10-31,5.4
2012-11-01,5.37
2012-11-02,5.4
2012-11-05,5.35
2012-11-06,5.38
2012-11-07,5.33
2012-11-08,5.32
2012-11-09,5.37
2012-11-12,5.35
2012-11-13,5.4
2012-11-14,5.3
2012-11-15,5.32
2012-11-16,5.34
2012-11-19,5.35
2012-11-20,5.38
2012-11-21,5.34
2012-11-23,5.56
2012-11-26,5.74
2012-11-27,6
2012-11-28,5.59
2012-11-29,5.72
2012-11-30,5.77
2012-12-03,5.82
2012-12-04,5.82
2012-12-05,5.83
2012-12-06,5.8
2012-12-07,5.86
2012-12-10,5.74
2012-12-11,5.66
2012-12-12,5.75
2012-12-13,5.74
2012-12-14,5.74
2012-12-17,5.82
2012-12-18,5.88
2012-12-19,5.87
2012-12-20,5.92
2012-12-21,6
2012-12-24,5.99
2012-12-26,5.98
2012-12-27,5.99
2012-12-28,5.93
2012-12-31,6.01
2013-01-02,6.05
2013-01-03,6.09
2013-01-04,6.03
2013-01-07,6.08
2013-01-08,6.16
2013-01-09,6.16
2013-01-10,6.09
2013-01-11,6.12
2013-01-14,6.04
2013-01-15,6.05
2013-01-16,6.04
2013-01-17,5.98
2013-01-18,5.89
2013-01-22,5.88
2013-01-23,5.78
2013-01-24,5.52
2013-01-25,5.57
2013-01-28,5.8
2013-01-29,5.54
2013-01-30,5.32
2013-01-31,5.82
2013-02-01,6.14
2013-02-04,5.91
2013-02-05,6.13
2013-02-06,6.14
2013-02-07,6.35
2013-02-08,6.34
2013-02-11,6.41
2013-02-12,6.4
2013-02-13,6.38
2013-02-14,6.02
2013-02-15,5.72
2013-02-19,5.76
2013-02-20,5.79
2013-02-21,5.66
2013-02-22,5.7
2013-02-25,5.52
2013-02-26,5.52
2013-02-27,5.53
2013-02-28,5.54
2013-03-01,5.55
2013-03-04,5.61
2013-03-05,5.7
2013-03-06,5.68
2013-03-07,5.86
2013-03-08,5.98
2013-03-11,6
2013-03-12,6.06
2013-03-13,6.12
2013-03-14,6.12
2013-03-15,6.12
2013-03-18,6.08
2013-03-19,5.97
2013-03-20,5.98
2013-03-21,6.11
2013-03-22,6.14
2013-03-25,6.16
2013-03-26,6.48
2013-03-27,6.5
2013-03-28,6.52
2013-04-01,6.48
2013-04-02,6.72
2013-04-03,6.8
2013-04-04,6.78
2013-04-05,6.81
2013-04-08,7.01
2013-04-09,6.99
2013-04-10,7.05
2013-04-11,7.08
2013-04-12,6.81
2013-04-15,6.86
2013-04-16,7.08
2013-04-17,7.06
2013-04-18,7.02
2013-04-19,6.98
2013-04-22,7.02
2013-04-23,7.14
2013-04-24,7.52
2013-04-25,7.6
2013-04-26,7.71
2013-04-29,8
2013-04-30,8.24
2013-05-01,8.14
2013-05-02,8.22
2013-05-03,8.39
2013-05-06,8.45
2013-05-07,8.7
2013-05-08,8.95
2013-05-09,8.84
2013-05-10,8.95
2013-05-13,8.96
2013-05-14,8.96
2013-05-15,8.94
2013-05-16,8.94
2013-05-17,8.16
2013-05-20,8.48
2013-05-21,8.7
2013-05-22,9.51
2013-05-23,10
2013-05-24,9.96
2013-05-28,10.16
2013-05-29,10.25
2013-05-30,10.64
2013-05-31,10.48
2013-06-03,10.22
2013-06-04,10.11
2013-06-05,9.77
2013-06-06,11
2013-06-07,10.96
2013-06-10,11.42
2013-06-11,11.74
2013-06-12,11.3
2013-06-13,11.12
2013-06-14,11.3
2013-06-17,11.79
2013-06-18,11.7
2013-06-19,11.59
2013-06-20,10.96
2013-06-21,10.58
2013-06-24,10.48
2013-06-25,10.32
2013-06-26,10.28
2013-06-27,10.48
2013-06-28,10
2013-07-01,10.94
2013-07-02,11.86
2013-07-03,12.25
2013-07-05,14.26
2013-07-08,13.66
2013-07-09,14.68
2013-07-10,15
2013-07-11,15.05
2013-07-12,15.36
2013-07-15,16.38
2013-07-16,15.97
2013-07-17,16.22
2013-07-18,15.94
2013-07-19,14.49
2013-07-22,14.95
2013-07-23,14.54
2013-07-24,16.1
2013-07-25,16.09
2013-07-26,16.96
2013-07-29,17.17
2013-07-30,16.28
2013-07-31,15.9
2013-08-01,14.76
2013-08-02,15.84
2013-08-05,17.02
2013-08-06,16.65
2013-08-07,16.06
2013-08-08,15.98
2013-08-09,16.12
2013-08-12,15.96
2013-08-13,15.3
2013-08-14,15.44
2013-08-15,14.46
2013-08-16,15.66
2013-08-19,16.36
2013-08-20,16.87
2013-08-21,16.3
2013-08-22,16.94
2013-08-23,18.78
2013-08-26,19.02
2013-08-27,17.4
2013-08-28,18.56
2013-08-29,19.21
2013-08-30,18.52
2013-09-03,18.38
2013-09-04,18.89
2013-09-05,19.08
2013-09-06,18.64
2013-09-09,19.24
2013-09-10,20.47
2013-09-11,20.18
2013-09-12,19.7
2013-09-13,18.69
2013-09-16,19.1
2013-09-17,20.24
2013-09-18,22.99
2013-09-19,22.73
2013-09-20,22.23
2013-09-23,21.55
2013-09-24,22.6
2013-09-25,22
2013-09-26,21.24
2013-09-27,21.41
2013-09-30,20.47
2013-10-01,21.39
2013-10-02,21.26
2013-10-03,19.82
2013-10-04,20.05
2013-10-07,19.03
2013-10-08,17.71
2013-10-09,17.88
2013-10-10,19.02
2013-10-11,18.78
2013-10-14,18.58
2013-10-15,18.33
2013-10-16,18.23
2013-10-17,19.25
2013-10-18,20.86
2013-10-21,19.63
2013-10-22,19.13
2013-10-23,18.63
2013-10-24,17.47
2013-10-25,20.12
2013-10-28,20.33
2013-10-29,19.67
2013-10-30,17.85
2013-10-31,18.57
2013-11-01,17.38
2013-11-04,17.48
2013-11-05,17.06
2013-11-06,15.42
2013-11-07,15.14
2013-11-08,16.07
2013-11-11,15.89
2013-11-12,15.86
2013-11-13,15.6
2013-11-14,15.1
2013-11-15,15.12
2013-11-18,14.86
2013-11-19,15.3
2013-11-20,14.97
2013-11-21,15.89
2013-11-22,15.37
2013-11-25,14.97
2013-11-26,15.33
2013-11-27,15.04
2013-11-29,14.75
2013-12-02,15.36
2013-12-03,15.14
2013-12-04,15.26
2013-12-05,15.09
2013-12-06,15.43
2013-12-09,15.27
2013-12-10,15.22
2013-12-11,14.6
2013-12-12,13.89
2013-12-13,13.73
2013-12-16,14.59
2013-12-17,14.66
2013-12-18,14.58
2013-12-19,14.37
2013-12-20,15.1
2013-12-23,15.86
2013-12-24,15.81
2013-12-26,15.74
2013-12-27,15.24
2013-12-30,15.07
2013-12-31,15.05
2014-01-02,14.93
2014-01-03,15.03
2014-01-06,15.45
2014-01-07,15.49
2014-01-08,15.58
2014-01-09,15.3
2014-01-10,15.04
2014-01-13,14.65
2014-01-14,14.94
2014-01-15,15.43
2014-01-16,17.3
2014-01-17,16.5
2014-01-21,17.35
2014-01-22,17.36
2014-01-23,16.99
2014-01-24,15.89
2014-01-27,15.34
2014-01-28,15.56
2014-01-29,15.3
2014-01-30,15.83
2014-01-31,15.75
2014-02-03,15.54
2014-02-04,12.06
2014-02-05,11.91
2014-02-06,11.72
2014-02-07,12.13
2014-02-10,11.97
2014-02-11,11.77
2014-02-12,11.81
2014-02-13,11.89
2014-02-14,11.55
2014-02-18,11.93
2014-02-19,12.17
2014-02-20,12.58
2014-02-21,12.29
2014-02-24,11.94
2014-02-25,12.42
2014-02-26,12.35
2014-02-27,12.38
2014-02-28,12.04
2014-03-03,12.07
2014-03-04,12.4
2014-03-05,12.81
2014-03-06,13.35
2014-03-07,13.51
2014-03-10,13.78
2014-03-11,12.5
2014-03-12,12.93
2014-03-13,13.1
2014-03-14,13.22
2014-03-17,13.59
2014-03-18,14.81
2014-03-19,14.78
2014-03-20,14.97
2014-03-21,14.73
2014-03-24,14.25
2014-03-25,14.89
2014-03-26,14.24
2014-03-27,14.14
2014-03-28,13.8
2014-03-31,14.47
2014-04-01,14.82
2014-04-02,16.68
2014-04-03,16.88
2014-04-04,16.25
2014-04-07,15.65
2014-04-08,16.24
2014-04-09,16.79
2014-04-10,16.01
2014-04-11,15.82
2014-04-14,16.07
2014-04-15,16.51
2014-04-16,16.75
2014-04-17,17.32
2014-04-21,18.68
2014-04-22,18.88
2014-04-23,18.9
2014-04-24,18.36
2014-04-25,18.36
2014-04-28,19.62
2014-04-29,19.15
2014-04-30,19.22
2014-05-01,19.75
2014-05-02,20.17
2014-05-05,19.69
2014-05-06,18.47
2014-05-07,18.02
2014-05-08,18.22
2014-05-09,17.51
2014-05-12,18.09
2014-05-13,18.65
2014-05-14,18.28
2014-05-15,18.34
2014-05-16,18.38
2014-05-19,19.7
2014-05-20,20.04
2014-05-21,20.38
2014-05-22,20.63
2014-05-23,20.89
2014-05-27,21.02
2014-05-28,21.67
2014-05-29,22.31
2014-05-30,20.28
2014-06-02,20.75
2014-06-03,20.73
2014-06-04,21.41
2014-06-05,21.57
2014-06-06,21.41
2014-06-09,21.9
2014-06-10,21.7
2014-06-11,21.79
2014-06-12,21.06
2014-06-13,19.99
2014-06-16,19.95
2014-06-17,19.77
2014-06-18,18.7
2014-06-19,18.64
2014-06-20,18.47
2014-06-23,18.35
2014-06-24,18.44
2014-06-25,17.95
2014-06-26,18.43
2014-06-27,18.11
2014-06-30,18.1
2014-07-01,18.4
2014-07-02,18.56
2014-07-03,19.96
2014-07-07,18.97
2014-07-08,18.03
2014-07-09,17.29
2014-07-10,17.12
2014-07-11,17.27
2014-07-14,17.06
2014-07-15,16.67
2014-07-16,16.03
2014-07-17,16
2014-07-18,16.73
2014-07-21,16.61
2014-07-22,16.66
2014-07-23,16.8
2014-07-24,17.08
2014-07-25,16.85
2014-07-28,16.59
2014-07-29,13.17
2014-07-30,13.14
2014-07-31,13.38
2014-08-01,14.25
2014-08-04,12.87
2014-08-05,13.07
2014-08-06,13.76
2014-08-07,13.86
2014-08-08,13.76
2014-08-11,14.22
2014-08-12,14.18
2014-08-13,14.19
2014-08-14,14.21
2014-08-15,14.11
2014-08-18,14.43
2014-08-19,13.85
2014-08-20,14.25
2014-08-21,14.61
2014-08-22,14.18
2014-08-25,14.38
2014-08-26,14.73
2014-08-27,14.49
2014-08-28,14.43
2014-08-29,14.82
2014-09-02,14.44
2014-09-03,14.32
2014-09-04,14.2
2014-09-05,14.16
2014-09-08,14.36
2014-09-09,14.05
2014-09-10,14.05
2014-09-11,13.98
2014-09-12,13.65
2014-09-15,13.67
2014-09-16,13.82
2014-09-17,14.04
2014-09-18,14.09
2014-09-19,13.5
2014-09-22,13.08
2014-09-23,13.06
2014-09-24,13.07
2014-09-25,12.86
2014-09-26,12.74
2014-09-29,12.66
2014-09-30,12.43
2014-10-01,11.74
2014-10-02,12.09
2014-10-03,12.37
2014-10-06,12.21
2014-10-07,11.9
2014-10-08,12.1
2014-10-09,11.71
2014-10-10,11.22
2014-10-13,11.5
2014-10-14,11.69
2014-10-15,12.23
2014-10-16,12.82
2014-10-17,12.26
2014-10-20,12.18
2014-10-21,12.31
2014-10-22,11.86
2014-10-23,12.4
2014-10-24,12.5
2014-10-27,12.63
2014-10-28,13.12
2014-10-29,12.99
2014-10-30,11.46
2014-10-31,12.91
2014-11-03,13.59
2014-11-04,13.47
2014-11-05,13.3
2014-11-06,13.72
2014-11-07,13.5
2014-11-10,13.7
2014-11-11,13.62
2014-11-12,13.76
2014-11-13,13.68
2014-11-14,13.87
2014-11-17,13.74
2014-11-18,12.88
2014-11-19,12.34
2014-11-20,12.88
2014-11-21,12.72
2014-11-24,12.87
2014-11-25,12.75
2014-11-26,12.84
2014-11-28,12.68
2014-12-01,12.32
2014-12-02,12.73
2014-12-03,12.8
2014-12-04,12.89
2014-12-05,13.09
2014-12-08,12.51
2014-12-09,12.87
2014-12-10,13.13
2014-12-11,13.19
2014-12-12,13.5
2014-12-15,13.5
2014-12-16,13.48
2014-12-17,13.99
2014-12-18,14.64
2014-12-19,14.14
2014-12-22,14.58
2014-12-23,14.42
2014-12-24,14.55
2014-12-26,14.95
2014-12-29,14.84
2014-12-30,14.83
2014-12-31,14.51
2015-01-02,14.55
2015-01-05,14.07
2015-01-06,13.79
2015-01-07,13.98
2015-01-08,14.36
2015-01-09,14.18
2015-01-12,14.19
2015-01-13,15.05
