"Index","ASRV.Close"
2008-01-08,2.65
2008-01-09,2.21
2008-01-10,2.58
2008-01-11,2.71
2008-01-14,2.78
2008-01-15,2.75
2008-01-16,2.75
2008-01-17,2.7
2008-01-18,2.5
2008-01-22,2.54
2008-01-23,2.53
2008-01-24,2.93
2008-01-25,2.95
2008-01-28,2.91
2008-01-29,2.94
2008-01-30,2.93
2008-01-31,3.19
2008-02-01,3.15
2008-02-04,3.3
2008-02-05,3.15
2008-02-06,3.1
2008-02-07,3.08
2008-02-08,3.06
2008-02-11,3.01
2008-02-12,3.08
2008-02-13,3.11
2008-02-14,3
2008-02-15,2.85
2008-02-19,2.91
2008-02-20,3.01
2008-02-21,3.02
2008-02-22,3.04
2008-02-25,3.1
2008-02-26,2.93
2008-02-27,2.96
2008-02-28,2.94
2008-02-29,2.9
2008-03-03,2.99
2008-03-04,2.83
2008-03-05,2.9
2008-03-06,2.8
2008-03-07,2.8
2008-03-10,2.85
2008-03-11,2.98
2008-03-12,2.85
2008-03-13,2.99
2008-03-14,2.83
2008-03-17,2.98
2008-03-18,2.87
2008-03-19,2.84
2008-03-20,2.85
2008-03-24,2.87
2008-03-25,2.82
2008-03-26,2.86
2008-03-27,2.82
2008-03-28,2.9
2008-03-31,2.79
2008-04-01,2.79
2008-04-02,2.72
2008-04-03,2.68
2008-04-04,2.65
2008-04-07,2.69
2008-04-08,2.67
2008-04-09,2.7
2008-04-10,2.65
2008-04-11,2.66
2008-04-14,2.6
2008-04-15,2.9
2008-04-16,2.65
2008-04-17,2.8
2008-04-18,2.67
2008-04-21,2.65
2008-04-22,2.88
2008-04-23,2.9
2008-04-24,2.89
2008-04-25,2.8
2008-04-28,2.84
2008-04-29,2.8
2008-04-30,2.9
2008-05-01,2.9
2008-05-02,2.91
2008-05-05,3.04
2008-05-06,3.04
2008-05-07,2.99
2008-05-08,3.04
2008-05-09,2.91
2008-05-12,3.02
2008-05-13,2.92
2008-05-14,3
2008-05-15,2.93
2008-05-16,3.01
2008-05-19,2.99
2008-05-20,3
2008-05-21,3.01
2008-05-22,2.93
2008-05-23,2.85
2008-05-27,2.95
2008-05-28,2.95
2008-05-29,2.97
2008-05-30,3
2008-06-02,2.94
2008-06-03,3.01
2008-06-04,3.01
2008-06-05,3.03
2008-06-06,3.03
2008-06-09,3.08
2008-06-10,2.99
2008-06-11,3
2008-06-12,3.04
2008-06-13,2.96
2008-06-16,3.05
2008-06-17,2.87
2008-06-18,2.98
2008-06-19,2.97
2008-06-20,2.96
2008-06-23,2.95
2008-06-24,2.98
2008-06-25,2.97
2008-06-26,2.96
2008-06-27,2.97
2008-06-30,2.98
2008-07-01,2.81
2008-07-02,2.92
2008-07-03,2.88
2008-07-07,2.88
2008-07-08,2.88
2008-07-09,2.9
2008-07-10,2.8
2008-07-11,2.72
2008-07-14,2.72
2008-07-15,2.67
2008-07-16,2.8
2008-07-17,2.89
2008-07-18,2.93
2008-07-21,2.93
2008-07-22,2.96
2008-07-23,2.98
2008-07-24,2.95
2008-07-25,2.85
2008-07-28,2.85
2008-07-29,2.96
2008-07-30,2.91
2008-07-31,2.86
2008-08-01,2.81
2008-08-04,2.76
2008-08-05,2.75
2008-08-06,2.84
2008-08-07,2.85
2008-08-08,2.84
2008-08-11,2.86
2008-08-12,2.78
2008-08-13,2.84
2008-08-14,2.86
2008-08-15,2.83
2008-08-18,2.83
2008-08-19,2.86
2008-08-20,2.86
2008-08-21,2.79
2008-08-22,2.78
2008-08-25,2.75
2008-08-26,2.86
2008-08-27,2.8
2008-08-28,2.81
2008-08-29,2.83
2008-09-02,2.84
2008-09-03,2.78
2008-09-04,2.89
2008-09-05,2.85
2008-09-08,2.66
2008-09-09,2.76
2008-09-10,2.7
2008-09-11,2.65
2008-09-12,2.63
2008-09-15,2.6
2008-09-16,2.49
2008-09-17,2.48
2008-09-18,2.4
2008-09-19,2.85
2008-09-22,2.83
2008-09-23,2.45
2008-09-24,2.37
2008-09-25,2.55
2008-09-26,2.55
2008-09-29,2.98
2008-09-30,2.51
2008-10-01,2.74
2008-10-02,2.85
2008-10-03,2.85
2008-10-06,2.31
2008-10-07,2.19
2008-10-08,2.37
2008-10-09,2.11
2008-10-10,1.59
2008-10-13,2.4
2008-10-14,2.76
2008-10-15,2
2008-10-16,2.14
2008-10-17,2.47
2008-10-20,2.54
2008-10-21,2.5
2008-10-22,2.7
2008-10-23,2.01
2008-10-24,1.77
2008-10-27,1.69
2008-10-28,1.83
2008-10-29,1.86
2008-10-30,2.11
2008-10-31,2.46
2008-11-03,2.3
2008-11-04,2.32
2008-11-05,2.58
2008-11-06,2.58
2008-11-07,2.61
2008-11-10,2.61
2008-11-11,2.59
2008-11-12,2.55
2008-11-13,2.63
2008-11-14,2.59
2008-11-17,2.63
2008-11-18,2.65
2008-11-19,2.45
2008-11-20,2.43
2008-11-21,1.64
2008-11-24,2.2
2008-11-25,2.13
2008-11-26,2.15
2008-11-28,2.3
2008-12-01,2.35
2008-12-02,2.34
2008-12-03,2.35
2008-12-04,2.25
2008-12-05,2.22
2008-12-08,2.28
2008-12-09,2.25
2008-12-10,2
2008-12-11,1.99
2008-12-12,1.96
2008-12-15,1.94
2008-12-16,1.8
2008-12-17,1.9
2008-12-18,1.76
2008-12-19,1.85
2008-12-22,1.8
2008-12-23,1.7
2008-12-24,1.79
2008-12-26,1.77
2008-12-29,1.78
2008-12-30,1.7
2008-12-31,1.99
2009-01-02,1.76
2009-01-05,1.85
2009-01-06,1.99
2009-01-07,1.92
2009-01-08,1.86
2009-01-09,1.91
2009-01-12,1.83
2009-01-13,1.78
2009-01-14,1.81
2009-01-15,1.81
2009-01-16,1.81
2009-01-20,1.84
2009-01-21,1.8
2009-01-22,1.88
2009-01-23,1.7
2009-01-26,1.66
2009-01-27,1.7
2009-01-28,1.81
2009-01-29,1.71
2009-01-30,1.83
2009-02-02,1.71
2009-02-03,1.71
2009-02-04,1.84
2009-02-05,1.84
2009-02-06,1.81
2009-02-09,1.81
2009-02-10,1.87
2009-02-11,1.87
2009-02-12,1.79
2009-02-13,1.9
2009-02-17,1.88
2009-02-18,1.84
2009-02-19,1.75
2009-02-20,1.84
2009-02-23,1.64
2009-02-24,1.56
2009-02-25,1.6
2009-02-26,1.83
2009-02-27,1.88
2009-03-02,1.77
2009-03-03,1.67
2009-03-04,1.67
2009-03-05,1.61
2009-03-06,1.53
2009-03-09,1.48
2009-03-10,1.43
2009-03-11,1.65
2009-03-12,1.46
2009-03-13,1.46
2009-03-16,1.52
2009-03-17,1.48
2009-03-18,1.51
2009-03-19,1.65
2009-03-20,1.68
2009-03-23,1.53
2009-03-24,1.62
2009-03-25,1.75
2009-03-26,1.8
2009-03-27,1.74
2009-03-30,1.72
2009-03-31,1.67
2009-04-01,1.67
2009-04-02,1.69
2009-04-03,1.81
2009-04-06,1.82
2009-04-07,1.68
2009-04-08,1.85
2009-04-09,1.75
2009-04-13,1.81
2009-04-14,1.85
2009-04-15,1.84
2009-04-16,1.77
2009-04-17,1.81
2009-04-20,1.79
2009-04-21,1.79
2009-04-22,1.8
2009-04-23,1.8
2009-04-24,1.81
2009-04-27,1.85
2009-04-28,1.85
2009-04-29,1.81
2009-04-30,1.79
2009-05-01,1.8
2009-05-04,1.74
2009-05-05,1.82
2009-05-06,1.85
2009-05-07,1.84
2009-05-08,1.84
2009-05-11,1.84
2009-05-12,1.8
2009-05-13,1.8
2009-05-14,1.79
2009-05-15,1.81
2009-05-18,1.83
2009-05-19,1.81
2009-05-20,1.8
2009-05-21,1.75
2009-05-22,1.75
2009-05-26,1.72
2009-05-27,1.74
2009-05-28,1.56
2009-05-29,1.65
2009-06-01,1.83
2009-06-02,1.83
2009-06-03,1.83
2009-06-04,1.78
2009-06-05,1.82
2009-06-08,1.79
2009-06-09,1.85
2009-06-10,1.72
2009-06-11,1.83
2009-06-12,1.78
2009-06-15,1.78
2009-06-16,1.78
2009-06-17,1.75
2009-06-18,1.76
2009-06-19,1.88
2009-06-22,1.78
2009-06-23,1.79
2009-06-24,1.68
2009-06-25,1.88
2009-06-26,1.85
2009-06-29,1.85
2009-06-30,1.85
2009-07-01,1.85
2009-07-02,1.81
2009-07-06,1.84
2009-07-07,1.82
2009-07-08,1.82
2009-07-09,1.81
2009-07-10,1.72
2009-07-13,1.75
2009-07-14,1.75
2009-07-15,1.69
2009-07-16,1.69
2009-07-17,1.76
2009-07-20,1.75
2009-07-21,1.73
2009-07-22,1.7
2009-07-23,1.54
2009-07-24,1.67
2009-07-27,1.6
2009-07-28,1.76
2009-07-29,1.65
2009-07-30,1.65
2009-07-31,1.66
2009-08-03,1.69
2009-08-04,1.76
2009-08-05,1.83
2009-08-06,1.7
2009-08-07,1.63
2009-08-10,1.67
2009-08-11,1.73
2009-08-12,1.65
2009-08-13,1.7
2009-08-14,1.7
2009-08-17,1.68
2009-08-18,1.73
2009-08-19,1.75
2009-08-20,1.76
2009-08-21,1.85
2009-08-24,1.87
2009-08-25,1.66
2009-08-26,1.74
2009-08-27,1.85
2009-08-28,1.95
2009-08-31,2.01
2009-09-01,1.95
2009-09-02,2
2009-09-03,2.05
2009-09-04,1.99
2009-09-08,1.95
2009-09-09,1.97
2009-09-10,1.95
2009-09-11,1.95
2009-09-14,1.93
2009-09-15,1.92
2009-09-16,1.9
2009-09-17,1.9
2009-09-18,2.09
2009-09-21,1.92
2009-09-22,1.99
2009-09-23,1.99
2009-09-24,1.99
2009-09-25,1.88
2009-09-28,1.9
2009-09-29,1.85
2009-09-30,1.8
2009-10-01,1.9
2009-10-02,1.89
2009-10-05,1.85
2009-10-06,1.92
2009-10-07,1.9
2009-10-08,1.89
2009-10-09,1.9
2009-10-12,1.81
2009-10-13,1.84
2009-10-14,1.84
2009-10-15,1.8
2009-10-16,1.97
2009-10-19,1.85
2009-10-20,1.95
2009-10-21,1.84
2009-10-22,1.8
2009-10-23,1.8
2009-10-26,1.75
2009-10-27,1.88
2009-10-28,1.88
2009-10-29,1.7
2009-10-30,1.75
2009-11-02,1.7
2009-11-03,1.65
2009-11-04,1.7
2009-11-05,1.62
2009-11-06,1.62
2009-11-09,1.75
2009-11-10,1.7
2009-11-11,1.61
2009-11-12,1.8
2009-11-13,1.85
2009-11-16,1.8
2009-11-17,1.7
2009-11-18,1.7
2009-11-19,1.51
2009-11-20,1.62
2009-11-23,1.62
2009-11-24,1.5
2009-11-25,1.7
2009-11-27,1.55
2009-11-30,1.61
2009-12-01,1.69
2009-12-02,1.66
2009-12-03,1.66
2009-12-04,1.56
2009-12-07,1.65
2009-12-08,1.59
2009-12-09,1.51
2009-12-10,1.55
2009-12-11,1.59
2009-12-14,1.69
2009-12-15,1.5
2009-12-16,1.5
2009-12-17,1.7
2009-12-18,1.65
2009-12-21,1.47
2009-12-22,1.59
2009-12-23,1.55
2009-12-24,1.63
2009-12-28,1.64
2009-12-29,1.46
2009-12-30,1.56
2009-12-31,1.67
2010-01-04,1.52
2010-01-05,1.5
2010-01-06,1.59
2010-01-07,1.5
2010-01-08,1.61
2010-01-11,1.62
2010-01-12,1.57
2010-01-13,1.6
2010-01-14,1.59
2010-01-15,1.54
2010-01-19,1.48
2010-01-20,1.5
2010-01-21,1.49
2010-01-22,1.47
2010-01-25,1.51
2010-01-26,1.6
2010-01-27,1.5
2010-01-28,1.55
2010-01-29,1.47
2010-02-01,1.52
2010-02-02,1.49
2010-02-03,1.49
2010-02-04,1.5
2010-02-05,1.45
2010-02-08,1.42
2010-02-09,1.43
2010-02-10,1.42
2010-02-11,1.42
2010-02-12,1.46
2010-02-16,1.49
2010-02-17,1.5
2010-02-18,1.5
2010-02-19,1.53
2010-02-22,1.55
2010-02-23,1.53
2010-02-24,1.55
2010-02-25,1.51
2010-02-26,1.53
2010-03-01,1.51
2010-03-02,1.55
2010-03-03,1.7
2010-03-04,1.6
2010-03-05,1.56
2010-03-08,1.87
2010-03-09,1.65
2010-03-10,1.65
2010-03-11,1.6
2010-03-12,1.7
2010-03-15,1.75
2010-03-16,1.68
2010-03-17,1.75
2010-03-18,1.8
2010-03-19,2.13
2010-03-22,1.89
2010-03-23,1.93
2010-03-24,1.85
2010-03-25,1.87
2010-03-26,1.9
2010-03-29,1.78
2010-03-30,1.73
2010-03-31,1.67
2010-04-05,2.2
2010-04-06,2.13
2010-04-07,2.14
2010-04-08,2.18
2010-04-09,2.2
2010-04-12,1.96
2010-04-13,2
2010-04-14,2.1
2010-04-15,2.07
2010-04-16,2.35
2010-04-19,2.2
2010-04-20,2
2010-04-21,2.49
2010-04-22,2.34
2010-04-23,2.3
2010-04-26,2.2
2010-04-27,2.12
2010-04-28,2.19
2010-04-29,2.29
2010-04-30,2.24
2010-05-03,2.24
2010-05-04,2.4
2010-05-05,2.21
2010-05-06,2.25
2010-05-07,2.16
2010-05-10,2.16
2010-05-11,2.16
2010-05-12,2.1
2010-05-13,2.1
2010-05-14,2.03
2010-05-17,1.98
2010-05-18,1.87
2010-05-19,1.73
2010-05-20,1.73
2010-05-21,1.72
2010-05-24,1.87
2010-05-25,1.81
2010-05-26,1.84
2010-05-27,1.84
2010-05-28,1.95
2010-06-01,1.8
2010-06-02,1.85
2010-06-03,1.8
2010-06-04,1.8
2010-06-07,1.8
2010-06-08,1.73
2010-06-09,1.77
2010-06-10,1.77
2010-06-11,1.75
2010-06-14,1.7
2010-06-15,1.74
2010-06-16,1.72
2010-06-17,1.84
2010-06-18,1.87
2010-06-21,1.75
2010-06-22,1.73
2010-06-23,1.68
2010-06-24,1.68
2010-06-25,1.74
2010-06-28,1.68
2010-06-29,1.6
2010-06-30,1.61
2010-07-01,1.6
2010-07-02,1.53
2010-07-06,1.53
2010-07-07,1.55
2010-07-08,1.6
2010-07-09,1.72
2010-07-12,1.67
2010-07-13,1.61
2010-07-14,1.6
2010-07-15,1.74
2010-07-16,1.4
2010-07-19,1.69
2010-07-20,1.77
2010-07-21,1.77
2010-07-22,1.78
2010-07-23,1.7
2010-07-26,1.75
2010-07-27,1.67
2010-07-28,1.8
2010-07-29,1.7
2010-07-30,1.89
2010-08-02,1.7
2010-08-03,1.83
2010-08-04,1.68
2010-08-05,1.83
2010-08-06,1.85
2010-08-09,1.72
2010-08-10,1.7
2010-08-11,1.76
2010-08-12,1.75
2010-08-13,1.7
2010-08-16,1.67
2010-08-17,1.65
2010-08-18,1.65
2010-08-19,1.68
2010-08-20,1.78
2010-08-23,1.76
2010-08-24,1.71
2010-08-25,1.75
2010-08-26,1.82
2010-08-27,1.82
2010-08-30,1.66
2010-08-31,1.81
2010-09-01,1.7
2010-09-02,1.7
2010-09-03,1.72
2010-09-07,1.72
2010-09-08,1.72
2010-09-09,1.7
2010-09-10,1.68
2010-09-13,1.74
2010-09-14,1.71
2010-09-15,1.7
2010-09-16,1.74
2010-09-17,1.57
2010-09-20,1.66
2010-09-21,1.68
2010-09-22,1.7
2010-09-23,1.67
2010-09-24,1.72
2010-09-27,1.68
2010-09-28,1.7
2010-09-29,1.65
2010-09-30,1.67
2010-10-01,1.68
2010-10-04,1.64
2010-10-05,1.75
2010-10-06,1.66
2010-10-07,1.66
2010-10-08,1.74
2010-10-11,1.66
2010-10-12,1.66
2010-10-13,1.69
2010-10-14,1.63
2010-10-15,1.67
2010-10-18,1.7
2010-10-19,1.68
2010-10-20,1.74
2010-10-21,1.62
2010-10-22,1.63
2010-10-25,1.64
2010-10-26,1.66
2010-10-27,1.62
2010-10-28,1.56
2010-10-29,1.56
2010-11-01,1.55
2010-11-02,1.6
2010-11-03,1.56
2010-11-04,1.61
2010-11-05,1.65
2010-11-08,1.54
2010-11-09,1.69
2010-11-10,1.61
2010-11-11,1.63
2010-11-12,1.61
2010-11-15,1.59
2010-11-16,1.59
2010-11-17,1.55
2010-11-18,1.65
2010-11-19,1.7
2010-11-22,1.52
2010-11-23,1.52
2010-11-24,1.56
2010-11-26,1.54
2010-11-29,1.56
2010-11-30,1.54
2010-12-01,1.53
2010-12-02,1.53
2010-12-03,1.53
2010-12-06,1.59
2010-12-07,1.53
2010-12-08,1.63
2010-12-09,1.69
2010-12-10,1.7
2010-12-13,1.73
2010-12-14,1.69
2010-12-15,1.58
2010-12-16,1.55
2010-12-17,1.65
2010-12-20,1.51
2010-12-21,1.61
2010-12-22,1.68
2010-12-23,1.62
2010-12-27,1.6
2010-12-28,1.6
2010-12-29,1.64
2010-12-30,1.6
2010-12-31,1.58
2011-01-03,1.65
2011-01-04,1.59
2011-01-05,1.67
2011-01-06,1.74
2011-01-07,1.69
2011-01-10,1.69
2011-01-11,1.67
2011-01-12,1.71
2011-01-13,1.91
2011-01-14,1.86
2011-01-18,1.84
2011-01-19,1.8
2011-01-20,1.83
2011-01-21,1.75
2011-01-24,1.8
2011-01-25,2.14
2011-01-26,2.26
2011-01-27,2.3
2011-01-28,2.12
2011-01-31,2.09
2011-02-01,2.01
2011-02-02,2.07
2011-02-03,2.09
2011-02-04,2.1
2011-02-07,2.04
2011-02-08,2.13
2011-02-09,2.12
2011-02-10,2.07
2011-02-11,2.15
2011-02-14,2.11
2011-02-15,2.16
2011-02-16,2.28
2011-02-17,2.2
2011-02-18,2.17
2011-02-22,2.18
2011-02-23,2.11
2011-02-24,2.13
2011-02-25,2.16
2011-02-28,2.22
2011-03-01,2.21
2011-03-02,2.22
2011-03-03,2.27
2011-03-04,2.26
2011-03-07,2.18
2011-03-08,2.25
2011-03-09,2.15
2011-03-10,2.17
2011-03-11,2.17
2011-03-14,2.2
2011-03-15,2.2
2011-03-17,2.17
2011-03-18,2.2
2011-03-21,2.17
2011-03-22,2.2
2011-03-23,2.23
2011-03-24,2.25
2011-03-25,2.25
2011-03-28,2.19
2011-03-29,2.22
2011-03-30,2.24
2011-03-31,2.37
2011-04-01,2.29
2011-04-04,2.24
2011-04-05,2.22
2011-04-06,2.25
2011-04-07,2.3
2011-04-08,2.28
2011-04-11,2.28
2011-04-12,2.3
2011-04-13,2.3
2011-04-14,2.25
2011-04-15,2.25
2011-04-18,2.21
2011-04-19,2.26
2011-04-20,2.33
2011-04-21,2.33
2011-04-25,2.42
2011-04-26,2.31
2011-04-27,2.47
2011-04-28,2.37
2011-04-29,2.4
2011-05-02,2.36
2011-05-03,2.35
2011-05-04,2.34
2011-05-05,2.37
2011-05-06,2.38
2011-05-09,2.35
2011-05-10,2.3
2011-05-11,2.34
2011-05-13,2.32
2011-05-16,2.28
2011-05-17,2.28
2011-05-18,2.28
2011-05-19,2.27
2011-05-20,2.31
2011-05-23,2.25
2011-05-24,2.26
2011-05-25,2.23
2011-05-26,2.26
2011-05-27,2.24
2011-05-31,2.17
2011-06-01,2.14
2011-06-02,2.11
2011-06-03,2.11
2011-06-06,2.05
2011-06-07,2
2011-06-08,2
2011-06-09,1.98
2011-06-10,2.14
2011-06-13,1.89
2011-06-14,1.89
2011-06-15,1.93
2011-06-16,1.91
2011-06-17,1.9
2011-06-20,1.89
2011-06-21,1.84
2011-06-22,1.85
2011-06-23,1.84
2011-06-24,1.9
2011-06-27,1.81
2011-06-28,1.85
2011-06-29,1.91
2011-06-30,1.95
2011-07-01,2
2011-07-05,2.03
2011-07-06,2.07
2011-07-07,1.95
2011-07-08,1.91
2011-07-11,1.95
2011-07-12,2.03
2011-07-13,2.09
2011-07-14,2.07
2011-07-15,2.06
2011-07-18,2.04
2011-07-19,2.15
2011-07-20,2.15
2011-07-21,2.2
2011-07-22,2.27
2011-07-25,2.15
2011-07-26,2.16
2011-07-27,2.08
2011-07-28,2.14
2011-07-29,2.2
2011-08-01,2.2
2011-08-02,2.06
2011-08-03,2.05
2011-08-04,2.02
2011-08-05,2.1
2011-08-08,1.84
2011-08-09,1.57
2011-08-10,1.62
2011-08-11,1.64
2011-08-12,1.92
2011-08-15,2
2011-08-16,2.09
2011-08-17,2.02
2011-08-19,1.96
2011-08-22,1.94
2011-08-23,2.04
2011-08-24,1.99
2011-08-25,2.04
2011-08-29,2.04
2011-08-30,2.07
2011-08-31,2.21
2011-09-01,2.08
2011-09-02,2.06
2011-09-06,1.98
2011-09-07,2.04
2011-09-08,2.08
2011-09-09,2.06
2011-09-12,1.98
2011-09-13,2.05
2011-09-14,1.95
2011-09-15,2.03
2011-09-16,1.9
2011-09-19,1.88
2011-09-21,1.97
2011-09-22,1.95
2011-09-23,1.9
2011-09-26,1.86
2011-09-27,1.8
2011-09-28,1.75
2011-09-29,1.85
2011-09-30,1.9
2011-10-03,1.8
2011-10-04,2.12
2011-10-05,1.93
2011-10-06,1.8
2011-10-07,1.78
2011-10-10,1.87
2011-10-11,1.88
2011-10-12,1.88
2011-10-13,1.92
2011-10-14,1.86
2011-10-17,1.86
2011-10-18,1.86
2011-10-19,1.92
2011-10-21,2.02
2011-10-24,2.05
2011-10-25,1.94
2011-10-26,1.86
2011-10-27,1.85
2011-10-28,1.98
2011-10-31,1.95
2011-11-01,1.84
2011-11-02,1.86
2011-11-03,1.91
2011-11-04,1.87
2011-11-07,1.86
2011-11-08,1.89
2011-11-09,1.98
2011-11-10,2
2011-11-11,2.04
2011-11-14,1.95
2011-11-15,2.05
2011-11-16,1.96
2011-11-17,1.98
2011-11-18,1.97
2011-11-21,1.9
2011-11-22,1.9
2011-11-23,1.9
2011-11-25,1.91
2011-11-28,1.99
2011-11-29,2.01
2011-11-30,2.01
2011-12-01,1.91
2011-12-02,1.92
2011-12-05,1.93
2011-12-06,1.99
2011-12-07,1.95
2011-12-08,1.91
2011-12-09,1.95
2011-12-12,1.91
2011-12-13,1.91
2011-12-14,1.9
2011-12-15,2.05
2011-12-16,1.9
2011-12-19,1.9
2011-12-20,1.91
2011-12-21,1.92
2011-12-22,1.86
2011-12-23,1.89
2011-12-27,1.92
2011-12-28,1.9
2011-12-29,1.88
2011-12-30,1.95
2012-01-03,1.85
2012-01-04,1.95
2012-01-05,1.9
2012-01-06,1.95
2012-01-09,2.15
2012-01-10,2.2
2012-01-11,2.15
2012-01-12,2.3
2012-01-13,2.2
2012-01-17,2.17
2012-01-18,2.15
2012-01-19,2.15
2012-01-20,2.08
2012-01-23,2.2
2012-01-24,2.3
2012-01-25,2.25
2012-01-26,2.25
2012-01-27,2.25
2012-01-30,2.2
2012-01-31,2.29
2012-02-01,2.3
2012-02-02,2.21
