"Index","ASRV.Close"
2012-02-03,2.3
2012-02-06,2.24
2012-02-07,2.26
2012-02-08,2.27
2012-02-09,2.34
2012-02-10,2.3
2012-02-13,2.33
2012-02-14,2.35
2012-02-15,2.25
2012-02-16,2.35
2012-02-17,2.54
2012-02-21,2.57
2012-02-22,2.55
2012-02-23,2.55
2012-02-24,2.63
2012-02-27,2.63
2012-02-28,2.6
2012-02-29,2.52
2012-03-01,2.7
2012-03-02,2.69
2012-03-05,2.73
2012-03-06,2.7
2012-03-07,2.7
2012-03-08,2.7
2012-03-09,2.7
2012-03-12,2.74
2012-03-13,2.74
2012-03-14,2.65
2012-03-15,2.75
2012-03-16,2.79
2012-03-19,2.75
2012-03-20,2.75
2012-03-21,2.74
2012-03-22,2.65
2012-03-23,2.64
2012-03-26,2.66
2012-03-27,2.68
2012-03-28,2.8
2012-03-29,2.65
2012-03-30,2.74
2012-04-02,2.62
2012-04-03,2.77
2012-04-04,2.67
2012-04-05,2.67
2012-04-09,2.67
2012-04-10,2.55
2012-04-11,2.6
2012-04-12,2.6
2012-04-13,2.71
2012-04-16,2.71
2012-04-17,2.71
2012-04-18,2.67
2012-04-19,2.69
2012-04-20,2.79
2012-04-23,2.81
2012-04-24,2.84
2012-04-25,2.83
2012-04-26,2.93
2012-04-27,2.91
2012-04-30,2.95
2012-05-01,3.03
2012-05-02,3.07
2012-05-03,2.99
2012-05-04,2.93
2012-05-07,2.9
2012-05-08,2.92
2012-05-09,3.05
2012-05-10,3.07
2012-05-11,3
2012-05-14,3
2012-05-15,3.05
2012-05-16,2.87
2012-05-17,2.86
2012-05-18,2.83
2012-05-21,2.95
2012-05-22,2.87
2012-05-23,2.7
2012-05-24,2.71
2012-05-25,2.6
2012-05-29,2.6
2012-05-30,2.68
2012-05-31,2.62
2012-06-01,2.62
2012-06-04,2.84
2012-06-05,2.6
2012-06-06,2.73
2012-06-07,2.65
2012-06-08,2.68
2012-06-11,2.74
2012-06-12,2.78
2012-06-13,2.8
2012-06-14,2.62
2012-06-15,2.61
2012-06-18,2.74
2012-06-19,2.75
2012-06-20,2.8
2012-06-21,2.69
2012-06-22,2.57
2012-06-25,2.7
2012-06-26,2.84
2012-06-27,2.83
2012-06-28,2.81
2012-06-29,2.82
2012-07-02,2.7
2012-07-03,2.7
2012-07-05,2.85
2012-07-06,2.85
2012-07-09,2.8
2012-07-10,2.81
2012-07-11,2.83
2012-07-12,2.86
2012-07-13,2.87
2012-07-16,2.87
2012-07-17,2.87
2012-07-18,2.83
2012-07-19,2.8
2012-07-20,2.99
2012-07-23,2.81
2012-07-24,2.83
2012-07-25,2.83
2012-07-26,2.99
2012-07-27,2.92
2012-07-30,2.85
2012-07-31,2.94
2012-08-01,2.97
2012-08-02,2.85
2012-08-03,2.86
2012-08-06,2.8
2012-08-07,2.85
2012-08-08,2.85
2012-08-09,2.9
2012-08-10,2.89
2012-08-13,2.85
2012-08-14,2.85
2012-08-15,2.93
2012-08-16,2.97
2012-08-17,2.92
2012-08-20,2.9
2012-08-21,2.85
2012-08-22,2.84
2012-08-23,2.85
2012-08-24,2.85
2012-08-27,2.9
2012-08-28,2.86
2012-08-29,2.85
2012-08-30,2.95
2012-08-31,2.96
2012-09-04,2.9
2012-09-05,2.9
2012-09-06,2.92
2012-09-07,2.96
2012-09-10,2.95
2012-09-11,2.86
2012-09-12,2.86
2012-09-13,2.94
2012-09-14,2.95
2012-09-17,2.92
2012-09-18,2.88
2012-09-19,2.8
2012-09-20,2.77
2012-09-21,2.8
2012-09-24,2.8
2012-09-25,2.86
2012-09-26,2.83
2012-09-27,2.85
2012-09-28,2.97
2012-10-01,2.82
2012-10-02,2.9
2012-10-03,2.85
2012-10-04,2.96
2012-10-05,2.95
2012-10-08,3
2012-10-09,2.96
2012-10-10,2.94
2012-10-11,2.95
2012-10-12,2.95
2012-10-15,2.98
2012-10-16,3.05
2012-10-17,3.05
2012-10-18,3.02
2012-10-19,3
2012-10-22,3
2012-10-23,3
2012-10-24,2.99
2012-10-25,2.91
2012-10-26,2.9
2012-10-31,3.05
2012-11-01,2.99
2012-11-02,2.99
2012-11-05,2.98
2012-11-06,3.01
2012-11-07,2.8
2012-11-08,2.87
2012-11-09,2.91
2012-11-12,2.95
2012-11-13,2.88
2012-11-14,3.01
2012-11-15,2.96
2012-11-16,2.94
2012-11-19,2.92
2012-11-20,3
2012-11-21,3.01
2012-11-23,2.89
2012-11-26,2.96
2012-11-27,2.85
2012-11-28,2.84
2012-11-29,2.85
2012-11-30,2.76
2012-12-03,2.96
2012-12-04,2.8
2012-12-05,2.8
2012-12-06,2.85
2012-12-07,2.87
2012-12-10,2.89
2012-12-11,2.9
2012-12-12,2.85
2012-12-13,2.85
2012-12-14,2.86
2012-12-17,2.9
2012-12-18,2.9
2012-12-19,2.83
2012-12-20,2.84
2012-12-21,2.95
2012-12-24,3
2012-12-26,2.93
2012-12-27,2.96
2012-12-28,2.88
2012-12-31,3.01
2013-01-02,3.06
2013-01-03,3.05
2013-01-04,3.01
2013-01-07,2.93
2013-01-08,3
2013-01-09,2.92
2013-01-10,2.9
2013-01-11,2.96
2013-01-14,2.92
2013-01-15,2.95
2013-01-16,2.98
2013-01-17,2.98
2013-01-18,2.99
2013-01-22,3.01
2013-01-23,3.01
2013-01-24,2.96
2013-01-25,2.91
2013-01-28,2.91
2013-01-29,2.99
2013-01-30,2.98
2013-01-31,2.95
2013-02-01,3.01
2013-02-04,3
2013-02-05,3.01
2013-02-06,3
2013-02-07,3.01
2013-02-08,2.95
2013-02-11,3
2013-02-12,2.99
2013-02-13,3.02
2013-02-14,3
2013-02-15,3.04
2013-02-19,3.02
2013-02-20,3.07
2013-02-21,3.08
2013-02-22,3.05
2013-02-25,2.95
2013-02-26,3.07
2013-02-27,3.03
2013-02-28,2.96
2013-03-01,3.03
2013-03-04,3.04
2013-03-05,3.04
2013-03-06,3.15
2013-03-07,3.11
2013-03-08,3.15
2013-03-11,3.11
2013-03-12,3.13
2013-03-13,3.09
2013-03-14,3.1
2013-03-15,3.23
2013-03-18,3.19
2013-03-19,3.03
2013-03-20,3.1
2013-03-21,3.12
2013-03-22,3.09
2013-03-25,3.08
2013-03-26,3.1
2013-03-27,3.1
2013-03-28,3.13
2013-04-01,3.12
2013-04-02,3.13
2013-04-03,3.13
2013-04-04,3.13
2013-04-05,3.1
2013-04-08,3.12
2013-04-09,3.11
2013-04-10,3.08
2013-04-11,3.07
2013-04-12,3.11
2013-04-15,3.08
2013-04-16,3.05
2013-04-17,3.01
2013-04-18,3
2013-04-19,3.05
2013-04-22,3.05
2013-04-23,3.02
2013-04-24,3.03
2013-04-25,3.05
2013-04-26,3.04
2013-04-29,3.03
2013-04-30,3.02
2013-05-01,3.1
2013-05-02,3.06
2013-05-03,3.03
2013-05-06,3.04
2013-05-07,3.03
2013-05-08,3.01
2013-05-09,2.95
2013-05-10,2.96
2013-05-13,2.99
2013-05-14,2.99
2013-05-15,2.97
2013-05-16,2.98
2013-05-17,2.96
2013-05-20,2.98
2013-05-21,3.03
2013-05-22,3.04
2013-05-23,3.05
2013-05-24,3
2013-05-28,3.04
2013-05-29,3
2013-05-30,3.03
2013-05-31,3.04
2013-06-03,3.17
2013-06-04,3.12
2013-06-05,3.12
2013-06-06,3.12
2013-06-07,3.12
2013-06-10,3.06
2013-06-11,3.07
2013-06-12,3
2013-06-13,3.03
2013-06-14,3.01
2013-06-17,3.02
2013-06-18,3.06
2013-06-19,3.04
2013-06-20,3
2013-06-21,2.92
2013-06-24,2.98
2013-06-25,2.99
2013-06-26,2.97
2013-06-27,2.98
2013-06-28,2.74
2013-07-01,3
2013-07-02,3.03
2013-07-03,2.99
2013-07-05,3
2013-07-08,3.01
2013-07-09,3.01
2013-07-10,3.01
2013-07-11,2.99
2013-07-12,3.03
2013-07-15,3.1
2013-07-16,3
2013-07-17,3
2013-07-18,3.07
2013-07-19,3.03
2013-07-22,3.01
2013-07-23,3.02
2013-07-24,3
2013-07-25,3.02
2013-07-26,3.01
2013-07-29,3
2013-07-30,3
2013-07-31,2.97
2013-08-01,3.07
2013-08-02,3
2013-08-05,2.98
2013-08-06,2.98
2013-08-07,2.99
2013-08-08,3.04
2013-08-09,3.12
2013-08-12,3.08
2013-08-13,3.05
2013-08-14,3.02
2013-08-15,3.05
2013-08-16,3.04
2013-08-19,3
2013-08-20,3.06
2013-08-21,3.06
2013-08-22,3.12
2013-08-23,3.06
2013-08-26,3.06
2013-08-27,3.08
2013-08-28,3.08
2013-08-29,3.08
2013-08-30,3.13
2013-09-03,3.1
2013-09-04,3.25
2013-09-05,3.14
2013-09-06,3.19
2013-09-09,3.26
2013-09-10,3.16
2013-09-11,3.29
2013-09-12,3.2
2013-09-13,3.2
2013-09-16,3.19
2013-09-17,3.16
2013-09-18,3.2
2013-09-19,3.24
2013-09-20,3.11
2013-09-23,3.13
2013-09-24,3.16
2013-09-25,3.18
2013-09-26,3.14
2013-09-27,3.14
2013-09-30,3.15
2013-10-01,3.26
2013-10-02,3.26
2013-10-03,3.15
2013-10-04,3.15
2013-10-07,3.07
2013-10-08,3.12
2013-10-09,3.03
2013-10-10,3.12
2013-10-11,3.1
2013-10-14,3.15
2013-10-15,3.05
2013-10-16,3.06
2013-10-17,3.09
2013-10-18,3.12
2013-10-21,3.1
2013-10-22,3.18
2013-10-23,3.18
2013-10-24,3.21
2013-10-25,3.21
2013-10-28,3.18
2013-10-29,3.18
2013-10-30,3.18
2013-10-31,3.13
2013-11-04,3.11
2013-11-05,3.15
2013-11-06,3.13
2013-11-07,3.1
2013-11-08,3.1
2013-11-11,3.13
2013-11-12,3.09
2013-11-13,3.09
2013-11-14,3.09
2013-11-15,3.06
2013-11-18,3.05
2013-11-19,3.06
2013-11-20,3.05
2013-11-21,3.05
2013-11-22,3.04
2013-11-25,3.1
2013-11-26,3.03
2013-11-27,3.09
2013-11-29,3.03
2013-12-02,3.04
2013-12-03,3.06
2013-12-04,3.02
2013-12-05,3.09
2013-12-06,3.01
2013-12-09,3.04
2013-12-10,3.04
2013-12-11,3.02
2013-12-12,2.99
2013-12-13,2.99
2013-12-16,3.02
2013-12-17,3.02
2013-12-18,3
2013-12-19,3.01
2013-12-20,3.01
2013-12-23,3.08
2013-12-24,3.06
2013-12-26,3.03
2013-12-27,3.08
2013-12-30,3.01
2013-12-31,3.03
2014-01-02,3.03
2014-01-03,3.06
2014-01-06,3.02
2014-01-07,3.03
2014-01-08,3.02
2014-01-09,3
2014-01-10,3.02
2014-01-13,3.02
2014-01-14,3.05
2014-01-15,3.14
2014-01-16,3.18
2014-01-17,3.11
2014-01-21,3.16
2014-01-22,3.12
2014-01-23,3.31
2014-01-24,3.34
2014-01-27,3.36
2014-01-28,3.28
2014-01-29,3.27
2014-01-30,3.29
2014-01-31,3.26
2014-02-03,3.18
2014-02-04,3.17
2014-02-05,3.16
2014-02-06,3.17
2014-02-07,3.12
2014-02-10,3.18
2014-02-11,3.18
2014-02-12,3.16
2014-02-13,3.17
2014-02-14,3.14
2014-02-18,3.19
2014-02-19,3.18
2014-02-20,3.19
2014-02-21,3.17
2014-02-24,3.18
2014-02-25,3.33
2014-02-26,3.21
2014-02-27,3.23
2014-02-28,3.19
2014-03-03,3.2
2014-03-04,3.22
2014-03-05,3.23
2014-03-06,3.24
2014-03-07,3.4
2014-03-10,3.53
2014-03-11,3.79
2014-03-12,3.64
2014-03-13,3.72
2014-03-14,3.8
2014-03-17,3.85
2014-03-18,3.91
2014-03-19,3.86
2014-03-20,3.78
2014-03-21,3.83
2014-03-24,3.74
2014-03-25,3.77
2014-03-26,3.83
2014-03-27,3.86
2014-03-28,3.87
2014-03-31,3.85
2014-04-01,3.88
2014-04-02,3.87
2014-04-03,3.86
2014-04-04,3.88
2014-04-07,3.83
2014-04-08,3.8
2014-04-09,3.79
2014-04-10,3.76
2014-04-11,3.69
2014-04-14,3.65
2014-04-15,3.62
2014-04-16,3.53
2014-04-17,3.58
2014-04-21,3.65
2014-04-22,3.49
2014-04-23,3.59
2014-04-24,3.54
2014-04-25,3.47
2014-04-28,3.49
2014-04-29,3.5
2014-04-30,3.48
2014-05-01,3.46
2014-05-02,3.43
2014-05-05,3.44
2014-05-06,3.44
2014-05-07,3.43
2014-05-08,3.5
2014-05-09,3.55
2014-05-12,3.56
2014-05-13,3.57
2014-05-14,3.59
2014-05-15,3.59
2014-05-16,3.5
2014-05-19,3.49
2014-05-20,3.47
2014-05-21,3.44
2014-05-22,3.42
2014-05-23,3.5
2014-05-27,3.49
2014-05-28,3.5
2014-05-29,3.46
2014-05-30,3.5
2014-06-02,3.4
2014-06-03,3.43
2014-06-04,3.44
2014-06-05,3.4
2014-06-06,3.48
2014-06-09,3.5
2014-06-10,3.5
2014-06-11,3.52
2014-06-12,3.51
2014-06-13,3.42
2014-06-16,3.53
2014-06-17,3.53
2014-06-18,3.48
2014-06-19,3.47
2014-06-20,3.5
2014-06-23,3.51
2014-06-24,3.53
2014-06-25,3.47
2014-06-26,3.49
2014-06-27,3.54
2014-06-30,3.48
2014-07-01,3.5
2014-07-02,3.49
2014-07-03,3.47
2014-07-07,3.52
2014-07-08,3.47
2014-07-09,3.46
2014-07-10,3.46
2014-07-11,3.46
2014-07-14,3.49
2014-07-15,3.4
2014-07-16,3.42
2014-07-17,3.45
2014-07-18,3.42
2014-07-21,3.36
2014-07-22,3.4
2014-07-23,3.36
2014-07-24,3.33
2014-07-25,3.33
2014-07-28,3.3
2014-07-29,3.17
2014-07-30,3.18
2014-07-31,3.18
2014-08-01,3.24
2014-08-04,3.23
2014-08-05,3.18
2014-08-06,3.24
2014-08-07,3.14
2014-08-08,3.26
2014-08-11,3.2
2014-08-12,3.33
2014-08-13,3.33
2014-08-14,3.31
2014-08-15,3.34
2014-08-18,3.27
2014-08-19,3.29
2014-08-20,3.28
2014-08-21,3.22
2014-08-22,3.25
2014-08-25,3.25
2014-08-26,3.24
2014-08-27,3.3
2014-08-28,3.25
2014-08-29,3.2
2014-09-02,3.21
2014-09-03,3.28
2014-09-04,3.31
2014-09-05,3.32
2014-09-08,3.27
2014-09-09,3.26
2014-09-10,3.26
2014-09-11,3.25
2014-09-12,3.24
2014-09-15,3.25
2014-09-16,3.26
2014-09-17,3.31
2014-09-18,3.3
2014-09-19,3.37
2014-09-22,3.29
2014-09-23,3.38
2014-09-24,3.37
2014-09-25,3.23
2014-09-26,3.26
2014-09-29,3.3
2014-09-30,3.3
2014-10-01,3.23
2014-10-02,3.31
2014-10-03,3.27
2014-10-06,3.28
2014-10-07,3.13
2014-10-08,3.2
2014-10-09,3.22
2014-10-10,3.16
2014-10-13,3.21
2014-10-14,3.15
2014-10-15,3.12
2014-10-16,3.05
2014-10-17,3.16
2014-10-20,3.2
2014-10-21,3.22
2014-10-23,3.15
2014-10-24,3.13
2014-10-27,3.17
2014-10-28,3.16
2014-10-29,3.17
2014-10-30,3.1
2014-10-31,3.15
2014-11-03,3.18
2014-11-04,3.2
2014-11-05,3.23
2014-11-06,3.27
2014-11-07,3.21
2014-11-10,3.16
2014-11-11,3.16
2014-11-12,3.2
2014-11-13,3.14
2014-11-14,3.13
2014-11-17,3.05
2014-11-18,3.1
2014-11-19,3.09
2014-11-20,3.06
2014-11-21,3.06
2014-11-24,3.05
2014-11-25,3.08
2014-11-26,3.05
2014-11-28,3.02
2014-12-01,3.05
2014-12-02,3.09
2014-12-03,3.15
2014-12-04,3.13
2014-12-05,3.1
2014-12-08,3.17
2014-12-10,3.1
2014-12-11,3.1
2014-12-12,3.12
2014-12-15,3.1
2014-12-16,3.12
2014-12-17,3.15
2014-12-18,3.14
2014-12-19,3.12
2014-12-22,3.11
2014-12-23,3.11
2014-12-24,3.1
2014-12-26,3.08
2014-12-29,3.09
2014-12-30,3.08
2014-12-31,3.13
2015-01-02,3.04
2015-01-05,3.05
2015-01-06,2.99
2015-01-07,3.05
2015-01-08,3.02
2015-01-09,3
2015-01-12,3.03
2015-01-13,3.02
