"Index","AGEN.Close"
2007-08-16,13.32
2007-08-17,14.88
2007-08-20,13.86
2007-08-21,14.52
2007-08-22,13.98
2007-08-23,13.8
2007-08-24,14.34
2007-08-27,13.98
2007-08-28,13.44
2007-08-29,13.62
2007-08-30,13.74
2007-08-31,14.88
2007-09-04,14.34
2007-09-05,14.04
2007-09-06,14.52
2007-09-07,14.46
2007-09-10,13.8
2007-09-11,13.56
2007-09-12,13.62
2007-09-13,13.86
2007-09-14,14.7
2007-09-17,15.24
2007-09-18,15.3
2007-09-19,14.88
2007-09-20,14.46
2007-09-21,14.7
2007-09-24,14.58
2007-09-25,14.4
2007-09-26,14.1
2007-09-27,14.52
2007-09-28,14.22
2007-10-01,14.52
2007-10-02,14.34
2007-10-03,14.4
2007-10-04,14.4
2007-10-05,15.9
2007-10-08,16.74
2007-10-09,16.14
2007-10-10,16.26
2007-10-11,17.16
2007-10-12,17.94
2007-10-15,17.1
2007-10-16,16.8
2007-10-17,16.32
2007-10-18,16.08
2007-10-19,15.18
2007-10-22,16.2
2007-10-23,15.42
2007-10-24,16.02
2007-10-25,16.8
2007-10-26,15.6
2007-10-29,15.54
2007-10-30,15.06
2007-10-31,15.36
2007-11-01,14.88
2007-11-02,14.46
2007-11-05,13.92
2007-11-06,14.58
2007-11-07,13.92
2007-11-08,13.98
2007-11-09,13.98
2007-11-12,13.08
2007-11-13,13.62
2007-11-14,13.32
2007-11-15,13.14
2007-11-16,12.6
2007-11-19,12.9
2007-11-20,12.84
2007-11-21,12.72
2007-11-23,13.02
2007-11-26,12.96
2007-11-27,12.66
2007-11-28,13.2
2007-11-29,12.96
2007-11-30,12.84
2007-12-03,12.6
2007-12-04,12.78
2007-12-05,13.02
2007-12-06,12.9
2007-12-07,13.62
2007-12-10,13.44
2007-12-11,12.6
2007-12-12,12.9
2007-12-13,12.66
2007-12-14,12.24
2007-12-17,12.48
2007-12-18,12.36
2007-12-19,12.42
2007-12-20,12.42
2007-12-21,12.3
2007-12-24,12.72
2007-12-26,12.3
2007-12-27,12.06
2007-12-28,12.6
2007-12-31,12.24
2008-01-02,12.48
2008-01-03,12.9
2008-01-04,12.9
2008-01-07,12.96
2008-01-08,12.9
2008-01-09,13.74
2008-01-10,14.34
2008-01-11,14.7
2008-01-14,14.7
2008-01-15,14.46
2008-01-16,15.06
2008-01-17,14.88
2008-01-18,14.64
2008-01-22,14.4
2008-01-23,15.12
2008-01-24,13.92
2008-01-25,13.5
2008-01-28,14.16
2008-01-29,13.2
2008-01-30,13.2
2008-01-31,13.02
2008-02-01,12.66
2008-02-04,13.02
2008-02-05,12.54
2008-02-06,12.96
2008-02-07,13.56
2008-02-08,13.02
2008-02-11,13.02
2008-02-12,13.44
2008-02-13,13.86
2008-02-14,12.96
2008-02-15,12.66
2008-02-19,13.98
2008-02-20,13.2
2008-02-21,12.78
2008-02-22,13.62
2008-02-25,13.68
2008-02-26,14.34
2008-02-27,14.28
2008-02-28,13.8
2008-02-29,13.5
2008-03-03,13.56
2008-03-04,14.1
2008-03-05,13.98
2008-03-06,12.96
2008-03-07,13.74
2008-03-10,13.44
2008-03-11,12.78
2008-03-12,13.56
2008-03-13,13.26
2008-03-14,13.62
2008-03-17,13.8
2008-03-18,14.28
2008-03-19,14.88
2008-03-20,13.5
2008-03-24,13.68
2008-03-25,15
2008-03-26,14.4
2008-03-27,14.64
2008-03-28,14.28
2008-03-31,14.16
2008-04-01,14.52
2008-04-02,14.82
2008-04-03,14.64
2008-04-04,15
2008-04-07,14.82
2008-04-08,18.18
2008-04-09,16.44
2008-04-10,15.84
2008-04-11,15.66
2008-04-14,14.88
2008-04-15,14.4
2008-04-16,14.34
2008-04-17,14.28
2008-04-18,14.64
2008-04-21,14.04
2008-04-22,13.38
2008-04-23,13.62
2008-04-24,13.56
2008-04-25,13.32
2008-04-28,13.92
2008-04-29,13.92
2008-04-30,13.56
2008-05-01,13.02
2008-05-02,13.2
2008-05-05,13.44
2008-05-06,13.62
2008-05-07,13.32
2008-05-08,13.98
2008-05-09,14.04
2008-05-12,13.98
2008-05-13,14.1
2008-05-14,13.92
2008-05-15,13.92
2008-05-16,14.16
2008-05-19,14.04
2008-05-20,14.22
2008-05-21,13.8
2008-05-22,13.68
2008-05-23,13.98
2008-05-27,13.92
2008-05-28,13.92
2008-05-29,13.92
2008-05-30,13.86
2008-06-02,13.74
2008-06-03,13.8
2008-06-04,13.92
2008-06-05,13.86
2008-06-06,13.44
2008-06-09,13.2
2008-06-10,12.72
2008-06-11,12.06
2008-06-12,12
2008-06-13,12.06
2008-06-16,12
2008-06-17,12.12
2008-06-18,11.64
2008-06-19,11.22
2008-06-20,10.8
2008-06-23,11.04
2008-06-24,10.5
2008-06-25,11.1
2008-06-26,10.44
2008-06-27,10.86
2008-06-30,11.58
2008-07-01,11.1
2008-07-02,11.58
2008-07-03,11.1
2008-07-07,10.8
2008-07-08,10.92
2008-07-09,10.38
2008-07-10,10.56
2008-07-11,10.32
2008-07-14,10.26
2008-07-15,9.78
2008-07-16,9.84
2008-07-17,10.2
2008-07-18,10.56
2008-07-21,10.86
2008-07-22,11.04
2008-07-23,11.22
2008-07-24,11.28
2008-07-25,11.04
2008-07-28,10.98
2008-07-29,10.98
2008-07-30,11.64
2008-07-31,11.82
2008-08-01,12.36
2008-08-04,11.76
2008-08-05,12.06
2008-08-06,12.12
2008-08-07,10.56
2008-08-08,11.04
2008-08-11,11.1
2008-08-12,10.98
2008-08-13,11.1
2008-08-14,11.4
2008-08-15,11.64
2008-08-18,12
2008-08-19,11.28
2008-08-20,11.4
2008-08-21,10.86
2008-08-22,11.04
2008-08-25,10.62
2008-08-26,11.76
2008-08-27,10.56
2008-08-28,10.98
2008-08-29,10.44
2008-09-02,10.5
2008-09-03,10.26
2008-09-04,10.5
2008-09-05,10.56
2008-09-08,10.62
2008-09-09,10.26
2008-09-10,9.42
2008-09-11,10.08
2008-09-12,9.72
2008-09-15,9.54
2008-09-16,10.02
2008-09-17,9.18
2008-09-18,9.6
2008-09-19,10.2
2008-09-22,9.66
2008-09-23,9.6
2008-09-24,8.94
2008-09-25,9.06
2008-09-26,8.88
2008-09-29,10.08
2008-09-30,9.48
2008-10-01,8.82
2008-10-02,8.28
2008-10-03,7.62
2008-10-06,7.02
2008-10-07,6.3
2008-10-08,5.34
2008-10-09,5.22
2008-10-10,3.66
2008-10-13,5.22
2008-10-14,5.86
2008-10-15,5.88
2008-10-16,5.22
2008-10-17,5.82
2008-10-20,6.42
2008-10-21,6.48
2008-10-22,6
2008-10-23,5.52
2008-10-24,4.74
2008-10-27,3.6
2008-10-28,4.02
2008-10-29,4.74
2008-10-30,4.98
2008-10-31,4.5
2008-11-03,4.5
2008-11-04,4.75
2008-11-05,4.74
2008-11-06,4.44
2008-11-07,4.08
2008-11-10,4.2
2008-11-11,4.26
2008-11-12,4.38
2008-11-13,4.23
2008-11-14,4.26
2008-11-17,3.78
2008-11-18,4.26
2008-11-19,3.96
2008-11-20,3.6
2008-11-21,3.24
2008-11-24,3.66
2008-11-25,3.01
2008-11-26,3.12
2008-11-28,3.06
2008-12-01,2.64
2008-12-02,3.18
2008-12-03,3
2008-12-04,2.88
2008-12-05,2.7
2008-12-08,2.52
2008-12-09,3
2008-12-10,2.7
2008-12-11,3.66
2008-12-12,3.66
2008-12-15,3.66
2008-12-16,3.48
2008-12-17,3.3
2008-12-18,2.82
2008-12-19,2.88
2008-12-22,2.7
2008-12-23,2.64
2008-12-24,2.52
2008-12-26,2.46
2008-12-29,2.58
2008-12-30,2.52
2008-12-31,2.88
2009-01-02,2.88
2009-01-05,2.88
2009-01-06,2.76
2009-01-07,2.94
2009-01-08,2.94
2009-01-09,3
2009-01-12,2.76
2009-01-13,2.64
2009-01-14,2.22
2009-01-15,2.1
2009-01-16,2.16
2009-01-20,2.16
2009-01-21,2.16
2009-01-22,2.34
2009-01-23,2.28
2009-01-26,2.34
2009-01-27,2.28
2009-01-28,2.52
2009-01-29,2.58
2009-01-30,2.28
2009-02-02,2.46
2009-02-03,2.46
2009-02-04,2.58
2009-02-05,2.57
2009-02-06,3
2009-02-09,2.88
2009-02-10,2.7
2009-02-11,2.7
2009-02-12,2.76
2009-02-13,2.46
2009-02-17,2.64
2009-02-18,2.7
2009-02-19,2.7
2009-02-20,2.58
2009-02-23,2.46
2009-02-24,2.28
2009-02-25,1.92
2009-02-26,1.86
2009-02-27,2.4
2009-03-02,1.86
2009-03-03,1.86
2009-03-04,1.98
2009-03-05,1.86
2009-03-06,1.8
2009-03-09,1.98
2009-03-10,2.1
2009-03-11,1.86
2009-03-12,2.22
2009-03-13,2.16
2009-03-16,2.04
2009-03-17,2.28
2009-03-18,2.16
2009-03-19,2.28
2009-03-20,2.16
2009-03-23,2.22
2009-03-24,2.28
2009-03-25,2.28
2009-03-26,2.4
2009-03-27,2.94
2009-03-30,3
2009-03-31,2.94
2009-04-01,3
2009-04-02,2.76
2009-04-03,2.77
2009-04-06,2.7
2009-04-07,2.64
2009-04-08,2.64
2009-04-09,2.7
2009-04-13,2.82
2009-04-14,4.32
2009-04-15,3.78
2009-04-16,3.54
2009-04-17,3.9
2009-04-20,4.02
2009-04-21,4.89
2009-04-22,4.8
2009-04-23,4.08
2009-04-24,3.9
2009-04-27,4.2
2009-04-28,3.96
2009-04-29,4.23
2009-04-30,4.26
2009-05-01,4.36
2009-05-04,4.14
2009-05-05,4.08
2009-05-06,4.2
2009-05-07,4.26
2009-05-08,4.11
2009-05-11,4.08
2009-05-12,4.05
2009-05-13,3.9
2009-05-14,4.02
2009-05-15,3.96
2009-05-18,3.96
2009-05-19,3.92
2009-05-20,3.74
2009-05-21,3.72
2009-05-22,3.72
2009-05-26,3.24
2009-05-27,3.54
2009-05-28,4.14
2009-05-29,4.38
2009-06-01,5.34
2009-06-02,9.18
2009-06-03,15.9
2009-06-04,16.02
2009-06-05,13.38
2009-06-08,12.36
2009-06-09,12.42
2009-06-10,13.98
2009-06-11,12.84
2009-06-12,12.9
2009-06-15,12.36
2009-06-16,11.64
2009-06-17,12.36
2009-06-18,12.12
2009-06-19,12
2009-06-22,11.34
2009-06-23,10.86
2009-06-24,11.04
2009-06-25,11.82
2009-06-26,11.22
2009-06-29,11.04
2009-06-30,12.54
2009-07-01,11.82
2009-07-02,11.58
2009-07-06,10.8
2009-07-07,10.2
2009-07-08,9.78
2009-07-09,9.42
2009-07-10,9.18
2009-07-13,10.19
2009-07-14,11.08
2009-07-15,10.32
2009-07-16,9.48
2009-07-17,9.6
2009-07-20,9.9
2009-07-21,10.92
2009-07-22,12.72
2009-07-23,14.04
2009-07-24,13.62
2009-07-27,14.1
2009-07-28,17.94
2009-07-29,15.6
2009-07-30,14.28
2009-07-31,13.14
2009-08-03,15.48
2009-08-04,14.22
2009-08-05,13.5
2009-08-06,13.44
2009-08-07,13.2
2009-08-10,12.96
2009-08-11,12.42
2009-08-12,12.66
2009-08-13,13.68
2009-08-14,12.72
2009-08-17,12.06
2009-08-18,12.12
2009-08-19,12.42
2009-08-20,12.48
2009-08-21,12.12
2009-08-24,12.6
2009-08-25,12.28
2009-08-26,13.02
2009-08-27,12.72
2009-08-28,12.84
2009-08-31,12.42
2009-09-01,12
2009-09-02,12.06
2009-09-03,11.88
2009-09-04,11.94
2009-09-08,12.6
2009-09-09,12.9
2009-09-10,14.4
2009-09-11,13.92
2009-09-14,13.14
2009-09-15,13.14
2009-09-16,12.24
2009-09-17,12.3
2009-09-18,12.18
2009-09-21,13.32
2009-09-22,13.02
2009-09-23,13.68
2009-09-24,12.48
2009-09-25,12.48
2009-09-28,12.72
2009-09-29,12.6
2009-09-30,12.42
2009-10-01,12.42
2009-10-02,12.24
2009-10-05,12.18
2009-10-06,12
2009-10-07,12.72
2009-10-08,12.3
2009-10-09,12.48
2009-10-12,12.24
2009-10-13,12.36
2009-10-14,12.54
2009-10-15,12.9
2009-10-16,12.54
2009-10-19,12.9
2009-10-20,12.54
2009-10-21,7.26
2009-10-22,7.32
2009-10-23,7.62
2009-10-26,7.5
2009-10-27,7.2
2009-10-28,6.42
2009-10-29,6.06
2009-10-30,6
2009-11-02,5.77
2009-11-03,5.82
2009-11-04,5.76
2009-11-05,5.81
2009-11-06,6.12
2009-11-09,6.36
2009-11-10,6.6
2009-11-11,6.3
2009-11-12,6.48
2009-11-13,6.18
2009-11-16,5.96
2009-11-17,5.82
2009-11-18,5.82
2009-11-19,5.76
2009-11-20,5.4
2009-11-23,4.58
2009-11-24,4.74
2009-11-25,4.56
2009-11-27,4.56
2009-11-30,4.26
2009-12-01,4.44
2009-12-02,4.5
2009-12-03,4.69
2009-12-04,4.69
2009-12-07,4.44
2009-12-08,4.32
2009-12-09,4.26
2009-12-10,4.2
2009-12-11,4.68
2009-12-14,4.56
2009-12-15,4.38
2009-12-16,4.26
2009-12-17,4.08
2009-12-18,3.96
2009-12-21,4.13
2009-12-22,4.02
2009-12-23,4.2
2009-12-24,4.23
2009-12-28,3.97
2009-12-29,4.02
2009-12-30,4.06
2009-12-31,3.84
2010-01-04,3.86
2010-01-05,3.76
2010-01-06,3.72
2010-01-07,3.6
2010-01-08,4.08
2010-01-11,4.31
2010-01-12,4.65
2010-01-13,6.3
2010-01-14,5.93
2010-01-15,5.71
2010-01-19,5.4
2010-01-20,5.04
2010-01-21,5.22
2010-01-22,4.86
2010-01-25,4.67
2010-01-26,4.5
2010-01-27,4.9
2010-01-28,4.92
2010-01-29,4.51
2010-02-01,4.92
2010-02-02,5.04
2010-02-03,4.74
2010-02-04,4.62
2010-02-05,4.4
2010-02-08,4.62
2010-02-09,4.41
2010-02-10,4.44
2010-02-11,4.41
2010-02-12,4.35
2010-02-16,4.44
2010-02-17,4.86
2010-02-18,4.5
2010-02-19,4.89
2010-02-22,4.86
2010-02-23,5
2010-02-24,4.74
2010-02-25,4.86
2010-02-26,4.62
2010-03-01,4.62
2010-03-02,4.59
2010-03-03,4.56
2010-03-04,4.56
2010-03-05,4.57
2010-03-08,4.5
2010-03-09,4.62
2010-03-10,4.62
2010-03-11,4.8
2010-03-12,4.62
2010-03-15,4.62
2010-03-16,4.61
2010-03-17,4.5
2010-03-18,4.8
2010-03-19,4.7
2010-03-22,4.5
2010-03-23,4.68
2010-03-24,4.57
2010-03-25,4.5
2010-03-26,4.38
2010-03-29,4.43
2010-03-30,4.2
2010-03-31,4.36
2010-04-05,4.23
2010-04-06,4.36
2010-04-07,4.38
2010-04-08,4.38
2010-04-09,4.5
2010-04-12,5.7
2010-04-13,7.8
2010-04-14,7.02
2010-04-15,7.38
2010-04-16,7.26
2010-04-19,6.84
2010-04-20,7.02
2010-04-21,7.08
2010-04-22,7.38
2010-04-23,7.38
2010-04-26,7.14
2010-04-27,6.96
2010-04-28,6.84
2010-04-29,7.38
2010-04-30,6.96
2010-05-03,7.38
2010-05-04,6.78
2010-05-05,6.66
2010-05-06,5.76
2010-05-07,5.64
2010-05-10,6.6
2010-05-11,7.74
2010-05-12,8.28
2010-05-13,7.44
2010-05-14,7.38
2010-05-17,8.1
2010-05-18,8.28
2010-05-19,8.16
2010-05-20,6.48
2010-05-21,6.06
2010-05-24,6.42
2010-05-25,6.18
2010-05-26,6.06
2010-05-27,6.24
2010-05-28,6.18
2010-06-01,5.94
2010-06-02,5.82
2010-06-03,6.06
2010-06-04,6.12
2010-06-07,5.47
2010-06-08,5.04
2010-06-09,4.8
2010-06-10,5.16
2010-06-11,5.69
2010-06-14,5.7
2010-06-15,5.88
2010-06-16,5.7
2010-06-17,5.8
2010-06-18,5.82
2010-06-21,5.7
2010-06-22,5.26
2010-06-23,5.1
2010-06-24,5.28
2010-06-25,5.4
2010-06-28,5.28
2010-06-29,5.04
2010-06-30,4.87
2010-07-01,4.62
2010-07-02,4.71
2010-07-06,4.5
2010-07-07,4.8
2010-07-08,4.68
2010-07-09,4.56
2010-07-12,4.56
2010-07-13,4.86
2010-07-14,4.92
2010-07-15,4.62
2010-07-16,4.68
2010-07-19,4.62
2010-07-20,4.74
2010-07-21,4.54
2010-07-22,4.68
2010-07-23,4.77
2010-07-26,4.74
2010-07-27,5.47
2010-07-28,5.52
2010-07-29,5.22
2010-07-30,5.1
2010-08-02,5.16
2010-08-03,5.04
2010-08-04,5.04
2010-08-05,4.86
2010-08-06,4.92
2010-08-09,4.8
2010-08-10,4.68
2010-08-11,4.56
2010-08-12,4.62
2010-08-13,4.5
2010-08-16,4.5
2010-08-17,4.5
2010-08-18,4.67
2010-08-19,4.5
2010-08-20,4.56
2010-08-23,4.56
2010-08-24,4.68
2010-08-25,5.12
2010-08-26,4.62
2010-08-27,4.68
2010-08-30,4.68
2010-08-31,4.62
2010-09-01,4.68
2010-09-02,4.56
2010-09-03,4.71
2010-09-07,4.8
2010-09-08,4.8
2010-09-09,4.92
2010-09-10,5.59
2010-09-13,5.58
2010-09-14,5.28
2010-09-15,5.43
2010-09-16,5.42
2010-09-17,5.34
2010-09-20,6.24
2010-09-21,5.88
2010-09-22,5.88
2010-09-23,5.94
2010-09-24,5.79
2010-09-27,6
2010-09-28,6.12
2010-09-29,6
2010-09-30,5.94
2010-10-01,5.85
2010-10-04,5.77
2010-10-05,5.73
2010-10-06,6.06
2010-10-07,6.48
2010-10-08,6.36
2010-10-11,5.95
2010-10-12,6.06
2010-10-13,6.3
2010-10-14,6.12
2010-10-15,6.3
2010-10-18,6.06
2010-10-19,5.94
2010-10-20,5.88
2010-10-21,5.76
2010-10-22,5.77
2010-10-25,5.88
2010-10-26,5.88
2010-10-27,5.76
2010-10-28,5.46
2010-10-29,5.4
2010-11-01,5.34
2010-11-02,5.64
2010-11-03,5.46
2010-11-04,5.63
2010-11-05,5.99
2010-11-08,5.82
2010-11-09,5.4
2010-11-10,5.52
2010-11-11,5.58
2010-11-12,5.49
2010-11-15,5.52
2010-11-16,5.4
2010-11-17,5.46
2010-11-18,5.48
2010-11-19,5.52
2010-11-22,5.52
2010-11-23,5.4
2010-11-24,5.4
2010-11-26,5.4
2010-11-29,5.46
2010-11-30,5.34
2010-12-01,5.55
2010-12-02,5.4
2010-12-03,5.34
2010-12-06,5.58
2010-12-07,5.46
2010-12-08,5.34
2010-12-09,5.34
2010-12-10,5.48
2010-12-13,5.34
2010-12-14,5.49
2010-12-15,5.46
2010-12-16,5.51
2010-12-17,5.41
2010-12-20,5.4
2010-12-21,6.18
2010-12-22,6.12
2010-12-23,5.94
2010-12-27,6.06
2010-12-28,6.36
2010-12-29,6.18
2010-12-30,6.06
2010-12-31,6.06
2011-01-03,6.36
2011-01-04,6.3
2011-01-05,6.66
2011-01-06,6.36
2011-01-07,6.12
2011-01-10,6.02
2011-01-11,6.18
2011-01-12,6.18
2011-01-13,6.24
2011-01-14,6.09
2011-01-18,6.06
2011-01-19,5.76
2011-01-20,5.61
2011-01-21,5.64
2011-01-24,5.7
2011-01-25,5.7
2011-01-26,5.7
2011-01-27,5.7
2011-01-28,5.53
2011-01-31,5.54
2011-02-01,5.58
2011-02-02,5.55
2011-02-03,5.52
2011-02-04,5.69
2011-02-07,5.61
2011-02-08,5.64
2011-02-09,5.64
2011-02-10,5.55
2011-02-11,5.55
2011-02-14,5.52
2011-02-15,5.58
2011-02-16,5.58
2011-02-17,5.64
2011-02-18,5.7
2011-02-22,5.88
2011-02-23,5.55
2011-02-24,5.58
2011-02-25,5.56
2011-02-28,5.46
2011-03-01,5.59
2011-03-02,5.55
2011-03-03,5.67
2011-03-04,5.64
2011-03-07,5.63
2011-03-08,5.76
2011-03-09,5.88
2011-03-10,5.7
2011-03-11,5.82
2011-03-14,5.58
2011-03-15,5.51
2011-03-16,5.34
2011-03-17,5.29
2011-03-18,5.64
2011-03-21,5.52
2011-03-22,5.67
2011-03-23,5.58
2011-03-24,5.48
2011-03-25,5.46
2011-03-28,5.46
2011-03-29,5.58
2011-03-30,5.46
2011-03-31,5.46
2011-04-01,5.41
2011-04-04,5.58
2011-04-05,5.49
2011-04-06,5.41
2011-04-07,5.7
2011-04-08,5.64
2011-04-11,5.76
2011-04-12,5.58
2011-04-13,5.52
2011-04-14,5.5
2011-04-15,5.52
2011-04-18,5.34
2011-04-19,5.46
2011-04-20,5.6
2011-04-21,5.64
2011-04-25,5.55
2011-04-26,5.52
2011-04-27,5.76
2011-04-28,5.64
2011-04-29,5.7
2011-05-02,5.67
2011-05-03,5.63
2011-05-04,5.5
2011-05-05,5.34
2011-05-06,5.46
2011-05-09,5.63
2011-05-10,5.82
2011-05-11,5.7
2011-05-12,5.64
2011-05-13,5.59
2011-05-16,5.64
2011-05-17,5.67
2011-05-18,5.64
2011-05-19,5.88
2011-05-20,5.7
2011-05-23,5.64
2011-05-24,5.52
2011-05-25,5.52
2011-05-26,5.52
2011-05-27,5.55
2011-05-31,5.52
2011-06-01,5.64
2011-06-02,5.81
2011-06-03,6.06
2011-06-06,5.37
2011-06-07,5.16
2011-06-08,5.04
2011-06-09,4.92
2011-06-10,4.86
2011-06-13,4.74
2011-06-14,5.04
2011-06-15,4.91
2011-06-16,4.86
2011-06-17,4.68
2011-06-20,4.73
2011-06-21,4.91
2011-06-22,4.8
2011-06-23,4.8
2011-06-24,4.62
2011-06-27,4.79
2011-06-28,4.8
2011-06-29,4.71
2011-06-30,4.68
2011-07-01,4.86
2011-07-05,4.99
2011-07-06,4.92
2011-07-07,4.92
2011-07-08,4.95
2011-07-11,4.8
2011-07-12,4.59
2011-07-13,4.68
2011-07-14,4.59
2011-07-15,4.62
2011-07-18,4.68
2011-07-19,4.68
2011-07-20,4.62
2011-07-21,4.73
2011-07-22,4.89
2011-07-25,4.74
2011-07-26,4.74
2011-07-27,4.62
2011-07-28,4.68
2011-07-29,4.59
2011-08-01,4.71
2011-08-02,4.32
2011-08-03,4.32
2011-08-04,3.9
2011-08-05,3.54
2011-08-08,3.27
2011-08-09,3.42
2011-08-10,3
2011-08-11,3.36
2011-08-12,3.24
2011-08-15,3.36
2011-08-16,3.3
2011-08-17,3.44
2011-08-18,3.18
2011-08-19,3
2011-08-22,3.12
2011-08-23,3.06
2011-08-24,3.03
2011-08-25,3.06
2011-08-26,3.06
2011-08-29,3.06
2011-08-30,3.18
2011-08-31,3.12
2011-09-01,3.14
2011-09-02,2.94
2011-09-06,2.97
2011-09-07,3.12
2011-09-08,3.12
2011-09-09,3.15
2011-09-12,3.3
2011-09-13,3.36
2011-09-14,3.36
2011-09-15,3.3
2011-09-16,3.31
2011-09-19,3.72
2011-09-20,3.95
2011-09-21,3.49
2011-09-22,3.42
2011-09-23,3.36
2011-09-26,3.66
2011-09-27,3.6
2011-09-28,3.41
2011-09-29,3.36
2011-09-30,2.82
2011-10-03,2.64
2011-10-04,2.62
2011-10-05,2.97
2011-10-06,2.96
2011-10-07,2.98
2011-10-10,3
2011-10-11,2.93
2011-10-12,2.85
2011-10-13,2.86
2011-10-14,2.82
2011-10-17,2.72
2011-10-18,3.3
2011-10-19,2.95
2011-10-20,2.98
2011-10-21,2.91
2011-10-24,2.89
2011-10-25,2.82
2011-10-26,2.7
2011-10-27,2.78
2011-10-28,2.8
2011-10-31,2.74
2011-11-01,2.76
2011-11-02,2.71
2011-11-03,2.7
2011-11-04,2.64
2011-11-07,2.6
2011-11-08,2.59
2011-11-09,2.52
2011-11-10,2.54
2011-11-11,2.49
2011-11-14,2.55
2011-11-15,2.7
2011-11-16,2.66
2011-11-17,2.64
2011-11-18,2.59
2011-11-21,2.57
2011-11-22,2.57
2011-11-23,2.56
2011-11-25,2.46
2011-11-28,2.4
2011-11-29,2.36
2011-11-30,2.42
2011-12-01,2.48
2011-12-02,2.43
2011-12-05,2.45
2011-12-06,2.44
2011-12-07,2.45
2011-12-08,2.3
2011-12-09,2.37
2011-12-12,2.32
2011-12-13,2.29
2011-12-14,2.2
2011-12-15,2.2
2011-12-16,2.2
2011-12-19,2.19
2011-12-20,2.27
2011-12-21,2.23
2011-12-22,2.22
2011-12-23,2.21
2011-12-27,2.2
2011-12-28,2.09
2011-12-29,2.04
2011-12-30,2
2012-01-03,2.17
2012-01-04,2.1
2012-01-05,2.15
2012-01-06,2.4
2012-01-09,2.37
2012-01-10,2.36
2012-01-11,2.47
2012-01-12,2.5
2012-01-13,2.42
2012-01-17,2.49
2012-01-18,2.49
2012-01-19,2.46
2012-01-20,2.47
2012-01-23,2.44
2012-01-24,2.43
2012-01-25,2.53
