"Index","AGEN.Close"
2012-01-26,2.76
2012-01-27,2.79
2012-01-30,2.81
2012-01-31,2.78
2012-02-01,2.87
2012-02-02,2.88
2012-02-03,2.87
2012-02-06,2.9
2012-02-07,2.93
2012-02-08,3.47
2012-02-09,3.67
2012-02-10,3.49
2012-02-13,3.46
2012-02-14,3.3
2012-02-15,3.16
2012-02-16,3.08
2012-02-17,2.98
2012-02-21,2.89
2012-02-22,3
2012-02-23,2.9
2012-02-24,3.22
2012-02-27,3.28
2012-02-28,3.25
2012-02-29,3.19
2012-03-01,3.23
2012-03-02,3.23
2012-03-05,3.21
2012-03-06,3.76
2012-03-07,4.49
2012-03-08,4.26
2012-03-09,4.4
2012-03-12,4.85
2012-03-13,5.05
2012-03-14,5.45
2012-03-15,5.31
2012-03-16,5.25
2012-03-19,6.27
2012-03-20,5.92
2012-03-21,5.93
2012-03-22,5.84
2012-03-23,5.64
2012-03-26,6.16
2012-03-27,5.72
2012-03-28,5.96
2012-03-29,6.76
2012-03-30,6.6
2012-04-02,7.04
2012-04-03,7.01
2012-04-04,6.61
2012-04-05,6.45
2012-04-09,6.34
2012-04-10,6.11
2012-04-11,6.45
2012-04-12,6.42
2012-04-13,6.67
2012-04-16,6.55
2012-04-17,6.26
2012-04-18,6.22
2012-04-19,6.32
2012-04-20,6.27
2012-04-23,6.22
2012-04-24,6.32
2012-04-25,6.28
2012-04-26,6.43
2012-04-27,6.1
2012-04-30,6.25
2012-05-01,6.26
2012-05-02,6.45
2012-05-03,6.28
2012-05-04,6.27
2012-05-07,6.19
2012-05-08,5.71
2012-05-09,5.71
2012-05-10,5.49
2012-05-11,5.73
2012-05-14,6.32
2012-05-15,6.04
2012-05-16,5.87
2012-05-17,5.78
2012-05-18,5.45
2012-05-21,5.6
2012-05-22,5.54
2012-05-23,5.28
2012-05-24,5.14
2012-05-25,5.2
2012-05-29,5.3
2012-05-30,4.87
2012-05-31,5.22
2012-06-01,5.07
2012-06-04,5.04
2012-06-05,5.23
2012-06-06,5.61
2012-06-07,5.64
2012-06-08,5.88
2012-06-11,5.54
2012-06-12,5.45
2012-06-13,5.32
2012-06-14,5.34
2012-06-15,5.29
2012-06-18,5.26
2012-06-19,5.26
2012-06-20,5.04
2012-06-21,5.06
2012-06-22,5
2012-06-25,5.07
2012-06-26,5.04
2012-06-27,5.2
2012-06-28,5.09
2012-06-29,5.24
2012-07-02,5.38
2012-07-03,5.34
2012-07-05,5.34
2012-07-06,5.38
2012-07-09,5.34
2012-07-10,5.36
2012-07-11,5.3
2012-07-12,5.34
2012-07-13,5.15
2012-07-16,5.1
2012-07-17,5.08
2012-07-18,5.07
2012-07-19,5.09
2012-07-20,5.04
2012-07-23,4.93
2012-07-24,4.57
2012-07-25,4.55
2012-07-26,4.61
2012-07-27,4.84
2012-07-30,4.94
2012-07-31,4.83
2012-08-01,4.82
2012-08-02,4.68
2012-08-03,4.77
2012-08-06,4.83
2012-08-07,4.8
2012-08-08,4.64
2012-08-09,4.6
2012-08-10,4.32
2012-08-13,4.49
2012-08-14,4.49
2012-08-15,4.55
2012-08-16,4.73
2012-08-17,4.78
2012-08-20,4.65
2012-08-21,4.54
2012-08-22,4.58
2012-08-23,4.6
2012-08-24,4.69
2012-08-27,4.46
2012-08-28,4.64
2012-08-29,4.75
2012-08-30,4.71
2012-08-31,4.59
2012-09-04,4.69
2012-09-05,4.79
2012-09-06,4.96
2012-09-07,5
2012-09-10,5.01
2012-09-11,5.04
2012-09-12,4.98
2012-09-13,4.88
2012-09-14,4.55
2012-09-17,4.5
2012-09-18,4.49
2012-09-19,4.51
2012-09-20,4.49
2012-09-21,4.68
2012-09-24,4.75
2012-09-25,4.78
2012-09-26,4.56
2012-09-27,4.6
2012-09-28,4.61
2012-10-01,4.57
2012-10-02,4.62
2012-10-03,4.66
2012-10-04,4.64
2012-10-05,4.7
2012-10-08,4.79
2012-10-09,4.72
2012-10-10,4.62
2012-10-11,4.76
2012-10-12,4.58
2012-10-15,4.63
2012-10-16,4.64
2012-10-17,4.71
2012-10-18,4.63
2012-10-19,4.42
2012-10-22,4.43
2012-10-23,4.42
2012-10-24,4.43
2012-10-25,4.65
2012-10-26,4.42
2012-10-31,4.47
2012-11-01,4.48
2012-11-02,4.47
2012-11-05,4.55
2012-11-06,4.58
2012-11-07,4.4
2012-11-08,4.25
2012-11-09,4.18
2012-11-12,3.97
2012-11-13,3.69
2012-11-14,3.59
2012-11-15,3.45
2012-11-16,3.52
2012-11-19,3.59
2012-11-20,3.64
2012-11-21,3.62
2012-11-23,3.69
2012-11-26,3.65
2012-11-27,3.81
2012-11-28,3.9
2012-11-29,4.13
2012-11-30,4.33
2012-12-03,4.19
2012-12-04,4.3
2012-12-05,4.26
2012-12-06,4.34
2012-12-07,4.16
2012-12-10,4
2012-12-11,4
2012-12-12,3.88
2012-12-13,3.88
2012-12-14,3.91
2012-12-17,3.96
2012-12-18,4.04
2012-12-19,3.94
2012-12-20,3.88
2012-12-21,3.91
2012-12-24,3.83
2012-12-26,3.83
2012-12-27,3.78
2012-12-28,3.72
2012-12-31,4.1
2013-01-02,4.24
2013-01-03,4.15
2013-01-04,4.18
2013-01-07,4.12
2013-01-08,4.09
2013-01-09,3.99
2013-01-10,4.09
2013-01-11,4.02
2013-01-14,4.04
2013-01-15,4.08
2013-01-16,4.06
2013-01-17,4.1
2013-01-18,4.14
2013-01-22,4.23
2013-01-23,4.34
2013-01-24,4.2
2013-01-25,4.17
2013-01-28,4.35
2013-01-29,4.38
2013-01-30,4.36
2013-01-31,4.55
2013-02-01,4.58
2013-02-04,4.48
2013-02-05,4.61
2013-02-06,4.86
2013-02-07,4.88
2013-02-08,4.7
2013-02-11,4.72
2013-02-12,4.54
2013-02-13,4.35
2013-02-14,4.37
2013-02-15,4.36
2013-02-19,4.56
2013-02-20,4.32
2013-02-21,4.26
2013-02-22,4.35
2013-02-25,4.11
2013-02-26,4.17
2013-02-27,4.11
2013-02-28,4.28
2013-03-01,4.3
2013-03-04,4.4
2013-03-05,4.46
2013-03-06,4.45
2013-03-07,4.47
2013-03-08,4.41
2013-03-11,4.43
2013-03-12,4.37
2013-03-13,4.39
2013-03-14,4.39
2013-03-15,4.35
2013-03-18,4.21
2013-03-19,4.16
2013-03-20,4.15
2013-03-21,3.97
2013-03-22,3.92
2013-03-25,4
2013-03-26,3.98
2013-03-27,3.98
2013-03-28,3.89
2013-04-01,3.84
2013-04-02,3.97
2013-04-03,3.83
2013-04-04,3.91
2013-04-05,3.83
2013-04-08,4.11
2013-04-09,4.17
2013-04-10,4.56
2013-04-11,4.68
2013-04-12,4.51
2013-04-15,4.46
2013-04-16,4.46
2013-04-17,4.26
2013-04-18,4.09
2013-04-19,4.3
2013-04-22,4.37
2013-04-23,4.6
2013-04-24,4.58
2013-04-25,4.65
2013-04-26,4.63
2013-04-29,4.93
2013-04-30,4.86
2013-05-01,4.78
2013-05-02,4.37
2013-05-03,4.48
2013-05-06,4.36
2013-05-07,4.08
2013-05-08,4.4
2013-05-09,4.34
2013-05-10,4.39
2013-05-13,4.38
2013-05-14,4.4
2013-05-15,4.21
2013-05-16,4.26
2013-05-17,4.25
2013-05-20,4.14
2013-05-21,4.01
2013-05-22,4.03
2013-05-23,4.12
2013-05-24,4.07
2013-05-28,4.1
2013-05-29,4.06
2013-05-30,4.11
2013-05-31,4.03
2013-06-03,4.12
2013-06-04,3.94
2013-06-05,3.76
2013-06-06,3.73
2013-06-07,3.7
2013-06-10,3.73
2013-06-11,3.65
2013-06-12,3.61
2013-06-13,3.61
2013-06-14,3.7
2013-06-17,3.75
2013-06-18,3.78
2013-06-19,3.98
2013-06-20,3.71
2013-06-21,3.81
2013-06-24,3.61
2013-06-25,3.67
2013-06-26,3.62
2013-06-27,3.82
2013-06-28,3.79
2013-07-01,3.82
2013-07-02,3.8
2013-07-03,3.89
2013-07-05,3.91
2013-07-08,3.8
2013-07-09,3.75
2013-07-10,3.77
2013-07-11,3.69
2013-07-12,3.71
2013-07-15,3.88
2013-07-16,3.95
2013-07-17,3.87
2013-07-18,4.02
2013-07-19,3.98
2013-07-22,3.95
2013-07-23,3.82
2013-07-24,3.81
2013-07-25,3.7
2013-07-26,3.85
2013-07-29,3.85
2013-07-30,3.81
2013-07-31,3.85
2013-08-01,3.82
2013-08-02,3.8
2013-08-05,3.8
2013-08-06,3.73
2013-08-07,3.69
2013-08-08,3.6
2013-08-09,3.58
2013-08-12,3.52
2013-08-13,3.5
2013-08-14,3.46
2013-08-15,3.42
2013-08-16,3.51
2013-08-19,3.3
2013-08-20,3.36
2013-08-21,3.44
2013-08-22,3.76
2013-08-23,3.87
2013-08-26,3.85
2013-08-27,3.65
2013-08-28,3.68
2013-08-29,3.66
2013-08-30,3.65
2013-09-03,3.68
2013-09-04,3.71
2013-09-05,2.84
2013-09-06,2.86
2013-09-09,2.85
2013-09-10,2.85
2013-09-11,2.79
2013-09-12,2.72
2013-09-13,2.78
2013-09-16,2.74
2013-09-17,3.02
2013-09-18,2.93
2013-09-19,2.91
2013-09-20,2.85
2013-09-23,2.77
2013-09-24,2.71
2013-09-25,2.8
2013-09-26,2.81
2013-09-27,2.83
2013-09-30,2.77
2013-10-01,2.84
2013-10-02,2.82
2013-10-03,2.81
2013-10-04,2.73
2013-10-07,2.78
2013-10-08,3.02
2013-10-09,2.91
2013-10-10,2.94
2013-10-11,2.81
2013-10-14,2.75
2013-10-15,2.67
2013-10-16,2.69
2013-10-17,2.82
2013-10-18,2.7
2013-10-21,2.6
2013-10-22,2.54
2013-10-23,2.54
2013-10-24,2.53
2013-10-25,2.61
2013-10-28,2.52
2013-10-29,2.54
2013-10-30,2.5
2013-10-31,2.42
2013-11-01,2.41
2013-11-04,2.47
2013-11-05,2.46
2013-11-06,2.4
2013-11-07,2.62
2013-11-08,2.61
2013-11-11,2.52
2013-11-12,2.47
2013-11-13,2.47
2013-11-14,2.48
2013-11-15,2.51
2013-11-18,2.62
2013-11-19,2.67
2013-11-20,2.59
2013-11-21,2.57
2013-11-22,2.53
2013-11-25,2.62
2013-11-26,2.64
2013-11-27,2.64
2013-11-29,2.64
2013-12-02,2.61
2013-12-03,2.54
2013-12-04,2.52
2013-12-05,2.57
2013-12-06,2.58
2013-12-09,2.58
2013-12-10,2.51
2013-12-11,2.54
2013-12-12,2.44
2013-12-13,2.44
2013-12-16,2.75
2013-12-17,2.82
2013-12-18,2.67
2013-12-19,2.58
2013-12-20,2.75
2013-12-23,2.73
2013-12-24,2.69
2013-12-26,2.7
2013-12-27,2.67
2013-12-30,2.65
2013-12-31,2.64
2014-01-02,2.78
2014-01-03,2.8
2014-01-06,2.89
2014-01-07,2.83
2014-01-08,2.83
2014-01-09,3.08
2014-01-10,3.14
2014-01-13,2.98
2014-01-14,3.02
2014-01-15,3.03
2014-01-16,3.1
2014-01-17,3.2
2014-01-21,3.27
2014-01-22,3.34
2014-01-23,3.47
2014-01-24,3.27
2014-01-27,3.09
2014-01-28,3.14
2014-01-29,3.09
2014-01-30,3.15
2014-01-31,3.09
2014-02-03,2.93
2014-02-04,2.9
2014-02-05,2.72
2014-02-06,2.74
2014-02-07,2.87
2014-02-10,2.92
2014-02-11,3.02
2014-02-12,3.03
2014-02-13,3.05
2014-02-14,3
2014-02-18,3.05
2014-02-19,3.37
2014-02-20,3.63
2014-02-21,3.88
2014-02-24,4.21
2014-02-25,4.49
2014-02-26,5.1
2014-02-27,4.89
2014-02-28,4.89
2014-03-03,4.84
2014-03-04,4.76
2014-03-05,4.97
2014-03-06,4.78
2014-03-07,4.39
2014-03-10,4.41
2014-03-11,4.18
2014-03-12,4.22
2014-03-13,4.08
2014-03-14,4.32
2014-03-17,4.15
2014-03-18,4.29
2014-03-19,4.3
2014-03-20,3.8
2014-03-21,3.64
2014-03-24,3.41
2014-03-25,3.32
2014-03-26,3.23
2014-03-27,3.25
2014-03-28,3.22
2014-03-31,3.17
2014-04-01,3.31
2014-04-02,3.21
2014-04-03,3.06
2014-04-04,2.8
2014-04-07,2.82
2014-04-08,2.75
2014-04-09,2.94
2014-04-10,2.84
2014-04-11,2.7
2014-04-14,2.54
2014-04-15,2.48
2014-04-16,2.41
2014-04-17,2.55
2014-04-21,2.57
2014-04-22,2.72
2014-04-23,2.66
2014-04-24,2.71
2014-04-25,2.56
2014-04-28,3.06
2014-04-29,2.94
2014-04-30,2.84
2014-05-01,2.79
2014-05-02,2.74
2014-05-05,2.79
2014-05-06,2.72
2014-05-07,2.71
2014-05-08,2.49
2014-05-09,2.57
2014-05-12,2.65
2014-05-13,2.67
2014-05-14,2.66
2014-05-15,2.63
2014-05-16,2.67
2014-05-19,2.7
2014-05-20,2.63
2014-05-21,2.57
2014-05-22,2.61
2014-05-23,2.64
2014-05-27,2.71
2014-05-28,2.86
2014-05-29,2.9
2014-05-30,3.02
2014-06-02,3.03
2014-06-03,3.14
2014-06-04,3.13
2014-06-05,3.15
2014-06-06,3.19
2014-06-09,3.28
2014-06-10,3.27
2014-06-11,3.29
2014-06-12,3.36
2014-06-13,3.51
2014-06-16,3.6
2014-06-17,3.61
2014-06-18,3.58
2014-06-19,3.37
2014-06-20,3.55
2014-06-23,3.43
2014-06-24,3.39
2014-06-25,3.43
2014-06-26,3.57
2014-06-27,3.4
2014-06-30,3.22
2014-07-01,3.55
2014-07-02,3.8
2014-07-03,3.95
2014-07-07,3.62
2014-07-08,3.4
2014-07-09,3.34
2014-07-10,3.27
2014-07-11,3.25
2014-07-14,3.26
2014-07-15,3.12
2014-07-16,3.08
2014-07-17,2.94
2014-07-18,3
2014-07-21,2.96
2014-07-22,3.05
2014-07-23,3.05
2014-07-24,3.39
2014-07-25,3.24
2014-07-28,3.23
2014-07-29,3.28
2014-07-30,3.4
2014-07-31,3.3
2014-08-01,3.28
2014-08-04,3.35
2014-08-05,3.39
2014-08-06,3.49
2014-08-07,3.38
2014-08-08,3.41
2014-08-11,3.44
2014-08-12,3.32
2014-08-13,3.29
2014-08-14,3.3
2014-08-15,3.28
2014-08-18,3.34
2014-08-19,3.29
2014-08-20,3.19
2014-08-21,3.12
2014-08-22,3.07
2014-08-25,3.1
2014-08-26,3.16
2014-08-27,3.17
2014-08-28,3.15
2014-08-29,3.14
2014-09-02,3.18
2014-09-03,3.1
2014-09-04,3.05
2014-09-05,3.01
2014-09-08,3.02
2014-09-09,2.96
2014-09-10,3.12
2014-09-11,3.18
2014-09-12,3.12
2014-09-15,2.96
2014-09-16,3.03
2014-09-17,2.99
2014-09-18,2.98
2014-09-19,2.92
2014-09-22,2.88
2014-09-23,2.82
2014-09-24,2.81
2014-09-25,2.9
2014-09-26,2.95
2014-09-29,3.13
2014-09-30,3.11
2014-10-01,2.97
2014-10-02,2.98
2014-10-03,2.94
2014-10-06,2.85
2014-10-07,2.79
2014-10-08,2.81
2014-10-09,2.67
2014-10-10,2.61
2014-10-13,2.7
2014-10-14,2.72
2014-10-15,2.95
2014-10-16,3.04
2014-10-17,2.9
2014-10-20,2.98
2014-10-21,3
2014-10-22,3
2014-10-23,3.08
2014-10-24,3
2014-10-27,3.04
2014-10-28,3.18
2014-10-29,3.02
2014-10-30,3.09
2014-10-31,2.98
2014-11-03,3
2014-11-04,3
2014-11-05,3
2014-11-06,3.05
2014-11-07,3.02
2014-11-10,3.04
2014-11-11,3.07
2014-11-12,3.01
2014-11-13,2.98
2014-11-14,2.98
2014-11-17,2.97
2014-11-18,2.96
2014-11-19,2.93
2014-11-20,2.97
2014-11-21,2.93
2014-11-24,2.95
2014-11-25,2.96
2014-11-26,3
2014-11-28,2.96
2014-12-01,2.96
2014-12-02,3
2014-12-03,3.03
2014-12-04,2.99
2014-12-05,3.11
2014-12-08,3.26
2014-12-09,3.27
2014-12-10,3.03
2014-12-11,3.15
2014-12-12,3.22
2014-12-15,3.27
2014-12-16,3.26
2014-12-17,3.35
2014-12-18,3.92
2014-12-19,3.99
2014-12-22,3.95
2014-12-23,3.85
2014-12-24,3.85
2014-12-26,4.13
2014-12-29,4
2014-12-30,4.01
2014-12-31,3.97
2015-01-02,3.98
2015-01-05,4.17
2015-01-06,3.91
2015-01-07,4.01
2015-01-08,4.11
2015-01-09,5.29
2015-01-12,6.17
2015-01-13,5.7
