"Index","ALTI.Close"
2007-09-10,3.05
2007-09-11,3.02
2007-09-12,3.05
2007-09-13,3.09
2007-09-14,3.06
2007-09-17,3.01
2007-09-18,2.99
2007-09-19,3.07
2007-09-20,3.1
2007-09-21,3.21
2007-09-24,3.28
2007-09-25,3.3
2007-09-26,3.2
2007-09-27,3.27
2007-09-28,3.28
2007-10-01,3.31
2007-10-02,3.33
2007-10-03,3.34
2007-10-04,3.51
2007-10-05,3.5
2007-10-08,3.45
2007-10-09,4.53
2007-10-10,4.4
2007-10-11,3.85
2007-10-12,3.79
2007-10-15,3.7
2007-10-16,3.9
2007-10-17,3.8
2007-10-18,4.2
2007-10-19,4.02
2007-10-22,4.19
2007-10-23,4.6
2007-10-24,4.58
2007-10-25,4.66
2007-10-26,4.58
2007-10-29,4.99
2007-10-30,4.84
2007-10-31,4.92
2007-11-01,4.57
2007-11-02,4.74
2007-11-05,4.67
2007-11-06,4.69
2007-11-07,4.65
2007-11-08,4.5
2007-11-09,4.47
2007-11-12,3.96
2007-11-13,3.88
2007-11-14,4.14
2007-11-15,4.05
2007-11-16,4.12
2007-11-19,4.14
2007-11-20,4.1
2007-11-21,3.94
2007-11-23,3.94
2007-11-26,3.94
2007-11-27,4.01
2007-11-28,4.02
2007-11-29,4.14
2007-11-30,4.05
2007-12-03,4.04
2007-12-04,4.11
2007-12-05,4.29
2007-12-06,4.5
2007-12-07,4.58
2007-12-10,4.43
2007-12-11,4.2
2007-12-12,4.23
2007-12-13,4.26
2007-12-14,4.25
2007-12-17,4.19
2007-12-18,4.14
2007-12-19,4.19
2007-12-20,4.25
2007-12-21,4.14
2007-12-24,4.12
2007-12-26,4.47
2007-12-27,4.31
2007-12-28,4.19
2007-12-31,4.23
2008-01-02,4.6
2008-01-03,4.78
2008-01-04,4.45
2008-01-07,4.29
2008-01-08,4.1
2008-01-09,4
2008-01-10,4.17
2008-01-11,3.82
2008-01-14,3.72
2008-01-15,3.43
2008-01-16,3.4
2008-01-17,3.4
2008-01-18,3.26
2008-01-22,3.21
2008-01-23,3.28
2008-01-24,3.51
2008-01-25,3.45
2008-01-28,3.43
2008-01-29,3.6
2008-01-30,3.81
2008-01-31,3.69
2008-02-01,3.77
2008-02-04,3.68
2008-02-05,3.56
2008-02-06,3.5
2008-02-07,3.5
2008-02-08,3.54
2008-02-11,3.7
2008-02-12,3.52
2008-02-13,3.58
2008-02-14,3.57
2008-02-15,3.6
2008-02-19,3.75
2008-02-20,3.85
2008-02-21,3.8
2008-02-22,3.74
2008-02-25,3.82
2008-02-26,3.65
2008-02-27,3.59
2008-02-28,3.57
2008-02-29,2.98
2008-03-03,2.94
2008-03-04,2.98
2008-03-05,2.98
2008-03-06,2.9
2008-03-07,2.67
2008-03-10,2.5
2008-03-11,2.37
2008-03-12,2.57
2008-03-13,2.55
2008-03-14,2.38
2008-03-17,2.39
2008-03-18,2.24
2008-03-19,2.3
2008-03-20,2.58
2008-03-24,2.54
2008-03-25,2.47
2008-03-26,2.4
2008-03-27,2.55
2008-03-28,2.73
2008-03-31,2.64
2008-04-01,2.69
2008-04-02,2.63
2008-04-03,2.63
2008-04-04,2.65
2008-04-07,2.65
2008-04-08,2.52
2008-04-09,2.33
2008-04-10,2.18
2008-04-11,2.24
2008-04-14,2.18
2008-04-15,2.27
2008-04-16,2.35
2008-04-17,2.32
2008-04-18,2.33
2008-04-21,2.25
2008-04-22,2.22
2008-04-23,2.19
2008-04-24,2.22
2008-04-25,2.16
2008-04-28,2.2
2008-04-29,2.34
2008-04-30,2.3
2008-05-01,2.26
2008-05-02,2.23
2008-05-05,2.36
2008-05-06,2.35
2008-05-07,2.3
2008-05-08,2.26
2008-05-09,2.18
2008-05-12,2.12
2008-05-13,2.14
2008-05-14,2.14
2008-05-15,2.2
2008-05-16,2.24
2008-05-19,2.4
2008-05-20,2.42
2008-05-21,2.42
2008-05-22,2.37
2008-05-23,2.24
2008-05-27,2.3
2008-05-28,2.35
2008-05-29,2.36
2008-05-30,2.39
2008-06-02,2.38
2008-06-03,2.27
2008-06-04,2.26
2008-06-05,2.31
2008-06-06,2.23
2008-06-09,2.1
2008-06-10,2.12
2008-06-11,2.07
2008-06-12,2.16
2008-06-13,2.11
2008-06-16,2.15
2008-06-17,2.1
2008-06-18,2.08
2008-06-19,2.09
2008-06-20,1.63
2008-06-23,1.79
2008-06-24,1.88
2008-06-25,1.91
2008-06-26,1.75
2008-06-27,1.73
2008-06-30,1.7
2008-07-01,1.67
2008-07-02,1.61
2008-07-03,1.59
2008-07-07,1.45
2008-07-08,1.94
2008-07-09,2.11
2008-07-10,1.98
2008-07-11,1.9
2008-07-14,1.8
2008-07-15,1.83
2008-07-16,1.98
2008-07-17,2.04
2008-07-18,2.05
2008-07-21,2.22
2008-07-22,2.38
2008-07-23,2.55
2008-07-24,2.27
2008-07-25,2.34
2008-07-28,2.26
2008-07-29,2.27
2008-07-30,2.4
2008-07-31,2.68
2008-08-01,2.81
2008-08-04,2.42
2008-08-05,2.46
2008-08-06,2.72
2008-08-07,2.75
2008-08-08,2.83
2008-08-11,2.76
2008-08-12,2.7
2008-08-13,2.75
2008-08-14,2.67
2008-08-15,2.68
2008-08-18,2.55
2008-08-19,2.25
2008-08-20,2.25
2008-08-21,2.26
2008-08-22,2.22
2008-08-25,2.16
2008-08-26,2.16
2008-08-27,2.19
2008-08-28,2.18
2008-08-29,2.16
2008-09-02,2.11
2008-09-03,2.03
2008-09-04,1.83
2008-09-05,1.82
2008-09-08,1.95
2008-09-09,1.84
2008-09-10,1.92
2008-09-11,1.9
2008-09-12,1.97
2008-09-15,2
2008-09-16,2
2008-09-17,1.94
2008-09-18,2
2008-09-19,2.29
2008-09-22,2.11
2008-09-23,2.18
2008-09-24,2.27
2008-09-25,2.25
2008-09-26,2.2
2008-09-29,2.54
2008-09-30,2.4
2008-10-01,2.3
2008-10-02,2.23
2008-10-03,2.21
2008-10-06,1.75
2008-10-07,1.72
2008-10-08,1.8
2008-10-09,1.55
2008-10-10,1.53
2008-10-13,1.71
2008-10-14,1.71
2008-10-15,1.51
2008-10-16,1.81
2008-10-17,1.71
2008-10-20,1.8
2008-10-21,1.73
2008-10-22,1.7
2008-10-23,1.63
2008-10-24,1.57
2008-10-27,1.5
2008-10-28,1.49
2008-10-29,1.64
2008-10-30,1.58
2008-10-31,1.56
2008-11-03,1.66
2008-11-04,1.76
2008-11-05,1.71
2008-11-06,1.43
2008-11-07,1.4
2008-11-10,1.26
2008-11-11,1.1
2008-11-12,0.93
2008-11-13,0.94
2008-11-14,0.86
2008-11-17,0.95
2008-11-18,0.95
2008-11-19,0.99
2008-11-20,0.91
2008-11-21,0.91
2008-11-24,1.06
2008-11-25,0.97
2008-11-26,1.23
2008-11-28,1.51
2008-12-01,1.34
2008-12-02,1.35
2008-12-03,1.39
2008-12-04,1.28
2008-12-05,1.28
2008-12-08,1.27
2008-12-09,1.22
2008-12-10,1.21
2008-12-11,1.16
2008-12-12,1.16
2008-12-15,1.04
2008-12-16,1.15
2008-12-17,1.1
2008-12-18,1.09
2008-12-19,1.05
2008-12-22,1.09
2008-12-23,1.03
2008-12-24,1.01
2008-12-26,1.02
2008-12-29,1
2008-12-30,1.2
2008-12-31,1.22
2009-01-02,1.18
2009-01-05,1.23
2009-01-06,1.26
2009-01-07,1.21
2009-01-08,1.17
2009-01-09,1.15
2009-01-12,1.11
2009-01-13,1.15
2009-01-14,1.11
2009-01-15,1.11
2009-01-16,1.08
2009-01-20,1.04
2009-01-21,1.02
2009-01-22,1.07
2009-01-23,0.92
2009-01-26,0.98
2009-01-27,1.07
2009-01-28,1.08
2009-01-29,1.04
2009-01-30,1.02
2009-02-02,1.02
2009-02-03,1.04
2009-02-04,1
2009-02-05,1.02
2009-02-06,1.04
2009-02-09,1.06
2009-02-10,1
2009-02-11,1.04
2009-02-12,1.03
2009-02-13,1.04
2009-02-17,1.04
2009-02-18,1
2009-02-19,0.92
2009-02-20,0.87
2009-02-23,0.95
2009-02-24,0.92
2009-02-25,0.89
2009-02-26,0.86
2009-02-27,0.81
2009-03-02,0.68
2009-03-03,0.69
2009-03-04,0.69
2009-03-05,0.65
2009-03-06,0.63
2009-03-09,0.67
2009-03-10,0.68
2009-03-11,0.65
2009-03-12,0.63
2009-03-13,0.67
2009-03-16,0.73
2009-03-17,0.66
2009-03-18,0.68
2009-03-19,0.71
2009-03-20,0.66
2009-03-23,0.79
2009-03-24,0.95
2009-03-25,0.87
2009-03-26,0.95
2009-03-27,0.98
2009-03-30,0.99
2009-03-31,1.06
2009-04-01,1.07
2009-04-02,1.2
2009-04-03,1.48
2009-04-06,1.27
2009-04-07,1.13
2009-04-08,1.31
2009-04-09,1.4
2009-04-13,1.47
2009-04-14,1.42
2009-04-15,1.19
2009-04-16,1.23
2009-04-17,1.21
2009-04-20,1.14
2009-04-21,1.21
2009-04-22,1.26
2009-04-23,1.29
2009-04-24,1.25
2009-04-27,1.19
2009-04-28,1.1
2009-04-29,1.11
2009-04-30,1.16
2009-05-01,1.12
2009-05-04,1.2
2009-05-05,1.22
2009-05-06,1.17
2009-05-07,1.1
2009-05-08,1.09
2009-05-11,1.33
2009-05-12,1.4
2009-05-13,1.26
2009-05-14,1.29
2009-05-15,1.26
2009-05-18,1.32
2009-05-19,1.35
2009-05-20,1.41
2009-05-21,1.35
2009-05-22,1.05
2009-05-26,0.94
2009-05-27,0.95
2009-05-28,0.93
2009-05-29,1.01
2009-06-01,1.01
2009-06-02,1.01
2009-06-03,0.96
2009-06-04,0.97
2009-06-05,0.96
2009-06-08,0.92
2009-06-09,0.92
2009-06-10,0.89
2009-06-11,0.96
