"Index","ATML.Close"
2012-01-24,9.8
2012-01-25,9.9
2012-01-26,9.63
2012-01-27,9.52
2012-01-30,9.96
2012-01-31,9.72
2012-02-01,10.13
2012-02-02,10.1
2012-02-03,10.37
2012-02-06,10.19
2012-02-07,10.06
2012-02-08,10.1
2012-02-09,9.89
2012-02-10,9.78
2012-02-13,9.86
2012-02-14,9.8
2012-02-15,10.28
2012-02-16,10.65
2012-02-17,10.73
2012-02-21,10.36
2012-02-22,10.24
2012-02-23,10.3
2012-02-24,10.23
2012-02-27,10.28
2012-02-28,10.49
2012-02-29,10.11
2012-03-01,10.42
2012-03-02,10.25
2012-03-05,9.84
2012-03-06,9.82
2012-03-07,10.09
2012-03-08,10.21
2012-03-09,10
2012-03-12,9.59
2012-03-13,9.8
2012-03-14,9.62
2012-03-15,9.76
2012-03-16,9.97
2012-03-19,9.9
2012-03-20,10.19
2012-03-21,10.37
2012-03-22,10.23
2012-03-23,10.26
2012-03-26,10.5
2012-03-27,10.39
2012-03-28,10.2
2012-03-29,9.99
2012-03-30,9.86
2012-04-02,9.72
2012-04-03,9.65
2012-04-04,9.35
2012-04-05,9.24
2012-04-09,9.11
2012-04-10,8.88
2012-04-11,9
2012-04-12,9.2
2012-04-13,8.85
2012-04-16,8.85
2012-04-17,8.96
2012-04-18,8.8
2012-04-19,8.98
2012-04-20,8.76
2012-04-23,8.55
2012-04-24,8.55
2012-04-25,8.8
2012-04-26,8.93
2012-04-27,8.78
2012-04-30,8.87
2012-05-01,8.85
2012-05-02,8.99
2012-05-03,7.79
2012-05-04,7.74
2012-05-07,7.41
2012-05-08,7.4
2012-05-09,7.53
2012-05-10,7.63
2012-05-11,7.68
2012-05-14,7.58
2012-05-15,7.54
2012-05-16,7.37
2012-05-17,7.26
2012-05-18,7.02
2012-05-21,7.31
2012-05-22,7.21
2012-05-23,7.23
2012-05-24,7.17
2012-05-25,7.29
2012-05-29,7.44
2012-05-30,7.15
2012-05-31,7
2012-06-01,6.7
2012-06-04,6.57
2012-06-05,6.92
2012-06-06,7.26
2012-06-07,7.06
2012-06-08,7.09
2012-06-11,6.83
2012-06-12,6.98
2012-06-13,6.8
2012-06-14,6.69
2012-06-15,6.98
2012-06-18,7.09
2012-06-19,7.15
2012-06-20,7.03
2012-06-21,6.56
2012-06-22,6.58
2012-06-25,6.31
2012-06-26,6.2
2012-06-27,6.36
2012-06-28,6.38
2012-06-29,6.71
2012-07-02,6.64
2012-07-03,6.73
2012-07-05,6.77
2012-07-06,6.46
2012-07-09,6.32
2012-07-10,6.09
2012-07-11,6.34
2012-07-12,6.1
2012-07-13,6.26
2012-07-16,6.16
2012-07-17,6.05
2012-07-18,6.32
2012-07-19,6.4
2012-07-20,6.07
2012-07-23,6.04
2012-07-24,5.95
2012-07-25,5.96
2012-07-26,6.12
2012-07-27,6.38
2012-07-30,6.02
2012-07-31,5.86
2012-08-01,5.47
2012-08-02,5.54
2012-08-03,5.44
2012-08-06,5.74
2012-08-07,6.06
2012-08-08,5.98
2012-08-09,6.04
2012-08-10,5.88
2012-08-13,5.84
2012-08-14,5.81
2012-08-15,5.89
2012-08-16,5.79
2012-08-17,5.91
2012-08-20,6.06
2012-08-21,6.23
2012-08-22,5.99
2012-08-23,5.94
2012-08-24,6.06
2012-08-27,6.03
2012-08-28,6.08
2012-08-29,6.12
2012-08-30,5.95
2012-08-31,5.93
2012-09-04,6.02
2012-09-05,5.82
2012-09-06,6.3
2012-09-07,6.29
2012-09-10,6.12
2012-09-11,6.27
2012-09-12,6.31
2012-09-13,6.26
2012-09-14,6.49
2012-09-17,6.36
2012-09-18,6.41
2012-09-19,6.48
2012-09-20,6.36
2012-09-21,6.34
2012-09-24,5.92
2012-09-25,5.46
2012-09-26,5.32
2012-09-27,5.44
2012-09-28,5.26
2012-10-01,5.2
2012-10-02,5.13
2012-10-03,5.06
2012-10-04,5.14
2012-10-05,5.31
2012-10-08,5.1
2012-10-09,5.02
2012-10-10,4.85
2012-10-11,4.78
2012-10-12,4.73
2012-10-15,4.8
2012-10-16,4.99
2012-10-17,4.98
2012-10-18,4.84
2012-10-19,4.62
2012-10-22,4.64
2012-10-23,4.72
2012-10-24,4.55
2012-10-25,4.67
2012-10-26,4.73
2012-10-31,4.66
2012-11-01,5.05
2012-11-02,4.89
2012-11-05,5.02
2012-11-06,5.05
2012-11-07,4.81
2012-11-08,4.59
2012-11-09,4.81
2012-11-12,4.81
2012-11-13,4.7
2012-11-14,4.62
2012-11-15,4.48
2012-11-16,4.44
2012-11-19,4.72
2012-11-20,4.74
2012-11-21,4.81
2012-11-23,4.98
2012-11-26,5.04
2012-11-27,5.15
2012-11-28,5.3
2012-11-29,5.48
2012-11-30,5.59
2012-12-03,5.44
2012-12-04,5.43
2012-12-05,5.35
2012-12-06,5.48
2012-12-07,5.43
2012-12-10,5.5
2012-12-11,5.64
2012-12-12,5.68
2012-12-13,5.76
2012-12-14,5.69
2012-12-17,5.8
2012-12-18,6.08
2012-12-19,6.17
2012-12-20,6.22
2012-12-21,6.23
2012-12-24,6.19
2012-12-26,6.19
2012-12-27,6.17
2012-12-28,6.2
2012-12-31,6.55
2013-01-02,6.96
2013-01-03,7.01
2013-01-04,6.86
2013-01-07,6.88
2013-01-08,6.69
2013-01-09,6.89
2013-01-10,7.07
2013-01-11,7.08
2013-01-14,6.97
2013-01-15,6.7
2013-01-16,6.89
2013-01-17,6.84
2013-01-18,6.71
2013-01-22,6.72
2013-01-23,6.66
2013-01-24,6.76
2013-01-25,6.85
2013-01-28,6.85
2013-01-29,6.75
2013-01-30,6.73
2013-01-31,6.7
2013-02-01,7.1
2013-02-04,6.99
2013-02-05,7.06
2013-02-06,7.14
2013-02-07,6.13
2013-02-08,6.55
2013-02-11,6.56
2013-02-12,6.62
2013-02-13,6.6
2013-02-14,7.14
2013-02-15,7.18
2013-02-19,7.28
2013-02-20,6.98
2013-02-21,6.67
2013-02-22,6.77
2013-02-25,6.54
2013-02-26,6.47
2013-02-27,6.59
2013-02-28,6.81
2013-03-01,6.52
2013-03-04,6.3
2013-03-05,6.49
2013-03-06,6.43
2013-03-07,6.43
2013-03-08,6.46
2013-03-11,6.8
2013-03-12,6.84
2013-03-13,6.96
2013-03-14,7
2013-03-15,6.9
2013-03-18,6.81
2013-03-19,6.84
2013-03-20,6.79
2013-03-21,6.62
2013-03-22,6.74
2013-03-25,6.66
2013-03-26,6.69
2013-03-27,6.78
2013-03-28,6.96
2013-04-01,6.82
2013-04-02,6.72
2013-04-03,6.38
2013-04-04,6.47
2013-04-05,6.4
2013-04-08,6.36
2013-04-09,6.57
2013-04-10,6.82
2013-04-11,6.77
2013-04-12,6.72
2013-04-15,6.58
2013-04-16,6.8
2013-04-17,6.36
2013-04-18,6.11
2013-04-19,6.07
2013-04-22,6.18
2013-04-23,6.37
2013-04-24,6.39
2013-04-25,6.33
2013-04-26,6.66
2013-04-29,6.47
2013-04-30,6.47
2013-05-01,6.28
2013-05-02,6.2
2013-05-03,6.46
2013-05-06,6.5
2013-05-07,6.6
2013-05-08,6.64
2013-05-09,6.72
2013-05-10,6.8
2013-05-13,6.9
2013-05-14,7.08
2013-05-15,7.21
2013-05-16,7.14
2013-05-17,7.31
2013-05-20,7.42
2013-05-21,7.51
2013-05-22,7.22
2013-05-23,7.49
2013-05-24,7.38
2013-05-28,7.46
2013-05-29,7.43
2013-05-30,7.89
2013-05-31,7.87
2013-06-03,7.94
2013-06-04,8.2
2013-06-05,8.01
2013-06-06,8.05
2013-06-07,8
2013-06-10,7.95
2013-06-11,7.8
2013-06-12,7.57
2013-06-13,7.64
2013-06-14,7.74
2013-06-17,7.84
2013-06-18,7.91
2013-06-19,7.71
2013-06-20,7.46
2013-06-21,7.36
2013-06-24,7.02
2013-06-25,7.1
2013-06-26,7.09
2013-06-27,7.36
2013-06-28,7.34
2013-07-01,7.37
2013-07-02,7.48
2013-07-03,7.52
2013-07-05,7.55
2013-07-08,7.41
2013-07-09,7.55
2013-07-10,7.63
2013-07-11,7.8
2013-07-12,7.8
2013-07-15,7.7
2013-07-16,7.59
2013-07-17,7.8
2013-07-18,7.7
2013-07-19,7.69
2013-07-22,7.77
2013-07-23,7.75
2013-07-24,7.74
2013-07-25,7.71
2013-07-26,7.64
2013-07-29,7.72
2013-07-30,7.77
2013-07-31,7.9
2013-08-01,8.03
2013-08-02,7.89
2013-08-05,7.88
2013-08-06,7.61
2013-08-07,7.34
2013-08-08,7.52
2013-08-09,7.41
2013-08-12,7.49
2013-08-13,7.76
2013-08-14,7.6
2013-08-15,7.57
2013-08-16,7.61
2013-08-19,7.48
2013-08-20,7.61
2013-08-21,7.52
2013-08-22,7.48
2013-08-23,7.49
2013-08-26,7.44
2013-08-27,7.12
2013-08-28,7.38
2013-08-29,7.48
2013-08-30,7.26
2013-09-03,7.3
2013-09-04,7.54
2013-09-05,7.56
2013-09-06,7.55
2013-09-09,7.7
2013-09-10,7.82
2013-09-11,7.69
2013-09-12,7.66
2013-09-13,7.58
2013-09-16,7.63
2013-09-17,7.81
2013-09-18,7.82
2013-09-19,7.75
2013-09-20,7.64
2013-09-23,7.61
2013-09-24,7.48
2013-09-25,7.59
2013-09-26,7.46
2013-09-27,7.36
2013-09-30,7.44
2013-10-01,7.42
2013-10-02,7.43
2013-10-03,7.33
2013-10-04,7.31
2013-10-07,7.2
2013-10-08,6.99
2013-10-09,7.12
2013-10-10,7.35
2013-10-11,7.39
2013-10-14,7.4
2013-10-15,7.15
2013-10-16,7.31
2013-10-17,7.3
2013-10-18,7.3
2013-10-21,7.27
2013-10-22,7.2
2013-10-23,6.8
2013-10-24,6.68
2013-10-25,6.67
2013-10-28,6.68
2013-10-29,6.69
2013-10-30,6.58
2013-10-31,7.28
2013-11-01,7.24
2013-11-04,7.32
2013-11-05,7.24
2013-11-06,7.07
2013-11-07,7.02
2013-11-08,7.14
2013-11-11,7.08
2013-11-12,7.33
2013-11-13,7.32
2013-11-14,7.26
2013-11-15,7.28
2013-11-18,7.41
2013-11-19,7.13
2013-11-20,7.37
2013-11-21,7.49
2013-11-22,7.51
2013-11-25,7.55
2013-11-26,7.53
2013-11-27,7.67
2013-11-29,7.65
2013-12-02,7.68
2013-12-03,7.62
2013-12-04,7.57
2013-12-05,7.5
2013-12-06,7.46
2013-12-09,7.4
2013-12-10,7.49
2013-12-11,7.4
2013-12-12,7.35
2013-12-13,7.21
2013-12-16,7.22
2013-12-17,7.33
2013-12-18,7.36
2013-12-19,7.37
2013-12-20,7.44
2013-12-23,7.6
2013-12-24,7.71
2013-12-26,7.71
2013-12-27,7.76
2013-12-30,7.78
2013-12-31,7.83
2014-01-02,7.88
2014-01-03,7.93
2014-01-06,7.85
2014-01-07,7.93
2014-01-08,8.34
2014-01-09,8.34
2014-01-10,8.78
2014-01-13,8.63
2014-01-14,8.58
2014-01-15,8.62
2014-01-16,8.61
2014-01-17,8.65
2014-01-21,8.83
2014-01-22,8.58
2014-01-23,8.43
2014-01-24,8.2
2014-01-27,8.15
2014-01-28,8.27
2014-01-29,8.26
2014-01-30,8.37
2014-01-31,8.36
2014-02-03,8.05
2014-02-04,8.2
2014-02-05,8.19
2014-02-06,7.68
2014-02-07,7.44
2014-02-10,7.64
2014-02-11,7.59
2014-02-12,7.8
2014-02-13,7.85
2014-02-14,7.91
2014-02-18,7.92
2014-02-19,7.91
2014-02-20,7.93
2014-02-21,7.91
2014-02-24,8.09
2014-02-25,8.04
2014-02-26,8.13
2014-02-27,8.13
2014-02-28,8.06
2014-03-03,8.03
2014-03-04,8.15
2014-03-05,8.15
2014-03-06,8.21
2014-03-07,8.31
2014-03-10,8.18
2014-03-11,8.06
2014-03-12,8.07
2014-03-13,7.99
2014-03-14,8.3
2014-03-17,8.54
2014-03-18,8.71
2014-03-19,8.7
2014-03-20,8.73
2014-03-21,8.59
2014-03-24,8.49
2014-03-25,8.5
2014-03-26,8.29
2014-03-27,8.06
2014-03-28,8.11
2014-03-31,8.36
2014-04-01,8.54
2014-04-02,8.64
2014-04-03,8.71
2014-04-04,8.24
2014-04-07,8.3
2014-04-08,8.36
2014-04-09,8.32
2014-04-10,8.06
2014-04-11,7.87
2014-04-14,7.82
2014-04-15,7.83
2014-04-16,7.83
2014-04-17,7.96
2014-04-21,7.88
2014-04-22,7.96
2014-04-23,8.03
2014-04-24,8.2
2014-04-25,7.96
2014-04-28,7.8
2014-04-29,7.86
2014-04-30,7.77
2014-05-01,7.6
2014-05-02,7.58
2014-05-05,7.65
2014-05-06,7.77
2014-05-07,7.86
2014-05-08,7.76
2014-05-09,7.77
2014-05-12,8.06
2014-05-13,7.93
2014-05-14,7.9
2014-05-15,7.76
2014-05-16,7.78
2014-05-19,7.94
2014-05-20,7.72
2014-05-21,7.82
2014-05-22,7.94
2014-05-23,8.1
2014-05-27,8.2
2014-05-28,8.19
2014-05-29,8.35
2014-05-30,8.38
2014-06-02,8.3
2014-06-03,8.31
2014-06-04,8.44
2014-06-05,8.54
2014-06-06,8.62
2014-06-09,8.89
2014-06-10,9.2
2014-06-11,9.31
2014-06-12,9.17
2014-06-13,9.16
2014-06-16,9.15
2014-06-17,9.63
2014-06-18,9.5
2014-06-19,9.48
2014-06-20,9.45
2014-06-23,9.33
2014-06-24,9.14
2014-06-25,9.23
2014-06-26,9.17
2014-06-27,9.27
2014-06-30,9.37
2014-07-01,9.46
2014-07-02,9.48
2014-07-03,9.51
2014-07-07,9.29
2014-07-08,9.06
2014-07-09,9.14
2014-07-10,9.08
2014-07-11,9.24
2014-07-14,9.11
2014-07-15,8.95
2014-07-16,8.95
2014-07-17,8.83
2014-07-18,9.01
2014-07-21,8.97
2014-07-22,9.18
2014-07-23,8.84
2014-07-24,8.62
2014-07-25,8.38
2014-07-28,8.34
2014-07-29,8.37
2014-07-30,8.5
2014-07-31,8.2
2014-08-01,8.38
2014-08-04,8.39
2014-08-05,8.58
2014-08-06,8.6
2014-08-07,8.02
2014-08-08,8.19
2014-08-11,8.26
2014-08-12,8.16
2014-08-13,8.3
2014-08-14,8.26
2014-08-15,8.2
2014-08-18,8.29
2014-08-19,8.44
2014-08-20,8.68
2014-08-21,8.75
2014-08-22,8.65
2014-08-25,8.6
2014-08-26,8.56
2014-08-27,8.5
2014-08-28,8.58
2014-08-29,8.86
2014-09-02,8.9
2014-09-03,8.85
2014-09-04,8.8
2014-09-05,8.76
2014-09-08,8.89
2014-09-09,8.77
2014-09-10,8.74
2014-09-11,8.77
2014-09-12,8.65
2014-09-15,8.42
2014-09-16,8.56
2014-09-17,8.65
2014-09-18,8.75
2014-09-19,8.49
2014-09-22,8.32
2014-09-23,8.37
2014-09-24,8.28
2014-09-25,8.1
2014-09-26,8.24
2014-09-29,8.21
2014-09-30,8.08
2014-10-01,7.97
2014-10-02,8.03
2014-10-03,7.97
2014-10-06,7.92
2014-10-07,7.78
2014-10-08,7.95
2014-10-09,7.47
2014-10-10,6.71
2014-10-13,6.62
2014-10-14,6.5
2014-10-15,6.67
2014-10-16,6.79
2014-10-17,6.72
2014-10-20,6.84
2014-10-21,7.08
2014-10-22,6.92
2014-10-23,7.01
2014-10-24,7.13
2014-10-27,7.13
2014-10-28,7.33
2014-10-29,7.23
2014-10-30,6.95
2014-10-31,7.42
2014-11-03,7.46
2014-11-04,7.32
2014-11-05,7.34
2014-11-06,7.29
2014-11-07,7.44
2014-11-10,7.6
2014-11-11,7.57
2014-11-12,7.56
2014-11-13,7.47
2014-11-14,7.56
2014-11-17,7.47
2014-11-18,7.57
2014-11-19,7.54
2014-11-20,7.66
2014-11-21,7.78
2014-11-24,7.74
2014-11-25,7.73
2014-11-26,7.93
2014-11-28,7.91
2014-12-01,7.81
2014-12-02,7.96
2014-12-03,8.29
2014-12-04,8.2
2014-12-05,8.23
2014-12-08,8.01
2014-12-09,8.15
2014-12-10,7.85
2014-12-11,8.06
2014-12-12,7.98
2014-12-15,7.98
2014-12-16,7.84
2014-12-17,8.03
2014-12-18,8.21
2014-12-19,8.28
2014-12-22,8.5
2014-12-23,8.37
2014-12-24,8.43
2014-12-26,8.47
2014-12-29,8.45
2014-12-30,8.4
2014-12-31,8.4
2015-01-02,8.39
2015-01-05,8.15
2015-01-06,7.88
2015-01-07,8.05
2015-01-08,8.35
2015-01-09,8.46
2015-01-12,8.4
2015-01-13,8.35
