"Index","ARIA.Close"
2012-01-20,14.25
2012-01-23,14.23
2012-01-24,14.5
2012-01-25,14.82
2012-01-26,14.41
2012-01-27,14.96
2012-01-30,14.86
2012-01-31,14.75
2012-02-01,15
2012-02-02,15.05
2012-02-03,15.48
2012-02-06,15.94
2012-02-07,15.72
2012-02-08,15.22
2012-02-09,14.96
2012-02-10,14.66
2012-02-13,15.25
2012-02-14,15.06
2012-02-15,15.05
2012-02-16,15.5
2012-02-17,14.9
2012-02-21,14.46
2012-02-22,14.52
2012-02-23,15.2
2012-02-24,15.06
2012-02-27,15.16
2012-02-28,14.49
2012-02-29,14.35
2012-03-01,14.79
2012-03-02,14.68
2012-03-05,14.74
2012-03-06,14.38
2012-03-07,14.56
2012-03-08,14.85
2012-03-09,14.72
2012-03-12,14.95
2012-03-13,15.13
2012-03-14,15.12
2012-03-15,15.45
2012-03-16,15.41
2012-03-19,15.23
2012-03-20,15.05
2012-03-21,15.27
2012-03-22,15.68
2012-03-23,15.72
2012-03-26,16.32
2012-03-27,16.09
2012-03-28,16.06
2012-03-29,15.96
2012-03-30,15.98
2012-04-02,16.23
2012-04-03,16.18
2012-04-04,16.03
2012-04-05,16.25
2012-04-09,15.7
2012-04-10,14.95
2012-04-11,15.14
2012-04-12,15.27
2012-04-13,14.76
2012-04-16,14.66
2012-04-17,14.64
2012-04-18,14.53
2012-04-19,14.8
2012-04-20,15.28
2012-04-23,15.12
2012-04-24,15.28
2012-04-25,16.31
2012-04-26,16.53
2012-04-27,16.8
2012-04-30,16.3
2012-05-01,16.54
2012-05-02,16.83
2012-05-03,16.29
2012-05-04,16.15
2012-05-07,16.09
2012-05-08,16.25
2012-05-09,15.9
2012-05-10,16.53
2012-05-11,16.97
2012-05-14,17.01
2012-05-15,17.27
2012-05-16,17.52
2012-05-17,16.3
2012-05-18,15.98
2012-05-21,16.82
2012-05-22,16.59
2012-05-23,16.81
2012-05-24,16.85
2012-05-25,16.77
2012-05-29,16.85
2012-05-30,16.6
2012-05-31,16.57
2012-06-01,15.71
2012-06-04,15.63
2012-06-05,16.2
2012-06-06,16.65
2012-06-07,16.23
2012-06-08,17.12
2012-06-11,16.44
2012-06-12,16.85
2012-06-13,16.79
2012-06-14,17.25
2012-06-15,17.79
2012-06-18,17.59
2012-06-19,17.46
2012-06-20,17.45
2012-06-21,17.09
2012-06-22,17.44
2012-06-25,17.05
2012-06-26,17.45
2012-06-27,17.44
2012-06-28,16.89
2012-06-29,17.21
2012-07-02,18
2012-07-03,18.1
2012-07-05,18.11
2012-07-06,17.99
2012-07-09,17.99
2012-07-10,17.64
2012-07-11,17.11
2012-07-12,17.39
2012-07-13,17.48
2012-07-16,17.71
2012-07-17,17.81
2012-07-18,17.95
2012-07-19,18.24
2012-07-20,17.91
2012-07-23,17.65
2012-07-24,17.28
2012-07-25,17.53
2012-07-26,17.81
2012-07-27,18.92
2012-07-30,19.1
2012-07-31,19.13
2012-08-01,18.52
2012-08-02,18.14
2012-08-03,18.69
2012-08-06,18.86
2012-08-07,18.93
2012-08-08,18.86
2012-08-09,19.1
2012-08-10,19.26
2012-08-13,19.39
2012-08-14,19.85
2012-08-15,19.86
2012-08-16,19.84
2012-08-17,19.75
2012-08-20,19.54
2012-08-21,19.26
2012-08-22,19.99
2012-08-23,20.17
2012-08-24,20.36
2012-08-27,20.39
2012-08-28,20.31
2012-08-29,20.5
2012-08-30,20.51
2012-08-31,20.56
2012-09-04,21.27
2012-09-05,21.24
2012-09-06,22.09
2012-09-07,22.01
2012-09-10,22.36
2012-09-11,23.01
2012-09-12,22.95
2012-09-13,22.77
2012-09-14,23.16
2012-09-17,23.5
2012-09-18,23.85
2012-09-19,23.79
2012-09-20,23.49
2012-09-21,23.61
2012-09-24,23.28
2012-09-25,23.18
2012-09-26,22.88
2012-09-27,23.5
2012-09-28,24.21
2012-10-01,23.88
2012-10-02,23.82
2012-10-03,24.25
2012-10-04,24.56
2012-10-05,25.16
2012-10-08,24.73
2012-10-09,24
2012-10-10,24.38
2012-10-11,24.21
2012-10-12,24.22
2012-10-15,24.25
2012-10-16,24.53
2012-10-17,24.89
2012-10-18,24.32
2012-10-19,23.14
2012-10-22,22.79
2012-10-23,22.3
2012-10-24,22.02
2012-10-25,21.97
2012-10-26,21.8
2012-10-31,21.55
2012-11-01,22.06
2012-11-02,21.74
2012-11-05,22.28
2012-11-06,22.09
2012-11-07,21.32
2012-11-08,20.76
2012-11-09,21.23
2012-11-12,21.18
2012-11-13,21.04
2012-11-14,20.34
2012-11-15,19.83
2012-11-16,20.62
2012-11-19,21.27
2012-11-20,21.2
2012-11-21,21.4
2012-11-23,21.76
2012-11-26,21.91
2012-11-27,21.55
2012-11-28,21.53
2012-11-29,22.56
2012-11-30,22.36
2012-12-03,22.15
2012-12-04,21.76
2012-12-05,21.75
2012-12-06,21.91
2012-12-07,22.07
2012-12-10,23.03
2012-12-11,23.68
2012-12-12,23.67
2012-12-13,23.88
2012-12-14,18.93
2012-12-17,20.03
2012-12-18,20.18
2012-12-19,20.66
2012-12-20,20.57
2012-12-21,20.47
2012-12-24,20.37
2012-12-26,20.07
2012-12-27,19.73
2012-12-28,19.42
2012-12-31,19.18
2013-01-02,20.09
2013-01-03,19.75
2013-01-04,19.38
2013-01-07,18.88
2013-01-08,19.65
2013-01-09,20.13
2013-01-10,19.67
2013-01-11,19.29
2013-01-14,19.98
2013-01-15,20.26
2013-01-16,20.2
2013-01-17,20.49
2013-01-18,20.74
2013-01-22,20.38
2013-01-23,19.85
2013-01-24,19.38
2013-01-25,19.88
2013-01-28,19.96
2013-01-29,20.33
2013-01-30,19.71
2013-01-31,19.88
2013-02-01,19.9
2013-02-04,19.7
2013-02-05,20.19
2013-02-06,20.32
2013-02-07,19.8
2013-02-08,19.6
2013-02-11,20.03
2013-02-12,19.92
2013-02-13,20.08
2013-02-14,20.06
2013-02-15,20
2013-02-19,21.02
2013-02-20,20.84
2013-02-21,20.97
2013-02-22,21.21
2013-02-25,21.21
2013-02-26,20.82
2013-02-27,20.87
2013-02-28,21.03
2013-03-01,20.93
2013-03-04,21.34
2013-03-05,21.39
2013-03-06,21.24
2013-03-07,21.17
2013-03-08,21.19
2013-03-11,21.97
2013-03-12,22.06
2013-03-13,22.12
2013-03-14,22.2
2013-03-15,21.81
2013-03-18,21.32
2013-03-19,20.89
2013-03-20,20.45
2013-03-21,19.71
2013-03-22,19.38
2013-03-25,18.34
2013-03-26,18.07
2013-03-27,18.31
2013-03-28,18.08
2013-04-01,18.3
2013-04-02,17.48
2013-04-03,16.76
2013-04-04,17.04
2013-04-05,16.88
2013-04-08,17.25
2013-04-09,17.45
2013-04-10,18.13
2013-04-11,18.05
2013-04-12,18.32
2013-04-15,17.8
2013-04-16,17.83
2013-04-17,18.25
2013-04-18,18.12
2013-04-19,18.7
2013-04-22,18.51
2013-04-23,18.61
2013-04-24,17.75
2013-04-25,18.02
2013-04-26,18.12
2013-04-29,17.99
2013-04-30,17.87
2013-05-01,17.11
2013-05-02,17.39
2013-05-03,17.07
2013-05-06,17.35
2013-05-07,17.55
2013-05-08,16.92
2013-05-09,16.52
2013-05-10,16.32
2013-05-13,17.23
2013-05-14,18.04
2013-05-15,17.12
2013-05-16,16.47
2013-05-17,16.67
2013-05-20,16.62
2013-05-21,17.53
2013-05-22,18.43
2013-05-23,19.44
2013-05-24,19.57
2013-05-28,19.77
2013-05-29,19.26
2013-05-30,18.96
2013-05-31,18.34
2013-06-03,17.74
2013-06-04,17.17
2013-06-05,16.62
2013-06-06,17.29
2013-06-07,18.89
2013-06-10,18.75
2013-06-11,18.94
2013-06-12,18.02
2013-06-13,18.11
2013-06-14,18.07
2013-06-17,17.81
2013-06-18,17.78
2013-06-19,17.22
2013-06-20,16.74
2013-06-21,16.66
2013-06-24,16.38
2013-06-25,16.74
2013-06-26,17.67
2013-06-27,17.55
2013-06-28,17.49
2013-07-01,19.53
2013-07-02,19.41
2013-07-03,19.27
2013-07-05,19.4
2013-07-08,19.52
2013-07-09,19.06
2013-07-10,19.06
2013-07-11,19.18
2013-07-12,21.15
2013-07-15,20.98
2013-07-16,19.76
2013-07-17,19.56
2013-07-18,20
2013-07-19,20.02
2013-07-22,19.37
2013-07-23,19.46
2013-07-24,19.08
2013-07-25,19.68
2013-07-26,18.57
2013-07-29,18.38
2013-07-30,18.73
2013-07-31,18.58
2013-08-01,18.97
2013-08-02,19.86
2013-08-05,19.29
2013-08-06,18.8
2013-08-07,18.94
2013-08-08,18.87
2013-08-09,18.43
2013-08-12,18.33
2013-08-13,18.38
2013-08-14,18.28
2013-08-15,18.11
2013-08-16,17.74
2013-08-19,17
2013-08-20,17.36
2013-08-21,17.25
2013-08-22,17.64
2013-08-23,18.01
2013-08-26,19.29
2013-08-27,18.78
2013-08-28,18.86
2013-08-29,18.63
2013-08-30,18.6
2013-09-03,19.2
2013-09-04,20.35
2013-09-05,20.75
2013-09-06,22.31
2013-09-09,21.85
2013-09-10,22.52
2013-09-11,21.58
2013-09-12,21.32
2013-09-13,20.65
2013-09-16,20.27
2013-09-17,21.08
2013-09-18,20.86
2013-09-19,21.49
2013-09-20,20.22
2013-09-23,20.01
2013-09-24,19.81
2013-09-25,18.96
2013-09-26,19.11
2013-09-27,18.69
2013-09-30,18.4
2013-10-01,18.89
2013-10-02,18.67
2013-10-03,18.48
2013-10-04,18.8
2013-10-07,18.22
2013-10-08,17.14
2013-10-09,5.83
2013-10-10,5.41
2013-10-11,4.26
2013-10-14,4.2
2013-10-15,4.02
2013-10-16,4.04
2013-10-17,4.5
2013-10-18,2.67
2013-10-21,2.94
2013-10-22,3.26
2013-10-23,3.06
2013-10-24,3.35
2013-10-25,3.56
2013-10-28,4.11
2013-10-29,3.79
2013-10-30,3.96
2013-10-31,2.2
2013-11-01,2.58
2013-11-04,2.44
2013-11-05,2.29
2013-11-06,2.31
2013-11-07,2.29
2013-11-08,2.32
2013-11-11,2.57
2013-11-12,2.38
2013-11-13,2.42
2013-11-14,2.41
2013-11-15,2.49
2013-11-18,2.6
2013-11-19,2.61
2013-11-20,2.57
2013-11-21,2.79
2013-11-22,3.78
2013-11-25,5.13
2013-11-26,4.68
2013-11-27,4.54
2013-11-29,4.84
2013-12-02,4.93
2013-12-03,4.83
2013-12-04,4.84
2013-12-05,4.57
2013-12-06,4.07
2013-12-09,4.29
2013-12-10,4.44
2013-12-11,4.07
2013-12-12,4.05
2013-12-13,3.98
2013-12-16,3.86
2013-12-17,4.16
2013-12-18,4.98
2013-12-19,5.52
2013-12-20,6.43
2013-12-23,7
2013-12-24,7.11
2013-12-26,7
2013-12-27,6.64
2013-12-30,6.55
2013-12-31,6.82
2014-01-02,7.26
2014-01-03,7.15
2014-01-06,6.82
2014-01-07,6.72
2014-01-08,6.46
2014-01-09,6.76
2014-01-10,6.73
2014-01-13,6.52
2014-01-14,6.82
2014-01-15,6.62
2014-01-16,6.74
2014-01-17,6.9
2014-01-21,6.6
2014-01-22,6.71
2014-01-23,7.52
2014-01-24,8.99
2014-01-27,7.91
2014-01-28,8.04
2014-01-29,7.6
2014-01-30,7.84
2014-01-31,7.39
2014-02-03,6.88
2014-02-04,7
2014-02-05,7.1
2014-02-06,7.17
2014-02-07,7.99
2014-02-10,8.13
2014-02-11,8.16
2014-02-12,8.33
2014-02-13,8.66
2014-02-14,8.65
2014-02-18,8.79
2014-02-19,8.6
2014-02-20,8.73
2014-02-21,8.87
2014-02-24,8.63
2014-02-25,8.67
2014-02-26,8.55
2014-02-27,8.99
2014-02-28,8.69
2014-03-03,8.58
2014-03-04,8.75
2014-03-05,8.58
2014-03-06,8.37
2014-03-07,8.13
2014-03-10,7.78
2014-03-11,7.69
2014-03-12,7.77
2014-03-13,7.51
2014-03-14,8.17
2014-03-17,7.91
2014-03-18,8.35
2014-03-19,8.19
2014-03-20,8.13
2014-03-21,7.84
2014-03-24,7.6
2014-03-25,7.76
2014-03-26,7.67
2014-03-27,7.6
2014-03-28,7.98
2014-03-31,8.06
2014-04-01,8.52
2014-04-02,8.06
2014-04-03,7.77
2014-04-04,7.58
2014-04-07,7.24
2014-04-08,7.3
2014-04-09,7.59
2014-04-10,7.23
2014-04-11,7.14
2014-04-14,7.02
2014-04-15,6.69
2014-04-16,7.1
2014-04-17,7.2
2014-04-21,7.39
2014-04-22,7.79
2014-04-23,7.5
2014-04-24,7.45
2014-04-25,7.09
2014-04-28,7
2014-04-29,7.33
2014-04-30,7.27
2014-05-01,7.48
2014-05-02,7.23
2014-05-05,7.63
2014-05-06,7.09
2014-05-07,6.75
2014-05-08,6.67
2014-05-09,6.67
2014-05-12,6.81
2014-05-13,6.67
2014-05-14,6.65
2014-05-15,6.5
2014-05-16,6.36
2014-05-19,6.6
2014-05-20,6.36
2014-05-21,6.35
2014-05-22,6.34
2014-05-23,6.3
2014-05-27,6.49
2014-05-28,6.37
2014-05-29,6.38
2014-05-30,6.46
2014-06-02,6.94
2014-06-03,6.69
2014-06-04,6.55
2014-06-05,6.69
2014-06-06,6.69
2014-06-09,6.62
2014-06-10,6.82
2014-06-11,7.02
2014-06-12,6.41
2014-06-13,6.38
2014-06-16,6.46
2014-06-17,6.38
2014-06-18,6.55
2014-06-19,6.57
2014-06-20,6.66
2014-06-23,6.57
2014-06-24,6.31
2014-06-25,6.4
2014-06-26,6.38
2014-06-27,6.37
2014-06-30,6.37
2014-07-01,6.39
2014-07-02,6.49
2014-07-03,6.49
2014-07-07,6.3
2014-07-08,6.06
2014-07-09,5.92
2014-07-10,5.95
2014-07-11,6.09
2014-07-14,5.87
2014-07-15,5.57
2014-07-16,5.37
2014-07-17,5.01
2014-07-18,5.2
2014-07-21,5.15
2014-07-22,5.1
2014-07-23,5.88
2014-07-24,6.18
2014-07-25,5.89
2014-07-28,5.61
2014-07-29,6.17
2014-07-30,6.12
2014-07-31,5.76
2014-08-01,5.61
2014-08-04,5.65
2014-08-05,5.61
2014-08-06,5.38
2014-08-07,5.41
2014-08-08,5.52
2014-08-11,5.52
2014-08-12,5.68
2014-08-13,5.7
2014-08-14,5.77
2014-08-15,5.87
2014-08-18,5.94
2014-08-19,5.98
2014-08-20,6.06
2014-08-21,5.9
2014-08-22,5.91
2014-08-25,6.22
2014-08-26,6.5
2014-08-27,6.36
2014-08-28,6.16
2014-08-29,6.22
2014-09-02,6.25
2014-09-03,6.14
2014-09-04,6.14
2014-09-05,6.05
2014-09-08,5.96
2014-09-09,5.75
2014-09-10,5.9
2014-09-11,5.9
2014-09-12,5.97
2014-09-15,5.81
2014-09-16,5.88
2014-09-17,5.91
2014-09-18,5.76
2014-09-19,5.77
2014-09-22,5.62
2014-09-23,5.57
2014-09-24,5.6
2014-09-25,5.39
2014-09-26,5.69
2014-09-29,5.78
2014-09-30,5.4
2014-10-01,5.28
2014-10-02,5.85
2014-10-03,5.75
2014-10-06,5.42
2014-10-07,5.26
2014-10-08,5.38
2014-10-09,5.45
2014-10-10,5.02
2014-10-13,5.02
2014-10-14,5.16
2014-10-15,5.48
2014-10-16,5.36
2014-10-17,5.44
2014-10-20,5.8
2014-10-21,5.79
2014-10-22,5.59
2014-10-23,5.71
2014-10-24,5.83
2014-10-27,5.74
2014-10-28,5.97
2014-10-29,5.87
2014-10-30,5.97
2014-10-31,5.96
2014-11-03,5.93
2014-11-04,5.88
2014-11-05,5.69
2014-11-06,6.02
2014-11-07,6.08
2014-11-10,6.29
2014-11-11,6.26
2014-11-12,6.47
2014-11-13,6.25
2014-11-14,6.15
2014-11-17,6.04
2014-11-18,6.24
2014-11-19,6.14
2014-11-20,6.57
2014-11-21,6.52
2014-11-24,7.15
2014-11-25,7.11
2014-11-26,7.29
2014-11-28,7.11
2014-12-01,6.93
2014-12-02,7.23
2014-12-03,7.46
2014-12-04,7.2
2014-12-05,7.37
2014-12-08,7.13
2014-12-09,7.25
2014-12-10,7.02
2014-12-11,6.48
2014-12-12,6.34
2014-12-15,6.1
2014-12-16,6.08
2014-12-17,6.36
2014-12-18,6.61
2014-12-19,7.22
2014-12-22,7.06
2014-12-23,6.66
2014-12-24,6.81
2014-12-26,7.09
2014-12-29,6.9
2014-12-30,6.82
2014-12-31,6.87
2015-01-02,6.89
2015-01-05,6.93
2015-01-06,6.51
2015-01-07,6.84
2015-01-08,7.02
2015-01-09,6.92
2015-01-12,6.97
2015-01-13,6.37
