"Index","ASTE.Close"
2008-09-15,28.49
2008-09-16,29.07
2008-09-17,29.2
2008-09-18,33.11
2008-09-19,32.69
2008-09-22,33.01
2008-09-23,33.75
2008-09-24,31.8
2008-09-25,31.62
2008-09-26,30.99
2008-09-29,30.64
2008-09-30,30.83
2008-10-01,28.96
2008-10-02,26.46
2008-10-03,25.08
2008-10-06,23.81
2008-10-07,22.74
2008-10-08,22.48
2008-10-09,20.94
2008-10-10,20.72
2008-10-13,24.05
2008-10-14,22.44
2008-10-15,20.47
2008-10-16,21.26
2008-10-17,21.4
2008-10-20,21.91
2008-10-21,22.73
2008-10-22,20.41
2008-10-23,20.46
2008-10-24,20.13
2008-10-27,19.25
2008-10-28,21.11
2008-10-29,22.77
2008-10-30,23.85
2008-10-31,25.42
2008-11-03,26.14
2008-11-04,25.19
2008-11-05,23.15
2008-11-06,23.15
2008-11-07,23.44
2008-11-10,24.46
2008-11-11,24.25
2008-11-12,22.85
2008-11-13,24.33
2008-11-14,22.79
2008-11-17,22.51
2008-11-18,23.07
2008-11-19,21.46
2008-11-20,20.18
2008-11-21,20.6
2008-11-24,24.5
2008-11-25,25.34
2008-11-26,29.59
2008-11-28,30.25
2008-12-01,26
2008-12-02,28.48
2008-12-03,31.15
2008-12-04,29.92
2008-12-05,30.11
2008-12-08,32.72
2008-12-09,32.03
2008-12-10,32.08
2008-12-11,29.86
2008-12-12,32.34
2008-12-15,30.88
2008-12-16,32.15
2008-12-17,33.24
2008-12-18,31.73
2008-12-19,30.83
2008-12-22,29.64
2008-12-23,29.76
2008-12-24,29.74
2008-12-26,29.58
2008-12-29,29.01
2008-12-30,29.33
2008-12-31,31.33
2009-01-02,33.16
2009-01-05,32.84
2009-01-06,33.26
2009-01-07,30.88
2009-01-08,29.86
2009-01-09,28.45
2009-01-12,27.23
2009-01-13,27.42
2009-01-14,26.47
2009-01-15,28.75
2009-01-16,29.8
2009-01-20,26.99
2009-01-21,28.05
2009-01-22,25.93
2009-01-23,25.88
2009-01-26,24.75
2009-01-27,25.69
2009-01-28,26.06
2009-01-29,25.16
2009-01-30,24.57
2009-02-02,24.69
2009-02-03,25.45
2009-02-04,25.37
2009-02-05,26.42
2009-02-06,28.09
2009-02-09,28.03
2009-02-10,25.81
2009-02-11,25.5
2009-02-12,24.03
2009-02-13,24.46
2009-02-17,23.08
2009-02-18,23.31
2009-02-19,22.73
2009-02-20,22.24
2009-02-23,20.68
2009-02-24,24.53
2009-02-25,22.1
2009-02-26,21.76
2009-02-27,22.22
2009-03-02,20.33
2009-03-03,20.18
2009-03-04,21.61
2009-03-05,20.47
2009-03-06,20.82
2009-03-09,21.14
2009-03-10,22.79
2009-03-11,22.78
2009-03-12,23.93
2009-03-13,25.19
2009-03-16,24.81
2009-03-17,25.47
2009-03-18,26.93
2009-03-19,26.37
2009-03-20,24.21
2009-03-23,26.61
2009-03-24,26.73
2009-03-25,26.81
2009-03-26,27.99
2009-03-27,27.33
2009-03-30,26.27
2009-03-31,26.23
2009-04-01,26.37
2009-04-02,28.85
2009-04-03,27.99
2009-04-06,27.29
2009-04-07,25.85
2009-04-08,26.33
2009-04-09,28.26
2009-04-13,27.16
2009-04-14,26.12
2009-04-15,26.38
2009-04-16,27.38
2009-04-17,26.21
2009-04-20,24.59
2009-04-21,27.19
2009-04-22,29.04
2009-04-23,27.73
2009-04-24,28.4
2009-04-27,27.62
2009-04-28,27.9
2009-04-29,29.69
2009-04-30,30.82
2009-05-01,29.92
2009-05-04,31.12
2009-05-05,30.66
2009-05-06,30.58
2009-05-07,29.15
2009-05-08,30.64
2009-05-11,29.42
2009-05-12,28.55
2009-05-13,27.01
2009-05-14,27.47
2009-05-15,27.45
2009-05-18,28.9
2009-05-19,29.4
2009-05-20,29.97
2009-05-21,28.53
2009-05-22,28.33
2009-05-26,30
2009-05-27,29.48
2009-05-28,29.31
2009-05-29,30.62
2009-06-01,32.35
2009-06-02,32.63
2009-06-03,31.98
2009-06-04,33.18
2009-06-05,33.29
2009-06-08,32.2
2009-06-09,32.18
2009-06-10,31.89
2009-06-11,31.19
2009-06-12,30.92
2009-06-15,29.71
2009-06-16,28.84
2009-06-17,28.98
2009-06-18,29.12
2009-06-19,29.56
2009-06-22,28.13
2009-06-23,28.23
