"Index","JLA.Close"
2014-06-20,-0.00756
2014-06-23,0.00076
2014-06-24,0
2014-06-25,0.00454
2014-06-26,0.00452
2014-06-27,-0.00528
2014-06-30,0.00452
2014-07-01,-0.00151
2014-07-02,-0.00529
2014-07-03,0.00454
2014-07-07,0.00376
2014-07-08,-0.0015
2014-07-09,0.00525
2014-07-10,-0.0015
2014-07-11,0.00225
2014-07-14,0.00224
2014-07-15,-0.00299
2014-07-16,0.00374
2014-07-17,-0.00824
2014-07-18,0.006
2014-07-21,0
2014-07-22,0.00299
2014-07-23,0.00742
2014-07-24,0.00222
2014-07-25,-0.00222
2014-07-28,0.00074
2014-07-29,-0.00222
2014-07-30,0.00074
2014-07-31,-0.01191
2014-08-01,-0.00979
2014-08-04,0.00076
2014-08-05,-0.00455
2014-08-06,-0.00457
2014-08-07,-0.00382
2014-08-08,0.00382
2014-08-11,0.00533
2014-08-12,0
2014-08-13,0.0053
2014-08-14,0.00677
2014-08-15,0.0015
2014-08-18,0.00448
2014-08-19,0.00446
2014-08-20,0.00148
2014-08-21,0.0037
2014-08-22,-0.00444
2014-08-25,0.00296
2014-08-26,0
2014-08-27,0.00074
2014-08-28,0.00074
2014-08-29,0.00221
2014-09-02,0
2014-09-03,-0.00221
2014-09-04,0
2014-09-05,-0.00148
2014-09-08,0
2014-09-09,-0.0037
2014-09-10,0.00148
2014-09-11,-0.01869
2014-09-12,0
2014-09-15,0.00151
2014-09-16,0.00826
2014-09-17,0
2014-09-18,0.00447
2014-09-19,-0.00149
2014-09-22,-0.01124
2014-09-23,0
2014-09-24,0.00075
2014-09-25,-0.00908
2014-09-26,0.00455
2014-09-29,-0.00912
2014-09-30,-0.00306
2014-10-01,-0.00384
2014-10-02,-0.00462
2014-10-03,0.01152
2014-10-06,0.00457
2014-10-07,-0.00228
2014-10-08,0.01587
2014-10-09,-0.01055
2014-10-10,-0.01604
2014-10-13,-0.01865
2014-10-14,-0.01741
2014-10-15,-0.0226
2014-10-16,0.0186
2014-10-17,0.0159
2014-10-20,0.0102
2014-10-21,0.02239
2014-10-22,0.00685
2014-10-23,0.01131
2014-10-24,0.00449
2014-10-27,0
2014-10-28,0.00521
2014-10-29,0.00074
2014-10-30,-0.00074
2014-10-31,0.00518
2014-11-03,-0.00296
2014-11-04,-0.0052
2014-11-05,0.00372
2014-11-06,-0.00223
2014-11-07,-0.00447
2014-11-10,-0.00299
2014-11-11,0.00821
2014-11-12,0.00445
2014-11-13,-0.00296
2014-11-14,0.00222
2014-11-17,0.00443
2014-11-18,0.00661
2014-11-19,0.00438
2014-11-20,0.00726
2014-11-21,0.00361
2014-11-24,0
2014-11-25,0.00144
2014-11-26,-0.00216
2014-11-28,-0.00072
2014-12-01,-0.00579
2014-12-02,0
2014-12-03,0.00362
2014-12-04,-0.00508
2014-12-05,-0.00218
2014-12-08,-0.00073
2014-12-09,0.00944
2014-12-10,-0.02191
2014-12-11,0.00662
2014-12-12,-0.00662
2014-12-15,-0.01263
2014-12-16,-0.00826
2014-12-17,0.01497
2014-12-18,0.02059
2014-12-19,0.00725
