"Index","AMIC.Close"
2007-11-02,10.14
2007-11-05,10.13
2007-11-06,10.07
2007-11-07,10.14
2007-11-08,10
2007-11-09,9.98
2007-11-12,9.3
2007-11-13,9.27
2007-11-14,9.44
2007-11-15,9.49
2007-11-16,9.45
2007-11-19,9.45
2007-11-20,9.5
2007-11-21,9.37
2007-11-23,9.37
2007-11-26,9.16
2007-11-27,9.21
2007-11-28,9.21
2007-11-29,9.18
2007-11-30,9.21
2007-12-03,9.21
2007-12-04,9.21
2007-12-05,9.18
2007-12-06,9.41
2007-12-07,9.19
2007-12-10,9.19
2007-12-11,9.43
2007-12-12,9.3
2007-12-13,9.39
2007-12-14,9.46
2007-12-17,9.32
2007-12-18,9.28
2007-12-19,9.17
2007-12-20,9.17
2007-12-21,9.16
2007-12-24,9.25
2007-12-26,9.25
2007-12-27,9.31
2007-12-28,9.1
2007-12-31,9.05
2008-01-02,9.13
2008-01-03,9.13
2008-01-04,8.52
2008-01-07,8.25
2008-01-08,8.15
2008-01-09,8.15
2008-01-10,8.07
2008-01-11,8.49
2008-01-14,8.8
2008-01-15,8.46
2008-01-16,8.55
2008-01-17,8.45
2008-01-18,8.51
2008-01-22,8.45
2008-01-23,8.4
2008-01-24,8.4
2008-01-25,8.4
2008-01-28,8.4
2008-01-29,8.4
2008-01-30,8.4
2008-01-31,8.4
2008-02-01,8.25
2008-02-04,8.3
2008-02-05,8.34
2008-02-06,8.35
2008-02-07,8.2
2008-02-08,8.2
2008-02-11,8.2
2008-02-12,8.26
2008-02-13,8.26
2008-02-14,8.25
2008-02-15,8.25
2008-02-19,8.15
2008-02-20,8.16
2008-02-21,8.16
2008-02-22,8.1
2008-02-25,8.3
2008-02-26,8.3
2008-02-27,8.06
2008-02-28,8.25
2008-02-29,8.1
2008-03-03,8.1
2008-03-04,8.7
2008-03-05,8.11
2008-03-06,8.11
2008-03-07,8.15
2008-03-10,8.25
2008-03-11,8.07
2008-03-12,8.17
2008-03-13,8.2
2008-03-14,8
2008-03-17,8
2008-03-18,7.9
2008-03-19,7.9
2008-03-20,7.85
2008-03-24,7.75
2008-03-25,7.75
2008-03-26,7.75
2008-03-27,7.12
2008-03-28,7.3
2008-03-31,7.4
2008-04-01,7.5
2008-04-02,7.4
2008-04-03,7.4
2008-04-04,7.49
2008-04-07,7.26
2008-04-08,7.25
2008-04-09,7.26
2008-04-10,7.26
2008-04-11,7.26
2008-04-14,7.45
2008-04-15,8.22
2008-04-16,7.5
2008-04-17,7.55
2008-04-18,7.97
2008-04-21,7.4
2008-04-22,7.25
2008-04-23,7.86
2008-04-24,8
2008-04-25,8
2008-04-28,8
2008-04-29,8
2008-04-30,7.6
2008-05-01,7.6
2008-05-02,7.6
2008-05-05,7.35
2008-05-06,7.51
2008-05-07,7.31
2008-05-08,7.5
2008-05-09,7.2
2008-05-12,7.25
2008-05-13,7.32
2008-05-14,7.05
2008-05-15,7.08
2008-05-16,7.05
2008-05-19,7.05
2008-05-20,7.06
2008-05-21,7.06
2008-05-22,7.05
2008-05-23,7.04
2008-05-27,7
2008-05-28,7
2008-05-29,7
2008-05-30,6.8
2008-06-02,6.63
2008-06-03,6.7
2008-06-04,6.7
2008-06-05,6.44
2008-06-06,6.6
2008-06-09,6.6
2008-06-10,6.6
2008-06-11,6.75
2008-06-12,7.19
2008-06-13,7.12
2008-06-16,6.68
2008-06-17,6.92
2008-06-18,7.1
2008-06-19,6.81
2008-06-20,6.81
2008-06-23,6.81
2008-06-24,6.81
2008-06-25,6.76
2008-06-26,6.76
2008-06-27,6.8
2008-06-30,6.35
2008-07-01,6.15
2008-07-02,6.05
2008-07-03,6.68
2008-07-07,6.18
2008-07-08,6.05
2008-07-09,6.72
2008-07-10,6.72
2008-07-11,6.72
2008-07-14,5.84
2008-07-15,5.84
2008-07-16,6.4
2008-07-17,6.4
2008-07-18,6.4
2008-07-21,6.4
2008-07-22,6.14
2008-07-23,6.31
2008-07-24,6.31
2008-07-25,6.31
2008-07-28,6.5
2008-07-29,6.2
2008-07-30,6.42
2008-07-31,6.42
2008-08-01,6.5
2008-08-04,6.71
2008-08-05,6.53
2008-08-06,6.47
2008-08-07,6.6
2008-08-08,6.61
2008-08-11,6.51
2008-08-12,6.59
2008-08-13,6.66
2008-08-14,6.52
2008-08-15,6.51
2008-08-18,6.51
2008-08-19,6.8
2008-08-20,6.51
2008-08-21,6.51
2008-08-22,6.6
2008-08-25,6.54
2008-08-26,6.54
2008-08-27,6.6
2008-08-28,6.79
2008-08-29,6.8
2008-09-02,6.83
2008-09-03,6.6
2008-09-04,6.61
2008-09-05,6.54
2008-09-08,6.54
2008-09-09,6.54
2008-09-10,6.54
2008-09-11,6.79
2008-09-12,6.79
2008-09-15,6.68
2008-09-16,6.78
2008-09-17,6.6
2008-09-18,6.51
2008-09-19,6.5
2008-09-22,6.55
2008-09-23,6.5
2008-09-24,6.5
2008-09-25,6.25
2008-09-26,6.63
2008-09-29,6
2008-09-30,6.79
2008-10-01,6.04
2008-10-02,6.04
2008-10-03,6.04
2008-10-06,5.8
2008-10-07,5.6
2008-10-08,4.7
2008-10-09,4.01
2008-10-10,2.78
2008-10-13,4
2008-10-14,4.5
2008-10-15,4.18
2008-10-16,4.18
2008-10-17,4.3
2008-10-20,4.01
2008-10-21,5.2
2008-10-22,5.2
2008-10-23,5.2
2008-10-24,4.65
2008-10-27,4.65
2008-10-28,3.88
2008-10-29,4.6
2008-10-30,3.88
2008-10-31,3.45
2008-11-03,3.71
2008-11-04,3.83
2008-11-05,4.05
2008-11-06,4.21
2008-11-07,4.21
2008-11-10,4.46
2008-11-11,4.46
2008-11-12,4.59
2008-11-13,4.64
2008-11-14,4.48
2008-11-17,4.48
2008-11-18,4.64
2008-11-19,4.55
2008-11-20,4.25
2008-11-21,3.9
2008-11-24,3.9
2008-11-25,3.85
2008-11-26,3.85
2008-11-28,3.8
2008-12-01,3.85
2008-12-02,3.71
2008-12-03,3.69
2008-12-04,3.46
2008-12-05,3.5
2008-12-08,3.4
2008-12-09,3.2
2008-12-10,3.18
2008-12-11,3.12
2008-12-12,2.99
2008-12-15,2.7
2008-12-16,2.4
2008-12-17,2.15
2008-12-18,2.05
2008-12-19,2.3
2008-12-22,2.05
2008-12-23,2.11
2008-12-24,2.5
2008-12-26,2.67
2008-12-29,2.4
2008-12-30,2.64
2008-12-31,2.73
2009-01-02,2.7
2009-01-05,2.72
2009-01-06,2.95
2009-01-07,3.45
2009-01-08,3.41
2009-01-09,3.41
2009-01-12,3.41
2009-01-13,3.5
2009-01-14,3.35
2009-01-15,3.1
2009-01-16,3.25
2009-01-20,3.31
2009-01-21,3.45
2009-01-22,3.52
2009-01-23,3.15
2009-01-26,3.33
2009-01-27,3.25
2009-01-28,3.25
2009-01-29,3.4
2009-01-30,4.17
2009-02-02,3.79
2009-02-03,3.62
2009-02-04,3.53
2009-02-05,3.53
2009-02-06,3.53
2009-02-09,3.54
2009-02-10,3.54
2009-02-11,3.46
2009-02-12,3.46
2009-02-13,3.4
2009-02-17,3.4
2009-02-18,3.4
2009-02-19,3.21
2009-02-20,3.22
2009-02-23,3.22
2009-02-24,3.22
2009-02-25,3.22
2009-02-26,3.22
2009-02-27,4.14
2009-03-02,4.14
2009-03-03,3.3
2009-03-04,3.25
2009-03-05,3.2
2009-03-06,3.2
2009-03-09,3.2
2009-03-10,3.13
2009-03-11,3.39
2009-03-12,3.21
2009-03-13,3.21
2009-03-16,3.2
2009-03-17,3.16
2009-03-18,3.09
2009-03-19,3.13
2009-03-20,3.11
2009-03-23,3.11
2009-03-24,3.11
2009-03-25,3.28
2009-03-26,3.28
2009-03-27,3.28
2009-03-30,3.25
2009-03-31,3.55
2009-04-01,3.36
2009-04-02,3.36
2009-04-03,3.75
2009-04-06,3.75
2009-04-07,3.65
2009-04-08,3.55
2009-04-09,3.6
2009-04-13,3.79
2009-04-14,3.6
2009-04-15,3.8
2009-04-16,3.5
2009-04-17,3.5
2009-04-20,3.5
2009-04-21,3.51
2009-04-22,3.56
2009-04-23,3.56
2009-04-24,3.56
2009-04-27,3.56
2009-04-28,3.54
2009-04-29,3.59
2009-04-30,3.59
2009-05-01,3.55
2009-05-04,3.55
2009-05-05,3.51
2009-05-06,3.51
2009-05-07,3.51
2009-05-08,3.62
2009-05-11,3.3
2009-05-12,3.77
2009-05-13,3.75
2009-05-14,3.9
2009-05-15,4.1
2009-05-18,3.92
2009-05-19,3.95
2009-05-20,4.13
2009-05-21,3.96
2009-05-22,3.96
2009-05-26,4.18
2009-05-27,4.14
2009-05-28,4.14
2009-05-29,4.3
2009-06-01,4.3
2009-06-02,4.18
2009-06-03,4.18
2009-06-04,4.18
2009-06-05,4.2
2009-06-08,4.2
2009-06-09,4.2
2009-06-10,4.2
2009-06-11,4.4
2009-06-12,4.69
2009-06-15,4.55
2009-06-16,4.6
2009-06-17,4.6
2009-06-18,4.77
2009-06-19,4.53
2009-06-22,4.2
2009-06-23,4.23
2009-06-24,4.1
2009-06-25,4.1
2009-06-26,4.1
2009-06-29,4.5
2009-06-30,4.65
2009-07-01,4.65
2009-07-02,4.4
2009-07-06,4.6
2009-07-07,4.6
2009-07-08,4.6
2009-07-09,4.47
2009-07-10,4.4
2009-07-13,4.21
2009-07-14,4.54
2009-07-15,4.54
2009-07-16,4.54
2009-07-17,4.55
2009-07-20,4.55
2009-07-21,4.68
2009-07-22,4.68
2009-07-23,4.68
2009-07-24,4.5
2009-07-27,4.5
2009-07-28,4.5
2009-07-29,4.58
2009-07-30,4.8
2009-07-31,4.6
2009-08-03,4.6
2009-08-04,4.6
2009-08-05,4.68
2009-08-06,4.68
2009-08-07,4.66
2009-08-10,4.65
2009-08-11,4.51
2009-08-12,4.5
2009-08-13,4.5
2009-08-14,4.75
2009-08-17,4.46
2009-08-18,4.58
2009-08-19,4.58
2009-08-20,4.4
2009-08-21,4.4
2009-08-24,4.4
2009-08-25,4.4
2009-08-26,4.5
2009-08-27,4.5
2009-08-28,4.5
2009-08-31,4.5
2009-09-01,5.2
2009-09-02,5
2009-09-03,5
2009-09-04,4.8
2009-09-08,4.8
2009-09-09,4.92
2009-09-10,4.92
2009-09-11,4.7
2009-09-14,4.7
2009-09-15,4.6
2009-09-16,4.75
2009-09-17,4.75
2009-09-18,4.75
2009-09-21,4.6
2009-09-22,4.9
2009-09-23,4.7
2009-09-24,4.79
2009-09-25,4.51
2009-09-28,4.5
2009-09-29,4.58
2009-09-30,4.75
2009-10-01,4.55
2009-10-02,4.5
2009-10-05,4.5
2009-10-06,4.7
2009-10-07,4.8
2009-10-08,4.8
2009-10-09,4.75
2009-10-12,4.75
2009-10-13,4.73
2009-10-14,4.6
2009-10-15,5.05
2009-10-16,5.05
2009-10-19,5.05
2009-10-20,5.04
2009-10-21,5.04
2009-10-22,4.89
2009-10-23,4.75
2009-10-26,4.79
2009-10-27,4.75
2009-10-28,4.5
2009-10-29,4.5
2009-10-30,4.4
2009-11-02,4.3
2009-11-03,4.1
2009-11-04,4.33
2009-11-05,4.2
2009-11-06,4.2
2009-11-09,4.3
2009-11-10,4.5
2009-11-11,4.51
2009-11-12,4.59
2009-11-13,4.3
2009-11-16,4.35
2009-11-17,4.34
2009-11-18,4.32
2009-11-19,4.92
2009-11-20,4.76
2009-11-23,4.56
2009-11-24,4.61
2009-11-25,4.69
2009-11-27,4.75
2009-11-30,4.75
2009-12-01,4.78
2009-12-02,4.55
2009-12-03,4.55
2009-12-04,4.51
2009-12-07,4.5
2009-12-08,4.5
2009-12-09,4.74
2009-12-10,4.56
2009-12-11,4.5
2009-12-14,4.35
2009-12-15,4.18
2009-12-16,4.2
2009-12-17,4.16
2009-12-18,4.15
2009-12-21,4.16
2009-12-22,4.3
2009-12-23,4.25
2009-12-24,4.25
2009-12-28,4.35
2009-12-29,4.35
2009-12-30,4.33
2009-12-31,4.55
2010-01-04,4.55
2010-01-05,4.77
2010-01-06,4.62
2010-01-07,4.51
2010-01-08,4.51
2010-01-11,4.51
2010-01-12,4.51
2010-01-13,4.51
2010-01-14,4.38
2010-01-15,4.51
2010-01-19,4.57
2010-01-20,4.64
2010-01-21,4.55
2010-01-22,4.56
2010-01-25,4.65
2010-01-26,4.65
2010-01-27,4.65
2010-01-28,4.65
2010-01-29,4.55
2010-02-01,4.7
2010-02-02,4.7
2010-02-03,4.6
2010-02-04,4.5
2010-02-05,4.5
2010-02-08,4.5
2010-02-09,4.5
2010-02-10,4.7
2010-02-11,4.7
2010-02-12,4.65
2010-02-16,4.65
2010-02-17,4.65
2010-02-18,4.56
2010-02-19,4.56
2010-02-22,4.54
2010-02-23,4.54
2010-02-24,4.45
2010-02-25,4.3
2010-02-26,4.61
2010-03-01,4.74
2010-03-02,4.74
2010-03-03,5.2
2010-03-04,5.15
2010-03-05,5.18
2010-03-08,5.75
2010-03-09,5.75
2010-03-10,5.7
2010-03-11,5.9
2010-03-12,5.99
2010-03-15,6.1
2010-03-16,6.3
2010-03-17,6.3
2010-03-18,6.35
2010-03-19,6.1
2010-03-22,6.26
2010-03-23,6.38
2010-03-24,6.26
2010-03-25,6.2
2010-03-26,6.45
2010-03-29,6.34
2010-03-30,6.24
2010-03-31,6.25
2010-04-05,6.25
2010-04-06,6.25
2010-04-07,6.05
2010-04-08,6.1
2010-04-09,6.12
2010-04-12,6.12
2010-04-13,6.05
2010-04-14,6
2010-04-15,5.9
2010-04-16,6
2010-04-19,6
2010-04-20,5.9
2010-04-21,5.8
2010-04-22,5.8
2010-04-23,5.8
2010-04-26,5.82
2010-04-27,5.8
2010-04-28,5.8
2010-04-29,5.6
2010-04-30,5.6
2010-05-03,5.5
2010-05-04,5.5
2010-05-05,5.15
2010-05-06,5.15
2010-05-07,5.15
2010-05-10,5.08
2010-05-11,5.05
2010-05-12,5.12
2010-05-13,5.15
2010-05-14,5.05
2010-05-17,5.06
2010-05-18,5.1
2010-05-19,5
2010-05-20,5
2010-05-21,4.9
2010-05-24,4.9
2010-05-25,4.8
2010-05-26,4.81
2010-05-27,4.81
2010-05-28,4.8
2010-06-01,4.8
2010-06-02,4.8
2010-06-03,5.08
2010-06-04,5.04
2010-06-07,4.77
2010-06-08,4.76
2010-06-09,4.6
2010-06-10,4.8
2010-06-11,4.6
2010-06-14,4.6
2010-06-15,4.6
2010-06-16,4.86
2010-06-17,5
2010-06-18,5.3
2010-06-21,5.15
2010-06-22,5.15
2010-06-23,5.15
2010-06-24,5.15
2010-06-25,5.15
2010-06-28,4.8
2010-06-29,4.72
2010-06-30,5.1
2010-07-01,4.9
2010-07-02,4.8
2010-07-06,4.69
2010-07-07,4.69
2010-07-08,4.69
2010-07-09,4.95
2010-07-12,4.95
2010-07-13,4.85
2010-07-14,4.85
2010-07-15,4.85
2010-07-16,4.65
2010-07-19,4.75
2010-07-20,4.81
2010-07-21,4.75
2010-07-22,4.75
2010-07-23,5.33
2010-07-26,5.06
2010-07-27,4.95
2010-07-28,4.92
2010-07-29,5.12
2010-07-30,5
2010-08-02,5.1
2010-08-03,5
2010-08-04,4.85
2010-08-05,4.87
2010-08-06,4.87
2010-08-09,4.81
2010-08-10,4.81
2010-08-11,4.81
2010-08-12,4.9
2010-08-13,4.8
2010-08-16,4.81
2010-08-17,4.75
2010-08-18,4.8
2010-08-19,5.03
2010-08-20,4.85
2010-08-23,4.85
2010-08-24,4.72
2010-08-25,4.44
2010-08-26,4.44
2010-08-27,4.62
2010-08-30,4.62
2010-08-31,4.75
2010-09-01,4.65
2010-09-02,4.62
2010-09-07,4.85
2010-09-08,4.65
2010-09-09,4.65
2010-09-10,4.75
2010-09-13,4.63
2010-09-14,4.95
2010-09-16,4.75
2010-09-17,4.66
2010-09-20,4.66
2010-09-24,4.85
2010-09-28,4.9
2010-09-29,4.66
2010-10-01,4.66
2010-10-04,4.8
2010-10-06,4.7
2010-10-08,4.85
2010-10-12,4.85
2010-10-13,4.74
2010-10-14,4.53
2010-10-18,4.65
2010-10-20,4.49
2010-10-22,4.52
2010-10-25,4.69
2010-10-26,4.73
2010-11-08,4.73
2010-11-09,4.72
2010-11-10,4.85
2010-11-12,4.71
2010-11-15,4.72
2010-11-17,5
2010-11-19,5
2010-11-22,5
2010-11-23,5.01
2010-11-24,4.98
2010-11-29,5
2010-11-30,4.9
2010-12-01,5.44
2010-12-02,5.04
2010-12-06,5.04
2010-12-07,4.98
2010-12-09,4.95
2010-12-10,4.96
2010-12-13,5
2010-12-14,4.91
2010-12-15,5.02
2010-12-16,4.88
2010-12-17,5.05
2010-12-20,5
2010-12-23,4.9
2010-12-27,4.92
2010-12-29,4.86
2010-12-30,4.86
2010-12-31,4.85
2011-01-03,4.85
2011-01-05,4.85
2011-01-07,4.85
2011-01-11,4.85
2011-01-12,4.85
2011-01-13,5.1
2011-01-14,5
2011-01-18,4.9
2011-01-20,5.1
2011-01-21,4.96
2011-01-24,5.1
2011-01-25,4.85
2011-01-26,4.97
2011-01-27,5
2011-01-31,5.05
2011-02-01,4.9
2011-02-02,4.9
2011-02-03,4.85
2011-02-04,4.85
2011-02-08,4.92
2011-02-16,5
2011-02-17,5.1
2011-02-18,5
2011-02-23,5
2011-02-25,5
2011-02-28,5.25
2011-03-03,5.16
2011-03-04,5.2
2011-03-07,5.05
2011-03-10,4.9
2011-03-11,4.99
2011-03-14,4.9
2011-03-15,4.87
2011-03-16,4.88
2011-03-17,4.87
2011-03-18,4.87
2011-03-21,4.87
2011-03-22,4.87
2011-03-23,4.86
2011-03-30,4.87
2011-03-31,5.4
2011-04-01,4.87
2011-04-05,5.05
2011-04-06,5.15
2011-04-08,5.15
2011-04-11,4.8
2011-04-12,4.8
2011-04-13,5
2011-04-15,5.01
2011-04-19,5
2011-04-20,5
2011-04-21,5.1
2011-04-25,4.81
2011-04-26,4.9
2011-04-27,4.9
2011-04-28,4.9
2011-04-29,5.09
2011-05-02,5.05
2011-05-06,5.1
2011-05-09,5.1
2011-05-10,5.1
2011-05-12,5.2
2011-05-16,5.55
2011-05-17,5.9
2011-05-18,5.87
2011-05-19,5.8
2011-05-20,5.7
2011-05-23,5.95
2011-05-24,6.06
2011-05-25,6.07
2011-05-26,5.9
2011-05-31,5.87
2011-06-01,5.77
2011-06-03,6.06
2011-06-06,6.07
2011-06-08,5.85
2011-06-09,6.07
2011-06-10,6.01
2011-06-13,5.85
2011-06-14,5.85
2011-06-15,5.92
2011-06-16,5.92
2011-06-17,6.12
2011-06-20,5.87
2011-06-21,5.75
2011-06-22,5.9
2011-06-23,5.75
2011-06-24,5.93
2011-06-27,5.7
2011-06-28,5.76
2011-06-29,5.77
2011-06-30,5.8
2011-07-01,5.66
2011-07-05,5.67
2011-07-06,5.7
2011-07-07,5.99
2011-07-08,5.92
2011-07-12,5.9
2011-07-13,6.04
2011-07-14,5.92
2011-07-15,5.94
2011-07-18,5.94
2011-07-19,6.01
2011-07-20,6.05
2011-07-21,5.95
2011-07-22,5.9
2011-07-25,5.81
2011-07-26,5.62
2011-07-27,5.43
2011-07-28,5.45
2011-07-29,5.36
2011-08-01,5.34
2011-08-02,5.66
2011-08-03,5.9
2011-08-04,5.9
2011-08-05,5.4
2011-08-08,5
2011-08-09,5
2011-08-10,5.82
2011-08-11,5.21
2011-08-12,5.1
2011-08-19,5.1
2011-08-22,5.6
2011-08-23,5.1
2011-08-24,5.74
2011-08-25,5.05
2011-08-26,5.66
2011-08-29,5.12
2011-08-30,5.61
2011-08-31,5.11
2011-09-01,6.03
2011-09-02,5.28
2011-09-06,5.78
2011-09-07,5.93
2011-09-08,5.75
2011-09-09,5.75
2011-09-12,5.97
2011-09-13,5.87
2011-09-14,5.69
2011-09-15,5.69
2011-09-16,5.79
2011-09-20,5.52
2011-09-22,5.1
2011-09-26,4.92
2011-09-27,4.89
2011-09-28,4.83
2011-09-29,4.78
2011-09-30,4.88
2011-10-03,4.8
2011-10-06,4.74
2011-10-07,4.78
2011-10-10,4.83
2011-10-11,4.74
2011-10-12,4.74
2011-10-14,4.68
2011-10-17,4.71
2011-10-18,4.52
2011-10-19,4.6
2011-10-20,4.59
2011-10-21,4.69
2011-10-27,4.79
2011-10-31,4.89
2011-11-09,4.52
2011-11-11,4.85
2011-11-15,4.73
2011-11-17,5.21
2011-11-18,4.92
2011-11-21,4.35
2011-11-22,4.42
2011-11-23,4.3
2011-11-25,4.57
2011-11-28,4.5
2011-11-29,4.3
2011-11-30,4.5
2011-12-01,4.24
2011-12-07,4
2011-12-08,3.98
2011-12-09,3.98
2011-12-12,3.91
2011-12-13,4.21
2011-12-14,4.69
2011-12-15,4.75
2011-12-16,4.45
2011-12-19,4.45
2011-12-21,4.19
2011-12-27,4.19
2011-12-28,3.99
2011-12-29,3.61
2011-12-30,3.87
2012-01-03,4.07
2012-01-04,4.2
2012-01-05,4.25
2012-01-06,4.2
2012-01-09,4.25
2012-01-10,4.36
2012-01-11,4.35
2012-01-17,4.88
2012-01-18,4.46
2012-01-20,4.3
2012-01-24,4.71
2012-01-25,4.31
2012-01-26,4.56
2012-01-27,4.35
2012-01-30,4.5
2012-01-31,4.57
2012-02-01,4.64
2012-02-03,4.75
2012-02-07,4.56
2012-02-08,4.55
2012-02-09,4.49
2012-02-10,4.59
2012-02-13,4.5
2012-02-14,4.5
2012-02-15,4.69
2012-02-16,4.58
2012-02-17,4.51
2012-02-21,4.59
2012-02-22,4.56
2012-02-23,4.64
2012-02-24,4.61
2012-02-27,4.54
2012-02-28,4.77
2012-02-29,4.36
2012-03-01,4.59
2012-03-02,4.45
2012-03-05,4.89
2012-03-06,4.6
2012-03-07,4.55
2012-03-08,4.57
2012-03-09,4.56
2012-03-12,4.59
2012-03-13,4.59
2012-03-14,4.59
2012-03-15,4.43
2012-03-16,4.43
2012-03-19,4.41
2012-03-20,4.44
2012-03-21,4.44
2012-03-22,4.44
2012-03-23,4.44
2012-03-26,4.6
2012-03-27,4.55
2012-03-28,4.55
2012-03-29,4.42
2012-03-30,4.49
2012-04-02,4.29
2012-04-03,4.4
2012-04-04,4.49
2012-04-05,4.49
2012-04-09,4.35
2012-04-10,4.38
2012-04-11,4.38
2012-04-12,4.38
2012-04-13,4.3
2012-04-16,4.38
2012-04-17,4.38
2012-04-18,4.68
2012-04-19,4.01
2012-04-20,4.31
2012-04-23,4.01
2012-04-24,4.55
2012-04-25,4.01
2012-04-26,4.01
2012-04-27,4.01
2012-04-30,4.01
2012-05-01,4.6
2012-05-02,4.62
2012-05-03,4.36
2012-05-04,4.36
2012-05-07,4.37
2012-05-08,4.4
2012-05-09,4.4
2012-05-10,4.71
2012-05-11,4.45
2012-05-14,4.51
2012-05-15,4.4
2012-05-16,4.4
2012-05-17,4.4
2012-05-18,4.56
2012-05-21,4.99
2012-05-22,4.97
2012-05-23,4.61
2012-05-24,4.69
2012-05-25,4.35
2012-05-29,4.39
2012-05-30,4.44
2012-05-31,4.43
2012-06-01,4.4
2012-06-04,4.37
2012-06-05,4.37
2012-06-06,4.42
2012-06-07,4.42
2012-06-08,4.53
2012-06-11,4.45
2012-06-12,4.65
2012-06-13,4.48
2012-06-14,4.51
2012-06-15,4.2
2012-06-18,4.8
2012-06-19,4.69
2012-06-20,4.9
