"Index","AMIC.Close"
2012-06-21,4.77
2012-06-22,4.88
2012-06-25,4.83
2012-06-26,5
2012-06-27,5
2012-06-28,4.83
2012-06-29,5
2012-07-02,5.46
2012-07-03,5.4
2012-07-05,5.25
2012-07-06,5.25
2012-07-09,5.67
2012-07-10,6
2012-07-11,5.05
2012-07-12,5.73
2012-07-13,5.37
2012-07-16,5.7
2012-07-17,5.66
2012-07-18,5.69
2012-07-19,5.61
2012-07-20,5.31
2012-07-23,5.31
2012-07-24,5.08
2012-07-25,5.65
2012-07-26,5.35
2012-07-27,5.36
2012-07-30,5.16
2012-07-31,5.15
2012-08-01,5.24
2012-08-02,5.24
2012-08-03,5.24
2012-08-06,5.08
2012-08-07,5.05
2012-08-08,5.05
2012-08-09,5.18
2012-08-10,5.19
2012-08-13,5.19
2012-08-14,5.04
2012-08-15,5.19
2012-08-16,5.19
2012-08-17,5.19
2012-08-20,5.13
2012-08-21,5.13
2012-08-22,5.05
2012-08-23,5.1
2012-08-24,5.15
2012-08-27,5.16
2012-08-28,5.22
2012-08-29,5.22
2012-08-30,5.22
2012-08-31,5.38
2012-09-04,5.08
2012-09-05,5.05
2012-09-06,5.08
2012-09-07,5.08
2012-09-10,5.07
2012-09-11,5.07
2012-09-12,5.1
2012-09-13,5.35
2012-09-14,5.07
2012-09-17,5.36
2012-09-18,5.33
2012-09-19,5.33
2012-09-20,5.33
2012-09-21,5.54
2012-09-24,5.55
2012-09-25,5.04
2012-09-26,5.09
2012-09-27,5.06
2012-09-28,4.91
2012-10-01,4.92
2012-10-02,4.92
2012-10-03,4.91
2012-10-04,4.91
2012-10-05,4.91
2012-10-08,4.91
2012-10-09,5.6
2012-10-10,5.61
2012-10-11,5.55
2012-10-12,5.47
2012-10-15,4.91
2012-10-16,4.99
2012-10-17,4.97
2012-10-18,5.18
2012-10-19,5.18
2012-10-22,5.1
2012-10-23,5.1
2012-10-24,5.2
2012-10-25,5.05
2012-10-26,4.95
2012-10-31,4.86
2012-11-01,4.93
2012-11-02,4.95
2012-11-05,5.12
2012-11-06,5.12
2012-11-07,5.12
2012-11-08,5.12
2012-11-09,5.12
2012-11-12,5.12
2012-11-13,5.12
2012-11-14,5.04
2012-11-15,5.04
2012-11-16,5.04
2012-11-19,5.13
2012-11-20,5.15
2012-11-21,5.11
2012-11-26,4.87
2012-11-27,5
2012-11-30,5
2012-12-04,5.18
2012-12-05,5.12
2012-12-06,5.08
2012-12-07,5.08
2012-12-13,4.85
2012-12-14,4.88
2012-12-18,5.15
2012-12-19,4.75
2012-12-21,4.8
2012-12-24,4.74
2012-12-28,4.57
2012-12-31,5
2013-01-02,4.55
2013-01-03,4.6
2013-01-04,4.77
2013-01-07,4.75
2013-01-08,4.75
2013-01-11,4.76
2013-01-15,4.76
2013-01-16,4.76
2013-01-17,4.78
2013-01-22,4.75
2013-01-25,4.75
2013-01-28,4.79
2013-01-29,5.09
2013-01-30,4.86
2013-01-31,4.85
2013-02-01,4.86
2013-02-04,4.81
2013-02-07,4.82
2013-02-08,4.9
2013-02-12,4.83
2013-02-15,4.85
2013-02-19,4.81
2013-02-20,4.87
2013-02-21,5
2013-02-22,5
2013-02-25,5.08
2013-02-26,5.01
2013-03-04,5.05
2013-03-05,5.19
2013-03-06,5.2
2013-03-08,5.51
2013-03-11,5.6
2013-03-12,5.5
2013-03-13,5.41
2013-03-18,5.75
2013-03-19,5.93
2013-03-20,5.79
2013-03-21,6.16
2013-03-22,7.15
2013-03-25,7.03
2013-03-26,6.6
2013-03-27,6.97
2013-03-28,7.01
2013-04-01,7
2013-04-02,7.2
2013-04-03,7
2013-04-04,6.76
2013-04-05,6.95
2013-04-08,6.99
2013-04-09,6.74
2013-04-10,6.86
2013-04-11,6.84
2013-04-12,6.92
2013-04-15,6.95
2013-04-16,7.09
2013-04-17,7.45
2013-04-18,7.41
2013-04-22,7.56
2013-04-23,7.23
2013-04-25,7.33
2013-04-26,7.56
2013-04-29,7.95
2013-04-30,7.95
2013-05-01,7.9
2013-05-02,7.7
2013-05-03,7.7
2013-05-06,8
2013-05-07,7.59
2013-05-08,7.4
2013-05-09,7.84
2013-05-10,7.37
2013-05-13,7.5
2013-05-14,7.78
2013-05-15,7.4
2013-05-16,7.4
2013-05-17,7.54
2013-05-20,7.42
2013-05-21,7.41
2013-05-22,7.45
2013-05-23,7.36
2013-05-24,7.2
2013-05-28,7.15
2013-05-29,7
2013-05-30,7.03
2013-05-31,7.04
2013-06-03,7.08
2013-06-04,7.08
2013-06-06,7.4
2013-06-07,7.04
2013-06-10,7.14
2013-06-11,7.2
2013-06-13,7.01
2013-06-14,7.45
2013-06-17,7.42
2013-06-18,7
2013-06-19,7.24
2013-06-20,7.35
2013-06-24,7
2013-06-25,6.91
2013-06-27,6.96
2013-06-28,6.94
2013-07-02,6.99
2013-07-05,7
2013-07-08,7.05
2013-07-09,7.29
2013-07-10,7.54
2013-07-11,7.98
2013-07-12,7.5
2013-07-15,7.97
2013-07-16,7.95
2013-07-17,7.82
2013-07-18,7.75
2013-07-22,7.96
2013-07-24,7.94
2013-07-25,7.65
2013-07-29,8
2013-07-30,7.84
2013-07-31,7.67
2013-08-01,7.83
2013-08-02,7.6
2013-08-05,7.74
2013-08-07,7.68
2013-08-08,7.74
2013-08-09,8.02
2013-08-12,8.11
2013-08-13,8.18
2013-08-14,7.74
2013-08-15,7.9
2013-08-19,7.89
2013-08-20,8
2013-08-21,8.2
2013-08-22,8.22
2013-08-23,8.2
2013-08-26,8.05
2013-08-27,8.19
2013-08-28,8.15
2013-08-29,8.4
2013-08-30,8.25
2013-09-03,8.37
2013-09-04,9.73
2013-09-05,9.71
2013-09-06,9.8
2013-09-09,9.84
2013-09-10,9.8
2013-09-11,9.83
2013-09-12,9.83
2013-09-13,9.76
2013-09-16,9.8
2013-09-17,9.87
2013-09-18,9.85
2013-09-19,9.85
2013-09-23,9.92
2013-09-24,9.94
2013-09-25,9.9
2013-09-26,9.95
2013-09-27,9.92
2013-09-30,9.97
2013-10-01,10
2013-10-02,10
2013-10-03,11.01
2013-10-04,10.5
2013-10-07,10.43
2013-10-08,10.45
2013-10-09,10.2
2013-10-10,9.71
2013-10-11,10.08
2013-10-14,10.39
2013-10-15,10.57
2013-10-16,10.7
2013-10-17,10.49
2013-10-18,10.8
2013-10-21,10.88
2013-10-22,10.99
2013-10-23,10.98
2013-10-24,10.95
2013-10-25,11.06
2013-10-28,11.24
2013-10-29,11.22
2013-10-30,11.2
2013-10-31,11.08
2013-11-01,10.62
2013-11-04,11.32
2013-11-05,10.83
2013-11-06,10.72
2013-11-07,11.09
2013-11-08,11.18
2013-11-11,11.19
2013-11-12,11
2013-11-13,11.06
2013-11-14,11.11
2013-11-15,11.21
2013-11-18,11.48
2013-11-19,11.39
2013-11-20,10.96
2013-11-21,11.13
2013-11-22,10.99
2013-11-25,10.89
2013-11-26,10.84
2013-11-27,10.94
2013-12-02,11.14
2013-12-03,11.08
2013-12-04,10.68
2013-12-05,11.3
2013-12-06,11.85
2013-12-09,12.56
2013-12-10,12.75
2013-12-11,12.56
2013-12-12,12.5
2013-12-13,11.72
2013-12-16,11.9
2013-12-17,12.24
2013-12-18,12.25
2013-12-19,12.35
2013-12-20,12.36
2013-12-23,12.09
2013-12-24,12.45
2013-12-26,12.05
2013-12-27,11.77
2013-12-30,11.93
2013-12-31,12.02
2014-01-02,12.26
2014-01-03,11.9
2014-01-06,10.88
2014-01-07,10.94
2014-01-08,10.85
2014-01-09,10.95
2014-01-10,10.89
2014-01-13,10.86
2014-01-14,10.74
2014-01-15,10.5
2014-01-16,10.44
2014-01-17,10.35
2014-01-21,10.45
2014-01-22,10.39
2014-01-23,10.36
2014-01-24,10.39
2014-01-27,10.4
2014-01-28,10.48
2014-01-29,10.61
2014-01-30,10.61
2014-01-31,10.57
2014-02-03,10.4
2014-02-04,10.4
2014-02-05,10.5
2014-02-06,10.56
2014-02-10,10.61
2014-02-11,11.14
2014-02-13,11.18
2014-02-14,11.2
2014-02-18,11.78
2014-02-19,11.58
2014-02-20,11.98
2014-02-21,12.21
2014-02-24,11.87
2014-02-27,12.07
2014-02-28,12.06
2014-03-03,12.12
2014-03-04,12.24
2014-03-05,12.2
2014-03-06,12.2
2014-03-07,12.3
2014-03-10,12
2014-03-11,12.1
2014-03-12,12.2
2014-03-13,12.12
2014-03-14,12.12
2014-03-17,12.15
2014-03-18,12.11
2014-03-19,10.87
2014-03-20,11.19
2014-03-21,11.38
2014-03-24,11.06
2014-03-26,10.92
2014-03-28,10.81
2014-03-31,10.8
2014-04-01,10.41
2014-04-02,10.56
2014-04-03,10.7
2014-04-04,10.66
2014-04-08,10.8
2014-04-10,11.02
2014-04-14,11.4
2014-04-16,11.04
2014-04-17,10.65
2014-04-21,11.26
2014-04-22,11.26
2014-04-23,11.15
2014-04-24,11.05
2014-04-25,10.5
2014-04-29,11.01
2014-04-30,10.93
2014-05-02,10.85
2014-05-05,10.63
2014-05-07,10.6
2014-05-08,10.54
2014-05-09,11.08
2014-05-12,10.84
2014-05-13,10.75
2014-05-14,10.8
2014-05-15,10.8
2014-05-19,11.5
2014-05-20,11.51
2014-05-21,11.62
2014-05-22,11.6
2014-05-27,11.41
2014-05-28,11.64
2014-05-29,11.95
2014-05-30,12.48
2014-06-02,12.6
2014-06-03,12.49
2014-06-04,12.63
2014-06-05,12
2014-06-06,12.11
2014-06-09,12.1
2014-06-10,11.75
2014-06-11,12
2014-06-12,12.16
2014-06-13,11.99
2014-06-16,12.3
2014-06-17,12.28
2014-06-18,12.18
2014-06-19,12.35
2014-06-20,12.1
2014-06-23,11.85
2014-06-24,12.1
2014-06-26,11.77
2014-06-27,12.26
2014-06-30,12.2
2014-07-01,12.3
2014-07-02,12.31
2014-07-07,12.11
2014-07-08,12.25
2014-07-09,11.99
2014-07-11,12.22
2014-07-14,12.4
2014-07-15,12.25
2014-07-17,12.12
2014-07-18,12
2014-07-21,12.18
2014-07-22,11.9
2014-07-23,11.83
2014-07-24,11.73
2014-07-29,11.8
2014-07-31,12.1
2014-08-06,11.81
2014-08-07,11.98
2014-08-08,11.74
2014-08-12,11.7
2014-08-13,11.7
2014-08-14,11.36
2014-08-15,10.85
2014-08-18,10.76
2014-08-19,10.82
2014-08-20,10.96
2014-08-21,10.81
2014-08-22,10.84
2014-08-25,10.99
2014-08-26,10.97
2014-08-27,10.98
2014-08-28,11.18
2014-08-29,11
2014-09-03,11.06
2014-09-04,11.05
2014-09-05,10.75
2014-09-08,10.81
2014-09-09,10.55
2014-09-10,10.8
2014-09-11,10.82
2014-09-12,10.79
2014-09-15,10.75
2014-09-16,10.8
2014-09-17,10.8
2014-09-18,10.8
2014-09-19,10.63
2014-09-22,10.85
2014-09-23,10.7
2014-09-24,10.75
2014-09-25,10.75
2014-09-26,10.9
2014-09-29,10.67
2014-09-30,11
2014-10-01,10.6
2014-10-03,10.65
2014-10-08,10.65
2014-10-10,10.51
2014-10-13,10.54
2014-10-14,10.53
2014-10-15,10.41
2014-10-17,10.85
2014-10-20,10.85
2014-10-21,10.04
2014-10-22,10.56
2014-10-27,10.27
2014-10-31,10.75
2014-11-07,10.4
2014-11-10,10.84
2014-11-12,11
2014-11-19,11.01
2014-11-20,11.06
2014-11-24,11.25
2014-11-25,11.35
2014-11-28,10.51
2014-12-01,11.25
2014-12-03,10.8
2014-12-04,10.5
2014-12-05,10.85
2014-12-08,10.76
2014-12-10,10.8
2014-12-11,10.75
2014-12-12,10.8
2014-12-15,10.7
2014-12-16,10.84
2014-12-17,10.8
2014-12-18,11.29
2014-12-19,10.85
2014-12-23,10
2014-12-24,10.1
2014-12-29,10.55
2014-12-30,10.26
2015-01-02,10.45
2015-01-06,10.36
2015-01-09,10.45
2015-01-12,10.65
