"Index","NVG.Close"
2012-01-05,14.89
2012-01-06,14.95
2012-01-09,15.05
2012-01-10,15.01
2012-01-11,15.09
2012-01-12,15.09
2012-01-13,15.18
2012-01-17,15.09
2012-01-18,15.14
2012-01-19,15.21
2012-01-20,15.2
2012-01-23,15.28
2012-01-24,15.31
2012-01-25,15.33
2012-01-26,15.39
2012-01-27,15.4
2012-01-30,15.51
2012-01-31,15.51
2012-02-01,15.53
2012-02-02,15.45
2012-02-03,15.45
2012-02-06,15.4
2012-02-07,15.53
2012-02-08,15.64
2012-02-09,15.55
2012-02-10,15.44
2012-02-13,15.47
2012-02-14,15.18
2012-02-15,15.16
2012-02-16,15.08
2012-02-17,15.07
2012-02-21,15.28
2012-02-22,15.17
2012-02-23,15.13
2012-02-24,15.27
2012-02-27,15.31
2012-02-28,15.37
2012-02-29,15.34
2012-03-01,15.38
2012-03-02,15.37
2012-03-05,15.29
2012-03-06,15.24
2012-03-07,15.32
2012-03-08,15.36
2012-03-09,15.4
2012-03-12,15.4
2012-03-13,15.37
2012-03-14,15.04
2012-03-15,14.73
2012-03-16,14.47
2012-03-19,14.61
2012-03-20,14.82
2012-03-21,14.89
2012-03-22,14.89
2012-03-23,14.77
2012-03-26,14.78
2012-03-27,14.76
2012-03-28,14.95
2012-03-29,14.86
2012-03-30,14.96
2012-04-02,14.85
2012-04-03,14.86
2012-04-04,14.93
2012-04-05,14.98
2012-04-09,15.08
2012-04-10,15.11
2012-04-11,15.12
2012-04-12,15.11
2012-04-13,15.17
2012-04-16,15.07
2012-04-17,15.05
2012-04-18,15.1
2012-04-19,15.1
2012-04-20,15.1
2012-04-23,15.06
2012-04-24,15.12
2012-04-25,15.16
2012-04-26,15.15
2012-04-27,15.17
2012-04-30,15.18
2012-05-01,15.21
2012-05-02,15.22
2012-05-03,15.28
2012-05-04,15.39
2012-05-07,15.36
2012-05-08,15.4
2012-05-09,15.34
2012-05-10,15.38
2012-05-11,15.36
2012-05-14,15.34
2012-05-15,15.34
2012-05-16,15.32
2012-05-17,15.08
2012-05-18,14.99
2012-05-21,15.01
2012-05-22,15.08
2012-05-23,15.09
2012-05-24,15.03
2012-05-25,15.08
2012-05-29,15.08
2012-05-30,15.09
2012-05-31,15.2
2012-06-01,15.12
2012-06-04,15.17
2012-06-05,15.16
2012-06-06,15.19
2012-06-07,15.2
2012-06-08,15.3
2012-06-11,15.24
2012-06-12,15.22
2012-06-13,15.15
2012-06-14,15.13
2012-06-15,15.06
2012-06-18,15.1
2012-06-19,15.18
2012-06-20,15.19
2012-06-21,15.17
2012-06-22,15.14
2012-06-25,15.2
2012-06-26,15.15
2012-06-27,15.23
2012-06-28,15.23
2012-06-29,15.27
2012-07-02,15.4
2012-07-03,15.42
2012-07-05,15.47
2012-07-06,15.55
2012-07-09,15.58
2012-07-10,15.6
2012-07-11,15.5
2012-07-12,15.38
2012-07-13,15.44
2012-07-16,15.55
2012-07-17,15.54
2012-07-18,15.54
2012-07-19,15.51
2012-07-20,15.63
2012-07-23,15.58
2012-07-24,15.69
2012-07-25,15.78
2012-07-26,15.86
2012-07-27,15.77
2012-07-30,15.66
2012-07-31,15.68
2012-08-01,15.69
2012-08-02,15.67
2012-08-03,15.65
2012-08-06,15.81
2012-08-07,15.75
2012-08-08,15.75
2012-08-09,15.7
2012-08-10,15.69
2012-08-13,15.37
2012-08-14,15.18
2012-08-15,15.13
2012-08-16,15.21
2012-08-17,15.24
2012-08-20,15.28
2012-08-21,15.24
2012-08-22,15.22
2012-08-23,15.25
2012-08-24,15.31
2012-08-27,15.34
2012-08-28,15.38
2012-08-29,15.53
2012-08-30,15.54
2012-08-31,15.56
2012-09-04,15.48
2012-09-05,15.47
2012-09-06,15.46
2012-09-07,15.54
2012-09-10,15.58
2012-09-11,15.58
2012-09-12,15.62
2012-09-13,15.53
2012-09-14,15.47
2012-09-17,15.45
2012-09-18,15.55
2012-09-19,15.62
2012-09-20,15.6
2012-09-21,15.71
2012-09-24,15.76
2012-09-25,15.79
2012-09-26,15.89
2012-09-27,15.86
2012-09-28,15.93
2012-10-01,15.92
2012-10-02,15.99
2012-10-03,15.98
2012-10-04,15.84
2012-10-05,15.79
2012-10-08,15.88
2012-10-09,15.82
2012-10-10,15.81
2012-10-11,15.69
2012-10-12,15.73
2012-10-15,15.75
2012-10-16,15.71
2012-10-17,15.76
2012-10-18,15.73
2012-10-19,15.75
2012-10-22,15.79
2012-10-23,15.85
2012-10-24,15.8
2012-10-25,15.84
2012-10-26,15.86
2012-10-31,15.82
2012-11-01,15.87
2012-11-02,15.76
2012-11-05,15.77
2012-11-06,15.83
2012-11-07,15.92
2012-11-08,16.03
2012-11-09,16.08
2012-11-12,16.1
2012-11-13,16.02
2012-11-14,15.8
2012-11-15,15.69
2012-11-16,16
2012-11-19,16.07
2012-11-20,16.09
2012-11-21,16.14
2012-11-23,16.16
2012-11-26,16.12
2012-11-27,16.14
2012-11-28,16.26
2012-11-29,16.24
2012-11-30,16.28
2012-12-03,16.23
2012-12-04,16.08
2012-12-05,16.11
2012-12-06,16.15
2012-12-07,16.05
2012-12-10,15.98
2012-12-11,16.1
2012-12-12,15.66
2012-12-13,15.58
2012-12-14,15.41
2012-12-17,15.17
2012-12-18,15.06
2012-12-19,15.39
2012-12-20,15.36
2012-12-21,15.53
2012-12-24,15.48
2012-12-26,15.34
2012-12-27,15.23
2012-12-28,15.26
2012-12-31,15.35
2013-01-02,15.63
2013-01-03,15.61
2013-01-04,15.66
2013-01-07,15.79
2013-01-08,15.86
2013-01-09,15.87
2013-01-10,15.9
2013-01-11,15.86
2013-01-14,15.7
2013-01-15,15.63
2013-01-16,15.73
2013-01-17,15.69
2013-01-18,15.69
2013-01-22,15.74
2013-01-23,15.73
2013-01-24,15.78
2013-01-25,15.75
2013-01-28,15.48
2013-01-29,15.53
2013-01-30,15.53
2013-01-31,15.56
2013-02-01,15.52
2013-02-04,15.49
2013-02-05,15.44
2013-02-06,15.48
2013-02-07,15.49
2013-02-08,15.45
2013-02-11,15.47
2013-02-12,15.46
2013-02-13,15.28
2013-02-14,15.25
2013-02-15,15.28
2013-02-19,15.36
2013-02-20,15.35
2013-02-21,15.38
2013-02-22,15.34
2013-02-25,15.29
2013-02-26,15.26
2013-02-27,15.32
2013-02-28,15.3
2013-03-01,15.29
2013-03-04,15.26
2013-03-05,15.16
2013-03-06,15.15
2013-03-07,15.12
2013-03-08,14.95
2013-03-11,14.85
2013-03-12,14.88
2013-03-13,14.78
2013-03-14,14.54
2013-03-15,14.42
2013-03-18,14.68
2013-03-19,14.7
2013-03-20,14.89
2013-03-21,14.84
2013-03-22,14.75
2013-03-25,14.75
2013-03-26,14.8
2013-03-27,14.89
2013-03-28,14.91
2013-04-01,14.89
2013-04-02,14.77
2013-04-03,14.69
2013-04-04,14.76
2013-04-05,14.94
2013-04-08,14.96
2013-04-09,14.92
2013-04-10,14.99
2013-04-11,14.91
2013-04-12,14.95
2013-04-15,14.83
2013-04-16,14.82
2013-04-17,14.84
2013-04-18,14.84
2013-04-19,14.83
2013-04-22,14.82
2013-04-23,14.85
2013-04-24,14.83
2013-04-25,14.79
2013-04-26,14.81
2013-04-29,14.88
2013-04-30,14.88
2013-05-01,14.91
2013-05-02,14.95
2013-05-03,14.9
2013-05-06,14.89
2013-05-07,14.91
2013-05-08,14.87
2013-05-09,14.87
2013-05-10,14.85
2013-05-13,14.69
2013-05-14,14.68
2013-05-15,14.62
2013-05-16,14.65
2013-05-17,14.69
2013-05-20,14.72
2013-05-21,14.64
2013-05-22,14.59
2013-05-23,14.58
2013-05-24,14.54
2013-05-28,14.4
2013-05-29,14.17
2013-05-30,14.18
2013-05-31,14.03
2013-06-03,13.89
2013-06-04,13.95
2013-06-05,14.08
2013-06-06,14.06
2013-06-07,14.06
2013-06-10,14
2013-06-11,13.88
2013-06-12,13.55
2013-06-13,13.62
2013-06-14,13.72
2013-06-17,13.66
2013-06-18,13.6
2013-06-19,13.48
2013-06-20,13.23
2013-06-21,13.09
2013-06-24,12.88
2013-06-25,12.9
2013-06-26,13.22
2013-06-27,13.4
2013-06-28,13.35
2013-07-01,13.44
2013-07-02,13.25
2013-07-03,13.05
2013-07-05,12.85
2013-07-08,12.91
2013-07-09,12.86
2013-07-10,12.83
2013-07-11,12.93
2013-07-12,12.96
2013-07-15,12.9
2013-07-16,12.93
2013-07-17,13
2013-07-18,12.95
2013-07-19,12.84
2013-07-22,12.64
2013-07-23,12.65
2013-07-24,12.52
2013-07-25,12.45
2013-07-26,12.46
2013-07-29,12.54
2013-07-30,12.57
2013-07-31,12.5
2013-08-01,12.35
2013-08-02,12.43
2013-08-05,12.3
2013-08-06,12.3
2013-08-07,12.26
2013-08-08,12.23
2013-08-09,12.23
2013-08-12,12.28
2013-08-13,12.16
2013-08-14,12.16
2013-08-15,12.1
2013-08-16,12.08
2013-08-19,12.05
2013-08-20,12.16
2013-08-21,12.13
2013-08-22,12.25
2013-08-23,12.22
2013-08-26,12.16
2013-08-27,12.2
2013-08-28,12.19
2013-08-29,12.18
2013-08-30,12.18
2013-09-03,12.15
2013-09-04,12.21
2013-09-05,12.11
2013-09-06,12.11
2013-09-09,12.17
2013-09-10,12.11
2013-09-11,11.97
2013-09-12,12.03
2013-09-13,12.12
2013-09-16,12.25
2013-09-17,12.43
2013-09-18,12.66
2013-09-19,12.64
2013-09-20,12.6
2013-09-23,12.58
2013-09-24,12.69
2013-09-25,12.71
2013-09-26,12.78
2013-09-27,12.73
2013-09-30,12.69
2013-10-01,12.61
2013-10-02,12.61
2013-10-03,12.6
2013-10-04,12.6
2013-10-07,12.55
2013-10-08,12.54
2013-10-09,12.54
2013-10-10,12.38
2013-10-11,12.4
2013-10-14,12.35
2013-10-15,12.37
2013-10-16,12.42
2013-10-17,12.56
2013-10-18,12.66
2013-10-21,12.75
2013-10-22,12.73
2013-10-23,12.84
2013-10-24,12.79
2013-10-25,12.85
2013-10-28,12.88
2013-10-29,12.88
2013-10-30,12.85
2013-10-31,12.75
2013-11-01,12.65
2013-11-04,12.68
2013-11-05,12.7
2013-11-06,12.66
2013-11-07,12.62
2013-11-08,12.49
2013-11-11,12.49
2013-11-12,12.5
2013-11-13,12.47
2013-11-14,12.53
2013-11-15,12.53
2013-11-18,12.54
2013-11-19,12.55
2013-11-20,12.48
2013-11-21,12.46
2013-11-22,12.46
2013-11-25,12.42
2013-11-26,12.44
2013-11-27,12.46
2013-11-29,12.49
2013-12-02,12.45
2013-12-03,12.46
2013-12-04,12.4
2013-12-05,12.35
2013-12-06,12.34
2013-12-09,12.34
2013-12-10,12.35
2013-12-11,12.24
2013-12-12,12.26
2013-12-13,12.22
2013-12-16,12.22
2013-12-17,12.39
2013-12-18,12.52
2013-12-19,12.54
2013-12-20,12.65
2013-12-23,12.68
2013-12-24,12.64
2013-12-26,12.55
2013-12-27,12.53
2013-12-30,12.59
2013-12-31,12.52
2014-01-02,12.56
2014-01-03,12.65
2014-01-06,12.68
2014-01-07,12.69
2014-01-08,12.69
2014-01-09,12.76
2014-01-10,12.85
2014-01-13,12.82
2014-01-14,12.81
2014-01-15,12.8
2014-01-16,12.84
2014-01-17,12.88
2014-01-21,12.94
2014-01-22,12.98
2014-01-23,13.08
2014-01-24,13.04
2014-01-27,12.98
2014-01-28,13
2014-01-29,12.93
2014-01-30,12.99
2014-01-31,13.03
2014-02-03,13.07
2014-02-04,13.09
2014-02-05,13.01
2014-02-06,13.04
2014-02-07,13.08
2014-02-10,13.15
2014-02-11,13.16
2014-02-12,13.15
2014-02-13,13.18
2014-02-14,13.16
2014-02-18,13.17
2014-02-19,13.23
2014-02-20,13.26
2014-02-21,13.34
2014-02-24,13.3
2014-02-25,13.33
2014-02-26,13.32
2014-02-27,13.34
2014-02-28,13.32
2014-03-03,13.32
2014-03-04,13.37
2014-03-05,13.36
2014-03-06,13.29
2014-03-07,13.19
2014-03-10,13.24
2014-03-11,13.25
2014-03-12,13.25
2014-03-13,13.34
2014-03-14,13.34
2014-03-17,13.34
2014-03-18,13.38
2014-03-19,13.34
2014-03-20,13.28
2014-03-21,13.29
2014-03-24,13.28
2014-03-25,13.25
2014-03-26,13.3
2014-03-27,13.34
2014-03-28,13.34
2014-03-31,13.33
2014-04-01,13.29
2014-04-02,13.26
2014-04-03,13.32
2014-04-04,13.32
2014-04-07,13.34
2014-04-08,13.34
2014-04-09,13.35
2014-04-10,13.4
2014-04-11,13.37
2014-04-14,13.39
2014-04-15,13.42
2014-04-16,13.41
2014-04-17,13.44
2014-04-21,13.5
2014-04-22,13.53
2014-04-23,13.6
2014-04-24,13.66
2014-04-25,13.75
2014-04-28,13.81
2014-04-29,13.74
2014-04-30,13.8
2014-05-01,13.75
2014-05-02,13.79
2014-05-05,13.83
2014-05-06,13.85
2014-05-07,13.89
2014-05-08,13.93
2014-05-09,13.9
2014-05-12,13.93
2014-05-13,13.86
2014-05-14,13.83
2014-05-15,13.87
2014-05-16,13.91
2014-05-19,13.93
2014-05-20,13.93
2014-05-21,13.93
2014-05-22,13.93
2014-05-23,13.96
2014-05-27,13.96
2014-05-28,14.01
2014-05-29,14
2014-05-30,14
2014-06-02,13.98
2014-06-03,13.92
2014-06-04,13.82
2014-06-05,13.88
2014-06-06,13.93
2014-06-09,13.9
2014-06-10,13.93
2014-06-11,13.91
2014-06-12,13.93
2014-06-13,13.88
2014-06-16,13.84
2014-06-17,13.86
2014-06-18,13.89
2014-06-19,13.91
2014-06-20,13.92
2014-06-23,13.94
2014-06-24,13.99
2014-06-25,14.03
2014-06-26,14.08
2014-06-27,14.13
2014-06-30,14.16
2014-07-01,14.1
2014-07-02,14.02
2014-07-03,13.9
2014-07-07,13.95
2014-07-08,14.08
2014-07-09,14.02
2014-07-10,13.95
2014-07-11,13.92
2014-07-14,13.86
2014-07-15,13.85
2014-07-16,13.87
2014-07-17,14.25
2014-07-18,14.33
2014-07-21,14.44
2014-07-22,14.39
2014-07-23,14.36
2014-07-24,14.35
2014-07-25,14.35
2014-07-28,14.39
2014-07-29,14.39
2014-07-30,14.29
2014-07-31,14.23
2014-08-01,14.26
2014-08-04,14.18
2014-08-05,14.22
2014-08-06,14.23
2014-08-07,14.31
2014-08-08,14.39
2014-08-11,14.48
2014-08-12,14.49
2014-08-13,14.44
2014-08-14,14.44
2014-08-15,14.45
2014-08-18,14.45
2014-08-19,14.47
2014-08-20,14.45
2014-08-21,14.47
2014-08-22,14.46
2014-08-25,14.44
2014-08-26,14.49
2014-08-27,14.48
2014-08-28,14.55
2014-08-29,14.62
2014-09-02,14.56
2014-09-03,14.57
2014-09-04,14.58
2014-09-05,14.6
2014-09-08,14.6
2014-09-09,14.64
2014-09-10,14.63
2014-09-11,14.56
2014-09-12,14.47
2014-09-15,14.47
2014-09-16,14.46
2014-09-17,14.49
2014-09-18,14.41
2014-09-19,14.49
2014-09-22,14.23
2014-09-23,14.25
2014-09-24,14.22
2014-09-25,14.24
2014-09-26,14.2
2014-09-29,14.12
2014-09-30,14.11
2014-10-01,14.14
2014-10-02,14.12
2014-10-03,14.05
2014-10-06,14.11
2014-10-07,14.17
2014-10-08,14.2
2014-10-09,14.12
2014-10-10,14.07
2014-10-13,14.01
2014-10-14,14.03
2014-10-15,14.09
2014-10-16,14.26
2014-10-17,14.3
2014-10-20,14.26
2014-10-21,14.19
2014-10-22,14.18
2014-10-23,14.15
2014-10-24,14.18
2014-10-27,14.15
2014-10-28,14.14
2014-10-29,14.14
2014-10-30,14.17
2014-10-31,14.14
2014-11-03,14.15
2014-11-04,14.12
2014-11-05,14.1
2014-11-06,14.11
2014-11-07,14.1
2014-11-10,14.08
2014-11-11,14.08
2014-11-12,14.01
2014-11-13,14.02
2014-11-14,14.02
2014-11-17,13.93
2014-11-18,13.91
2014-11-19,13.95
2014-11-20,13.96
2014-11-21,13.97
2014-11-24,13.96
2014-11-25,13.97
2014-11-26,14
2014-11-28,14.04
2014-12-01,14.06
2014-12-02,14.07
2014-12-03,14.15
2014-12-04,14.2
2014-12-05,14.16
2014-12-08,14.15
2014-12-09,14.24
2014-12-10,14.29
2014-12-11,14.12
2014-12-12,14.16
2014-12-15,14.16
2014-12-16,14.14
2014-12-17,14.17
2014-12-18,14.14
2014-12-19,14.11
2014-12-22,14.06
2014-12-23,14.08
2014-12-24,14.11
2014-12-26,14.1
2014-12-29,14.11
2014-12-30,14.1
2014-12-31,14.11
2015-01-02,14.17
2015-01-05,14.23
2015-01-06,14.28
2015-01-07,14.38
2015-01-08,14.33
2015-01-09,14.38
2015-01-12,14.41
2015-01-13,14.41
