"Index","VIV.Close"
2010-04-28,0.01254
2010-04-29,0.00827
2010-04-30,0.00821
2010-05-03,-0.00051
2010-05-04,-0.03695
2010-05-05,-0.01496
2010-05-06,-0.03116
2010-05-07,0.01269
2010-05-10,0.04345
2010-05-11,0.03304
2010-05-12,0.02557
2010-05-13,-0.00895
2010-05-14,0.0015
2010-05-17,-0.01406
2010-05-18,0.00706
2010-05-19,-0.01365
2010-05-20,-0.05494
2010-05-21,0.02392
2010-05-24,-0.0095
2010-05-25,-0.00532
2010-05-26,0.01848
2010-05-27,0.0243
2010-05-28,-0.00461
2010-06-01,-0.00721
2010-06-02,0.05137
2010-06-03,-0.01384
2010-06-04,-0.00349
2010-06-07,0.02856
2010-06-08,0.00581
2010-06-09,-0.01214
2010-06-10,0.05789
2010-06-11,0.00322
2010-06-14,0.00459
2010-06-15,0.00046
2010-06-16,-0.02172
2010-06-17,0.01254
2010-06-18,-0.00788
2010-06-21,-0.0014
2010-06-22,-0.0056
2010-06-23,-0.02082
2010-06-24,-0.01494
2010-06-25,0.00291
2010-06-28,-0.00826
2010-06-29,-0.0383
2010-06-30,0.03194
2010-07-01,0.0233
2010-07-02,0.0105
2010-07-06,-0.00906
2010-07-07,0.01851
2010-07-08,0.00282
