"Index","FLEX.Close"
2008-02-14,10.84
2008-02-15,10.89
2008-02-19,10.66
2008-02-20,10.75
2008-02-21,10.51
2008-02-22,10.56
2008-02-25,10.75
2008-02-26,10.76
2008-02-27,10.69
2008-02-28,10.55
2008-02-29,10.14
2008-03-03,10.3
2008-03-04,10.29
2008-03-05,10.44
2008-03-06,10.24
2008-03-07,10.08
2008-03-10,9.78
2008-03-11,9.74
2008-03-12,9.96
2008-03-13,9.95
2008-03-14,9.62
2008-03-17,9.28
2008-03-18,9.75
2008-03-19,9.61
2008-03-20,9.62
2008-03-24,10.07
2008-03-25,10.21
2008-03-26,9.76
2008-03-27,9.51
2008-03-28,9.26
2008-03-31,9.39
2008-04-01,9.8
2008-04-02,9.91
2008-04-03,9.68
2008-04-04,9.93
2008-04-07,9.58
2008-04-08,9.67
2008-04-09,9.43
2008-04-10,9.66
2008-04-11,9.34
2008-04-14,9.28
2008-04-15,9.29
2008-04-16,9.66
2008-04-17,9.64
2008-04-18,9.91
2008-04-21,9.82
2008-04-22,9.71
2008-04-23,9.65
2008-04-24,10.09
2008-04-25,10.21
2008-04-28,10.16
2008-04-29,10.36
2008-04-30,10.39
2008-05-01,10.96
2008-05-02,11.01
2008-05-05,10.67
2008-05-06,10.76
2008-05-07,10.58
2008-05-08,10.56
2008-05-09,10.51
2008-05-12,10.87
2008-05-13,10.77
2008-05-14,10.73
2008-05-15,10.87
2008-05-16,10.71
2008-05-19,10.79
2008-05-20,10.53
2008-05-21,10.4
2008-05-22,10.49
2008-05-23,10.29
2008-05-27,10.58
2008-05-28,10.58
2008-05-29,10.58
2008-05-30,10.71
2008-06-02,10.59
2008-06-03,10.61
2008-06-04,10.88
2008-06-05,11.23
2008-06-06,10.92
2008-06-09,10.93
2008-06-10,10.96
2008-06-11,10.55
2008-06-12,10.6
2008-06-13,10.92
2008-06-16,10.96
2008-06-17,10.65
2008-06-18,10.35
2008-06-19,10.53
2008-06-20,10.16
2008-06-23,9.81
2008-06-24,9.64
2008-06-25,10.12
2008-06-26,9.7
2008-06-27,9.47
2008-06-30,9.4
2008-07-01,9.35
2008-07-02,8.72
2008-07-03,8.86
2008-07-07,8.93
2008-07-08,9.07
2008-07-09,8.75
2008-07-10,9.13
2008-07-11,8.84
2008-07-14,8.89
2008-07-15,8.91
2008-07-16,9.23
2008-07-17,9.6
2008-07-18,9.39
2008-07-21,9.24
2008-07-22,9.38
2008-07-23,9.45
2008-07-24,8.99
2008-07-25,8.79
2008-07-28,8.7
2008-07-29,9.28
2008-07-30,9.12
2008-07-31,8.93
2008-08-01,9.06
2008-08-04,9
2008-08-05,9.07
2008-08-06,8.76
2008-08-07,8.94
2008-08-08,9.23
2008-08-11,9.23
2008-08-12,9.19
2008-08-13,9.17
2008-08-14,9.51
2008-08-15,9.44
2008-08-18,9.29
2008-08-19,9.12
2008-08-20,9.12
2008-08-21,9.01
2008-08-22,9.15
2008-08-25,8.88
2008-08-26,8.85
2008-08-27,8.99
2008-08-28,9.18
2008-08-29,8.92
2008-09-02,8.47
2008-09-03,8.68
2008-09-04,8.42
2008-09-05,8.3
2008-09-08,8.54
2008-09-09,8.06
2008-09-10,8.02
2008-09-11,8.33
2008-09-12,8.44
2008-09-15,8.23
2008-09-16,8.06
2008-09-17,7.58
2008-09-18,7.66
2008-09-19,8.05
2008-09-22,7.55
2008-09-23,7.58
2008-09-24,7.41
2008-09-25,7.53
2008-09-26,7.71
2008-09-29,7.04
2008-09-30,7.08
2008-10-01,6.97
2008-10-02,6.43
2008-10-03,5.9
2008-10-06,5.72
2008-10-07,5.27
2008-10-08,5.11
2008-10-09,5.28
2008-10-10,4.97
2008-10-13,5.28
2008-10-14,4.92
2008-10-15,4.46
2008-10-16,4.4
2008-10-17,4.35
2008-10-20,4.57
2008-10-21,4.27
2008-10-22,4.23
2008-10-23,3.74
2008-10-24,3.83
2008-10-27,3.75
2008-10-28,4.1
2008-10-29,4.1
2008-10-30,4.12
2008-10-31,4.18
2008-11-03,4.3
2008-11-04,4.29
2008-11-05,4.01
2008-11-06,3.51
2008-11-07,3.68
2008-11-10,3.53
2008-11-11,3.4
2008-11-12,3.12
2008-11-13,3.39
2008-11-14,3.06
2008-11-17,2.96
2008-11-18,2.65
2008-11-19,2.27
2008-11-20,1.6
2008-11-21,1.99
2008-11-24,2.29
2008-11-25,2.19
2008-11-26,2.5
2008-11-28,2.34
2008-12-01,2.19
2008-12-02,2.25
2008-12-03,2.38
2008-12-04,2.16
2008-12-05,2.26
2008-12-08,2.39
2008-12-09,2.42
2008-12-10,2.59
2008-12-11,2.39
2008-12-12,2.21
2008-12-15,2
2008-12-16,2.15
2008-12-17,2.42
2008-12-18,2.25
2008-12-19,2.49
2008-12-22,2.39
2008-12-23,2.37
2008-12-24,2.27
2008-12-26,2.25
2008-12-29,2.27
2008-12-30,2.51
2008-12-31,2.56
2009-01-02,2.83
2009-01-05,2.77
2009-01-06,3.19
2009-01-07,3.23
2009-01-08,3.16
2009-01-09,2.96
2009-01-12,2.79
2009-01-13,3
2009-01-14,2.81
2009-01-15,2.92
2009-01-16,2.91
2009-01-20,2.56
