"Index","AMOT.Close"
2007-06-26,7.33
2007-06-27,7.36
2007-06-28,7.21
2007-06-29,7.2
2007-07-02,7.17
2007-07-03,7.23
2007-07-05,7.36
2007-07-06,7.68
2007-07-09,7.72
2007-07-10,7.59
2007-07-11,7.65
2007-07-12,7.68
2007-07-13,7.75
2007-07-16,7.65
2007-07-17,7.74
2007-07-18,7.68
2007-07-19,7.72
2007-07-20,7.62
2007-07-23,7.6
2007-07-24,7.68
2007-07-25,7.74
2007-07-26,7.69
2007-07-27,6.94
2007-07-30,6.62
2007-07-31,6.79
2007-08-01,6.44
2007-08-02,6.45
2007-08-03,6.65
2007-08-06,6.69
2007-08-07,5.28
2007-08-08,4.95
2007-08-09,4.73
2007-08-10,4.61
2007-08-13,4.9
2007-08-14,4.9
2007-08-15,4.8
2007-08-16,4.69
2007-08-17,4.66
2007-08-20,4.53
2007-08-21,4.46
2007-08-22,4.61
2007-08-23,4.64
2007-08-24,4.45
2007-08-27,4.4
2007-08-28,4.92
2007-08-29,4.9
2007-08-30,4.75
2007-08-31,4.71
2007-09-04,4.9
2007-09-05,4.85
2007-09-06,4.9
2007-09-07,4.82
2007-09-10,4.74
2007-09-11,4.81
2007-09-12,4.95
2007-09-13,4.95
2007-09-14,5.09
2007-09-17,4.89
2007-09-18,5.11
2007-09-19,5.12
2007-09-20,5.12
2007-09-21,4.96
2007-09-24,5
2007-09-25,5.05
2007-09-26,4.97
2007-09-27,4.95
2007-09-28,5.05
2007-10-01,4.59
2007-10-02,4.8
2007-10-03,4.99
2007-10-04,4.85
2007-10-05,4.8
2007-10-08,4.89
2007-10-09,4.92
2007-10-10,4.73
2007-10-11,4.95
2007-10-12,4.8
2007-10-15,4.82
2007-10-16,4.65
2007-10-17,4.61
2007-10-18,4.5
2007-10-19,4.5
2007-10-22,4.64
2007-10-23,4.55
2007-10-24,4.6
2007-10-25,4.7
2007-10-26,4.74
2007-10-29,4.7
2007-10-30,4.74
2007-10-31,4.6
2007-11-01,4.9
2007-11-02,4.92
2007-11-05,4.73
2007-11-06,4.69
2007-11-07,4.62
2007-11-08,4.52
2007-11-09,4.48
2007-11-12,4.37
2007-11-13,4.5
2007-11-14,4.5
2007-11-15,4.51
2007-11-16,4.5
2007-11-19,4.46
2007-11-20,4.4
2007-11-21,4.4
2007-11-23,4.4
2007-11-26,4.33
2007-11-27,4.3
2007-11-28,4.3
2007-11-29,4.45
2007-11-30,4.59
2007-12-03,4.61
2007-12-04,4.47
2007-12-05,4.49
2007-12-06,4.63
2007-12-07,4.67
2007-12-10,4.66
2007-12-11,4.49
2007-12-12,4.43
2007-12-13,4.45
2007-12-14,4.56
2007-12-17,4.48
2007-12-18,4.45
2007-12-19,4.45
2007-12-20,4.64
2007-12-21,4.69
2007-12-24,4.69
2007-12-26,4.72
2007-12-27,4.63
2007-12-28,4.63
2007-12-31,4.65
2008-01-02,4.65
2008-01-03,4.85
2008-01-04,4.97
2008-01-07,5.04
2008-01-08,4.9
2008-01-09,4.93
2008-01-10,5.1
2008-01-11,5.16
2008-01-14,5.05
2008-01-15,5.05
2008-01-16,5.04
2008-01-17,4.79
2008-01-18,5.14
2008-01-22,4.83
2008-01-23,4.7
2008-01-24,4.92
2008-01-25,4.96
2008-01-28,4.85
2008-01-29,5
2008-01-30,5.03
2008-01-31,5
2008-02-01,5
2008-02-04,4.99
2008-02-05,4.81
2008-02-06,4.8
2008-02-07,4.5
2008-02-08,4.41
2008-02-11,4.59
2008-02-12,4.22
2008-02-13,4.67
2008-02-14,4.58
2008-02-15,4.88
2008-02-19,4.75
2008-02-20,4.98
2008-02-21,4.85
2008-02-22,4.85
2008-02-25,4.82
2008-02-26,4.95
2008-02-27,4.89
2008-02-28,5
2008-02-29,4.97
2008-03-03,4.75
2008-03-04,4.57
2008-03-05,4.57
2008-03-06,4.48
2008-03-07,4.64
2008-03-10,4.65
2008-03-11,4.63
2008-03-12,4.5
2008-03-13,4.5
2008-03-14,4.5
2008-03-17,4.4
2008-03-18,4.4
2008-03-19,4.68
2008-03-20,4.6
2008-03-24,4.46
2008-03-25,4.82
2008-03-26,4.63
2008-03-27,4.79
2008-03-28,4.66
2008-03-31,4.74
2008-04-01,4.96
2008-04-02,4.8
2008-04-03,4.36
2008-04-04,4.42
2008-04-07,4.5
2008-04-08,4.4
2008-04-09,4.44
2008-04-10,4.5
2008-04-11,4.4
2008-04-14,4.4
2008-04-15,4.4
2008-04-16,4.41
2008-04-17,4.62
2008-04-18,4.55
2008-04-21,4.43
2008-04-22,4.43
2008-04-23,4.4
2008-04-24,4.48
2008-04-25,4.56
2008-04-28,4.41
2008-04-29,4.56
2008-04-30,4.68
2008-05-01,5
2008-05-02,5.02
2008-05-05,5.14
2008-05-06,5.22
2008-05-07,5.49
2008-05-08,5.51
2008-05-09,5.65
2008-05-12,5.4
2008-05-13,5.3
2008-05-14,5.26
2008-05-15,5.32
2008-05-16,5.32
2008-05-19,5.25
2008-05-20,5.16
2008-05-21,5.17
2008-05-22,5.31
2008-05-23,5.27
2008-05-27,5.16
2008-05-28,5.16
2008-05-29,4.89
2008-05-30,5.43
2008-06-02,5.13
2008-06-03,5.13
2008-06-04,5.14
2008-06-05,5.14
2008-06-06,5.36
2008-06-09,5.21
2008-06-10,5.42
2008-06-11,5.54
2008-06-12,5.56
2008-06-13,5.59
2008-06-16,5.5
2008-06-17,5.55
2008-06-18,5.55
2008-06-19,5.55
2008-06-20,5.6
2008-06-23,5.59
2008-06-24,5.5
2008-06-25,5.7
2008-06-26,5.5
2008-06-27,5.5
2008-06-30,5.79
2008-07-01,5.51
2008-07-02,5.55
2008-07-03,5.78
2008-07-07,5.55
2008-07-08,5.76
2008-07-09,5.8
2008-07-10,5.8
2008-07-11,5.8
2008-07-14,5.8
2008-07-15,5.56
2008-07-16,5.55
2008-07-17,5.6
2008-07-18,5.6
2008-07-21,5.72
2008-07-22,5.72
2008-07-23,5.56
2008-07-24,5.25
2008-07-25,5.65
2008-07-28,5.44
2008-07-29,5.1
2008-07-30,5.45
2008-07-31,5.11
2008-08-01,5.17
2008-08-04,5.62
2008-08-05,5.75
2008-08-06,5.63
2008-08-07,5.75
2008-08-08,5.69
2008-08-11,5.5
2008-08-12,5.39
2008-08-13,5.4
2008-08-14,5.26
2008-08-15,5.22
2008-08-18,5.21
2008-08-19,5.01
2008-08-20,5.15
2008-08-21,5.3
2008-08-22,5.56
2008-08-25,5.44
2008-08-26,5.1
2008-08-27,5.12
2008-08-28,5.12
2008-08-29,5.2
2008-09-02,5.35
2008-09-03,5.39
2008-09-04,5.39
2008-09-05,5.6
2008-09-08,5.41
2008-09-09,5.68
2008-09-10,5.52
2008-09-11,5.42
2008-09-12,5.3
2008-09-15,5.2
2008-09-16,5
2008-09-17,5.05
2008-09-18,5.05
2008-09-19,5.27
2008-09-22,5.12
2008-09-23,5.12
2008-09-24,5.4
2008-09-25,5.25
2008-09-26,5.31
2008-09-29,5.05
2008-09-30,5.2
2008-10-01,5.15
2008-10-02,5.1
2008-10-03,5.06
2008-10-06,4.8
2008-10-07,4.52
2008-10-08,4.25
2008-10-09,3.85
2008-10-10,4.21
2008-10-13,3.8
2008-10-14,3.51
2008-10-15,2.87
2008-10-16,2.91
2008-10-17,3
2008-10-20,3.18
2008-10-21,3
2008-10-22,2.65
2008-10-23,2.8
2008-10-24,2.86
2008-10-27,2.65
2008-10-28,2.85
2008-10-29,2.67
2008-10-30,2.59
2008-10-31,2.94
2008-11-03,2.6
2008-11-04,2.75
2008-11-05,2.58
2008-11-06,2.6
2008-11-07,2.8
2008-11-10,2.64
2008-11-11,2.49
2008-11-12,2.25
2008-11-13,2.19
2008-11-14,2.06
2008-11-17,2.02
2008-11-18,2.18
2008-11-19,1.9
2008-11-20,1.75
2008-11-21,1.85
2008-11-24,1.8
2008-11-25,2
2008-11-26,1.95
2008-11-28,2
2008-12-01,1.9
2008-12-02,1.8
2008-12-03,1.62
2008-12-04,1.52
2008-12-05,1.48
2008-12-08,1.5
2008-12-09,1.5
2008-12-10,1.48
2008-12-11,1.6
2008-12-12,1.6
2008-12-15,1.55
2008-12-16,1.52
2008-12-17,1.99
2008-12-18,1.79
2008-12-19,1.6
2008-12-22,1.78
2008-12-23,1.74
2008-12-24,1.65
2008-12-26,1.74
2008-12-29,1.7
2008-12-30,2.1
2008-12-31,2
2009-01-02,1.94
2009-01-05,2.15
2009-01-06,2.29
2009-01-07,2.38
2009-01-08,2.98
2009-01-09,4.3
2009-01-12,2.9
